ATER,MBRX,TECX,HOLO,LENZ,MNPR,STEC,GNPX,IMG,GNLN,DRUG,MIRA,ASNS,CHSN,DUO
-0.036789262,-0.279365107,-0.008370514,-0.074235842,-0.008860222,-0.010000025,0.122605381,0,-0.115384625,0,-0.008620682,0.157142941,-0.026490041,-0.070270267,-0.075471711
-0.038194489,0.140969135,-0.034890311,-0.051886746,-0.023974,0.001443035,-0.095563228,-0.06547613,-0.304347808,0.037037001,0.008695644,-0.106995878,0.006802714,-0.040697704,-0.020408129
-0.025270734,-0.069498006,-0.037317749,0.012437858,-0.072439623,-0.121037485,-0.003773537,-0.063694281,-0.133152174,-0.298701253,-0.067241338,-0.032258142,-0.121621665,-0.042424203,-0.046875017
0.018518501,-0.087136942,0.024227717,-0.093366118,0.057001729,-0.031147551,0.022727319,-0.040816368,-0.090909077,0.199073987,-0.001848405,0.085714321,0.015384693,0.037974646,0.087431709
0.018181801,0,-0.045535214,-0.07588075,-0.01528657,-0.018612464,0.037037,0.021276661,-0.024137989,0.563706689,0,-0.065789412,-0.121212181,-0.01219511,-0.015075407
0.089285716,-0.002272779,0.016109061,-0.043988297,0.040103505,-0.051724169,-0.049999995,-0.013888958,-0.123674881,-0.33827162,0,-0.004694943,0.077586238,0.043209909,0.012755166
0.131147574,0.029612783,-0.016463443,-0.055214745,-0.014096192,-0.196363622,-0.172932343,0,-0.064516163,-0.077985114,0.032407375,-0.009433954,0.031999969,-0.017751532,-0.017632314
-0.133333343,-0.004424775,0.013639258,-0.051948004,-0.025231302,0.06561085,-0.05454543,-0.112676036,-0.034482727,3.653986323,-0.013452902,0.0047619,0.015503862,-0.027108408,-0.00256407
0.040133741,0.044444402,-0.007951135,0.092465744,-0.000431416,0.027600873,0.240384524,-0.325396801,-0.093750017,-0.129565197,-0.045454609,-0.028435993,-0.007633581,0.068730614,0.002570661
-0.035369742,0.06382983,-0.009864356,-0.087774284,0.014242552,-0.057851281,-0.019379827,-0.141176472,-0.034482726,0.678321564,-0.038095203,-0.058536589,-0.046153804,-0.015063676,-0.020512786
0.016666651,-0.107999992,0.052303872,0,-0.038297856,0.039473647,-0.146245007,-0.106849325,0.005102036,-0.223809491,0.019801962,-0.025906712,0.112903213,0,0.036649211
-0.090163889,0.09417042,0.007100642,0.003436423,0.006637151,-0.016877622,0.046296251,-0.006134982,-0.025380747,-0.187116533,0.038835031,0.026595719,-0.057971046,0.011764694,0.065656549
0.009008957,-0.016393427,-0.009988253,0.428082181,-0.002197769,0.02145931,-0.088495558,-0.012345704,0.062500004,-0.142452847,-0.046729037,-0.077720197,0,-0.002906974,0.045023754
0.017857126,0.070833263,-0.00949554,0.107913621,-0.008810606,0.042016765,1.087378673,0.031250064,-0.078431358,-0.061606206,-0.009803912,0.08988769,0.061538497,-0.008746347,-0.045351497
0.042105308,-0.009727571,-0.026363123,0.136363665,-0.001333364,0.040322542,0.016279068,0.06818175,-0.031914863,-0.155920277,0.019801962,0.020618536,0.057971046,-0.011764764,0.152019026
-0.010101,-0.049115912,0.058461585,0.321904773,-0.011125946,0.06976747,0.098398129,-0.007092192,-0.104395633,-0.086111097,0,-0.055555562,0.061643775,0.05357145,-0.041237134
0.030612215,-0.012396682,0.058139532,-0.180115272,0.012601291,-0.068840601,-0.197916669,0.019999998,-0.024539854,0.013677835,-0.019417458,-0.010695177,0.025806505,0.011299424,-0.012903252
0.029702942,0.06694554,0.020329611,-0.105448137,-0.022222222,0.019455235,0.036363634,-0.016806674,0,-0.062968526,0.34653468,0.140540469,0.03144651,0.022346414,0.132897583
-0.025641002,-0.03137252,0.01507812,-0.168958764,0,-0.083969389,0.581453633,0,-0.169811305,-0.051200027,-0.110294099,-0.071089983,0.05487807,-0.010929016,-0.111538405
-0.055921078,0.016194316,0.00530506,-0.177304964,0.004545472,-0.058333375,-0.031695692,-0.009971551,-0.060606091,-0.118043816,-0.0909091,-0.122448982,-0.028901775,-0.058010996,-0.049783553
0.031358939,0.01195218,0.002638482,0.005747121,0,0.04867252,-0.050736527,-0.033093528,0.064516163,-0.015296352,-0.05454551,0.087209287,0.071428576,-0.052785942,-0.013667453
0.010135125,0.003937004,0.010526356,0.185714313,0.058370995,0.008438912,-0.103448283,0.019345255,0.0454545,0.060194163,0.019230752,0.032085531,-0.044444403,0.009287917,-0.076212454
0.040133741,-0.03137252,0,-0.05542169,-0.028644724,-0.008368292,0.115384624,-0.021897789,-0.079710156,-0.054945089,0.023584997,-0.067357512,-0.110465148,0.012269927,-0.050000026
0.028938957,-0.024291475,-0.001562536,-0.107142875,0.088028172,0.029535939,0.05689654,-0.197014964,0.023622025,-0.127906951,0.003686588,-0.055555504,-0.006535942,0.036363674,0
-0.012499988,0.033194988,-0.046948337,-0.068571431,-0.03398059,-0.004098357,0.050570994,-0.072490661,-0.061538405,0.122222265,0.092745704,-0.070588236,-0.059210549,-0.029239807,0.052631608
0.107594907,-0.036144544,0.004926117,-0.092024526,-0.003350081,-0.016460889,-0.026397546,-0.058116259,-0.02459014,-0.011881271,-0.042016865,-0.018987399,-0.013986001,0.036144616,0
0.014285701,-0.016666749,-0.038126402,0.040540501,0.01638661,0.004184096,-0.07336524,-0.010638288,-0.033613512,0.040080219,0.052631634,-0.058064463,0.05673762,-0.011627896,-0.02500005
-0.014084494,0.004237284,-0.009060014,-0.035714253,-0.010334849,0.020833313,-0.125645367,-0.019354846,0.026086932,-0.036608874,0.029999911,-0.116438405,0.117449632,-0.088235348,-0.00256407
-0.065714291,0.012658317,0,-0.033670082,-0.117794471,-0.020408143,-0.015748063,0.052631555,-0.067796549,0.042000008,-0.033171433,0.093023262,-0.027027002,0.083870967,0.10539848
0.029051997,0.012499988,0,-0.083623617,-0.022253845,0.645833288,0.001999974,-0.104166632,-0.027272701,-0.051823412,0.046025059,-0.049645344,0.043209909,0.071428576,0.046511583
-0.034175337,0,0.027999987,-0.091254753,0.058595691,-0.022784848,-0.041916164,-0.023255861,-0.074766392,-0.099190332,0.019999981,0.007462679,0,-0.105555524,0.022222268
-0.024615361,-0.008230445,0.026681465,-0.016736485,-0.043458405,0.085492272,0.04166669,-0.069047584,-0.089898976,0.32808991,-0.027450955,-0.05185189,-0.017751532,0.211180143,-0.065217393
0.003154571,-0.029045713,0.00974555,-0.068085044,0.009086587,-0.007159955,-0.101999998,-0.130434779,0.015538289,-0.047377283,0.040322542,0.023437478,0,0.27179485,-0.034883756
0.009433953,0.055555606,0.018766777,-0.077625604,0.018957328,-0.052884567,-0.042316244,0.073529429,0.125683002,0.049733522,-0.031007723,-0.106870223,-0.006024091,0.04838705,-0.014457789
0.009345785,-0.004048579,0.042105223,0.148514829,0.026976741,0.142131963,-0.004651172,0.068493084,-0.328155348,-0.106598926,-0.004800034,-0.008547001,-0.090909078,0.065384647,-0.031784868
0.015432084,-0.036585427,0.014141449,0.056034534,0.014039831,0.00888888,0.016355138,-0.020512786,-0.115606917,0.00757575,0.000803896,-0.034482727,0.016666651,-0.050541468,-0.007575735
-0.0638298,0.143459987,0.041832677,-0.05306127,-0.037963309,-0.037444951,-0.126436797,0.08900526,-0.084967299,-0.062030148,-0.04257026,-0.053571484,0.036065618,-0.045627422,0.089058514
-0.009740251,-0.007380067,0.158699794,-0.008620682,0.00696377,0.00915331,-0.036842102,-0.048076948,-0.035714252,0.050100203,0.006711423,0.047169881,-0.018987399,0.139442194,0.259345726
-0.029508169,-0.104089206,0.212871283,0.047826146,-0.005532542,0.172335659,0.038251363,-0.116161626,-0.005555594,-0.011450371,-0.012500087,-0.009009,-0.045161249,0.048951087,-0.072356172
-0.011824353,0.01244812,-0.027891146,0.195020752,0.031525281,0.129593823,-0.144736863,0,-0.024208587,-0.001930454,0.012658317,-0.027272701,0.033783751,-0.033333302,1.140000105
-0.00512816,0.127049154,0.070678813,-0.024305614,0.080449479,0.159246542,0.04307692,0.059999995,-0.017175579,-0.019342341,0.01666665,0.084112065,-0.084967319,-0.017241445,0.177570027
-0.010309268,0.032727242,-0.009803959,0.281138782,-0.012479248,-0.004431346,0.091445485,-0.02425877,-0.046601922,-0.033530586,-0.040983664,0.120689646,0.035714337,-0.02807015,1.460317403
-0.031250052,-0.017605618,-0.075907567,0.086111164,-0.039595642,-0.246290787,0.081081083,-0.024861888,-0.089613035,-0.057142899,-0.059829005,-0.084615307,0,0.010830315,0.093548455
-0.025089582,-0.096774188,0.070714269,-0.120204608,0.003947375,-0.045275595,-0.022500008,-0.065155731,-0.067114097,-0.051948004,0.015454509,0.008403353,0.006896545,-0.057142804,0.292035392
0.018382335,-0.023809501,-0.010006646,-0.232558122,-0.017911746,-0.061855612,-0.079283857,0,0.002398122,-0.015981774,-0.024171845,-0.025000075,-0.034246623,0.151515091,-0.139269433
0.018050524,-0.040650464,0.112533697,-0.060606091,0.146797207,0.0131868,0.061111067,0.063636355,-0.009569397,-0.010440853,0.06422012,-0.017094001,-0.007092192,3.871710725,-0.328912471
-0.021276576,0.063559365,-0.018473671,0.12903223,-0.06982161,0.101952229,0.00785338,-0.002849051,-0.014492783,-0.024618997,-0.025862045,-0.026086932,0,-0.173531437,-0.14229245
0.02898548,-0.00398406,-0.014501676,-0.075000015,0.017931623,0.051181148,-0.064935005,0,-0.009803869,0.064903844,-0.044247746,-0.017857126,0.021428551,0,-0.235023084
0.010563371,0.019999981,-0.023794622,0.268339844,0.00163871,-0.04868918,-0.022222266,-0.025714296,-0.059405985,0.013544006,-0.024074094,-0.0090909,-0.034965003,0,0.060240979
-0.024390222,-0.04705878,-0.005772941,-0.124809764,-0.034764841,0.017716566,0.059659085,-0.002932514,0.015789506,-0.008908678,0.015180296,-0.009174303,0.01449274,0,-0.306818162
0.026785732,0.004115222,0.011612923,-0.066086976,0.047033843,0.063829772,-0.058981194,-0.002941226,0.031088068,-0.067415669,0.009345785,0.00925925,-0.042857103,0,0.04918028
0.064347806,-0.028688594,0.076211714,-0.011173174,0.0319709,-0.020000024,0,0.00884962,0.005025136,0.053011996,1.305555473,-0.018348606,0.022388038,0,-0.171875026
-0.022875796,-0.016877622,0.005333342,0.065913354,0.028627433,-0.04452686,0.096866035,-0.017543895,-0.060000046,0.016018346,14.45783194,-0.018691681,-0.058394192,0,-0.132075409
0.003344478,0.038626676,0.043324527,-0.077738528,0.038886789,0.021359249,6.012987311,0.026785725,-0.05319144,-0.027027001,-0.251753755,0.047619118,0.06976747,0,0.554347741
-0.013333321,-0.024793463,0.014971716,-0.107279687,-0.034128452,0.085551291,-0.411111109,-0.01449274,5.460673911,0,-0.246527731,-0.0090909,0.01449274,0,-0.244755187
-0.016891876,0.095339048,0.04091292,-0.00214587,0.063449852,-0.03677759,-0.025157283,0.214705833,-0.230434775,0.041666625,1.175575918,0.009174303,0.035714337,0,0.074074
0.003436423,0.032882026,-0.013368983,-0.038709742,-0.028581609,-0.045454545,-0.148387037,2.656174421,-0.056497189,0.077777757,0.017157411,-0.045454609,-0.048275897,0,0.051724193
0.010273963,-0.044943865,-0.015989163,-0.029082694,-0.092681148,0,-0.121212181,1.377483402,-0.263473024,-0.035051563,-0.01759686,0,-0.02173911,-0.021241849,0.02459014
-0.057627144,0,-0.049573203,-0.043778813,0.025537055,-0.118095216,0.034482829,-0.261838396,0,-0.258546975,-0.003709576,0.019047715,0,-0.140233674,-0.080000019
-0.023381316,-0.003921565,0.05476683,-0.084337382,-0.011067146,6.053995473,-0.08333335,-0.19245282,-0.130081272,-0.35158502,0.053191489,0.05607471,0.0148148,-0.11747573,-0.034782576
-0.012891289,0.013779562,0.064285716,-0.059210502,0.07993605,-0.481628892,-0.136363666,-0.074766392,-0.112149587,-0.119999992,-0.011313159,0.141592891,-0.051094929,0.161716198,-0.027027001
0.00373134,0.017475665,0.018585374,-0.057342702,0.054774223,0.053160047,0,0.383838375,-0.033684216,0.919191877,-0.026563124,0.21705434,0.030769294,0.214015074,0.092592501
0.018587342,0,0.038520033,-0.008902069,-0.010175471,-0.090858152,-0.046315758,-0.109489033,-0.141612198,-0.031578918,-0.05499578,0.101910803,-0.014925359,-0.070592805,-0.016949137
0.018248158,-0.030534323,0.001952216,-0.146706593,-0.020205591,-0.095003029,-0.061810147,-0.172131175,-0.050761374,-0.173913069,0.052643245,0.271676314,-0.02272734,0.093579503,-0.043103408
