ATER,MBRX,TECX,HOLO,LENZ,MNPR,STEC,GNPX,IMG,GNLN,DRUG,MIRA,ASNS,CHSN,DUO
0.166666743,0.03114753,-0.00757575,-0.038613876,0.033536626,-0.169999981,0.007462679,0.031175087,-0.070588236,0.056179795,-0.006074013,0.004999995,-0.052173864,0.019108261,-0.018115925
0.04615384,-0.028616862,0.015267161,-0.071060779,0,0.079518052,-0.0074074,0.041860423,0.088607583,-0.021276621,-0.022222202,0.034825838,0.009174303,0.024999976,0.029520355
-0.084033657,0.126022949,-0.01503758,-0.140798197,-0.020649018,0.104910667,0,-0.053571484,-0.098837252,-0.039130426,-0.028409064,-0.048076879,-0.027272701,0.048780514,0.021505312
0.006880782,-0.020348834,-0.00763358,-0.140645181,-0.027108408,0.07070715,0.011194019,-0.028301861,-0.032258035,0.038461497,-0.064327492,-0.060606062,0.009345785,-0.040697704,0
0.070615006,-0.00593473,0.030769201,0.013513537,-0.043343685,-0.094339619,-0.025830233,0.063106853,-0.033333302,0.032679827,-0.018749982,0.026881695,-0.018518611,-0.024242401,-0.035087686
0.023404271,0,-0.022388038,-0.096296296,0.012945049,-0.047916669,0.02272725,-0.029680391,-0.060689694,-0.050632989,0.070063625,-0.005235597,0.009434066,0.006211174,0.038181759
0.039501026,0.005970161,0,-0.111475397,0.003194885,-0.10612694,0,-0.004705878,0.005873727,0.053333419,-0.071428576,0.652631655,0.028037355,0.012345667,0.059544729
-0.015999973,-0.062314531,-0.00763358,-0.083025829,0.187898056,0.116279045,0.029629601,0.111111061,0.043795579,0.033755204,-0.038461503,-0.044586019,0.036363601,-0.01219511,0.104132168
-0.040650427,-0.11234183,-0.015384661,-0.016096564,-0.088471829,-0.094298209,-0.021582713,-0.104255275,0.055944088,0,0.046666702,0.033333302,-0.043859608,-0.024691334,0.115269497
-0.182203379,-0.001782508,0.007812493,0.370143107,0.047058777,-0.089588405,0,-0.004750589,-0.068211951,-0.004081602,-0.070063701,-0.290322543,-0.045871624,-0.006329108,-0.060402707
-0.12435235,-0.042857123,-0.015503862,-0.010447716,-0.022471889,-0.0598404,0.03676467,-0.007159955,0.037668866,-0.047131196,-0.109589097,0.118181811,0.04711541,0.019108261,-0.128571393
0.047337286,-0.076492551,0.023622088,-0.030165911,-0.040229915,-0.079207911,0.035461044,-0.028846127,-0.068493165,-0.053763369,0,-0.040650464,-0.05417816,0,-0.085245877
0.053672299,0.111111124,-0.007692361,-0.166407528,-0.032934101,0.029185802,-0.041095932,0.012376285,0.094117661,0.29090908,-0.016153776,0,-0.038834915,0.049999952,-0.103942698
-0.112600526,-0.047272768,-0.023255792,-0.076492511,-0.04953563,0.135820948,-0.035714252,-0.173594135,-0.0524194,-0.059859165,-0.046129799,0.00847467,0.010101,-0.011904751,-0.029999971
-0.129909404,-0.196564861,0.015873001,0.07878791,0.065146597,0.007884355,0.029629601,-0.118343219,0.035461044,0,0.06803274,0.042016765,0.049999952,0.012048182,-0.00412372
-0.055555464,0.04988123,-0.023437478,-0.058052476,-0.02752291,-0.087353334,0.014388476,0.013422806,-0.013698617,0.041198519,-0.056024525,0.016129017,-0.014285701,0.011904822,-0.064182231
11.24264611,11.9072396,0.023999977,-0.033797232,4.094339756,-0.014285701,0.028368852,0.013245021,-0.00694452,0.048561138,0,-0.023809501,0.024154567,-0.011764764,-0.013274297
-0.069069076,-0.079754589,-0.046874956,-0.074074045,0.007407341,0.028985479,-0.062068986,-0.019607825,-0.104895092,-0.133790779,-0.016260147,-0.056910611,-0.028301861,0,-0.017937256
-0.070967676,-0.108571461,0.032786853,-0.111111111,0.025735299,0.036619751,0.044117605,-0.086666663,0.021874998,0.079207934,-0.066115736,-0.008620682,0,-0.005952375,-0.01369859
-0.013888958,0.183760719,0,-0.064999962,0.302867369,0.001358662,-0.049295729,-0.010948895,0,-0.042201799,0.035398196,-0.052173864,0.000970919,-0.005988018,0.041666612
-0.028168988,0.066786983,0.015873001,0.029411723,0.023842296,-0.075983711,-0.05185189,0.099630988,0.009174376,-0.003831472,0.025641104,0.009174303,-0.000969977,-0.036144545,0
-0.09057971,-0.040609099,0,-0.038961039,-0.059113287,-0.002936855,0.054687542,-0.003355701,0.040151493,-0.115384593,0.14999995,-0.0181818,0,0.043749958,-0.002222194
-0.02390436,-0.038800752,0,-0.137837848,0,-0.057437389,-0.07407409,-0.043771082,0.006554948,0.017391269,0,-0.00925925,-0.044660141,0.005988018,-0.028953255
-0.077551042,-0.036697214,0.015625048,0.216300931,0.009995197,0.003124997,0.119999981,0.095070419,-0.001447159,0.089743666,-0.072463786,0,-0.01422764,-0.005952375,-0.032110089
0.092920371,0.009523846,0.0076923,-0.051546393,-0.03251643,-0.006230524,-0.00714285,-0.038585174,-0.086956525,0.049019624,0.015624985,-0.046729037,0.051546341,0.00059883,0.023696731
0.028340054,-0.018867996,-0.030534382,-0.084239091,-0.009741878,-0.056426352,-0.028776951,0.003344478,0.039682502,0.009345765,-0.1,0,-0.019607825,0.023339338,-0.009259278
0.078740177,-0.028846082,-0.007874008,-0.023738849,0.004426963,-0.001661088,-0.096296291,-0.013333321,-0.007633581,-0.046296312,0.034188105,0.009803912,-0.089999974,0.07017544,0.133177595
0.113138665,0.035643529,0,-0.012158101,0.004407451,-0.016638998,-0.040983664,0.037162126,0.015384693,0.046601931,0.057851183,-0.029126187,0.010989,0.054644755,-0.053608293
-0.154098372,-0.005736178,-0.0079365,-0.055384592,0.025353508,0.082910366,-0.068376006,-0.061889193,-0.053030341,-0.053803301,-0.046874956,-0.000999987,-0.010869555,-0.031088054,-0.041394323
-0.003875965,-0.082692278,0.015999985,-0.084690564,0.033285727,0.203124952,0.027522909,-0.034722271,-0.015999985,0.117647029,0.032786853,-0.019019013,-0.021978066,0.021390354,-0.004545464
-0.073929893,-0.029979062,0,0.035587188,0.007363086,0.014285732,-0.124999987,-0.035971189,-0.016260147,0.052631567,0.0079365,-0.080612239,-0.037078644,0.047120437,-0.079908669
-0.067226924,-0.036092462,-0.007874008,-0.151202734,-0.066240242,-0.033290622,-0.081632695,-0.123134386,0.052066084,0.161666656,-0.031496033,-0.078801374,-0.15285879,-0.045000017,-0.081885838
-0.009009,-0.040358706,0,-0.040485829,-0.025440335,-0.035761586,-0.055555504,-0.021276576,0.264728996,-0.129124794,-0.073170758,-0.048192726,-0.064738279,-0.001570692,0
-0.040909159,0,-0.031746002,-0.054852367,-0.111445748,-0.100274725,-0.0411765,-0.039130398,-0.074534164,-0.059308058,0,0.025316431,-0.011782056,-0.016780255,0.051351334
0.004739332,0.057009333,0.016393427,0.316964308,-0.011864462,0.035114506,0.012269927,0.004072427,-0.136912748,0.155866911,0.035087686,0.034567898,0.013412822,-0.015999985,0.028277654
-0.033018838,0.027851442,-0.032258098,-0.054237301,-0.084047989,-0.056047213,-0.030303002,-0.040108149,-0.019440106,-0.04848488,-0.050847411,-0.007159883,0.182352958,-0.05149053,-0.042500048
0.03902447,-0.075268795,0,-0.053763442,-0.008114863,-0.012499988,0.088749974,0.015492953,-0.016653471,-0.036624172,0,0.027644232,-0.0920398,0.025714261,0.096605749
0.032863817,0.069767372,0.008333392,-0.030303002,0.001887963,0.028480985,-0.005740523,0.067961086,0.096774197,-0.008264508,0,0.026900586,0.061643775,0.052924808,-0.016666665
0.031818151,-0.054347827,-0.016528975,-0.082031264,-0.003768871,0.010769257,-0.019630508,-0.043290003,-0.139705923,-0.079999983,-0.026785689,-0.009111636,0.027096811,0,-0.060532632
0.008810564,-0.009655131,0,0.072340458,-0.025851189,-0.044140023,-0.051825643,-0.04072405,0.042735105,-0.050724652,0,0.034482726,-0.057788949,-0.021164001,0.056700991
0.008733616,0.074744666,0.016806774,-0.007936538,0.017475758,0.047770653,0.052173907,0.042452904,0.336065539,0.213740438,0.009174303,-0.044444403,0.039999962,0.021621601,-0.024390221
0.017316001,0.082073457,-0.016528975,-0.02,0.049618303,-0.012158043,-0.04368359,0.03619906,-0.171779124,0.117924572,-0.01363635,-0.011627896,-0.038461503,-0.015873001,0.012499988
-0.034042522,0.001995958,0,0.03265303,-0.038181825,0.015384601,0,-0.008733616,-0.022222201,0.081575186,-0.110599134,0,0.039999962,-0.002688169,0
0.046255515,0.00796812,0.025210127,0.003952584,-0.003780685,-0.015151501,-0.00370373,-0.004405282,0.121212091,-0.165149533,0.077720197,-0.036470609,0.012820577,-0.008086246,-0.037037075
0.014736878,0.017786592,0.008196713,0.003937023,0.037950627,0.015384601,-0.058240387,0.044247746,0.040540501,-0.049844204,0.005769271,-0.013430986,-0.24050632,0.048912996,-0.012820501
-0.01244812,-0.02524274,-0.008130073,-0.101960799,0.003046876,0.101515165,-0.013157882,0.033898375,-0.048701253,0.011475431,-0.053537279,-0.092821838,0.048333305,0.005181404,-0.049350634
0.029411735,0.00398406,0.016393427,-0.074235759,-0.017010862,0.089408542,0,0.071311484,-0.092150162,-0.024311177,0.030303001,0.023192387,-0.027027058,-0.013402073,0.038251363
0.036734658,0.009920673,0.008064508,-0.099056618,0.015451174,-0.037878812,-0.042666674,-0.051262456,0.556390877,0.016611243,0.03921565,0.013333321,-0.026143747,-0.007314555,-0.013157882
0.094488194,-0.07662089,0.007999992,0.015706766,-0.015216068,-0.015748017,0.058495816,-0.060483909,0.057971076,-0.019607839,0.053773626,0,-0.026845691,0,-0.048000018
0.039568394,0.017021363,-0.0079365,-0.087628809,-0.048207705,-0.051999982,-0.072368431,0.042918518,0.0821917,-0.029999993,-0.01074303,-0.013157882,-0.017241363,0,0.022409009
-0.034602124,-0.004184096,-0.015999985,-0.039548064,0.021428567,-0.054852368,0.049645428,-0.045267543,0.029535939,-0.085910609,-0.04072405,-0.039999962,-0.012280648,0.007894729,-0.038356159
0.107526866,-0.018907594,0.09756101,0.176470588,0.011443122,0.004464317,0.027027001,0.030172489,-0.135245965,-0.005639178,0.037735928,-0.004166696,-0.040852577,-0.007832891,0.094017069
-0.061488616,0.03854386,-0.044444518,0.614999962,-0.011942148,-0.035555522,0,0.075313732,0.009478777,0.017013311,-0.027272701,0.029288658,0.020370328,-0.015789459,0.020833298
0.075861994,0.014433025,0.06201557,-0.325077407,0.00763358,-0.08141324,0.013157882,-0.025291759,0.04694831,-0.039033527,0.014018678,-0.046070434,-0.009074402,-0.021925138,0.007653115
-0.038461503,0.02235775,0.014598526,-0.123853163,0.043560639,0.033444784,-0.046753188,-0.033932149,0,0.181818258,-0.023041562,-0.034090894,-0.064102612,-0.086932772,0.010126527
0,0.009940301,0,0.083769652,-0.01088931,-0.012944972,0.08310625,0.053718955,0.008968601,-0.065466455,0.037735928,-0.036764758,0.01956957,0.029940163,3.2105263
-0.063333352,-0.025590574,0,-0.07487928,0.137003041,0.016393427,-0.044025189,-0.043137215,-0.126666652,0.015761817,-0.0090909,0.297710017,-0.015355117,0,-0.309523808
-0.056939449,0.002020248,-0.007194295,-0.049608296,0.002689577,-0.014516077,-0.078947373,-0.036885308,-0.038167963,-0.070689687,0.119266047,0.199999944,0.033138323,-0.034883756,0.051724193
0.022641487,0.024193525,0.01449274,-0.043956105,-0.012339032,0.006546638,-0.305714272,0.008510631,0.037037065,0.027829308,-0.073770517,-0.101960759,-0.018867908,0.024096435,-0.008196713
-0.0221402,0.013779562,0.007142907,-0.022988484,-0.14611622,0.008130035,0.059670749,-0.067510487,-0.056122455,-0.005415161,-0.000884997,-0.039301324,0.048076994,0.052941124,-0.041322372
-0.003773581,-0.042718498,0.070922031,-0.029411765,-0.001272294,0.014516154,0.011650567,-0.004524882,0,0,-0.023029145,0.005681813,0,0.001675989,-0.034482727
-0.018939465,-0.070993898,-0.019867582,0.048484802,-0.019745189,-0.01430845,-0.021113314,-0.036363709,0,-0.052631542,0.144152233,-0.039547985,-0.104587173,0.037367558,-0.053571484
-0.023166002,-0.034934465,-0.006756804,-0.109826572,0.006497688,0,-0.176470599,0.117924535,-0.059459466,-0.0229885,-0.088748012,0.034117628,-0.016393476,-0.048387114,-0.249999944
0.023715393,0.049773707,-0.02040809,-0.103896069,0.001291185,-0.011290274,-0.135714246,0.021097128,-0.032758644,0.019607781,0,-0.089874853,0.00833335,0.050847477,0.040251578
0.015444093,0.028017267,0.02777775,0.050724623,-0.014184414,-0.00326264,-0.033057836,0.285123883,-0.019607839,0,0.052173968,0.022500008,-0.099173571,-0.026881759,-0.105199529
0.038022776,-0.037735813,-0.006756804,0.034482759,-0.01373447,0.260229074,0.917378795,0.012861801,0.030303074,0.015384668,-0.008264455,0.040342288,0.073394509,0.118232041,-0.001351334
-0.014652001,-0.013071883,-0.027210859,0.319999949,-0.026525174,-0.001298669,-0.121842437,-0.085714277,0.056470561,-0.034090901,-0.025000075,-0.059929493,0.004273513,0.057312342,0.02029768
-0.007434937,0.079470119,0.013986001,-0.156565586,0.098773762,0.046814061,0.150592189,0.010416656,-0.045100206,0.025490133,-0.042735004,-0.02500005,6.914893698,0.004672893,-0.071618063
-0.007490629,-0.087934528,0.0068966,0.047904144,-0.067575899,0.155279499,-0.117647033,-0.060137521,-0.049562703,0.118546877,-0.035714252,-0.01153839,-0.470430104,0.232558129,-0.092857141
-0.041509483,-0.031390104,0.04109585,-0.062857165,0.035904253,-0.127957044,-0.17666672,-0.104204701,0.036809854,-0.117948692,0.037037,-0.014267233,-0.208121868,-0.06415097,0.026771685
-0.027559029,-0.002314868,-0.026315765,-0.054878027,0.141848588,-0.044389602,-0.218623448,0.016326515,-0.082840296,0.017441856,-0.013392844,-0.003947318,0.057692331,-0.044354892,-0.053681021
-0.028340054,-0.004640367,0.006756697,-0.045161278,0.066329305,0.051612854,0.189119126,0.016064242,0.070967753,-0.070476201,-0.022624412,-0.009247066,-0.151515154,0.027426186,-0.059967587
-0.012500087,0.006993056,0.006711457,-0.067567567,-0.013705864,0.098159537,-0.061002174,0.023715393,-0.006024091,0.036885237,0,-0.013333321,0.07142859,0.080082208,0.051724193
-0.037974649,0.006944382,-0.020000034,0.01449274,-0.004275784,0.02122911,-0.039443132,-0.065637005,-0.030303002,-0.01976287,0.012037047,-0.040540582,-0.046666702,-0.040684452,0.083606554
-0.017543843,-0.048275872,-0.027210859,-0.057142871,-0.004830824,0.028446309,-0.009661855,-0.103305782,0,0.028225859,-0.039341354,0.039436617,-0.055944005,0.12564404,-0.083207271
-0.040178533,-0.048309134,0.020979057,-0.106060579,-0.005393764,-0.085106305,0.09268297,0.018433161,0.024999976,-0.033333381,-0.019047602,-0.024390173,-0.148148181,0,0.171617114
-0.069767483,0.010152274,-0.027397233,-0.199152571,-0.006507638,-0.038372082,-0.145089342,-0.05882358,-0.05487807,-0.006085191,0.009708729,-0.013888958,0.8434782,0,-0.084507048
0.034999967,-0.050251268,-0.014084605,0.026455027,-0.014192152,-0.186215279,0.065274169,-0.014423064,0.032258112,-0.157142795,0.009615376,0.030985937,-0.160377327,-0.138380246,-0.015384601
0.004830913,-0.010582001,-0.916666664,-0.001030951,0.019379867,0.025260041,0.004901971,-0.014634133,0.018749982,-0.009685262,0,-0.020491784,0.050561817,0.04617896,-0.054687449
0.019230752,-0.034759389,10.50000047,0.104231194,-0.015209163,0.157970965,-0.036585331,0,-0.01840489,-0.061124715,-0.028571403,-0.009762941,-0.090909068,0.128906316,-0.087603357
0.004717089,-0.026315732,-0.008074541,-0.117757033,-0.024269093,0.026282859,-0.00759499,0.009900981,-0.026250034,-0.036458287,0.055882394,0,-0.094117695,0.006920408,0.021739175
-0.018779436,-0.018492192,-0.002504694,-0.007415222,-0.0367439,-0.090243877,0,-0.03921565,0.014120716,-0.002702741,-0.02599814,-0.007042247,-0.058441504,0.010309268,-0.024822692
0.255980913,0.020289835,0.035153764,-0.140875103,0.045187706,-0.004021476,-0.002550988,0.005102036,0,-0.051490542,0.03431841,-0.078014196,0.020689635,-0.023809582,-0.0181818
0.070476169,0,-0.001212884,0.019875757,-0.029197,-0.017496587,-0.053708434,-0.043147227,0.012658215,-0.028571402,0,-0.019999927,0.560810752,0.01742167,0.088888845
-0.096085404,-0.019886345,-0.034608362,0.125456727,0.023134737,0.015068446,-0.075675667,0.023872656,0.003124997,-0.102941174,-0.032258142,0.03453682,-0.125541112,0.006849308,-0.037414991
0.086614186,0.034782575,-0.003773551,-0.035714278,-0.008479345,-0.028340087,-0.119883063,0.020725431,-0.003115262,-0.157377083,0.047619118,-0.084977232,-0.138613849,-0.040816368,0.015901066
-0.005434821,0.016806774,-0.009469733,0.066217751,0.006841444,-0.023611056,0.099667778,-0.030456884,0.006249994,0.062256853,-0.027272701,-0.046434491,-0.022988484,-0.095744676,-0.001739108
-0.027322336,-0.038567521,0.003824119,-0.157894737,0.022083771,0.024182019,-0.048338376,-0.005235597,-0.124223631,0.007326032,-0.018691681,0.017391288,-0.058823542,0.003921565,-0.001742138
-0.04868918,-0.041547272,0.021587311,0.022500038,0.018282545,0.025000043,0.238095202,-0.021052612,0.063829812,0.050909025,0,-0.063247866,-0.006249994,-0.128906223,0.012216351
0.027559029,-0.027802671,-0.009322596,-0.015892434,0.012513681,0.004065004,-0.051282004,-0.010752678,-0.053333362,-0.11764701,-0.023809502,-0.010948873,-0.025157283,0.013452902,-0.010344797
-0.011494242,0.042435427,-0.006900857,-0.203726746,0.002686686,-0.049932509,-0.072972999,0.005434777,0.003521124,0.031372484,-0.024390221,0.03136535,0.012903291,-0.084070822,-0.038327552
0.034883781,0.165191718,0.038534467,0.037441537,0.050911081,0.022727251,0.011661831,-0.0054054,-0.010526306,0.007604589,-0.040000021,0.073345273,0.070063625,-0.019323654,-0.003623142
0.033707832,0.101265785,0.030413624,-0.075187969,0.072412036,-0.011111101,-0.0057637,0.043478219,0.078014196,0.041509452,0.003125022,-0.018333395,0.1071429,-0.03940883,-0.025454542
0.01449274,-0.028505764,-0.017119298,0.039024352,0.032334683,-0.002808986,-0.011594226,0.031250033,0.021710522,0.050724652,0.059190012,0.256366768,0.096774165,0.0051282,0
0.139285754,0.005679169,0.032432488,-0.051643182,0.011515431,0.040845066,0.04692083,0.040404001,0.010946606,0.010344825,0.225490219,0.094594584,0.014705869,-0.005102036,-0.037313508
-0.021943627,0.043529398,0.008144234,-0.033003269,-0.006830584,-0.039242215,0.033613431,-0.033980551,-0.133757982,-0.023890828,-0.056000042,0.012345667,-0.101449239,-0.025641062,-0.031007701
-0.076923006,0.039458894,-0.055972263,-0.093856686,-0.011462632,0.014084494,0,-0.005025121,-0.169117659,0,-0.076271117,-0.04146339,0,0.005263153,-0.09799999
0.013888875,-0.063991338,0.00855742,0.013182707,-0.005101981,-0.062499975,-0.07317068,-0.020202001,0.007964658,-0.03846148,0.06422012,-0.123409671,-0.16129036,0,0.019955661
0.071917819,-0.063731192,0.008484811,-0.133829043,0.024708567,-0.059259273,-0.017543895,0.015463902,-0.107111582,0.018181761,-0.08620692,6.271408059,0.012820577,0.031413646,-0.015217389
-0.022364271,-0.118811887,-0.012019162,0.255364828,0.039581477,0.007874046,-0.041666663,0.015228412,0.012782706,0.003571479,0.047169881,-0.489021991,-0.050632937,0,-0.039735113
-0.022875796,-0.016853917,0.034063227,-0.223931618,0.030196959,0,0.037267064,-0.050000012,2.252427182,-0.007117462,0.126126112,-0.07812502,-0.080000003,-0.02233504,0.236781574
-0.033444784,-0.022857121,0,0.167400933,0.022514816,0.023437515,-0.047904201,0.015789459,-0.098507443,-0.017921169,-0.031999969,0.288135634,0.144927571,0.017653187,-0.141263898
0.027681633,0.029239738,0.037647023,-0.071698132,-0.004154565,0.09923658,-0.012578549,-0.036269396,0.245033117,0,-0.008264455,-0.108552608,0,-0.056122455,-0.023809539
-0.020202001,-0.048295476,0.027777766,-0.095528508,0.005006293,0.013888942,-0.022292991,-0.032258098,-0.042553214,0.065693417,-0.041666725,-0.154981576,-0.056962045,-0.0108108,-0.006651865
0.013745691,-0.056716365,-0.00717039,-0.047191022,0.04192612,-0.041095915,-0.068403899,0,0.027777818,-0.006849264,-0.025217326,0.002183456,-0.006711403,-0.103825165,-0.040178585
0.013559309,-0.003164554,-0.00444444,0.08018872,-0.01075699,0,-0.087412604,-0.066666671,0.616216201,-0.068965525,0.034790288,-0.084967392,0.020270251,0.128048805,-0.013953516
