PRTG,INLX,LUMO,AMLI,LRMR,BACK,FNGR,HIVE,RVYL,GNPX,LFMD,GMGI,EP,SOBR,APCX,NTRP,FTFT,ZKIN,NVVE,FRES,MRIN,REPX,LDWY,BTOG,CYBN,DIT,NAII,NVNO,TC,BPTH,CREX,CCM,BCDA,ONCT,FCUV,HOFV,BWMX,ISDR,DSS,ALAR,DUOT,AIFF,EFSH,HYLN,CHRD,LIXT,MCRB,PHGE,CTGO,RDIB,ABVC,ADCT,ADV,AGMH,ICCH,INDV,ARMP,DTSS,LTBR,BLBX,BRTX,CHR,CLEU,CNF,COSM,EQS,DTST,ELVN,ESOA,FKWL,GREE,GYRO,HYMC,ICLK,ILLR,INTG,IOR,JSPR,KGEI,SYPR,INTZ,LITB,MAYS,MDJH,MGYR,MI,MIGI,NIXX,NMTC,CEAD,PMTS,POWW,PRPH,RETO,RIME,RZLT,SAVA,SBEV,SCWO,SGML,BYU,SLNH,SNES,SPI,PSHG,UK,VCNX,VIVK,VS,VTAK,WKSP,XHG,ZTEK,NISN,ZOM
0,-0.2,8.842697045,0.420000025,-0.007541471,0,0.581769384,0.181818113,0,-0.003745333,0.333333422,0,0,-0.237288136,0,0.300781201,0.230769294,-0.099216681,0,-0.006802721,0.021052696,-0.11538451,0.031746111,-0.038461523,0,0,-0.00722021,-0.077142879,0.014285678,0.098461562,-0.179999987,0.073446281,0.359090863,-0.109999975,0,-0.011998871,-0.039548062,-0.008421045,0.046783633,0,-0.078198981,0,0,0.007329811,0.22857147,-0.023809502,0.141844009,-0.059540805,0,0,0,0,0,-0.008713144,0,0,-0.064625869,-0.074534131,-0.108786602,0,-0.249999981,0.006250024,0,-0.012345726,-0.5,0,0.076923121,0.037500024,0,0.035326053,-0.058252452,0,-0.012036078,-0.064516129,0,-0.004155599,0,0,0,-0.04347822,0.034482759,0.060975551,0.082742335,-0.05319144,0.022727239,-0.091489345,0,-0.076923077,0.00505046,0.02222226,0,0.016260147,0,-0.001663894,0,-0.29213478,0.113157914,0,0,-0.116901418,0.096774194,-0.042857143,0.105263158,-0.01837676,0.071428528,0.081967213,-0.013636337,0.1851613,0.163890835,-0.017094017,-0.076086947,0,-0.130434785,-0.041074226,0.032258034
-0.1,-0.98,-0.187214646,0.197183072,0.124620088,-0.027659598,-0.525423706,0,0,-0.056390977,0.041666625,0,0,0,0,-0.249249232,0.024999976,0.043478306,0,0,-0.020618618,0.021739079,0,-0.126666684,0,0,0.023636384,-0.012383889,-0.014084472,-0.022408942,0.02439022,-0.036842145,0.020066924,0.018726591,0,0,-0.270588242,-0.019108312,0.134078155,0.035714286,0.213367523,0,0,0,-0.046511652,-0.085365832,-0.037267119,0.022120471,0.05,-0.0625,0,0,0,-0.006085203,0,-0.150943373,0,0.194630886,0.032863817,0,0,0.086956496,0,0,0.391304397,-0.106194695,0,-0.0361446,-0.062500014,0.007874008,0.030927849,0,0.015228426,-0.025287321,-0.001900041,0.037936266,0.003597119,0.005578935,0,-0.075757591,-0.006666692,-0.149425242,0,0.033707832,0,-0.051522265,0,0,0.005025161,0.086956482,-0.069230706,0.056000042,0.030927808,-0.033333333,0.199999968,0.380952309,-0.085106414,0.062499938,-0.166666636,0,0.064705882,0,0.031746032,0.034321397,-0.177777771,-0.007070728,-0.020737353,-0.001088739,0.151116159,-0.069565217,0.058823472,0,0,0.009884653,-0.037499984
-0.055555556,0,0.060393302,-0.258823525,0.033783751,-0.037199141,0.607142808,0,0,-0.095617513,-0.35999999,0,-0.107142861,0,0,-0.095999985,0.256097537,0.013888875,0,0.006849315,0.157894759,-0.063829725,0,0.053435174,0,-0.094612313,-0.085257551,-0.09090908,-0.049999964,-0.022922723,-0.154761853,-0.016393402,-0.134426263,-0.084558863,0,-0.014457845,0.238709711,-0.035714278,0.014778336,-0.062068939,-0.006355876,0,0,0,-0.073170735,0,0.096774258,-0.086567153,-0.142857143,0,0,0,-0.039846372,-0.0105442,-0.064327469,0.299999987,0.054545489,-0.028089887,-0.0181818,0,-0.33333335,-0.011428615,0,0,0.193749961,-0.019801962,-0.071428609,0,0,0,0.010000031,0,-0.02,-0.066037805,0,0.001096447,0,-0.010781941,0,0.081967231,-0.093959708,0,0.01892287,0,-0.02222219,0.148148148,0,0.208333333,-0.099999984,-0.120000034,-0.008264455,0.212121182,-0.125,-0.046551724,0,-0.195402281,0.074935393,0.035294178,0,-0.035087649,-0.038674033,-0.164179104,-0.030769231,-0.093514295,0.027026983,-0.023397742,0.056470616,0.034877368,-0.091496775,-0.065420561,-0.311111088,-0.088888889,0,0.04404569,-0.032467502
0,0,0.05165561,0.238095244,0.019607825,10.25000016,0.133333342,0.076923098,0.333333422,0.273127694,0.187499967,0,0.103999972,0,0,0.172566352,-0.009708729,0,0,0.115238112,0.090909078,0.022727218,-0.015384652,0.028985432,0,0.072407696,0.054368879,-0.034482759,0.060150316,0.064516154,0.056337971,-0.077777757,0.041666707,0.00401608,0,0.036577004,0,-0.00112236,0.029126236,0.014705868,-0.049040515,0.363636383,0,0.003118475,0,0.066666667,0.038235257,0.014705845,0.055555556,0,-0.196428571,0,0,0.069783454,0.083333251,-0.10598287,-0.027586262,0.080924794,-0.041666736,0,-0.5,0.040462474,0,-0.019999981,-0.162303638,-0.030303061,0.076923121,0.007500052,-0.026666641,0.044270916,0.019801962,-0.195804213,0,0.073232365,0,-0.00985756,0.030465964,0,0,-0.045454591,0.111111111,0.040540501,0,-0.018115925,0.015909088,0.066666634,0.07142862,0,0.155555493,-0.090909056,0.1666666,0,0.068571443,0,0,0,0.048076994,-0.170454557,-0.050000026,0,0,0.25,0.058201058,0.108153072,0.052631579,0,-0.093541213,-0.078462353,0.066776168,0.1,0.12903223,-0.00261324,0.049999952,0.0625,0.087248297
0.058823529,0,0.031486086,0.070512771,0.005128216,-0.549494939,-0.411764672,-0.07142859,-0.25000005,-0.034602077,0,0,0,0,0,0.083018897,0.029411737,0.027397233,0,-0.00573382,0.033333369,-0.044444521,0.046875008,0.23239441,0,-0.061503779,0.151012928,-0.035714286,0.156028426,0.02754821,-0.039999962,0.084337324,0.036363636,0.044000015,0,0,0.145833094,0.008988756,0.089622664,0.079710102,-0.040358706,0,0,0.005181367,-0.026315765,0.237499952,-0.028328585,0.123993636,0.042105223,0,0.177777778,0,0,0.007069386,0,0.252389998,0.202127725,-0.074866258,0.019323654,0,0,0.152777778,0,0.155612276,0.218750012,0.062500004,0,0.003722051,0.136986249,0.002493704,0.106796137,0,0.047857168,0.06823533,0.011922698,0.030973386,0,0,0,-0.047619003,0.126666641,0,0,0,0,-0.004032197,-0.066666709,0.137931034,-0.038461503,-0.025000042,-0.064285739,-0.037500038,0.042780735,0.014466546,0.166666645,-0.114285742,-0.048165145,0,0,0,-0.022988506,-0.071428571,0.0725,0.180180185,0.1,0.020833333,0.081081066,0.100000018,-0.040533604,0,-0.014285701,-0.03930131,0.047619075,0.045588213,0.018518556
0.111111111,0,0.037851091,-0.095808401,0.012755166,-0.013452937,0.699999901,0.076923098,0.333333422,-0.050179198,0.157894776,0.24999995,0,-0.222222222,0,-0.118466949,-0.019047602,0.173333327,0,-0.018159494,0.016129017,0.02325595,-0.029850717,0.234285772,0,0.038295209,-0.017600021,0,-0.073619676,0.026809652,0.041666625,-0.005555577,-0.042105245,0.080459784,0,0,-0.090908952,-0.011135794,-0.017316049,-0.067114096,0.084112065,0,-0.249999953,0.010309318,-0.081081083,0,0.020408143,0.07449852,0.060606101,0.133339945,0,0,0,-0.051691156,0.066346208,0.122137475,-0.032448416,-0.138728334,-0.018957329,0,0,0.03855418,0,-0.006622563,0,0.019607825,-0.071428609,-0.011124864,-0.036144545,-0.037313457,-0.0263158,-0.042809324,0.003018771,-0.011013215,0,0,0,0.00550261,0,0.083333251,0.050295882,0.012987001,-0.060357162,-0.051660555,0.038031416,0.123481747,-0.5,0.212121212,-0.00999999,0.128205134,0.068702319,0.03896108,-0.102564103,0,0,0.403225819,-0.004819272,0.068493084,0,0,-0.029411765,-0.092307692,0.118881119,-0.05597968,0.159090945,0.005102041,0.004545468,-0.127792191,0.016042723,0,0,0,-0.04545457,0.008438797,0.018181764
0,0,0.02705877,-0.059602575,-0.001259505,-0.104545478,0,-0.07142859,-0.5,-0.03018865,0,0,0,0,-0.109090911,0.019762846,-0.019417458,-0.064772706,0,-0.000249953,0.0079365,0.022727218,0.123076905,-0.148148176,0,0,0.01140068,0.240740741,-0.072847667,0.323759837,-0.026666641,0.005586614,0.010989029,-0.010638338,0,-0.042362448,0,0.020270304,0.189427353,0.086330993,-0.032327608,0,0,0.003061197,-0.117647033,0,-0.019999981,-0.001333313,-0.047619048,0,-0.094339623,0,0,0.016150789,0,-0.096598691,-0.024390221,0.248322109,0.043478336,0,1,-0.00928069,0,-0.115555551,0,-0.038461503,0,-0.001250029,0,0,-0.027027039,-0.007686975,-0.000970859,-0.006681582,0,0,0,0.005051604,0,-0.092307699,-0.042253521,0.025641104,0,0.089494173,-0.030172532,0.054054054,0.285714367,0.125,-0.015151541,-0.204545424,0.014285701,0,0.017142843,-0.023172906,0.07142862,-0.08045975,0.031477024,0.089743609,0.157894745,0,-0.006060606,0,0.008333333,-0.070080845,0.176470552,0,-0.081448002,0.072066687,0.263157904,0,0.02898548,0.136363636,0,0.012552323,0
-0.1,0,0.013745801,0.105633804,-0.013871347,-0.167512656,0,0.076923098,1.499999901,-0.077821009,0.090909111,0,0,0,0,0.077519382,-0.009900981,0,0,0.028625031,0,0.066666691,0.01369857,-0.119565257,0,-0.034413602,0.048309209,-0.07164178,0.142857143,-0.059171597,0.136986276,0,0.231884013,0.057347685,0,0,0,-0.001103778,-0.214814832,0.01324502,0.002227223,-0.333333333,0,0,0,-0.010100953,0.078717194,0.030707548,-0.1,0,0,0,0,0.009271483,-0.010820549,-0.069277117,0.040624961,0.00537633,-0.069444486,0,0,-0.021077319,0,-0.045226147,0.071794802,0.00999999,-0.076923064,0.001251593,-0.02500005,0.046511708,0,0,0.005830889,0.004484322,0,0.048283277,-0.105217395,-0.005235602,0,0.101694924,-0.029411765,-0.05000005,-0.063473968,0.064285739,0.005555564,-0.017094017,0.444444454,0.044444444,-0.035897443,-0.057142833,-0.014084494,0.03124997,0.067415745,-0.087591241,-0.066666709,0,-0.051643252,-0.035294085,-0.136363643,0,0.024390244,0.06779661,-0.099173554,-0.04347822,0.066666773,0.008121807,-0.009852174,0.111111091,-0.207916636,-0.072727273,-0.014084494,0.008,-0.047619004,0.022038547,0.267857157
0.011111111,0,-0.039548064,-0.012738879,-0.0153453,0.231707267,-0.411764672,0,-0.199999968,0.021097046,-0.125000075,0,-0.14492751,0,0,-0.007194204,0.049999952,0.069258785,0,-0.064284874,-0.039370042,-0.062500021,0,0.148148168,0,0.006872204,-0.032258069,-0.051446957,0.018750032,-0.056603789,-0.060241002,0,-0.002941206,-0.006779687,0,0,0.167499987,-0.016574649,-0.066037763,0.084967332,0.053333282,0,0,0,0.1666666,0,-0.035135166,-0.093264213,-0.111111111,0,0.020833333,0,-0.010000038,0.013123347,0.004557902,-0.029126129,-0.069069076,0.016042808,-0.019900479,0,-0.5,-0.014354031,0,-0.052631592,-0.047846846,-0.059405944,0.166666698,0.001875043,0,0.007407341,0.009259288,0.028169055,-0.000193204,0.053571464,0,-0.010576577,0,0,0.500000037,-0.046153804,0.015151515,-0.078947399,0,0,-0.00552487,0.043478261,0,0.063829787,0,-0.030303081,-0.042857103,0.181818228,-0.005263197,0,0,-0.125,0.017326775,-0.060975648,0,0,0.095238095,0,-0.050458716,0,-0.109375064,0.026183345,-0.004975139,0.095000029,0,0.068627451,0.30000006,0,0.099999978,0.024258802,-0.10798123
-0.010989011,0,-0.074117661,-0.038709659,-0.045454503,-0.163366303,0.54333327,-0.07142859,0.24999995,-0.09090912,0.190476245,-0.199999968,-0.152542365,0,0.224489821,0.13768113,0.076190521,-0.048863617,0,-0.032727289,0.016393427,0.02222226,-0.054054004,0.026881721,0,-0.009365021,-0.0031746,-0.06779661,-0.073619676,-0.077777778,-0.038461503,-0.099999958,0.002949883,0.017064847,0,0,0.074946439,-0.001123514,0.11111115,0.313252936,-0.009493587,0,0,0.007121027,-0.171428581,-0.020408143,-0.078431366,0,0,0,0,0,0,-0.009715001,0.000907375,0,-0.016129017,0.263157895,-0.020304609,0,0,0.058252371,0,0.05555557,0.155778865,0,-0.071428609,-0.017467291,0,-0.019607825,-0.045871554,0,0,-0.038135576,0.00297028,-0.005172401,0,0.015789474,0,0.064516163,-0.014925373,0.14285724,0,0,0.033333384,-0.008333333,0.076923002,0,-0.042553152,-0.062499975,0.044776076,-0.056410262,0.005291045,0.04,0,0,0.024330876,0.012987001,0,0,-0.005434783,0.015873016,0.169082126,-0.053030341,0.035087774,-0.023552541,-0.0125,-0.030136979,0.081009975,0.201834862,-0.2087912,0,-0.090909072,0.067105243,-0.142105239
0,0,-0.013977085,-0.060402705,-0.016326563,-0.065088741,0.10151186,0.076923098,-0.199999968,0.022727273,-0.119999981,0,0,0,0,-0.047770701,0.097345146,-0.008363237,0,0,-0.104838737,-0.021739167,0.071428551,-0.036649189,0,0,0.011146448,0.036363636,-0.019867499,0.11325303,0.039999962,0.049382667,-0.029411765,-0.117449667,0,0.056157605,-0.170318727,-0.010123751,-0.072727284,-0.380733923,0.020234246,0,0,0,0.172413839,-0.1666667,-0.039513641,-0.071428571,0.125,0,0,0,0,0.003924161,0.019945628,-0.0333334,0.026229562,0,-0.051813423,0,0,-0.034403671,0,-0.050000016,0.069565256,0.042105286,-0.076923064,0,-0.038461503,0,0.028846166,0,0.000193242,-0.024229124,0,-0.003466218,0,0,0,0.030303,0.03030303,-0.062500037,-0.066558418,-0.026845612,0,0.008403361,0.07142862,0,-0.05555559,-0.199999986,-0.028571402,0.027173887,-0.052631579,-0.038461538,0,0.128571442,0.144893142,-0.038461503,0,0,0.027322404,0.078125,-0.02892562,0.119999981,-0.067796713,-0.003015055,-0.091139211,0.129943434,-0.016544973,0.015267176,0.319444375,0,-0.099999978,-0.041923571,0.012269963
0,0,0.002577317,-0.057142866,0.023513167,-0.094936706,-0.411764672,0,0,-0.051111094,-0.045454609,0,0,0,0,-0.227424727,-0.016129017,-0.003614411,0,-0.044038652,0,0.199999982,-0.026666641,-0.038043519,0,-0.024996026,-0.01889762,0.028070149,0.013513479,0.060606043,-0.025641002,0.058823529,-0.0848485,0.083650222,-0.130434796,-0.001399262,0,-0.00568184,-0.009803906,-0.074074074,-0.039665983,0,0,0,0.117647033,0.237499952,-0.037974722,-0.044615408,-0.111111111,0,0,0,0,0,-0.060444472,0.027586264,0.05111816,-0.041666667,0.071038247,0,1,-0.009501134,0,0.016620549,0.142276382,-0.020202001,0.083333318,0,0.039999962,-0.007499993,-0.018691572,0,0,0.027088054,0,-0.01078259,0,0,0,-0.117647033,-0.014705882,-0.039999962,-0.043478261,0,-0.082795744,0.032500013,0,-0.1,-0.058823474,0.20833333,-0.044117692,0.005291,0.044444431,0.004,0,0,-0.004149373,-0.013333321,0,0,-0.010638298,-0.115942029,-0.038297872,-0.028571402,-0.054545369,0.003024173,0.064066834,0.074999997,-0.066798647,-0.052631579,-0.031578918,0,0.166666584,0.009009068,-0.006060618
0.1,0,0.132390769,-0.053030298,-0.016216249,0.013985978,0,0.214285769,0,0.049180291,0.380952489,0.24999995,0.399999985,0,0,-0.008658042,-0.02459014,0.015719409,0,0.154494382,0.09909915,-0.074074052,0.027397233,-0.067796583,0,0.011503865,0.043338681,-0.061433423,0.026666684,-0.036734678,0.118421046,0,-0.0066225,-0.003508785,0,-0.003269454,0,0.017142814,-0.014851496,0.175999985,0.084565206,0,0,-0.006060552,-0.105263137,-0.030302954,0.092105255,0.070853488,0.09375,-0.062358436,-0.183673469,0,0,0.004560241,-0.011352875,-0.092281889,-0.003039511,0.031304401,-0.020408204,0,0,0.076738626,0,0.032697516,-0.021352293,0.020618536,-0.076923064,0,0,0.005037779,0.04761904,0,0.001932338,-0.030769264,0,0.014767935,0,-0.015544041,0,0.1333333,-0.059701493,-0.097222236,0,0,-0.031652885,0.073446314,-0.066666709,0,0.156249994,0.068965487,0,-0.036842071,0.010638311,-0.003984064,0,0,0.004166663,0.027027001,0,0,-0.02688172,0.016393443,0.079646018,0.019117664,0.134615407,0,0.007853388,0.124031016,-0.009013807,-0.142857143,0.021739109,-0.007936508,0.047619075,-0.057397958,0.030487775
-0.04040404,0,-0.051078404,0.120000005,0.030219801,-0.027586224,0,0,0,-0.013392823,-0.068965531,0,-0.221428593,-0.028571429,0,-0.02620089,0.008403353,0.023809573,0,0,-0.032786918,-0.019999953,-0.120000022,0.03030303,0.039215751,-0.008935938,0.001538497,-0.018181818,-0.025974042,-0.025423745,0.294117653,0,-0.003333367,-0.014084494,0,0.004685997,0,0.022471997,-0.035175859,-0.102040818,-0.001403081,0.5,0,0.006097507,-0.088235297,0.010416607,-0.048192726,-0.112781955,-0.085714286,-0.058971117,0.275,0,0.006060649,-0.035667976,0,0.062846542,-0.024390221,0.028667695,-0.067708332,0,0,-0.035634794,0,-0.042216319,0.07272729,0,0.083333318,0.015238081,0,-0.00751879,0.027272666,0,0,0.015873034,0,0.004850984,0,0,0,-0.044117692,-0.015873016,0.030769201,-0.085000038,0,0.113801512,-0.030075188,-0.142857127,0,0.13513513,0.064516171,0.076923098,-0.043715869,0,0.02,0,0.012658216,-0.03734446,0,0,0,-0.044198895,0.064516129,-0.053278689,0,0.01694907,0.002010071,-0.007792193,0.12068968,-0.024612095,0.018518519,-0.053191502,0,-0.04545457,0.036535817,-0.011834344
0,25.87500179,0.034688992,-0.064285738,0.017333349,-0.035460994,0.6333333,0,-0.25000005,-0.022624434,-0.037037089,0,0.091743171,0.176470588,-0.08333335,-0.040358729,0,-0.033720981,0,0.024695849,0,0.081632623,0,-0.023529427,0,0.008196753,-0.003072267,0.040740755,-0.060000017,0.060869549,-0.090909078,0,0.003344516,0.049999986,0,-0.001865682,-0.058823497,-0.016483579,0.093749996,-0.015151501,-0.036531451,0,0,0.001010124,0.032258034,0,0.056961969,-0.008474576,0.03125,0,0.039215686,0,0,0.020847372,-0.010526283,0.022608716,0.043749958,-0.036885206,0.044692762,0,0,-0.039260988,0,0.011019273,0.108474552,0,-0.076923064,0.001876216,0.282051329,0.00757575,0.035398269,0.027397233,0,-0.015625017,0.001974261,0.024137957,0,0,0,0.061538497,-0.016129032,0.044776077,0,0,0,0.007751938,-0.166666645,-0.222222222,-0.004761938,0.060606033,-0.085714291,-0.04571431,0,0,0,-0.100000024,0.08620692,0,0.052631608,0,0.005780347,-0.196969697,0.181818182,-0.046176053,0.049999973,0.003009007,0.041884786,0,0.082282007,0.018181818,-0.022471889,0,-0.047619004,-0.001305463,-0.173652694
0.042105263,0.395348775,0.009248547,0.236641251,0.015727345,0.154411749,-0.281632671,0,1,0.004629647,0.038461595,0,0.336134376,0.05,0.045454501,-0.042056058,0,0.203369477,0,0.007954425,-0.025423705,-0.037735836,0,0.072289204,0,0,0.023112496,0.103202832,0,-0.03893438,-0.150000016,-0.027777778,0.023333316,-0.047619035,0,-0.002803689,0,0.005586614,0,-0.007692337,0,0,0.833333312,0,0.062500035,-0.01030922,0.014970117,-0.147008521,0,0,-0.056603774,0,0,-0.004611373,0,0.01360547,0.005988018,-0.029787212,0.016042765,0,-0.5,0.050480826,0,-0.016348823,-0.174311907,0.121212125,0,-0.007490689,0,0.00751879,-0.017094002,-0.026666641,0,0.006802791,0.001970553,0.077104342,0,0,0.3333333,-0.02898548,0.049180328,-0.014285701,0.006954859,0.031034452,0,-0.038461538,0.099999984,0,-0.076555027,0,0.093750006,-0.011976037,-0.052631579,0.039215686,0,0.111111141,-0.045634925,-0.026315765,0,0,0.034482759,0,-0.017582447,-0.030257247,0.031746083,0,-0.020100488,-0.000307719,-0.087683737,0,0.183908007,0,0,0.026143791,-0.021739067
-0.090909091,0,0.05040098,0.191358044,0.029677423,0.133758031,0.107954511,-0.117647084,0,0.023041474,0.111111091,0,0,0,0,0.087804841,0.008333325,0.169999957,0,-0.02237927,0.130434795,0.058823468,-0.015151449,-0.005618035,0,-0.001951165,0.02710848,-0.064516129,0.134751794,0.102345396,0.011764695,0.011428615,-0.019543925,-0.017857143,0.075000009,0.006560421,0,0.001111137,0.047619038,0,-0.106458362,-0.266666677,0,0,-0.029411736,0,0.047197594,0.012024017,0.212121212,0.01784668,0.04,0,0,-0.000926535,0,0,-0.005952375,0,0.057894745,0,0,-0.038901619,0,0,-0.04444449,-0.036036001,0.083333318,-0.012578605,0,0.007462739,0.034782576,0,-0.008678823,-0.011261261,0,-0.015942489,0,0,0,-0.029850806,0.024999976,0.086956557,0,0,0,0.08,0,0,-0.06735749,0,0,-0.036363602,0.066666611,-0.052830189,0,-0.212499976,0.143451157,-0.054054109,0,0,-0.011111111,-0.018867925,0.256525019,0.06084249,0.015384542,0.00200002,-0.030769246,-0.015697125,-0.062777818,-0.071428571,0,0,0.049999952,0.012738854,0.022222156
0.222222222,0,0.004362046,-0.082901566,-0.010025009,-0.028089887,0,0.066666683,0.166666645,0.031531479,0.033333302,-0.199999968,0,0.071428571,0,0.008968644,0.016528909,-0.059829005,0,-0.036144578,0.084615363,-0.074074052,0.0615384,0.033898364,0,0.042684875,0.089442763,0.155172414,-0.125,0.019342359,-0.069767377,0,0.126245775,0.007272755,0,0.002793312,-0.052295912,0.006659208,0.045454475,0.124031041,0.025880173,0.272727233,0,0.003027218,-0.060606091,0.041666625,0,-0.013861401,-0.05,0.015215114,0.057692308,0,0.002007982,0.010863839,0,0,-0.074850301,0.025438565,0.184079665,0,0,0.009523846,0,-0.002770081,-0.015503862,0.01869157,0.076923121,-0.003184726,0,0.027160408,0.100840312,0,0.008754804,-0.03872439,0,0.016518439,-0.080660829,0.015789474,0,0.015384693,0.006097584,-0.039999962,0,0,0,-0.081481481,0,0,0.138888886,0,-0.027142849,0.006289302,-0.057291644,0.055776892,0,0.206349155,0.029090881,0,0,0,0.005617978,0.019230769,-0.039169115,-0.014705868,0.03030308,0,-0.015872985,-0.154784207,0.032009521,0.067307692,-0.077669889,0,0,0.080503164,-0.028985459
0,0,-0.079261726,-0.016949187,-0.044303829,-0.040462471,-0.446153811,0,0.285714367,-0.065502184,0,0.24999995,-0.490566018,0,-0.095652188,0,0.048780441,0.0090909,0,0.011875,0.063829782,0.060000021,0.014492789,0.005464467,0,0.062343735,-0.030955589,0.194029851,0.142857143,0.09867174,-0.012500087,0.016949109,-0.038348024,0.010830297,0,0,0,-0.005512595,0.017391398,0.034482759,0,0,0,0,-0.096774197,0,0.042253549,0.006024081,0,-0.025806427,0,0,0,-0.005242459,0,-0.068791959,0.003236243,-0.007698901,-0.067226924,0,0,0.061320717,0,0.00555555,-0.173228372,0.036697212,-0.142857166,-0.00319484,-0.319999993,0,0.030534385,0,0,0.04265401,0.002949835,-0.121562481,0,0,0.500000037,-0.060606091,-0.060606061,0.0555555,0,0,0,0.040322581,0,0,0,0,0.027900138,0.006249994,0.099447572,0,0,-0.171052596,-0.028268525,-0.099999966,0,0,-0.011173184,0,0.096355748,-0.059701523,-0.044117624,-0.000998065,-0.002688219,0.072881932,-0.040781126,0.117117117,0.105263122,-0.0008,0.047619075,-0.130384219,-0.037313508
0.018181818,0,-0.016509363,-0.022988467,0.095364274,-0.018072243,0.527777799,0,0.222222183,-0.060747629,-0.032258035,-0.199999968,0.950617368,0,0,0.004444461,-0.031007723,-0.018018001,0,0.01297097,-0.059999996,0.037735836,0,-0.010869607,0,0.076040593,0.022222268,0,0.056250016,-0.088082939,-0.063291082,-0.011111153,-0.049079784,-0.075000014,0,0.003156922,0,-0.041020047,0.004273468,0.046666654,-0.03409093,0,0,0,-0.035714252,0,0.024324301,0.013972072,0,0,0,0,0,0.011198951,0,-0.007207222,-0.016129017,-0.021551725,-0.009009,0,1,0.044444444,0,0.033149207,0.095238122,-0.008849549,0,0.025641001,0.132352901,0.105769248,0.01481486,0,0,0.068181818,0,0,0,0,-0.1666667,-0.048387146,0,0,0.115441544,0,-0.040217433,0.03875969,0,0,0,0,-0.017142807,-0.012422348,-0.090452309,0,0,0,0.030909105,0,0,0,0.016949153,-0.132075472,0.092957746,0.387301618,0.046153821,0.000999062,0.029649644,-0.017241336,0.012574795,-0.080645161,0.047619118,0.000800641,-0.04545457,0.05087019,0.116279081
0.160714286,0,0.008393249,0.047058831,-0.021765425,-0.012269985,0.136363591,0.062500014,1.09090915,0.039800956,-0.066666683,0,-0.101265835,0,0,0.053097294,0.007999992,-0.036697321,0,-0.023170732,0,-0.072727249,0.057142802,0.016483545,0,0.011071668,0.002717389,0.0375,-0.017751509,-0.022727288,0.067567502,-0.067415669,0.022580629,0.061776077,0,-0.004998164,0.281292144,0.04971102,-0.042553184,-0.057324817,0.03529414,0,0,-0.001005963,0.037037,-0.1,0.029023782,-0.015748017,0.157894737,0.016556291,0.054545455,0,0,0.008469,0,0.043557149,-0.009836056,-0.00881055,0.031818151,0,-0.5,0.038297856,0,-0.034759389,-0.026086932,0.026785689,0,-0.006250024,-0.090909084,0.054347827,0,0,0,-0.034042521,0.00205882,0.072572002,0.057082448,0,-0.199999988,0.016949238,0,-0.039473647,0,-0.033444784,0,0.037313433,-0.090909078,0,0,-0.057142833,-0.01162793,0,-0.005524834,-0.020754717,0,0.396825385,0.012345625,0.015873001,0,0,0.016666667,0.130434783,-0.110824742,-0.050343283,-0.029411812,0,0.002617771,-0.157894778,0.053814359,-0.078947368,0.0090909,0,-0.047619004,0.171974522,0.125000052
-0.192307692,0,0.007134414,0.033707849,0.013597005,0.006211164,-0.213333368,0.058823472,-0.391304384,-0.023923445,0,0,0,0.377777778,-0.038461503,0.008403394,-0.079365099,0.047619118,0,0.03857681,-0.092198606,-0.058823548,0,0,0,-0.013654282,-0.008130073,-0.016867488,-0.084337366,0.038759691,-0.037974649,0.042168605,0.082018961,-0.058181832,0,0.005023271,-0.002100861,-0.003303935,-0.022222218,0.094594632,0.006363608,0,0,0,-0.071428609,0,0.0025641,0.03,0,-0.003257341,0,0,0.017034077,0.06136956,0,-0.026086932,0.056291416,0.013333356,-0.066079338,0,1,0.002049227,0,0,-0.040178533,0,0,0.009433938,0.214285769,-0.026804148,0.036496344,0,-0.005785906,-0.013215909,0,0,0,0.005699513,0,0,0.032258065,0.013698617,0,0.020761225,0,-0.050359712,0.099999984,0.142857143,-0.073170777,0.060606033,0.029411736,-0.044025189,-0.02222225,-0.113680154,-0.21428569,0,-0.048780443,0.062500004,0,0,0,0,-0.124637681,-0.08674695,0.06060616,0,-0.01305483,-0.041666628,-0.042648738,0,-0.144144166,-0.008,0.049999952,-0.011956505,-0.086419744
-0.076190476,0,-0.029515938,-0.065217361,0,-0.018518472,0.118644162,0,0.07142862,-0.024509804,0,0.24999995,-0.29577466,0,-0.019999981,-0.054166635,0.017241363,0.001818158,0,-0.038345983,0.02343754,0.020833369,-0.013513455,-0.021621635,0,0,-0.013661254,-0.093137238,0.085526352,-0.016791003,-0.013157882,0.028901735,0,-0.027026983,0,0,0,0.00220989,0.159090879,-0.320987686,-0.035456203,0,0,0,0.076923121,0,-0.058823533,-0.058252427,0,0.009797352,0.103448276,0,0.006896616,0.001217313,0,0.101785681,-0.003134793,-0.028070148,-0.018867908,0,0,-0.032719882,0,-0.033240966,0,-0.04347822,0,-0.001869083,0,0.033898375,-0.035211262,0.079452042,0,0.004464303,0,-0.138971827,0,0,0,0.0333333,-0.015625,0.0135135,0,-0.186440659,-0.06342014,-0.068181818,0.272727233,0,0,0,-0.099999991,0.06578949,-0.00568179,0.086956522,0.272727233,0,-0.014652001,0,0,0,-0.010928962,-0.173076923,0.009933775,-0.04749342,0.057142855,0,-0.063492018,0.110869544,0.001758465,-0.047619048,0.03157898,0.016129032,0,-0.06050605,0.040540521
