PLX,SMTI,SCWO,EPM,CMCL,MANH,FCEL,XOMA,MYGN,ABEO,FSI,VGZ,DGX,LXU,MTH,ATLO,FNLC,FNWD
0,0.230769231,-0.2048193,0,0,0.035135135,-0.027253669,0.050724638,0.035328762,0.096153846,0,-0.142857143,0.012499856,0,0,0,0.025209853,0
0,0.0625,0.060606024,-0.255999901,-0.249999922,0.046997389,0.075431034,-0.055172414,-0.01895735,-0.087719298,0,0.166666667,-0.001763488,-0.047620085,0.017142857,0,0,0
0,0.117647059,0,0,0,-0.002493766,0.03006012,0.065693431,0.096618314,0.038461538,0,0,0.023852134,0,-0.011235955,0,-0.001822524,0
0,-0.052631579,0,0,0,0,0.097276265,-0.047945205,0.029956014,-0.037037037,0,-0.142857143,0.000862277,0,-0.011363636,0,0,0
0,-0.055555556,0,0,0,0,-0.020390071,-0.014388489,0.013366102,0.076923077,0,0,0.031035007,0.200000422,-0.017241379,0,0,0
0,-0.058823529,-0.057142824,0,0,-0.02,0.038914027,0,0.019731984,0,0,0.166666667,-0.00836174,0.166666908,0,0,0,-0.018404887
0,0.375,0,0,0.333333194,0.06122449,0.020905923,-0.02919708,-0.014486744,0.035714286,0,-0.142857143,0.022765447,0,0,0,-0.004149926,0
0,-0.272727273,0,0,-0.249999922,-0.009615385,0.013651877,-0.015037594,0.025619507,0.172413793,0,0.166666667,0.024732098,0,0,0,0,0
0,0.3125,0.075757613,0,0,-0.048543689,0.033670034,-0.015267176,-0.013104016,0.132352941,0,-0.142857143,0.012872367,0,0,0,0,0
0,-0.238095238,-0.154929607,0.677419316,0,0.030612245,-0.035830619,0.054263566,0.035788294,-0.025974026,0,0.166666667,0.029387947,0.089285515,0.01754386,0,0,0
0,0.0625,0.3,0,0,0.064356436,0,0.639705882,0.013119707,-0.066666667,0,-0.142857143,0.148148116,0.377048701,-0.011494253,0,0,0
0,0,-0.05128202,-0.198718037,0,0.093023256,0.0625,0.049327354,0.055357916,-0.042857143,0,0.166666667,0.049731076,0.095238382,0.023255814,0,-0.008333041,0
0,0,-0.054054118,0,0,0.017021277,-0.031796502,-0.042735043,-0.073435808,0.014925373,0,-0.142857143,0.012804421,0,0.011363636,0,-0.008403417,0
0,-0.058823529,-0.02857136,0.040000115,0.333333194,0.150627615,0.011494253,-0.071428571,-0.056207037,-0.014705882,0,0,0.051201127,-0.043478326,0.033707865,0,0,0
0,0,0.029411692,0.2,-0.249999922,0.089090909,-0.077922078,0.067307692,0.089974345,0,-0.074074128,0,0.029464602,0.045454617,0.016304348,0,0,0
0,0.0625,0.142857218,0,0,-0.060100167,0.040492958,0.004504505,0.036949667,-0.044776119,0,0,-0.037966684,0,0.026737968,0,0,0
0,0.117647059,0.124999966,0,0,-0.13321492,-0.052453469,-0.067264574,-0.066717225,-0.09375,0,-0.166666667,-0.020643838,-0.043478326,0.036458333,0,0,0
2.2,-0.210526316,0.088888916,-0.198718037,0,0.077868852,-0.020535714,0.033653846,0.026807508,0.103448276,0,0,0.011778552,0,0.005025126,0,-0.016949561,0
0,0,-0.081632676,0.248000137,0,-0.091254753,0.00911577,0.009302326,-0.038765858,0,0,0.2,-0.017768991,0,0,0,0.025862553,0
0.875,0,-0.222222249,0,0,0.110878661,-0.019873532,-0.013824885,0.009876546,-0.0625,0,-0.166666667,0.014347892,0,-0.03,0,0,0
0,0,0,-0.166666667,0,0.080979284,0.017511521,-0.028037383,-0.049714791,0,0,0.2,-0.028905047,0,0.030927835,0,0,0
0,0,0.142857218,0,0,0.146341463,0.072463768,-0.004807692,0.053173315,0,0,0,0.033564851,-0.04545473,0.02,0,0,0
0,0.2,0.099999936,0,0,-0.030395137,0.027027027,-0.072463768,-0.020765573,-0.066666667,0,0,0.004289632,0,0,0,0,0
0,-0.166666667,-0.181818159,0,0,-0.047021944,0.019736842,-0.0625,-0.086070588,-0.017857143,0,-0.166666667,-0.012812472,-0.047619073,0.019607843,0,0,0
0,0,-0.055555522,0,0,0.001644737,-0.047580645,0.088888889,-0.033212033,-0.090909091,0,0.2,-0.001854221,0,0,0,0,0
0,0,0,0.307692122,0,0.060755337,0.0042337,0.142857143,0.035764714,0,0,0,0.047677789,-0.049999098,-0.019230769,0,0,0
0,-0.066666667,0,-0.264705859,0,0.034055728,-0.080944351,-0.098214286,0.028169051,0,0,0,-0.054372854,0.05263058,0.004901961,0,-0.016806716,0
0,0.071428571,-0.0294118,0,0,-0.023952096,0.047706422,0.01980198,0.070260655,-0.06,0,-0.166666667,0.029999597,0,0.004878049,0,0.025640716,0
0,-0.066666667,0.090909091,0,0,0.098159509,0.00525394,-0.048543689,0.0156896,0.042553191,-0.119999963,0.2,0.040048347,0.100000242,0.029126214,0,0,0
0,0.142857143,0,0.248000137,0,0.060055866,0.106271777,0.020408163,0.056910524,0,0,0,0.081680089,0,0.108490566,0,0,0
0,-0.1875,0.055555522,-0.198718037,0,-0.067193676,-0.017322835,-0.025,-0.03163469,-0.040816327,0,-0.166666667,-0.019956635,0,0.085106383,0,0,0
-0.666666667,0,-0.026315726,0,0,0.079096045,-0.036858974,0.066666667,-0.046370644,0.042553191,0,0,-0.020363099,-0.272726858,-0.011764706,0,0.016666898,0
0,-0.230769231,0.02702696,0,-0.333333403,-0.027486911,-0.004991681,-0.038461538,-0.046230786,-0.020408163,0.136363589,0,-0.020224791,-0.125000203,0.015873016,0,0,0
0,0,0.026315822,0,0.500000156,-0.009421265,-0.007525084,0.02,0.014847194,-0.020833333,0,0,-0.027523127,0,0,0,0.016393552,0
0.1,0.7,0,0,0,0.05298913,0.02443134,-0.049019608,0.021407042,-0.021276596,0,0.2,0.009433936,0,0.01171875,0,0,0
0,-0.411764706,-0.102564134,-0.200000125,0,0.009032258,0.052631579,0.056701031,-0.019273344,-0.065217391,0,-0.166666667,0.000583983,-0.07142866,-0.011583012,0,0,0
0,0,-0.085714289,0.250000196,-0.333333403,-0.038363171,0.0265625,-0.043902439,0.010309281,0,0,0.2,-0.002918767,0,-0.00390625,0,0,0
0,0.8,-0.124999928,-0.040000204,0.500000156,0.017287234,-0.01065449,0.015306122,0.006377595,0,0,-0.166666667,0.009368215,0,-0.015686275,0,0,0
0,0.055555556,-0.035714328,0.041666888,0,-0.033333254,0.036923077,-0.015075377,-0.077313111,-0.069767442,-0.279999958,0,0.020156313,0.230769634,-0.019920319,0,0,0
0,-0.210526316,0,-0.192000138,-0.333333403,-0.01014207,-0.00074184,0.020408163,-0.007326009,0.1,1.333333212,0,0.016631129,0,0.004065041,0,0,0
0,0,0,0.237623974,1,-0.038251366,0.008166295,-0.01,-0.007380076,0.090909091,-0.16666668,0,0.017337611,0,0.016194332,0,-0.008064794,0
0,0,0.037037082,0,-0.249999922,-0.039772727,0.042709867,0.035353535,-0.013011156,0.145833333,0.314285824,0,0.036833837,0,0.007968127,0,0,0
0,0,-0.035714328,0,0,-0.026627219,0.073446328,0.243902439,0.017890745,0.072727273,0.969565132,0,-0.034994945,0,0.003952569,0,0.008130364,0
0,0.266666667,0.18518514,0,0,-0.104863222,0.05,-0.019607843,-0.017113742,0.06779661,0.048565136,0,0.043955915,0,-0.003937008,0,0,0
0,0.210526316,-0.124999928,-0.200000125,0,0.098471986,0.021929825,0.28,-0.020235283,0.015873016,-0.105263201,0.2,0.056842155,0,-0.011857708,0,0,0
0,-0.304347826,0,0.10000019,0,0.021638331,0.131820969,-0.0125,0.015850164,0.046875,-0.10588234,-0.166666667,-0.043824338,0.031249334,-0.008,0,0,0
0,-0.0625,0,0.136363618,0,0.081694402,-0.019501625,0.202531646,0.020330958,0.194029851,-0.096052644,0,0.015624929,0.030303757,-0.004032258,0,0,0
0,0,0.464285607,0,0,0.037762238,0.051933702,0.021052632,0.037071308,0.1,0,0,0.01538422,0.058823585,0.012145749,0,0,0
0,0,0,0.399999982,0,-0.008086253,0.022058824,-0.041237113,0.093833836,0,0.273653582,0,0.04141461,-0.111111211,-0.004,0,0,0.031250068
0,0.533333333,0.024390274,0.428571447,0.333333194,-0.100543478,0.047276465,-0.059139785,-0.05351307,-0.113636364,-0.091428493,0,0.006789097,-0.06250014,0,0,0,0
