PLX,SMTI,SCWO,EPM,CMCL,MANH,FCEL,XOMA,MYGN,ABEO,FSI,VGZ,DGX,LXU,MTH,ATLO,FNLC,FNWD
0,-0.347826087,-0.047619019,0,0,0.036253776,-0.026496565,-0.085714286,-0.050496357,0.076923077,0.021383537,0.2,0.004335603,0,0.044176707,0,0,0
0,0,-0.100000027,-0.252000131,0,0.018950437,0.119455645,0.15,-0.062272697,0.023809524,0,0,-0.023021892,-0.066666744,0.019230769,0,0,0
0,0.266666667,0,0.33689863,0,-0.007153076,0.015758667,-0.010869565,-0.008240445,0.162790698,-0.11330043,0,0.003927255,0,0.026415094,0,0,0
0,0.157894737,0,0.399999982,0,-0.048991354,0.117464539,-0.032967033,-0.006842654,-0.02,0.013888876,-0.166666667,-0.016136768,0,0.040441176,0,0.016128687,0
0,-0.318181818,0,0.028571575,0,0.018181818,0.091431971,0.068181818,-0.05314962,-0.030612245,0,0.2,-0.015904685,0.357143388,0.003533569,0,0.015873014,0
-0.272727273,0,0,1.083333126,0,0.037202381,-0.04061421,0.010638298,-0.002078933,-0.084210526,0,0,-0.038383692,-0.21052656,0.014084507,0,0,0
0,0.2,0,-0.291999983,0,0.024390244,0.027370016,0.073684211,0.010156208,0.034482759,-0.054794561,0,0.007878327,0.13333357,-0.055555556,0,0,0
0,0.111111111,0.027777812,0.177024314,0,0.009803922,-0.013274336,-0.019607843,-0.06161379,-0.055555556,0.176811576,0,-0.034393076,0,-0.014705882,0,0,0
0,-0.25,0.054054019,-0.150399879,0,-0.034674064,-0.086696562,-0.09,-0.049450523,-0.070588235,0.022167437,0,-0.146384137,0,-0.029850746,0,-0.054687439,0
0,0,-0.128205097,-0.039548062,0,0.050287356,-0.070376432,0.010989011,0.052023093,0.037974684,0,-0.166666667,0.061008574,0.058823585,0,0,0,0
0,0.466666667,-0.0294118,0.286274352,0,0.017783858,0.07306338,0.059782609,-0.007692272,0.024390244,-0.024096288,0.2,0.001042735,-0.055555605,-0.007692308,0,0,0
0,-0.090909091,-0.030303067,-0.190548648,0,0.043010753,0.102543068,-0.020512821,0.127353253,-0.047619048,0,0,-0.047618799,0,0.011627907,0,0,0
0,0.1,-0.124999928,-0.227871834,0,0.012886598,-0.017113095,0,0.088408596,0.175,-0.151851887,0,0.076249759,-0.058823585,-0.019157088,0,-0.008264519,0
0,0,0.035714197,-0.085366,0,0.1043257,0.00984103,0.02617801,-0.018050485,0.212765957,0,-0.166666667,0.002903603,0,0.01953125,0,0,0
0,0.136363636,-0.10344828,0.082666621,0,-0.013824885,0.191154423,0.015306122,0.056985181,-0.052631579,0,0.2,0.02953041,-0.125000203,0.011494253,0,0.033333679,0
1,-0.12,0,-0.014778467,0,0.028037383,-0.024543738,0.025125628,0.099130522,0.074074074,0,-0.166666667,0.069741765,0,0.015151515,0,-0.008064794,0
-0.5,-0.090909091,0,0.015000146,0,0.089772727,-0.021935484,0.049019608,0.173259397,-0.051724138,0,0,0.002103001,0.142857409,0.041044776,0.022508791,0.024390183,0
0,0.1,0,-0.137931034,-0.249999922,0.02189781,0.015666227,0.079439252,-0.068105144,0.009090909,-0.061135262,0,-0.036594878,-0.125000203,0.046594982,0,0,0
0,-0.181818182,0.076923174,0,0.333333194,-0.020408163,0.070303621,0,-0.039073767,-0.081081081,0,0,0.033628241,0,0.085616438,0,0,0
0,-0.055555556,-0.071428656,0,-0.249999922,-0.027083333,-0.11407767,0,0.078313168,-0.039215686,0.038759703,0.2,-0.01633313,0,-0.015772871,0,-0.037226662,0
0,-0.176470588,-0.076923034,-0.057142574,0.333333194,0.027837259,0.062842466,-0.086580087,-0.005586594,-0.010204082,0,0,0.018746842,0,0,0,0,0
0,0.357142857,-0.125,-0.030303244,-0.249999922,-0.039583333,-0.00306106,0.047393365,-0.001404353,0.154639175,-0.014925456,-0.166666667,0.027339095,0.142857409,-0.028846154,0,0,0
0,0.052631579,-0.047619106,0.093749913,0.333333194,-0.026843818,-0.080801551,-0.07239819,-0.024613295,-0.008928571,0,0,0.019447787,-0.125000203,-0.01650165,0,0,0
0,-0.35,-0.150000009,-0.085714213,0,0.01643912,-0.042897328,-0.112195122,-0.033886165,-0.117117117,0,0,-0.021084292,0,-0.013422819,0,0,0
-0.25,0.076923077,-0.05882339,-0.024999958,-0.249999922,-0.067982456,-0.024246877,0.021978022,-0.005223857,0.030612245,0.08787867,0,0.01538422,-0.035715038,0.047619048,0,0,0
0,0,-0.062500072,0,0,0.008235294,-0.012048193,-0.096774194,0.06526641,-0.01980198,0,0,0.046465121,-0.037036377,0.012987013,0,0.008333891,0
0,0,-0.133333252,0,0,-0.03033839,-0.073170732,-0.095238095,-0.000176133,-0.111111111,0,0,-0.030405951,-0.038460827,0.016025641,0,0,0
0,0,0,-0.301282035,0,0.14801444,0.104440789,0.105263158,0.036802341,0.090909091,0,-0.2,-0.030363135,0,-0.009463722,0,0,0
0,0.428571429,0.730769068,0.146788837,0,-0.014675052,0.09530901,0.095238095,0.146059786,-0.020833333,-0.12952637,0,0.099589463,0.03999923,0.012738854,0,0,0
0,-0.3,-0.111111165,-0.204000164,0,-0.080851064,-0.016995241,0.016304348,0.019561295,0.010638298,0,0,-0.021008423,-0.153846359,-0.022012579,0,0,0
0,0,-0.099999945,-0.060301479,0,0.045138889,-0.047026279,-0.016042781,-0.033139484,0.021052632,0,0.25,0.032904211,0.045455519,-0.006430868,0,-0.008265012,0
0,0,0,0,0,0.067552602,-0.026124819,-0.032608696,0.039085936,0.113402062,0,0,0.010156995,-0.043479151,0.019417476,0,0,0
0,0,0,-0.304812636,0,0.026970954,-0.101341282,-0.011235955,0.07523146,0.175925926,0,0,-0.17413168,0,0.015873016,0,-0.016666054,0
0,0.428571429,0,0,-0.333333403,-0.002020202,-0.027570481,0.051136364,0.034445722,-0.086614173,0.280000013,-0.2,-0.118428306,0.227272184,0.028125,0,0,0
0,0.1,0,0,0.500000156,0.016194332,-0.024515029,0.07027027,-0.028616083,0,0,0,0.057752841,0.148148447,0.05775076,0,0,0
0.333333333,-0.136363636,0,0,-0.333333403,0.134462151,-0.121503497,-0.045454545,-0.00522226,-0.025862069,0,0,0.00593425,-0.064516243,0.020114943,0,0.016948519,0
0,-0.210526316,0,0,0,0.001755926,0.045771144,-0.042328042,-0.079283873,0.008849558,0,0,-0.028908252,-0.137929926,0.01971831,0,0,0
0,0,0.055555623,0.076922859,0,-0.072743208,0.077069458,0.033149171,-0.047953265,0.052631579,0,0,-0.120291706,0.299999038,-0.033149171,0,0,0
0,0,-0.157894727,0.285714571,0,-0.054820416,0.021201413,0.042780749,0.02211311,0.041666667,0,0.25,-0.008287653,0.169231339,-0.005714286,0,0,-0.042424492
0,0,-0.125000143,0,0.500000156,0.02425,0.059688581,0,0.153846098,0,0,0,0.072424208,0.02631529,0.057471264,0,0,0
0,-0.2,0.14285733,-0.13333335,0,-0.000244081,-0.057959184,0.056410256,0.002604115,0.008,0,-0.2,-0.05519546,0.025640551,-0.002717391,0,-0.016666054,0
0,0.416666667,0,0,0,0.046875,-0.005199307,0.150485437,-0.014545388,-0.015873016,0,0.25,0.057732407,0.025000541,0.073569482,0,0,0
-0.375,-0.117647059,0,0.217948343,0,0.020522388,0.114982578,0,0.077490772,0.161290323,0,0,0.005847586,0.073170401,0.096446701,0,0,0
0,0,-0.062500072,-0.178947116,0,0.00274223,-0.0125,0.021097046,0.005870843,-0.027777778,0,-0.2,0.014858188,-0.022726914,0.145833333,0,0,0
0,0.266666667,0.133333252,0,0,0.006381039,-0.034810127,-0.024793388,-0.018482527,0.007142857,0,0.25,0.054105717,-0.069767988,-0.032323232,0,0,0
0,-0.105263158,0.117647211,-0.166666667,0,-0.130434783,-0.059016393,-0.016949153,-0.052031677,-0.007092199,0,-0.2,0.10144954,0,0.002087683,0,0.016948519,0
0,-0.058823529,0.263157814,0.038461558,0,0.03125,0.008710801,-0.051724138,0.004704671,-0.028571429,0,0,0.004933725,-0.024999549,-0.047916667,0,0,0
0,-0.0625,-0.270833282,0.037036807,0,-0.102777778,-0.077720207,-0.004545455,0.02497392,-0.095588235,0,0,-0.014729724,-0.10256424,-0.089715536,0,0.033333606,0
0,0,0,0,0,-0.088094568,-0.085205993,-0.196347032,-0.208121843,-0.12195122,0,-0.25,-0.094684525,0,0.012019231,0,0,0
0,0.266666667,0,0,0,0.145679012,0.05629478,0.096590909,-0.017948723,0.055555556,0,0,0.02874613,0,0.064133017,0,0,0.04430407
0,-0.210526316,0,0,0,0.047413793,-0.001937984,-0.015544041,0.037532636,-0.00877193,-0.050000037,0.333333333,0.065992996,0.028572038,0.058035714,0,0,0
0,0.266666667,0,-0.071428383,0,-0.144032922,-0.063106796,-0.052631579,-0.05882345,0.03539823,0,-0.5,-0.028443853,0,0.010548523,0,0,0
0,-0.157894737,0.428571399,0,0,-0.026442308,-0.100518135,-0.116666667,-0.087566928,-0.025641026,0,0.5,-0.024110532,0.027777252,-0.050104384,0,0,0
0,0.1875,0,0,0,-0.04691358,-0.043778802,-0.06918239,-0.142124433,-0.035087719,0,0,-0.088235589,0.027027601,-0.004395604,0,0,0
0,-0.157894737,-0.200000088,0,0,0.016839378,0.078313253,0.047297297,-0.028181075,-0.018181818,0,0,0.029032714,-0.078947957,0.002207506,0,-0.016129216,-0.054545389
0,-0.125,0,0,0,-0.086624204,-0.03575419,-0.04516129,-0.028998336,-0.009259259,-0.013157883,0,0.019435718,-0.085713846,-0.026431718,0,0,0
0,0.071428571,0,0,0,0.054393305,0.103128621,0.070945946,0.077828076,-0.009345794,0,0.333333333,0.027060438,0.031249334,-0.002262443,0,0,0
0,0.066666667,-0.150000009,-0.038461644,0,0.035714286,-0.056722689,0.085173502,0.157010927,-0.018867925,0,-0.25,0.056286849,0,0.002267574,0,0,0
0,0,0,0,0,-0.333333333,-0.079064588,-0.058139535,-0.081277233,-0.134615385,0,0,-0.043083297,0,0.015837104,0,0,0
0,0.1875,0.176470601,-0.119999986,0,0.194923372,0.084643289,-0.064814815,-0.054502304,-0.033333333,-0.013333322,0,-0.026066411,-0.030302404,-0.006681514,0,0.032786924,0
0,-0.052631579,0,-0.154545356,0,0.026052104,-0.003065775,-0.04620462,-0.062656682,-0.08045977,-0.013513502,0,0.093673898,0,-0.109865471,0,-0.031746068,0
0,0.111111111,0,-0.172043252,0,0.003125,0.111545988,0.197231834,0.14260247,0.0625,0.013698618,0,0.021690559,0,-0.060453401,0,0,0
0,0.25,-0.150000009,0.298701301,0,-0.051401869,-0.006036217,0.005780347,-0.048361895,-0.047058824,0,0,0.045182833,0.062500063,-0.072386059,0,0,0
0,-0.04,0,-0.199999821,0,0.357963875,0.115384615,0.028735632,0.116393413,0.111111111,0,0,-0.01197974,0.029411209,0.052023121,0,0,0
0,-0.041666667,-0.05882339,0,0,-0.097944377,0.038112523,-0.078212291,0.01615277,-0.066666667,-0.155405401,0.333333333,0.018450881,-0.07142843,0.06043956,0,0,0
0,-0.086956522,0,0,0,-0.004021448,-0.052447552,-0.018181818,0.084537516,0,0,0,-0.004141185,-0.015384293,0.165803109,0,0,0
0.2,0.095238095,0,0,-0.333333403,0.130551817,0.080258303,0.030864198,0.159227199,0.095238095,0,0,0.027026989,0.015624667,0.093333333,0,0,0
0,-0.086956522,-0.062500072,-0.062500035,0,0.028571429,-0.081127242,0.131736527,-0.035632153,0.010869565,0.119999946,-0.25,0.011639914,0.076922913,0.148373984,0,0,0
0,0.047619048,0,0,0.500000156,-0.064814815,0.018587361,-0.037037037,-0.100715177,0.010752688,0,0,-0.011505986,0.142856789,0.038938053,0,0,0
0,-0.045454545,0.066666748,0,-0.333333403,-0.079207921,-0.085766423,-0.054945055,-0.016567289,0.010638298,0,0.333333333,0.021255019,0,0.037478705,0,0,0
0,0.142857143,0,0,0,-0.080645161,-0.035928144,0.011627907,-0.048517443,-0.021052632,0.0428572,-0.25,-0.000991097,0.100000242,-0.08045977,0,0,0
0,0,0.124999914,-0.173333422,0,0.052631579,0.064182195,0.005747126,0.019829937,-0.032258065,0,0,0.011905044,0,-0.05,0,0,0
0,-0.166666667,0.055555623,0.016128917,0,-0.061111111,-0.004620623,-0.045714286,0,0.044444444,0.027397236,0,-0.001961208,0,0.082706767,0,0,0
0,-0.05,-0.157894727,0.11111122,0,0.038461538,-0.064744686,-0.011976048,-0.024999914,-0.021276596,-0.084000023,0,-0.039292468,0,0.041666667,0,0.012295451,0
0,-0.052631579,0,0.285714571,0,-0.07977208,0.061650993,-0.066666667,-0.059829071,-0.152173913,0.179039349,0.333333333,-0.033230873,0,-0.086666667,0.009173953,0,0.025640887
0,0.111111111,-0.062500072,-0.222222395,0,-0.012383901,-0.022145669,-0.136363636,-0.074242388,0,-0.024691417,0,0.042305523,0.090909234,-0.025547445,0,0,0
0,-0.15,0.133333252,0.285714571,0,0.072100313,0.032712632,0.090225564,0.050736451,0.051282051,-0.091139281,0,0.120243416,0,0.018726592,0,0.004048404,0
0,-0.117647059,0,-0.311111253,0,-0.06871345,0.018518519,0.048275862,0.080218059,-0.048780488,0,-0.5,-0.051630156,0,0.058823529,0,0,0
0,0,-0.176470601,0,0,0.105180534,0.106220096,0.003289474,0.070115378,0.012820513,0,0.5,0.047755299,0,0.017361111,0,0,0
0,0,0,0,0,0.025568182,0.077854671,-0.02295082,0.002526546,-0.012658228,0,0.333333333,0.043299585,0.31250009,-0.001706485,0,-0.000489416,0
0,0,0.071428665,0.129032241,0,-0.055401662,-0.119582665,0.046979866,-0.110215164,0.025641026,-0.043175426,-0.25,-0.007426569,0.238095291,0.018803419,0.007325697,0,0
