LOB,CLF,WMS,FCX,HASI,CHRD,PRTG,SOBR,INLX,RDFN,SQ,AMRC,DAC,UEC,BLNK,RIOT,AMLI,BEEM,JMIA,TPIC,COOP,HOV,LNW,RICK,LUMO,BACK,FNGR,RVYL,ABAT,PLUG,APPS,ENPH,BE,PENN
0.008009309,0.035612481,0.006735319,0.030630566,0.021120589,-0.00444444,0,0.179487179,0,0.01027538,0.068416126,0.032829554,0.005347575,0.072289161,0.095238068,0.0074074,0.024630592,0.119379846,-0.060000022,0.008433698,0.024232648,-0.089593077,0.081723055,0.006768266,0.01219511,-0.063636375,-0.125000028,-0.125000075,0.064516131,-0.005167954,0.041666705,0.04441617,0.096446728,0.002681861
0.009648111,0.035763467,0.006451624,0.052447558,0.015512817,-0.008928563,0.130434783,0.260869565,0.142857143,0.051261197,0.013784442,0.043390546,0.040780119,-0.022471889,0.202898594,0.014705868,0.076923088,0.102493112,0,0.024611771,0.005520481,0.012892103,-0.017491671,-0.01120468,0.048192798,0.019417488,0.057142889,0.14285724,0.121212125,0.062337728,0.016923097,0.120899258,0.082175927,0.073888301
0.020798218,0.039840589,0.018993329,0.030730923,-0.005657686,0.099099111,0.061538462,-0.051724138,0,-0.017027884,-0.032756508,-0.014023255,0.100511097,-0.011494242,-0.096385546,0.072463786,0.035714224,-0.029397011,-0.010638288,0.026585806,0.018823511,0.045820956,0.05606059,0.03796043,0.005747121,0.009523785,-0.110810833,0,0.243243223,0.009779941,-0.075642964,0.000270957,0.009625582,0.004670035
-0.007158653,-0.015325628,0.082013328,-0.007252228,0.017354035,-0.008196713,0.086956522,0.254545455,0,0.015354382,0.003322711,-0.001961697,-0.097523269,-0.011627896,0.191111141,-0.033783832,0.090517235,0.123479225,-0.019713286,-0.032712372,0.014626677,-0.005679489,0.035868007,-0.017467518,0,-0.056603751,0.139817642,-0.125000075,-0.130434745,0.029055662,-0.004910018,0.040097522,0.014830546,0.081499877
-0.007210162,-0.020752253,-0.014427214,-0.04220776,0.006431811,-0.020661235,-0.1,0,0,-0.026754576,0.004458011,-0.010810871,0.022298522,0.023529389,-0.048507504,0,-0.055335965,0.093317908,-0.049360145,0.05495529,0.045523476,0.017135866,-0.028047074,0.037778183,-0.051428591,0.040000025,-0.066666683,0,0.024999975,0,-0.013157882,-0.008856477,0.028183764,-0.016618963
0.004469222,-0.00927154,0.006554418,0.031355957,0.025562831,-0.059071676,-0.022222222,-0.144927536,0,-0.017131486,0.016611686,0.014903187,-0.03355696,-0.022988484,-0.062745039,0.034965086,0.175732205,0.037934733,0.007692301,0.068566384,0.023947745,0.056959489,-0.014962596,0.016595047,-0.030120454,0.02884608,0.142857179,0.14285724,0.243902396,0.030588262,0.076666673,0.014717513,0.016243639,0.057983732
0.001112414,0.029411725,0.002821856,0.01889891,0.00189632,0,0.060606061,0,0,0.017835449,-0.003617325,0.006852638,0.088541528,0.023529389,-0.046025158,0.135135085,0.035587262,0.035532935,0.07824434,-0.017916679,0.002834866,0.099051183,0.033634731,0.16113747,0.006211174,0.045794433,-0.099999978,-0.375000025,0.313725509,0.006849254,-0.086687297,0.027195007,0.007992,0.013770311
-0.000555643,-0.015584435,0.018830992,0.02177423,0.015954708,-0.031390104,0,0,0,0.015531636,0.001502288,0.055420486,0.116427406,0.057471278,0.021929804,-0.047619004,-0.106529269,-0.101960782,-0.023008869,0.049639376,-0.003533515,0.006560792,0.05808257,0.071655337,-0.024691334,-0.124218055,0.319444375,0.199999968,-0.104477631,0.015873055,0.150847433,0.046394356,0.036669958,0.012224856
0.002779223,0.007915609,0.023157086,-0.004735679,0.001863225,-0.00925925,0,-0.237288136,0,0.180784338,0.012374973,0.013357942,-0.01285717,0.021739109,-0.008583683,0.006249994,-0.065384578,0.064410498,-0.0344203,-0.005254614,0.002127641,-0.015780415,-0.03406087,0.068980236,0.056961969,0.030612232,0.31578949,0.166666645,-0.133333342,-0.004464281,0.033873346,-0.003855418,-0.077437898,0.027375215
-0.001108608,-0.032722527,0.011420331,-0.029341741,-0.025504919,-0.014018789,0.071428571,-0.111111111,0,0.037196908,0.010742101,-0.020000024,-0.008683039,-0.053191502,0.155844218,0.018633522,0.053497989,-0.001025665,0.106941872,-0.000812696,-0.013446605,-0.038340898,-0.013351571,-0.0023754,-0.065868274,-0.034653441,0,-0.142857127,0.153846166,-0.008968601,-0.035612536,-0.006047412,0.108808314,-0.036833853
0.001109839,0.010825431,0.021350854,-0.017973781,0.016357625,-0.004739332,-0.066666667,-0.175,0,-0.01056676,0.006840918,0.02411876,-0.026277356,-0.022471889,0.101123585,-0.085365846,-0.039062519,0.052361421,-0.030508526,-0.00772674,0.035150699,0.044581353,0.019777922,-0.005555517,0.012820577,-0.042051266,-0.007999992,0,0.783333402,0.097285027,-0.017725242,-0.022389924,0.094392546,0.001356095
0.004989163,0.01740294,0.023517415,0.006655451,0.015826208,0.038095317,-0.107142857,0,0,0.015857598,0.034214993,0.030344206,0.03298352,0,0.07482994,0,0.008130037,-0.035121918,0.013986085,0.065573787,0,0.093684968,-0.179993165,0.012370363,0,-0.079229164,-0.153225851,0.166666645,-0.1588785,0.179381423,0.031578953,0.424446199,0.203245099,0.004875415
0.004412313,-0.053947367,-0.003338506,-0.001652842,0.006865588,0,0,0,0.125,0.02612296,0.005396517,0.036043943,-0.024673452,0,-0.012658291,-0.053333362,0.088709738,0.044489339,0.068965449,0.048461547,-0.006237017,-0.031091356,-0.015767679,0.016949029,-0.006329108,0.011627952,-0.190476131,0,-0.288888917,-0.036713211,0.007288588,0.026564146,-0.09723207,0.028840963
-0.01647441,-0.013908145,-0.016748595,-0.01158945,0.028324218,-0.045871624,-0.04,0.212121212,0,0.006830215,-0.025787622,0.053457796,-0.043154787,-0.034482794,-0.035256378,-0.007042247,0.085185189,0.000968076,-0.051612856,-0.047322117,0.013946988,-0.002292128,0.001264784,-0.010852639,0.019108261,0.039080477,0.117647013,0.14285724,0.046875018,0.010889281,-0.015918909,0.005958435,-0.073899412,-0.009431407
-0.026286223,-0.04936539,-0.033266685,-0.058626457,-0.020402879,-0.096153815,0.166666667,0.25,-0.111111111,-0.024668552,-0.039286128,-0.053966982,-0.015552099,-0.071428576,-0.049833919,-0.056737536,-0.068259419,-0.051160568,-0.061224511,-0.03581049,-0.061210478,-0.028224441,-0.039157908,0.041927863,-0.02500005,-0.061946912,0,0,-0.134328349,-0.066427352,-0.052941195,-0.064816413,-0.001697751,-0.049457886
-0.035611602,-0.04154296,-0.055348202,-0.045373742,-0.006508802,-0.058510646,0,0,0,-0.059437218,-0.039396535,0.005534315,-0.071089965,-0.064102505,0,-0.052631617,-0.117216136,-0.091835698,-0.277173909,-0.036341922,-0.018315019,-0.123606882,-0.085013171,-0.048138418,-0.057692255,0.00235847,-0.021052612,0,0.017241363,-0.071153827,-0.076086994,-0.078899691,-0.085884372,-0.10767944
-0.007742707,-0.017027916,-0.001097212,-0.025163049,-0.017557627,-0.067796614,0,-0.1,0,-0.016470581,-0.005970236,-0.001270139,0.003401293,-0.013698617,-0.094405591,-0.011904751,0.016597544,-0.081930365,0.020050166,-0.004558587,0.008209001,0.013487417,-0.076149344,-0.012643192,-0.054421797,0.035294103,-0.3010753,-0.125000075,-0.016949137,-0.016563131,0.033613495,0.019056923,-0.000930254,-0.075148109
-0.034814052,-0.097637779,-0.050087788,-0.063097347,-0.06134989,-0.109090879,-0.071428571,0,-0.5,-0.053656859,0.035513792,-0.046206026,-0.111864447,-0.055555583,-0.088803099,-0.012048181,-0.089795916,0.079462053,0.019656,-0.027060766,-0.059955618,-0.033460045,-0.01762572,-0.156862742,0.057553988,-0.036363602,0.030769294,0,-0.172413765,-0.149473692,-0.061788636,-0.059957599,-0.14618247,-0.034052604
-0.04415425,0.013961595,-0.029895683,0.016326327,-0.03523713,0.115646227,-0.038461538,0,1.75,-0.022751934,0.050687232,0.001777818,-0.038167844,-0.117647033,-0.038135559,-0.073170758,-0.170403595,0.064552627,-0.009638545,0.015832217,0.01023623,-0.026357202,-0.037467069,-0.043663898,-0.068027226,0.167452836,0.119402957,-0.142857127,0.041666625,0.074257474,0.062391704,0.004306868,-0.010905167,0.032111696
0.02797657,0.018932933,0.043716874,0.054216962,0.08011768,-0.06707318,0.04,-0.111111111,-0.181818182,0.057649719,-0.03192132,0.020408122,0.009920731,0.0333333,0.096916313,0.035087686,0.081081083,0.037234085,-0.02919711,-0.023167618,0.0444271,-0.005656541,-0.025767507,0.08982616,-0.014598526,-0.131313179,-0.013333321,0,-0.039999962,0.00460829,0.021207196,0.049622223,-0.022050696,-0.045654393
-0.025949401,-0.062499959,0.005264487,-0.040952418,-0.005181194,-0.058823474,0.076923077,0,0,0.014325641,-0.022685036,-0.02173913,0.029469348,0.032258034,-0.032128483,-0.033898274,0.249999981,0.046153827,-0.037594009,0.003018529,-0.03955222,0.040633888,-0.028700068,-0.034608455,0.059259202,-0.069767414,0.270270251,0,0.062499938,0.034403691,-0.067092661,0.018871544,0.047350629,-0.076895823
-0.005198074,0.030630484,0.063752331,0.037735849,0.031524225,-0.083333333,-0.071428571,0,0,0.023079575,0.005327319,0.029333327,0.062977172,0.12500007,-0.004149373,0.021929804,0.116000056,-0.019607825,0.046875018,0.044711909,0.01942502,0.04139006,0.012746194,-0.001414974,0.069930089,0.050000032,-0.074468078,0,0.274509859,0.05543237,0.184931489,0.021004436,0.086114122,0
-0.06923585,-0.045454449,-0.044734671,-0.044019182,-0.039596322,-0.037878841,0.153846154,0,0,-0.029966373,-0.037093141,-0.027202036,-0.087971301,-0.069444458,0.04999995,0.098712458,-0.032258075,0.2,-0.012437799,-0.059670737,-0.068597532,-0.075740549,-0.101830651,-0.116202229,-0.045751591,-0.100000015,-0.137931039,0,-0.123076925,-0.046218541,0.031791877,0.060220635,0.010901849,-0.122840651
-0.045613995,-0.051282142,0.002016557,-0.056055993,-0.008577518,-0.322834624,-0.08,0.125,-0.111111111,-0.083651506,-0.042321847,-0.046160714,-0.011810984,-0.104477599,-0.011904751,-0.007812493,-0.051851844,0.017500003,-0.06801007,-0.056455181,-0.064648113,-0.059229173,-0.089171951,-0.063067712,-0.054794549,-0.019841303,0,0,-0.052631597,-0.046255515,-0.061624659,-0.064208846,-0.100980368,0.046389473
-0.15147065,-0.10231654,-0.024821133,-0.127253454,-0.105219177,-0.616279061,-0.130434783,0,0,-0.12840907,-0.100697679,-0.035830641,-0.115537718,-0.1,-0.084337364,-0.149606253,-0.140625045,-0.199017223,-0.148648634,-0.183209599,-0.143482091,-0.202673594,-0.225174841,-0.161235062,-0.108695635,-0.15384616,-0.333333333,0,-0.055555576,-0.092378721,-0.083582083,-0.182280835,-0.07197381,-0.145545779
0.04506077,0.036559176,0.013987855,0.093560108,0.043668145,0.242424182,0,0,-0.125,0.031725317,0.022972683,-0.059845551,0.12387373,0.074074,0.030701725,-0.00925925,-0.04545457,0.041922276,0.015873,0.045428689,0.041879453,-0.084910747,0.060469321,0.068847932,0.186991883,0.084529516,0.600000024,-0.5,0,0.053435063,0.032573337,0.050945114,0.054054057,0.127263844
-0.06467665,-0.068464837,-0.07327018,-0.097777696,-0.073520728,-0.048780514,-0.083333333,-0.088888889,0.142857143,-0.085088478,-0.071386071,-0.045174496,-0.092184317,-0.120689646,-0.097872353,-0.056074822,0.014285744,-0.142787045,-0.106250046,-0.073329733,-0.100980368,-0.24290778,-0.062127621,-0.155612252,-0.171232872,0.205882394,-0.062500014,0.333333422,0.039215728,-0.086956499,-0.072555209,-0.084667703,-0.147157205,-0.139817678
-0.068262436,-0.095768346,-0.168618873,-0.116995125,-0.166451607,-0.051282004,-0.090909091,0,0.25,-0.203499089,-0.14205636,-0.139247317,-0.103752761,-0.254901956,-0.160377327,-0.279207929,-0.244131461,-0.10246131,-0.125874094,-0.141266115,-0.128680512,-0.202966456,-0.260435637,-0.16842895,-0.049586827,-0.204878083,0,0,-0.150943399,-0.134920633,-0.224489821,-0.208722722,-0.151634027,-0.221100418
0.033301581,0.199507375,0.081009788,0.050209289,-0.038312597,1.702702668,0.25,0,0,-0.009248547,0.078402105,0.011242992,0.064039469,0.36842102,0.073033706,-0.010988952,0.161490734,0.052295898,0.131999969,-0.045051185,0.0112641,-0.030362431,0.071165638,0.009082601,-0.008695644,-0.018404842,0,0,-0.06666669,0.033639185,0.046052641,-0.004845543,-0.05701077,0.00259235
-0.174033086,-0.182751468,-0.18408914,-0.171314823,-0.206841036,-0.580000013,-0.12,0.097560976,0,-0.198366379,-0.285615369,-0.121062441,-0.243055722,-0.115384567,-0.183246089,-0.086111158,-0.310160488,-0.151515152,-0.091872791,-0.195139356,-0.279702942,-0.292929266,-0.195876249,-0.213321316,-0.18421051,-0.151562486,-0.199999968,-0.25000005,-0.119047601,-0.183431983,-0.203354305,-0.16463785,-0.132352934,-0.447963813
0.095875108,0.03517582,0.009650654,0.038461604,-0.00304417,0,-0.090909091,0,0,-0.003639024,0.083838116,0.270555201,0.11009183,0.304347854,0.032051329,0.136778168,0.08527138,0.065714291,0.042801609,0.018650092,0.123711301,0.011428561,-0.159544144,-0.075514843,0.096774165,-0.044198967,-0.1666667,0.333333422,0,0.188405791,0.12368422,0.066666662,-0.231638424,-0.141686188
-0.178026542,-0.242718437,-0.167435764,-0.180555553,-0.161832135,-0.166666655,0,0.311111111,0,-0.245434606,-0.116923756,-0.05254429,-0.11294766,-0.20000005,-0.186335446,-0.131016105,-0.285714278,-0.148793583,-0.108208938,-0.160418493,-0.111620799,-0.192090416,-0.306779646,-0.105198016,-0.127450978,-0.094412289,-0.254000008,-0.25000005,-0.189189221,-0.137195138,-0.126463692,-0.180669426,-0.247549022,-0.383356067
0.113861481,0.089743598,0.11005554,0.080979175,0.109896977,0.22857147,0,-0.237288136,-0.2,0.165537275,0.012658228,-0.050788031,0.009316739,0.187500012,0.091603061,0.081538515,0.420000025,0.088188969,0.083681925,0.170301176,0.170395914,0.323426652,0.151589208,0.228215799,8.842697045,0,0.581769384,0,0.333333422,0.102473488,0.142091208,0.09420593,0.423452762,0.347345172
0.012222197,-0.061764675,-0.077746106,-0.038327537,-0.044310704,-0.046511652,-0.1,0,-0.98,-0.036544816,-0.047749996,0.004305024,-0.144615404,0,-0.013986001,0.002844914,0.197183072,-0.014471767,-0.1003861,-0.023070117,-0.088235348,0.033025098,0.407643325,-0.051801895,-0.187214646,-0.027659598,-0.525423706,0,0,0.064102582,-0.082159654,-0.00952381,-0.066361549,0.295566448
-0.018660889,-0.0376176,-0.087780423,-0.023550708,0.054951175,-0.073170735,-0.055555556,0,0,0.031034452,0.050406883,-0.069810187,0.017985611,-0.14035085,0,-0.051063765,-0.258823525,0.046989747,0.034334835,0,-0.112903199,-0.116368325,0.11312217,-0.013064071,0.060393302,-0.037199141,0.607142808,0,-0.05000005,0.030120526,0.005115085,0.058076932,-0.046568584,0.242078626
0.140939629,0.149837137,0.102162044,0.296846107,0.115029828,0,0,0,0,0.35451511,0.157460718,0.094799185,0.194346366,0.163265269,0.09219858,0.192825027,0.238095244,0.086956504,0.211618246,0.340599448,0.109090892,0.384949335,0.222222265,0.200962676,0.05165561,10.25000016,0.133333342,0.333333422,0,0.090643256,0.086513972,0.24827335,0.444730009,0.347959161
0.023529492,0.059490125,0.081538471,0.037195964,-0.008272455,-0.026315765,0.058823529,0,0,0.120987592,0.131289092,-0.003006569,0.047337287,0.017543843,0.097402662,-0.031328292,0.070512771,0.032258065,0.047945159,-0.012195142,0.139344249,0.174503671,0.152993247,0.1733468,0.031486086,-0.549494939,-0.411764672,-0.25000005,-0.026315765,0.029490588,0.021077319,0.071927816,-0.051601418,0.102195335
0.181034504,0.040106968,0.095305733,-0.035862041,0.021589872,-0.081081083,0.111111111,-0.222222222,0,0.034691689,0.069478897,0.05186976,0.175141179,-0.017241363,0.130177457,0.055627403,-0.095808401,0.029999971,0.071895436,-0.020576145,0.156834559,-0.079181442,0.018269283,-0.01964149,0.037851091,-0.013452937,0.699999901,0.333333422,0.027027001,-0.007812493,0,-0.018473249,0.046904316,-0.089285725
0.143552255,-0.023136306,-0.102597469,-0.113018601,-0.043227693,-0.117647033,0,0,0,-0.143693488,-0.048009971,-0.150802754,-0.057692233,-0.105263163,-0.010471194,-0.033088248,-0.059602575,-0.007281489,-0.064024402,-0.014005589,-0.159203948,-0.071497652,-0.212464586,-0.075784026,0.02705877,-0.104545478,0,-0.5,0,-0.023622025,-0.029816539,-0.10379186,-0.066308224,-0.112368005
-0.103545991,-0.042105231,0.027858213,0.006451572,0.034638584,0,-0.1,0,0,-0.00807956,0.031121107,0.141796041,0.040816333,0.03921565,-0.068783067,0.003802308,0.105633804,-0.034229853,0.01628663,0.031250038,0.071005847,-0.136316286,0.065947264,0.001885112,0.013745801,-0.167512656,0,1.499999901,-0.078947399,-0.037634437,-0.011820376,-0.011735672,0.023032607,-0.009345846
-0.013449496,0.085164817,0.036254872,0.081730831,-0.009703989,0.1666666,0.011111111,0,0,-0.033834584,-0.047636344,0.007096442,-0.019607876,0.056603835,-0.017045438,0.051767688,-0.012738879,-0.039240499,-0.064102505,0.017906286,0.012430961,-0.007228966,0.091113547,-0.062088314,-0.039548064,0.231707267,-0.411764672,-0.199999968,0.028571516,-0.011173174,0.031100507,0.009062529,-0.018761708,0.084905642
-0.149959826,-0.0379747,-0.063518999,-0.065185268,-0.110114646,-0.171428581,-0.010989011,0,0,-0.124513623,-0.106338289,-0.063417547,-0.042500019,0.017857126,-0.05202314,-0.072028814,-0.038709659,-0.032938076,-0.065068511,-0.121786213,-0.060027294,-0.154126216,-0.136082445,-0.132397316,-0.074117661,-0.163366303,0.54333327,0.24999995,0.111111111,-0.064971758,-0.055684402,-0.07804275,-0.147227529,-0.198418921
0.076414996,0,-0.028291613,0.012678361,0.004479174,0.172413839,0,0,0,0.001481515,-0.019867556,0.068965482,-0.083550931,-0.017543843,-0.01219511,0.009055588,-0.060402705,-0.051771132,0.032967001,-0.00847455,-0.017416529,-0.051649881,-0.132458248,-0.008092518,-0.013977085,-0.065088741,0.10151186,-0.199999968,-0.025000075,0.027190379,-0.046683059,0.005038617,0.112107622,-0.091716003
-0.050832544,0.005347588,-0.01829039,-0.010954585,-0.047380063,0.117647033,0,0,0,-0.011834378,-0.047079333,-0.082697886,-0.065527032,-0.017857126,-0.049382742,0.153846166,-0.057142866,0.022988484,-0.085106388,0.034188076,-0.200886283,-0.025718619,-0.192572228,-0.043123717,0.002577317,-0.094936706,-0.411764672,0,-0.051282004,-0.014705938,-0.012886647,-0.04110961,-0.034274209,0.06080352
