FCEL,XOMA,MYGN,AVDL,MBOT,PLX,EPM,CMCL,MED,SGRP,PPBI,WYY,SMTI,SCWO,OMEX,CLWT,MANH,EZPW
0.120430108,-0.070967742,0.022321464,0.046875,0.100775194,0,0,0,0,0,0,0.043478261,0.2,0.052631645,0,0,0.076923077,-0.008404383
-0.013435701,-0.083333333,-0.063755501,0.104477612,0.042253521,0,0.344085842,0,0,-0.03030303,-0.048387313,0,0.166666667,-0.175000025,0,-0.062499942,-0.101403139,0
-0.071984436,0.045454545,-0.04944028,0.027027027,0.054054054,0,0,0,-0.111111111,0,-0.084745634,0,-0.071428571,0.257575795,0,-0.050000074,0.050390439,0.050847484
-0.027253669,0.050724638,0.035328762,-0.026315789,0.102564103,0,0,0,0,0,0.111111125,-0.041666667,0.230769231,-0.2048193,0,0,0.035135135,-0.032257588
0.075431034,-0.055172414,-0.01895735,0,0.186046512,0,-0.255999901,-0.249999922,0,-0.0625,-0.066666489,0,0.0625,0.060606024,-0.090247501,0.192982671,0.046997389,0.033332825
0.03006012,0.065693431,0.096618314,0.027027027,-0.083333333,0,0,0,0,-0.2,0,-0.043478261,0.117647059,0,-0.100800006,-0.176470759,-0.002493766,-0.032257588
0.097276265,-0.047945205,0.029956014,0.052631579,-0.080213904,0,0,0,0.499999858,-0.166666667,0.071428367,0,-0.052631579,0,0,0.107142851,0,0.066667175
-0.020390071,-0.014388489,0.013366102,0.05,-0.011627907,0,0,0,0,0,0.050000006,0,-0.055555556,0,0,-0.096774188,0,-0.125000894
0.038914027,0,0.019731984,-0.047619048,0.082352941,0,0,0,0,0,-0.063492211,-0.045454545,-0.058823529,-0.057142824,0.112099651,0.178571624,-0.02,0
0.020905923,-0.02919708,-0.014486744,0.05,0.065217391,0,0,0.333333194,0,0,0,-0.047619048,0.375,0,0,0.121212069,0.06122449,0.071429155
0.013651877,-0.015037594,0.025619507,0,0.010204082,0,0,-0.249999922,0,0.1,-0.016948969,-0.175,-0.272727273,0,0,0,-0.009615385,0.066667175
0.033670034,-0.015267176,-0.013104016,-0.035714286,-0.070707071,0,0,0,0,0.045454545,0.068965561,0.090909091,0.3125,0.075757613,0,0,-0.048543689,-0.156250402
-0.035830619,0.054263566,0.035788294,-0.012345679,-0.043478261,0,0.677419316,0,0,0.391304348,-0.032258137,0.055555556,-0.238095238,-0.154929607,-0.086399968,-0.243243334,0.030612245,0.037036472
0,0.639705882,0.013119707,0.025,0,0,0,0,0,0,-0.041666542,-0.052631579,0.0625,0.3,-0.015761861,0.178571624,0.064356436,0
0.0625,0.049327354,0.055357916,0.097560976,-0.068181818,0,-0.198718037,0,-0.33333327,0,0,-0.055555556,0,-0.05128202,0.032028482,-0.030303148,0.093023256,-0.107142916
-0.031796502,-0.042735043,-0.073435808,0.044444444,-0.048780488,0,0,0,0,-0.03125,0.026086666,0.058823529,0,-0.054054118,0,-0.062499942,0.017021277,0
0.011494253,-0.071428571,-0.056207037,-0.031914894,0,0,0.040000115,0.333333194,0,0,0.016949308,-0.055555556,-0.058823529,-0.02857136,-0.084482732,-0.066666766,0.150627615,0
-0.077922078,0.067307692,0.089974345,0.010989011,-0.038461538,0,0.2,-0.249999922,0,0,-0.0333333,-0.029411765,0,0.029411692,-0.177024517,0.250000044,0.089090909,0
0.040492958,0.004504505,0.036949667,-0.02173913,-0.013333333,0,0,0,0,0.032258065,0,0.121212121,0.0625,0.142857218,0,-0.057142734,-0.060100167,0
-0.052453469,-0.067264574,-0.066717225,-0.022222222,-0.081081081,0,0,0,0,-0.125,-0.034482608,-0.027027027,0.117647059,0.124999966,0,0.060605922,-0.13321492,-0.019998792
-0.020535714,0.033653846,0.026807508,0.011363636,0.088235294,2.2,-0.198718037,0,0,-0.142857143,0,0.111111111,-0.210526316,0.088888916,-0.141876423,-0.085714278,0.077868852,0
0.00911577,0.009302326,-0.038765858,0.033707865,0.094594595,0,0.248000137,0,0,0,-0.071428665,0,0,-0.081632676,0.082666715,0,-0.091254753,-0.020408773
-0.019873532,-0.013824885,0.009876546,0.032608696,-0.049382716,0.875,0,0,0,0,0,-0.125,0,-0.222222249,0.076354623,0,0.110878661,-0.020834029
0.017511521,-0.028037383,-0.049714791,-0.052631579,-0.064935065,0,-0.166666667,0,0,0,-0.038461689,0.142857143,0,0,0,-0.125000039,0.080979284,-0.02127519
0.072463768,-0.004807692,0.053173315,-0.022222222,-0.097222222,0,0,0,-0.250000071,-0.041666667,0,-0.125,0,0.142857218,0,0.142857193,0.146341463,0
0.027027027,-0.072463768,-0.020765573,0.022727273,0.015384615,0,0,0,0.500000142,-0.043478261,0,0.028571429,0.2,0.099999936,-0.070938166,0,-0.030395137,0
0.019736842,-0.0625,-0.086070588,-0.066666667,0,0,0,0,0,-0.090909091,0.120000288,0,-0.166666667,-0.181818159,0,-0.031250048,-0.047021944,0
-0.047580645,0.088888889,-0.033212033,0.035714286,-0.056818182,0,0,0,0,0,-0.0178573,-0.111111111,0,-0.055555522,-0.211822713,-0.225806493,0.001644737,0.021737663
0.0042337,0.142857143,0.035764714,-0.034482759,0.020080321,0,0.307692122,0,-0.111111111,0.15,-0.127272778,0.125,0,0,0,0.083333574,0.060755337,-0.02127519
-0.080944351,-0.098214286,0.028169051,0.011904762,-0.023622047,0,-0.264705859,0,0,-0.130434783,-0.124999948,-0.027777778,-0.066666667,0,0,-0.076923282,0.034055728,0.043477504
