FCEL,XOMA,MYGN,AVDL,MBOT,PLX,EPM,CMCL,MED,SGRP,PPBI,WYY,SMTI,SCWO,OMEX,CLWT,MANH,EZPW
0.047706422,0.01980198,0.070260655,-0.047058824,0.016129032,0,0,0,-0.187500036,-0.025,-0.059523867,-0.028571429,0.071428571,-0.0294118,0,0,-0.023952096,-0.0625
0.00525394,-0.048543689,0.0156896,-0.012345679,-0.007936508,0,0,0,-0.230769547,0,-0.08860772,0,-0.066666667,0.090909091,0,0.166666735,0.098159509,0.011110369
0.106271777,0.020408163,0.056910524,0.0125,0.04,0,0.248000137,0,0,0,0.055555787,0.029411765,0.142857143,0,0,-0.124999934,0.060055866,-0.032967057
-0.017322835,-0.025,-0.03163469,0,-0.030769231,0,-0.198718037,0,0,0,0,-0.057142857,-0.1875,0.055555522,-0.024999989,0,-0.067193676,0.022728049
-0.036858974,0.066666667,-0.046370644,0.061728395,-0.015873016,-0.666666667,0,0,0,0.012820513,0.157894658,0,0,-0.026315726,0,0,0.079096045,0.022222964
-0.004991681,-0.038461538,-0.046230786,0.046511628,0.161290323,0,0,-0.333333403,0.100000443,0.113924051,-0.022727326,0,-0.230769231,0.02702696,0,0.020408194,-0.027486911,0
-0.007525084,0.02,0.014847194,-0.022222222,0.125,0,0,0.500000156,0.272727235,0,0.046511662,-0.03030303,0,0.026315822,0,0,-0.009421265,0
0.02443134,-0.049019608,0.021407042,0,0.098765432,0.1,0,0,-0.214285691,0.022727273,0.044444402,0,0.7,0,0,0,0.05298913,0
0.052631579,0.056701031,-0.019273344,-0.011363636,-0.061797753,0,-0.200000125,0,0,0,0,-0.125,-0.411764706,-0.102564134,0,-0.040000158,0.009032258,0
0.0265625,-0.043902439,0.010309281,-0.022988506,-0.101796407,0,0.250000196,-0.333333403,0,0.066666667,-0.021276434,-0.071428571,0,-0.085714289,0,0.083333574,-0.038363171,0
-0.01065449,0.015306122,0.006377595,0,0.066666667,0,-0.040000204,0.500000156,0.272727235,0,0.021738962,0,0.8,-0.124999928,0.20192309,0,0.017287234,-0.065217344
0.036923077,-0.015075377,-0.077313111,0.035294118,-0.003125,0,0.041666888,0,0,0.166666667,0.010638324,-0.038461538,0.055555556,-0.035714328,0,-0.076923282,-0.033333254,0
-0.00074184,0.020408163,-0.007326009,0.017045455,0.065830721,0,-0.192000138,-0.333333403,-0.214285691,0.125,0,-0.08,-0.210526316,0,-0.085333294,0,-0.01014207,-0.023256572
0.008166295,-0.01,-0.007380076,0.039106145,0.011764706,0,0.237623974,1,0,-0.238095238,0.12631581,0,0,0,0,0,-0.038251366,-0.023810319
0.042709867,0.035353535,-0.013011156,0.021505376,0.372093023,0,0,-0.249999922,0,0,-0.009345879,0,0,0.037037082,0,0,-0.039772727,0.121952947
0.073446328,0.243902439,0.017890745,0,0.309322034,0,0,0,0,0,0,-0.086956522,0,-0.035714328,0,-0.083333059,-0.026627219,-0.108697025
0.05,-0.019607843,-0.017113742,0.010526316,-0.177993528,0,0,0,0,0,-0.03773569,-0.142857143,0.266666667,0.18518514,0,0.090908764,-0.104863222,0.024391078
0.021929825,0.28,-0.020235283,0.0625,0.051181102,0,-0.200000125,0,0,-0.083333333,0,0,0.210526316,-0.124999928,0.093294414,0.020833471,0.098471986,-0.023810319
0.131820969,-0.0125,0.015850164,0.215686275,-0.041198502,0,0.10000019,0,0,-0.090909091,-0.058823599,0.111111111,-0.304347826,0,0,-0.102040668,0.021638331,0.073170791
-0.019501625,0.202531646,0.020330958,-0.048387097,0.1796875,0,0.136363618,0,0,0.15,0.010416761,-0.05,-0.0625,0,0.165333324,-0.090909213,0.081694402,-0.090907643
0.051933702,0.021052632,0.037071308,0.101694915,-0.046357616,0,0,0,0,0.195652174,0.030927699,0.052631579,0,0.464285607,-0.141876423,0.100000148,0.037762238,0.02499831
0.022058824,-0.041237113,0.093833836,-0.015384615,-0.006944444,0,0.399999982,0,0,0,-0.019999848,0,0,0,-0.085333294,0.18181809,-0.008086253,0.024391078
0.047276465,-0.059139785,-0.05351307,0.0390625,-0.006993007,0,0.428571447,0.333333194,0.272727235,0.145454545,-0.102040909,0.1,0.533333333,0.024390274,0,-0.153846088,-0.100543478,-0.047618253
-0.026496565,-0.085714286,-0.050496357,-0.07518797,-0.10915493,0,0,0,-0.214285691,-0.111111111,0,0.045454545,-0.347826087,-0.047619019,0.183673472,-0.045454607,0.036253776,0
0.119455645,0.15,-0.062272697,-0.008130081,0.007905138,0,-0.252000131,0,0.272727235,-0.035714286,0.068181751,-0.130434783,0,-0.100000027,0,-0.023809616,0.018950437,-0.050001627
0.015758667,-0.010869565,-0.008240445,-0.057377049,-0.050980392,0,0.33689863,0,0,0.111111111,0.021276647,0.05,0.266666667,0,0,0.024390341,-0.007153076,0.105264129
0.117464539,-0.032967033,-0.006842654,-0.060869565,-0.016528926,0,0.399999982,0,0.142857236,0,0.083333461,-0.047619048,0.157894737,0,-0.155172415,0.333333098,-0.048991354,0.047618253
0.091431971,0.068181818,-0.05314962,0,-0.067226891,0,0.028571575,0,1,0,0,0.05,-0.318181818,0,0.183673472,-0.28571421,0.018181818,-0.090907643
-0.04061421,0.010638298,-0.002078933,0.018518519,-0.067567568,-0.272727273,1.083333126,0,0,-0.033333333,0,-0.047619048,0,0,-0.076354721,0,0.037202381,0
0.027370016,0.073684211,0.010156208,0.090909091,0.275362319,0,-0.291999983,0,-0.187500036,0,-0.019230812,-0.05,0.2,0,0,0.100000148,0.024390244,0
-0.013274336,-0.019607843,-0.06161379,-0.054166667,-0.089015152,0,0.177024314,0,0,0.034482759,-0.058823599,-0.052631579,0.111111111,0.027777812,-0.168000009,0.272726966,0.009803922,-0.050001627
-0.086696562,-0.09,-0.049450523,-0.057268722,-0.051975052,0,-0.150399879,0,0.076923037,0,-0.020833383,0.111111111,-0.25,0.054054019,0.099359034,-0.28571421,-0.034674064,0
-0.070376432,0.010989011,0.052023093,0.018691589,-0.035087719,0,-0.039548062,0,0,-0.033333333,0.106383164,-0.1,0,-0.128205097,0,0,0.050287356,0.052633382
0.07306338,0.059782609,-0.007692272,0.018348624,0,0,0.286274352,0,0,0,-0.057692309,0.055555556,0.466666667,-0.0294118,0,0.124999815,0.017783858,0
0.102543068,-0.020512821,0.127353253,-0.045045045,-0.009090909,0,-0.190548648,0,0.142857236,0,-0.020408277,-0.052631579,-0.090909091,-0.030303067,0,0.022222149,0.043010753,-0.050001627
-0.017113095,0,0.088408596,0.056603774,-0.009174312,0,-0.227871834,0,0,-0.068965517,0,0,0.1,-0.124999928,0,-0.21739098,0.012886598,-0.052630747
0.00984103,0.02617801,-0.018050485,0.008928571,0,0,-0.085366,0,0,0.111111111,0.005208346,-0.055555556,0,0.035714197,0,0.111110913,0.1043257,-0.027778705
0.191154423,0.015306122,0.056985181,-0.008849558,-0.037037037,0,0.082666621,0,0,-0.133333333,-0.005181359,0.176470588,0.136363636,-0.10344828,0,0,-0.013824885,0.028572409
-0.024543738,0.025125628,0.099130522,-0.004464286,0.009615385,1,-0.014778467,0,-0.375000284,0,-0.020833383,-0.2,-0.12,0,0,0,0.028037383,-0.083333333
-0.021935484,0.049019608,0.173259397,0.004484305,0.028571429,-0.5,0.015000146,0,0,0,0,0.1875,-0.090909091,0,0,0,0.089772727,0.090909091
0.015666227,0.079439252,-0.068105144,0.017857143,-0.037037037,0,-0.137931034,-0.249999922,0,0.192307692,0,-0.157894737,0.1,0,-0.090379058,0,0.02189781,0.111112038
0.070303621,0,-0.039073767,-0.035087719,-0.043269231,0,0,0.333333194,0,0,0.021276647,0.0625,-0.181818182,0.076923174,0,0,-0.020408163,-0.125001565
-0.11407767,0,0.078313168,-0.018181818,-0.075376884,0,0,-0.249999922,0,-0.064516129,0,-0.058823529,-0.055555556,-0.071428656,0,-0.149999913,-0.027083333,0.028572409
0.062842466,-0.086580087,-0.005586594,0.018518519,-0.108695652,0,-0.057142574,0.333333194,0.200000432,0,0,0.125,-0.176470588,-0.076923034,0,0.41176433,0.027837259,0.277778705
-0.00306106,0.047393365,-0.001404353,0,0,0,-0.030303244,-0.249999922,-0.33333327,-0.172413793,0,-0.055555556,0.357142857,-0.125,0,0,-0.039583333,-0.130434688
-0.080801551,-0.07239819,-0.024613295,-0.068181818,-0.006097561,0,0.093749913,0.333333194,0,-0.041666667,-0.020833383,-0.058823529,0.052631579,-0.047619106,0.099359034,-0.249999743,-0.026843818,0
-0.042897328,-0.112195122,-0.033886165,-0.004878049,-0.073619632,0,-0.085714213,0,-0.062499893,0,0,-0.1875,-0.35,-0.150000009,-0.090379058,-0.055555628,0.01643912,-0.100000751
-0.024246877,0.021978022,-0.005223857,-0.058823529,0.059602649,-0.25,-0.024999958,-0.249999922,0.399999955,-0.02173913,0.021276647,0.076923077,0.076923077,-0.05882339,0,0.176470468,-0.067982456,0.055554628
-0.012048193,-0.096774194,0.06526641,0,-0.05,0,0,0,0,-0.133333333,0.083333461,0.214285714,0,-0.062500072,0,0.100000148,0.008235294,0.052633382
-0.073170732,-0.095238095,-0.000176133,-0.083333333,-0.065789474,0,0,0,-0.333333442,-0.012820513,0,-0.117647059,0,-0.133333252,-0.19871794,-0.090909213,-0.03033839,-0.050001627
0.104440789,0.105263158,0.036802341,0.045454545,-0.014084507,0,-0.301282035,0,0,0.298701299,0,0.066666667,0,0,-0.252000014,-0.099999839,0.14801444,0.052633382
0.09530901,0.095238095,0.146059786,0.02173913,0.1,0,0.146788837,0,0,0,-0.096153998,0,0.428571429,0.730769068,0,-0.055555628,-0.014675052,-0.074999937
-0.016995241,0.016304348,0.019561295,0.021276596,-0.038961039,0,-0.204000164,0,0.142857236,-0.18,0.005319162,-0.125,-0.3,-0.111111165,0,0.117646785,-0.080851064,0
-0.047026279,-0.016042781,-0.033139484,0,-0.027027027,0,-0.060301479,0,0.06249968,0.073170732,0.015873054,-0.142857143,0,-0.099999945,0.165775395,0.05263173,0.045138889,0
-0.026124819,-0.032608696,0.039085936,-0.020833333,0.055555556,0,0,0,-0.176470407,-0.068181818,-0.041666557,0.083333333,0,0,0.146789018,-0.200000049,0.067552602,0
-0.101341282,-0.011235955,0.07523146,0.127659574,0.078947368,0,-0.304812636,0,0,-0.073170732,-0.130434858,0.230769231,0,0,0,0,0.026970954,0
-0.027570481,0.051136364,0.034445722,0.056603774,0.134146341,0,0,-0.333333403,0,-0.157894737,0.024999975,-0.125,0.428571429,0,-0.252000014,0,-0.002020202,-0.027027905
-0.024515029,0.07027027,-0.028616083,0,-0.032258065,0,0,0.500000156,-0.071428537,0.0625,-0.02439022,0.214285714,0.1,0,0,0.062500174,0.016194332,-0.055554628
-0.121503497,-0.045454545,-0.00522226,-0.053571429,-0.088888889,0.333333333,0,-0.333333403,0,0,-0.024999892,0,-0.136363636,0,0,-0.058823683,0.134462151,-0.058825435
0.045771144,-0.042328042,-0.079283873,-0.094339623,-0.048780488,0,0,0,0.076923037,-0.176470588,-0.128205157,-0.235294118,-0.210526316,0,0.165775395,0,0.001755926,0
0.077069458,0.033149171,-0.047953265,0.166666667,0.025641026,0,0.076922859,0,0.28571439,0,0.029411635,-0.230769231,0,0.055555623,0,0.12500027,-0.072743208,-0.062499022
0.021201413,0.042780749,0.02211311,-0.017857143,-0.0125,0,0.285714571,0,0,0,0.085714395,0.2,0,-0.157894727,0,0,-0.054820416,0.266665554
0.059688581,0,0.153846098,-0.009090909,-0.006329114,0,0,0.500000156,0,0.107142857,0,-0.083333333,0,-0.125000143,-0.403669732,0.055555216,0.02425,-0.105261494
-0.057959184,0.056410256,0.002604115,0.018348624,-0.031847134,0,-0.13333335,0,-0.111111111,-0.096774194,0.026315849,0,-0.2,0.14285733,-0.076923006,-0.157894668,-0.000244081,0.088235207
-0.005199307,0.150485437,-0.014545388,0.063063063,0.131578947,0,0,0,0.125,0,-0.051282165,0,0.416666667,0,0.041666625,0,0.046875,0.027025198
0.114982578,0,0.077490772,0.06779661,-0.01744186,-0.375,0.217948343,0,-0.166666572,0,-0.02702718,-0.090909091,-0.117647059,0,0.279999971,-0.124999807,0.020522388,-0.052630747
-0.0125,0.021097046,0.005870843,0.015873016,0.047337278,0,-0.178947116,0,0,0.714285714,-0.055555324,0,0,-0.062500072,0,0,0.00274223,0
-0.034810127,-0.024793388,-0.018482527,0,0.016949153,0,0,0,0,0,0,0.2,0.266666667,0.133333252,0,0.071428225,0.006381039,0
-0.059016393,-0.016949153,-0.052031677,-0.03125,-0.005555556,0,-0.166666667,0,0,-0.125,-0.088235297,-0.166666667,-0.105263158,0.117647211,0,0,-0.130434783,0
0.008710801,-0.051724138,0.004704671,0.032258065,-0.072625698,0,0.038461558,0,0,0,0,0.3,-0.058823529,0.263157814,0,0.066666777,0.03125,-0.027778705
-0.077720207,-0.004545455,0.02497392,-0.046875,0.012048193,0,0.037036807,0,0,-0.285714286,-0.032258137,-0.076923077,-0.0625,-0.270833282,-0.062500004,-0.093750145,-0.102777778,-0.028569548
-0.085205993,-0.196347032,-0.208121843,-0.098360656,-0.142857143,0,0,0,0,0.066666667,-0.066666489,0,0,0,0,0,-0.088094568,0.05882249
0.05629478,0.096590909,-0.017948723,0.145454545,-0.083333333,0,0,0,0,0,-0.107143087,0.25,0.266666667,0,0,-0.103448026,0.145679012,-0.055554628
-0.001937984,-0.015544041,0.037532636,0,0.053030303,0,0,0,0,0.0625,-0.039999963,-0.133333333,-0.210526316,0,0,0.153845898,0.047413793,0.05882249
-0.063106796,-0.052631579,-0.05882345,-0.015873016,-0.043165468,0,-0.071428383,0,0,0,-0.250000104,0,0.266666667,0,0,0,-0.144032922,-0.055554628
-0.100518135,-0.116666667,-0.087566928,-0.032258065,-0.037593985,0,0,0,0,-0.044117647,-0.083333171,0.076923077,-0.157894737,0.428571399,0,0.066666777,-0.026442308,0
-0.043778802,-0.06918239,-0.142124433,-0.129166667,-0.0625,0,0,0,0,-0.138461538,-0.030303,0,0.1875,0,-0.199999947,0,-0.04691358,-0.029412718
0.078313253,0.047297297,-0.028181075,0.014354067,-0.15,0,0,0,-0.066666849,0,-0.062500039,-0.285714286,-0.157894737,-0.200000088,-0.458333375,-0.062500097,0.016839378,0
-0.03575419,-0.04516129,-0.028998336,-0.075471698,0.009803922,0,0,0,0,-0.214285714,0,-0.2,-0.125,0,0,-0.033333388,-0.086624204,0.030304042
0.103128621,0.070945946,0.077828076,0.040816327,0.13592233,0,0,0,0,-0.090909091,-0.066666489,-0.125,0.071428571,0,0,0.103448452,0.054393305,0
-0.056722689,0.085173502,0.157010927,0,-0.042735043,0,-0.038461644,0,-0.071428537,-0.4,0.071428367,0,0.066666667,-0.150000009,0.230769248,-0.062500097,0.035714286,0.05882249
-0.079064588,-0.058139535,-0.081277233,-0.019607843,-0.071428571,0,0,0,0,0.166666667,-0.0333333,0,0,0,0,0,-0.333333333,-0.027778705
0.084643289,-0.064814815,-0.054502304,-0.06,-0.096153846,0,-0.119999986,0,0,-0.142857143,-0.37931047,-0.285714286,0.1875,0.176470601,0,0,0.194923372,-0.057141958
-0.003065775,-0.04620462,-0.062656682,-0.053191489,-0.063829787,0,-0.154545356,0,0,0.666666667,-0.055555324,0,-0.052631579,0,0,-0.099999753,0.026052104,-0.060605049
0.111545988,0.197231834,0.14260247,-0.011235955,0.136363636,0,-0.172043252,0,0.076923037,0,0.176470496,0.2,0.111111111,0,0,-0.074074176,0.003125,0.483870447
-0.006036217,0.005780347,-0.048361895,-0.079545455,0.01,0,0.298701301,0,-0.071428537,0,-0.04999995,0,0.25,-0.150000009,0,0.279999921,-0.051401869,-0.304349056
0.115384615,0.028735632,0.116393413,0.135802469,0.03960396,0,-0.199999821,0,0,-0.4,-0.105263135,-0.166666667,-0.04,0,0,0,0.357963875,0.250002347
0.038112523,-0.078212291,0.01615277,-0.010869565,-0.047619048,0,0,0,0,0,-0.058823564,0,-0.041666667,-0.05882339,0.950000022,0.031250126,-0.097944377,0
-0.052447552,-0.018181818,0.084537516,0.043956044,-0.1,0,0,0,0,0.333333333,-0.12499987,-0.2,-0.086956522,0,-0.358974326,-0.030303148,-0.004021448,0
0.080258303,0.030864198,0.159227199,-0.052631579,0.055555556,0.2,0,-0.333333403,0.076923037,0.75,-0.357143087,1.5,0.095238095,0,0,0.031250126,0.130551817,-0.125001565
-0.081127242,0.131736527,-0.035632153,0.122222222,0.073684211,0,-0.062500035,0,0,0,0.333333518,-0.2,-0.086956522,-0.062500072,0.399999901,0.030303073,0.028571429,0.028572409
0.018587361,-0.037037037,-0.100715177,0,-0.019607843,0,0,0.500000156,-0.142857154,-0.285714286,0.666666713,-0.125,0.047619048,0,-0.071428576,0.058823611,-0.064814815,-0.027778705
-0.085766423,-0.054945055,-0.016567289,-0.01980198,-0.04,0,0,-0.333333403,0,-0.1,0.700000133,0,-0.045454545,0.066666748,-0.307692255,0.027777402,-0.079207921,-0.085714367
-0.035928144,0.011627907,-0.048517443,-0.070707071,-0.020833333,0,0,0,0,0.333333333,-0.176470496,-0.142857143,0.142857143,0,0.388888834,0.027027072,-0.080645161,0.062502151
0.064182195,0.005747126,0.019829937,0,-0.106382979,0,-0.173333422,0,0,0,0.035714124,-0.166666667,0,0.124999914,0,0.263157867,0.052631579,-0.117647925
-0.004620623,-0.045714286,0,-0.005434783,-0.047619048,0,0.016128917,0,0,-0.416666667,-0.034482608,0.2,-0.166666667,0.055555623,-0.119999965,-0.208333316,-0.061111111,-0.066665554
-0.064744686,-0.011976048,-0.024999914,-0.081967213,0.4,0,0.11111122,0,0,-0.142857143,0.142856973,-0.166666667,-0.05,-0.157894727,0,-0.105262939,0.038461538,0.142854588
0.061650993,-0.066666667,-0.059829071,-0.047619048,-0.125,0,0.285714571,0,0,0,-0.312500039,0.2,-0.052631579,0,0.363636273,0.029411805,-0.07977208,0
-0.022145669,-0.136363636,-0.074242388,0,-0.112244898,0,-0.222222395,0,0.083333389,-0.25,0.272727534,0.166666667,0.111111111,-0.062500072,0,-0.085714471,-0.012383901,-0.124998044
0.032712632,0.090225564,0.050736451,0,0.057471264,0,0.285714571,0,-0.076923124,0,-0.357143087,-0.285714286,-0.15,0.133333252,0,0.062500174,0.072100313,-0.142858165
0.018518519,0.048275862,0.080218059,0.15,-0.032608696,0,-0.311111253,0,-0.166666967,-0.111111111,0.722222639,-0.2,-0.117647059,0,-0.199999947,0.205882201,-0.06871345,0.166668057
0.106220096,0.003289474,0.070115378,-0.043478261,-0.123595506,0,0,0,-0.099999591,0.125,-0.032258137,0,0,-0.176470601,0.249999917,-0.097561123,0.105180534,-0.142858165
0.077854671,-0.02295082,0.002526546,0.113636364,0.038461538,0,0,0,0,-0.222222222,-0.133333256,0.5,0,0,-0.299999987,-0.081080816,0.025568182,0
-0.119582665,0.046979866,-0.110215164,0.183673469,-0.012345679,0,0.129032241,0,0,2.714285714,-0.153846243,-0.166666667,0,0.071428665,0.428571402,-0.058823683,-0.055401662,1
