EPM,MED,SMTI,SCWO,MANH,TENX,FCEL,VGZ,DGX,LXU
0,-0.230769547,-0.066666667,0.090909091,0.098159509,0.017857143,0.00525394,0.2,0.040048347,0.100000242
0.248000137,0,0.142857143,0,0.060055866,-0.105263158,0.106271777,0,0.081680089,0
-0.198718037,0,-0.1875,0.055555522,-0.067193676,0.039215686,-0.017322835,-0.166666667,-0.019956635,0
0,0,0,-0.026315726,0.079096045,0.056603774,-0.036858974,0,-0.020363099,-0.272726858
0,0.100000443,-0.230769231,0.02702696,-0.027486911,-0.089285714,-0.004991681,0,-0.020224791,-0.125000203
0,0.272727235,0,0.026315822,-0.009421265,-0.019607843,-0.007525084,0,-0.027523127,0
0,-0.214285691,0.7,0,0.05298913,-0.02,0.02443134,0.2,0.009433936,0
-0.200000125,0,-0.411764706,-0.102564134,0.009032258,0.040816327,0.052631579,-0.166666667,0.000583983,-0.07142866
0.250000196,0,0,-0.085714289,-0.038363171,0.019607843,0.0265625,0.2,-0.002918767,0
-0.040000204,0.272727235,0.8,-0.124999928,0.017287234,-0.067307692,-0.01065449,-0.166666667,0.009368215,0
0.041666888,0,0.055555556,-0.035714328,-0.033333254,0.072164948,0.036923077,0,0.020156313,0.230769634
-0.192000138,-0.214285691,-0.210526316,0,-0.01014207,-0.019230769,-0.00074184,0,0.016631129,0
0.237623974,0,0,0,-0.038251366,0.019607843,0.008166295,0,0.017337611,0
0,0,0,0.037037082,-0.039772727,-0.038461538,0.042709867,0,0.036833837,0
0,0,0,-0.035714328,-0.026627219,0.02,0.073446328,0,-0.034994945,0
0,0,0.266666667,0.18518514,-0.104863222,0,0.05,0,0.043955915,0
-0.200000125,0,0.210526316,-0.124999928,0.098471986,-0.019607843,0.021929825,0.2,0.056842155,0
0.10000019,0,-0.304347826,0,0.021638331,-0.05,0.131820969,-0.166666667,-0.043824338,0.031249334
0.136363618,0,-0.0625,0,0.081694402,0.052631579,-0.019501625,0,0.015624929,0.030303757
0,0,0,0.464285607,0.037762238,0.02,0.051933702,0,0.01538422,0.058823585
0.399999982,0,0,0,-0.008086253,-0.019607843,0.022058824,0,0.04141461,-0.111111211
0.428571447,0.272727235,0.533333333,0.024390274,-0.100543478,0.1,0.047276465,0,0.006789097,-0.06250014
0,-0.214285691,-0.347826087,-0.047619019,0.036253776,0.109090909,-0.026496565,0.2,0.004335603,0
-0.252000131,0.272727235,0,-0.100000027,0.018950437,0.049180328,0.119455645,0,-0.023021892,-0.066666744
0.33689863,0,0.266666667,0,-0.007153076,-0.03125,0.015758667,0,0.003927255,0
0.399999982,0.142857236,0.157894737,0,-0.048991354,-0.064516129,0.117464539,-0.166666667,-0.016136768,0
0.028571575,1,-0.318181818,0,0.018181818,-0.068965517,0.091431971,0.2,-0.015904685,0.357143388
1.083333126,0,0,0,0.037202381,0.064814815,-0.04061421,0,-0.038383692,-0.21052656
-0.291999983,-0.187500036,0.2,0,0.024390244,-0.07826087,0.027370016,0,0.007878327,0.13333357
0.177024314,0,0.111111111,0.027777812,0.009803922,0.037735849,-0.013274336,0,-0.034393076,0
-0.150399879,0.076923037,-0.25,0.054054019,-0.034674064,-0.018181818,-0.086696562,0,-0.146384137,0
-0.039548062,0,0,-0.128205097,0.050287356,-0.018518519,-0.070376432,-0.166666667,0.061008574,0.058823585
0.286274352,0,0.466666667,-0.0294118,0.017783858,0,0.07306338,0.2,0.001042735,-0.055555605
-0.190548648,0.142857236,-0.090909091,-0.030303067,0.043010753,0,0.102543068,0,-0.047618799,0
-0.227871834,0,0.1,-0.124999928,0.012886598,-0.018867925,-0.017113095,0,0.076249759,-0.058823585
-0.085366,0,0,0.035714197,0.1043257,-0.019230769,0.00984103,-0.166666667,0.002903603,0
0.082666621,0,0.136363636,-0.10344828,-0.013824885,-0.098039216,0.191154423,0.2,0.02953041,-0.125000203
-0.014778467,-0.375000284,-0.12,0,0.028037383,0,-0.024543738,-0.166666667,0.069741765,0
0.015000146,0,-0.090909091,0,0.089772727,0.043478261,-0.021935484,0,0.002103001,0.142857409
-0.137931034,0,0.1,0,0.02189781,-0.020833333,0.015666227,0,-0.036594878,-0.125000203
0,0,-0.181818182,0.076923174,-0.020408163,0.042553191,0.070303621,0,0.033628241,0
0,0,-0.055555556,-0.071428656,-0.027083333,0,-0.11407767,0.2,-0.01633313,0
-0.057142574,0.200000432,-0.176470588,-0.076923034,0.027837259,-0.163265306,0.062842466,0,0.018746842,0
-0.030303244,-0.33333327,0.357142857,-0.125,-0.039583333,0.065853659,-0.00306106,-0.166666667,0.027339095,0.142857409
0.093749913,0,0.052631579,-0.047619106,-0.026843818,-0.038901602,-0.080801551,0,0.019447787,-0.125000203
-0.085714213,-0.062499893,-0.35,-0.150000009,0.01643912,-0.047619048,-0.042897328,0,-0.021084292,0
-0.024999958,0.399999955,0.076923077,-0.05882339,-0.067982456,-0.0625,-0.024246877,0,0.01538422,-0.035715038
0,0,0,-0.062500072,0.008235294,-0.093333333,-0.012048193,0,0.046465121,-0.037036377
0,-0.333333442,0,-0.133333252,-0.03033839,0.088235294,-0.073170732,0,-0.030405951,-0.038460827
-0.301282035,0,0,0,0.14801444,0,0.104440789,-0.2,-0.030363135,0
0.146788837,0,0.428571429,0.730769068,-0.014675052,0.027027027,0.09530901,0,0.099589463,0.03999923
-0.204000164,0.142857236,-0.3,-0.111111165,-0.080851064,-0.026315789,-0.016995241,0,-0.021008423,-0.153846359
-0.060301479,0.06249968,0,-0.099999945,0.045138889,-0.054054054,-0.047026279,0.25,0.032904211,0.045455519
0,-0.176470407,0,0,0.067552602,0.028571429,-0.026124819,0,0.010156995,-0.043479151
-0.304812636,0,0,0,0.026970954,-0.027777778,-0.101341282,0,-0.17413168,0
0,0,0.428571429,0,-0.002020202,-0.042857143,-0.027570481,-0.2,-0.118428306,0.227272184
0,-0.071428537,0.1,0,0.016194332,-0.044776119,-0.024515029,0,0.057752841,0.148148447
0,0,-0.136363636,0,0.134462151,-0.0625,-0.121503497,0,0.00593425,-0.064516243
0,0.076923037,-0.210526316,0,0.001755926,0.033333333,0.045771144,0,-0.028908252,-0.137929926
0.076922859,0.28571439,0,0.055555623,-0.072743208,-0.032258065,0.077069458,0,-0.120291706,0.299999038
0.285714571,0,0,-0.157894727,-0.054820416,0.05,0.021201413,0.25,-0.008287653,0.169231339
0,0,0,-0.125000143,0.02425,0.015873016,0.059688581,0,0.072424208,0.02631529
-0.13333335,-0.111111111,-0.2,0.14285733,-0.000244081,0,-0.057959184,-0.2,-0.05519546,0.025640551
0,0.125,0.416666667,0,0.046875,0.09375,-0.005199307,0.25,0.057732407,0.025000541
0.217948343,-0.166666572,-0.117647059,0,0.020522388,0.085714286,0.114982578,0,0.005847586,0.073170401
-0.178947116,0,0,-0.062500072,0.00274223,0.210526316,-0.0125,-0.2,0.014858188,-0.022726914
0,0,0.266666667,0.133333252,0.006381039,-0.065217391,-0.034810127,0.25,0.054105717,-0.069767988
-0.166666667,0,-0.105263158,0.117647211,-0.130434783,0.023255814,-0.059016393,-0.2,0.10144954,0
0.038461558,0,-0.058823529,0.263157814,0.03125,-0.159090909,0.008710801,0,0.004933725,-0.024999549
0.037036807,0,-0.0625,-0.270833282,-0.102777778,-0.013513514,-0.077720207,0,-0.014729724,-0.10256424
0,0,0,0,-0.088094568,0.01369863,-0.085205993,-0.25,-0.094684525,0
0,0,0.266666667,0,0.145679012,0.054054054,0.05629478,0,0.02874613,0
0,0,-0.210526316,0,0.047413793,-0.076923077,-0.001937984,0.333333333,0.065992996,0.028572038
-0.071428383,0,0.266666667,0,-0.144032922,0.027777778,-0.063106796,-0.5,-0.028443853,0
0,0,-0.157894737,0.428571399,-0.026442308,0,-0.100518135,0.5,-0.024110532,0.027777252
0,0,0.1875,0,-0.04691358,-0.054054054,-0.043778802,0,-0.088235589,0.027027601
0,-0.066666849,-0.157894737,-0.200000088,0.016839378,-0.02,0.078313253,0,0.029032714,-0.078947957
0,0,-0.125,0,-0.086624204,0.020408163,-0.03575419,0,0.019435718,-0.085713846
0,0,0.071428571,0,0.054393305,0,0.103128621,0.333333333,0.027060438,0.031249334
-0.038461644,-0.071428537,0.066666667,-0.150000009,0.035714286,0.028571429,-0.056722689,-0.25,0.056286849,0
0,0,0,0,-0.333333333,-0.027777778,-0.079064588,0,-0.043083297,0
-0.119999986,0,0.1875,0.176470601,0.194923372,-0.085714286,0.084643289,0,-0.026066411,-0.030302404
-0.154545356,0,-0.052631579,0,0.026052104,-0.09375,-0.003065775,0,0.093673898,0
-0.172043252,0.076923037,0.111111111,0,0.003125,0.034482759,0.111545988,0,0.021690559,0
0.298701301,-0.071428537,0.25,-0.150000009,-0.051401869,0.066666667,-0.006036217,0,0.045182833,0.062500063
-0.199999821,0,-0.04,0,0.357963875,-0.09375,0.115384615,0,-0.01197974,0.029411209
0,0,-0.041666667,-0.05882339,-0.097944377,0,0.038112523,0.333333333,0.018450881,-0.07142843
0,0,-0.086956522,0,-0.004021448,-0.017241379,-0.052447552,0,-0.004141185,-0.015384293
0,0.076923037,0.095238095,0,0.130551817,-0.01754386,0.080258303,0,0.027026989,0.015624667
-0.062500035,0,-0.086956522,-0.062500072,0.028571429,0.035714286,-0.081127242,-0.25,0.011639914,0.076922913
0,-0.142857154,0.047619048,0,-0.064814815,0.034482759,0.018587361,0,-0.011505986,0.142856789
0,0,-0.045454545,0.066666748,-0.079207921,0.166666667,-0.085766423,0.333333333,0.021255019,0
0,0,0.142857143,0,-0.080645161,0,-0.035928144,-0.25,-0.000991097,0.100000242
-0.173333422,0,0,0.124999914,0.052631579,0,0.064182195,0,0.011905044,0
0.016128917,0,-0.166666667,0.055555623,-0.061111111,0.057142857,-0.004620623,0,-0.001961208,0
0.11111122,0,-0.05,-0.157894727,0.038461538,0,-0.064744686,0,-0.039292468,0
0.285714571,0,-0.052631579,0,-0.07977208,-0.162162162,0.061650993,0.333333333,-0.033230873,0
-0.222222395,0.083333389,0.111111111,-0.062500072,-0.012383901,-0.193548387,-0.022145669,0,0.042305523,0.090909234
0.285714571,-0.076923124,-0.15,0.133333252,0.072100313,0.084,0.032712632,0,0.120243416,0
-0.311111253,-0.166666967,-0.117647059,0,-0.06871345,-0.151291513,0.018518519,-0.5,-0.051630156,0
0,-0.099999591,0,-0.176470601,0.105180534,0.086956522,0.106220096,0.5,0.047755299,0
0,0,0,0,0.025568182,0,0.077854671,0.333333333,0.043299585,0.31250009
0.129032241,0,0,0.071428665,-0.055401662,0,-0.119582665,-0.25,-0.007426569,0.238095291
