CHRD,SOBR,INLX,BRTX,PRTG,UGRO,EQ,UONE,MCRB,FTEK,CVGI,CLF,BECN,RRX
-0.07547163,-0.090909091,-0.0625,0.196531889,-0.000500204,0,0.006279429,0.01813476,-0.045048435,0.085714291,0.019572978,0.04041916,-0.020374658,-0.029294564
-0.102040839,0.18,0,-0.227053169,0.001000986,0,0.057722367,-0.05597965,0.024171573,-0.092105255,-0.092495673,-0.109352485,-0.046293163,-0.04362554
-0.068181821,0,0,-0.006250024,-0.025,0,-0.069321571,0.018867906,0.008374545,0,-0.036538382,-0.017770619,0.05170592,0.017602226
-0.097560956,0,0,-0.056603751,-0.005538471,0,-0.110934995,0.095238068,-0.038505114,-0.057971046,-0.003992107,-0.03453948,-0.040468197,0.002847846
0.054054002,0,-0.120000013,0.146666718,0.005569316,0,-0.001782572,-0.074879216,-0.008637586,0.030769294,0.060120281,-0.027257215,0.004182605,-0.008519196
0.051282081,0,0,0.058139532,0.022564071,0,0.026785732,0.712793753,0.04396042,0.194029839,-0.032136121,0.029772342,0.020479006,-0.013047584
0,-0.023728788,0,-0.049450631,-0.022066169,0,-0.020869545,-0.068597532,0.016312606,-0.012499988,0.187500012,0.115646227,0.045578237,0.030524466
0,0,0,0.057803471,0,0,0.019538127,0.050736487,0.072788309,0.050632862,-0.009868412,0.001524425,0.00520494,-0.007822278
-0.317073162,0,0.060606076,-0.163934381,0.0246154,0,0.005226518,-0.107476643,-0.014961737,0.012048182,0.084717646,-0.022831064,0.005501621,-0.013244976
-0.250000027,0,0,-0.006535973,-0.009009024,0,0.05372616,-0.146596885,-0.021547111,0,0.006125568,0.043613665,0.016736417,-0.003089389
-0.190476157,0,0,-0.013157882,-0.024747444,0,-0.013157882,0.053169782,-0.000361019,-0.011904751,-0.004566242,0.049253793,0.018043675,-0.000427452
0.05882356,-0.027777803,0,-0.053333346,0.009839429,0,0.060000022,-0.019417457,0.070783642,-0.036144545,-0.009174303,0.058321456,0.015547264,0.040517435
-0.055555583,0,0,-0.014084494,-0.041025641,0,-0.033018873,0.031683137,-0.048229353,0.012499988,0.00925925,-0.029569928,0.05327623,0.01366487
0,0,0,0.128571442,0.058823529,0,0.06991867,0.107485593,0.076541456,-0.012345667,0.009174303,0.066481999,0.032267347,0.011149386
0,0,0,0.075949354,0,0,-0.047112454,0.001733142,0.040816383,0,-0.001515114,0.0025974,0.007885176,-0.000400971
-0.05882356,0,0,0.041176515,0,0,0.028708107,-0.050173084,0.005692549,0.062500014,-0.051593345,-0.022020674,0.001676378,0.002306415
-0.374999977,-0.007142831,0,-0.112994399,-0.003030334,0,-0.044961236,-0.045537343,0.001572363,-0.023529459,0.04,-0.007947075,0.01227343,0.00580292
0.199999955,0,0,-0.044585976,-0.007092168,0,-0.001623336,0.001908441,0.075353205,0.012048182,0.029230778,-0.028037325,-0.023698005,-0.01820354
-0.083333318,0,0,-0.066666667,0.010204082,-0.900000002,-0.004878083,-0.045714242,-0.053138677,0.011904822,-0.03886401,0.01923075,0.023426419,0.006079089
0,0,0,0.085714272,-0.103535354,13.19354854,-0.078431377,-0.009980078,0.00585873,-0.035294153,-0.032659416,0.009433921,0.003585247,0.016817705
0,0,0,0.085526329,0.048112638,0,0.09219858,-0.006048429,0.043838147,-0.01219511,-0.073954916,0.016021411,-0.011266828,9.91E-05
0.090909072,-0.100719448,0,0.054545431,0.010535405,0,-0.050324667,0.004056791,-0.042584458,-0.012345667,0.059027719,0.03153742,-0.012228978,-0.026143859
0.083333318,0.176000015,0,-0.028735633,0,0,-0.027350402,0.054545453,-0.03067479,0.024999976,-0.003278685,-0.008917159,-0.008159845,0.013727945
0,0,0,-0.059171599,-0.018085074,0,-0.01405974,0.019157162,-0.107594923,0.024390221,-0.027960539,0.026992231,-0.009078006,-0.011836697
0,0.017006803,0,0.018867997,0.01300105,0,0.035650589,0.077067638,0.008865248,-0.023809502,0,0.035043892,0.010592583,-0.018272287
-0.076923064,-0.006689,0,-0.030864255,0.043850251,0,0.005163547,-0.069808044,0.059929697,0,0.011844361,0.048367545,0.006515568,0.036190673
-0.083333318,0.010101035,0,0.891719817,-0.016393427,0,-0.030821969,-0.043151974,-0.010446046,0,-0.076923083,-0.017300994,-0.048128318,-0.035425561
0.090909072,0,0,-0.104377115,0,0,0.017667912,0.009803959,0.012399428,-0.036585331,-0.030797115,-0.018779436,-0.023950366,-0.02400173
0,-0.003333321,0,0.191729335,-0.010520856,0,-0.053819515,-0.034951515,-0.036411735,-0.037974722,0.007476629,-0.045454504,-0.046955447,-0.002437945
0,0,0,0.324921104,0.026423857,0,0.10091747,-0.008048282,0.025764342,-0.078947373,0.061224477,0.040100272,0.003496523,0.046966296
-0.083333318,0,0,-0.202380952,-0.025641026,0,0.058333317,-0.050709941,-0.065974587,0.014285701,0.022727294,-0.002409694,-0.027557774,0.001217931
0,0,0,-0.047761205,-0.052631579,0,-0.168503891,0.017094103,0.058085367,0.014084578,0.001709441,0.002415514,0.073941381,0.063456686
0.090909072,0,0,0.062695985,0.011111111,0,-0.041666716,0.077731065,0.028464932,0.013888875,0.073378809,-0.002409694,0.030633858,0.019349907
0,0,0,-0.085545764,-0.010989011,0,-0.003952565,-0.027290515,0.093904459,-0.027397315,-0.038155767,-0.068840545,-0.000294241,-0.025060784
-0.083333318,-0.006689,0,-0.161290323,0.022222222,-0.772727268,-0.029761924,0.018036104,0.060843386,0.05633806,0.097520604,0.070038905,0.018545694,0.032994387
-0.090909072,0,0,-0.357692278,0.032608696,3.999999925,-0.089979564,0.007874008,-0.017887594,-0.013333321,0.009036136,0.013333292,-0.005780259,0.010306413
-0.099999978,0,0,-0.101796448,0.032105295,0,-0.202247168,0.031250064,-0.039028577,0.094594584,0.043283578,0.021531138,0.009592965,0.026100579
0,0,0,-0.066666667,-0.0469149,0,-0.019718291,-0.039772733,0,-0.06172841,0.005722524,-0.025761156,0.035704051,0.008508705
0.888888834,0,0,-0.057142871,0.016586443,0,0.448275843,-0.001972432,0.021961477,0.644736863,0,0.003605852,0.006116136,-0.019182914
-0.29411767,0,0,0.128787866,0.063157895,0,-0.111111101,-0.021739157,0.012952564,-0.007999992,0.014224737,-0.015568875,-0.011329093,0.004165149
0,0,0,0.080536966,0.01980198,0,0.011160757,-0.026262554,0.001453044,-0.169354868,0.026647974,0.034063227,0.038569064,0.03020738
0.083333318,0,0.214285714,-0.149068355,0.001165075,0,0.011037464,0.033194988,0.002901982,-0.06796116,0.013661189,0.058823529,0.025834206,0.042625845
-0.076923064,0,-0.004705878,-0.116788281,0.049262937,0.049999952,-0.024017497,0.058232924,0.09172448,-0.010416657,-0.00673857,0.010000017,-0.017051357,0.000923444
0,0,-0.172576836,1.231404888,0.109057333,-0.023809502,-0.038031232,-0.049335817,-0.084813167,0.052631592,0.009497988,-0.016501713,-0.00907393,-0.002767775
0,0,0.071428571,-0.270370342,0.020833333,-0.024390221,0.090697639,0.007984024,-0.071821594,0.110000014,-0.03629032,-0.005592756,0.014812799,0.006476002
257.3333391,0,0,-0.142132032,-0.004081633,0,0.04690827,0.003960392,0.076131123,0.144144112,-0.027894042,0.038245128,-0.018312065,-0.001671237
0.026451603,0,0,0.005917182,0.004098361,0,0.069246469,0.037475355,-0.011887499,1.220472422,0.032998569,0.07583974,0.005406784,0.033313767
0.021370217,-0.010100973,0.266666667,-0.088235294,-8.17E-05,0.019999981,-0.030476161,-0.022813756,-0.099765298,1.141844009,0.013888942,0.092648545,0.01317563,0.000324025
0.049846121,0,0,0.025806427,0.003347242,0,-0.035363517,0.056420228,-0.042046966,-0.105960243,-0.013698682,0.030414738,0.000796146,-0.012551587
0.000293146,0,-0.052631579,-0.113207502,-0.015459736,-0.019607825,0.002036707,-0.011049714,-0.01292954,-0.049999996,0.012500022,0.009838967,-0.01007683,0.002460189
0.002050973,0,-0.164444447,0,0.032975189,0,0.056910514,-0.011173174,-0.048259207,-0.142300195,-0.024691335,-0.024800685,-0.025180884,-0.026177986
0.008771907,0,0,-0.063829826,0.060084825,0,-0.046153804,-0.030131798,-0.045635647,-0.165909092,0.009845245,0.07720249,0.003022825,0.011340713
0.026956531,0,0.005319144,-0.083333291,0,0,0.016129017,0.005825191,-0.046299856,0.065395097,0.020891379,0.050590253,-0.0019178,-0.019021521
0.031893905,0,0,0.066115637,-0.018867925,0.019999981,-0.021825423,-0.013513455,0.005571082,0.061381075,-0.019099573,-0.037720728,0.027998914,-0.021930537
0.04403711,0,0,-0.023255755,0.05692303,-0.019607825,-0.006085139,0.00391389,0.005935877,0.040963873,0.079276797,0.046705624,0.014953206,0.010908099
0.021744875,0,-0.074074067,-0.055555614,0.018922898,0,-0.036734755,0.015594527,-0.006687651,-0.043981493,0.059278354,0.003187248,0.032886084,-0.003082924
0.005897424,0,0,-0.117647031,0.000142888,0,0.023305114,-0.011516304,0.00435646,0.012106468,0.032846654,0.035742637,-0.005094166,0.027660798
-0.023451394,0,0,-0.095238095,0.018425952,0,-0.049689394,0.015533965,-0.058359677,-0.014354054,0.040047133,-0.029141113,-0.000256071,-0.002925675
0.01644472,0.013605455,0,0.052631579,-0.028751795,-0.24000001,0.037037052,-0.015296352,0.04857629,-0.041262098,0.057757671,0.116903674,-0.003072956,-0.015761211
-0.010785778,0,0.00285714,0.089999962,-0.007220217,0.052631608,0.021008382,-0.017475757,-0.027955301,-0.030379778,0.008565302,-0.038896759,-0.021063439,-0.001533222
-0.024662532,0,0,-0.082568775,0.003636364,0.069999992,-0.008230445,-0.013834026,0.01930975,-0.067885116,-0.002123191,-0.035320124,0.002623943,-0.014929193
0.003194009,0,0,-0.060000038,0.007246377,0,0,-0.014027996,0.036678753,0.162465034,0.017021363,0.032799414,0.02617116,0.024508546
0.010878213,-0.013422831,0.099715073,-0.031914814,0.039712261,0,0.020746867,-0.004065037,-0.058320375,-0.040963873,-0.036610917,0.005908414,-0.028564115,-0.01513103
0.01312336,0,0,-0.208791263,-0.031691127,-0.018691627,-0.026422787,0.002040766,0.023121445,0.012562862,-0.015200906,0.022026446,0.022840612,0.010042041
0.00155444,-0.061224514,0,-0.111111074,0.000428738,0.214285729,0.033402891,-0.052953108,-0.026634376,-0.210918139,-0.022050696,-0.031609234,0,-0.009772277
0.007501317,0.072463769,0,-0.109375043,0.042857143,0.078431416,-0.042424252,0.010752626,0.023631827,0.220125797,-0.011273893,0.027448134,0.040297734,0.011413386
-0.011553293,0,0,0.614035108,0.025684932,-0.090909111,0.021097128,-0.008510631,0.003645207,0.136597865,-0.030786824,-0.001444076,-0.009375704,0.006108953
-0.016103868,-0.003378366,0,-0.086956544,0.001669449,0.080000043,-0.02892569,0.036480704,0.030266343,0.117913832,-0.004705878,0.026753426,-0.000498143,0.011047373
-0.013727572,0,0,-0.011904694,0.000666707,0.296296223,-0.008510631,-0.022774355,-0.048962004,-0.024340748,0.007092248,-0.00352114,0.009220008,0.002835966
0.000535344,0,0,-0.144578344,0.015323036,-0.285714274,-0.064377623,-0.031779582,-0.042421773,-0.085239055,0.085680693,-0.03462896,-0.001728388,0.016717911
-0.000802638,0,0,0.056338042,0.040026288,0,0.41743111,-0.015317324,0.052903206,-0.06818186,-0.097297256,0.006588591,-0.007172914,-0.005399182
-0.003480516,0,0,-0.066666667,0.037791833,0,-0.119741067,-0.024444474,0.072303942,0.031707346,0.02035929,0.056727253,0.010463428,-0.000329009
