CHRD,SOBR,INLX,BRTX,PRTG,UGRO,EQ,UONE,MCRB,FTEK,CVGI,CLF,BECN,RRX
0.014925359,0,-0.343478251,-0.5,-0.039318145,0,-0.472452847,0.025825009,-0.013142134,0.065934067,0.004347822,0.061837525,0.042595528,0.028535555
0.088235297,0,0,1,0,0,0.239628075,0.034965034,0.111380151,-0.030927866,0.103896111,0.001663852,0.03474608,0.020974358
-0.027027001,0,-0.082781457,-0.5,0.051389909,0,-0.147720685,-0.043918957,0.004357294,0.021276576,0.003921565,-0.03322256,0.019188209,-0.000760866
-0.055555583,-0.285714286,0,0,-0.04887807,0,-0.061611427,0.010600747,-0.015184419,-0.010416657,-0.085937513,-0.020618618,0.034033258,-0.00021752
-0.014705868,0,0,0,0.012924425,0,-0.015872967,-0.013986,0.063876644,-0.010526306,0.0042735,-0.00877188,-0.021708646,-0.010227423
0.104477599,0,0,1,0.053164557,0,-0.068914993,-0.021276609,-0.016563131,0.021276576,0.012766047,0.042477835,-0.004294948,0.005496317
-0.0135135,0.2,0,-0.5,-0.057692308,0,0.053543332,0.056521719,-0.010526356,0.020833376,0,-0.016977913,0.033429199,0.003935723
-0.027397315,0,0,1,0.066326531,0,-0.008968601,-0.03497944,-0.059574414,-0.010204072,-0.01260513,-0.006908456,0.003826108,0.010018492
-0.014084494,0,0,0,-0.013875569,0,0.003770753,-0.007818028,-0.072398228,-0.041237134,0,-0.017391288,-0.006583525,-0.010026957
-0.028571402,0.329999951,0,-0.5,-0.039301338,0,-0.049586835,-0.00859598,0.024390221,0.021505356,-0.072340359,0.042477835,0.048482713,0.018405603
-0.014705868,-0.125313288,0,0,-0.005656541,0,-0.070355685,0.013728293,-0.049999955,-0.031578918,-0.009174303,-0.040746991,-0.027611442,-0.020104853
0.074626882,0,0,1,-0.015644056,0,-0.027210939,0.004989355,0.020050166,0.021739109,0,0.028318557,0.057475208,0.030775944
-0.055555583,-0.057306593,0,0,0.021671811,0,-0.065559443,-0.007092225,-0.071253117,-0.021276576,0.041666625,-0.024096363,-0.011970202,-0.015352006
-0.05882356,0.209726521,-0.061371869,0,0.03030303,0,-0.097287185,-0.085714272,-0.010582001,-0.043478283,0.039999962,-0.086419796,0.020301209,-0.011075256
0.015624985,0,-0.015384601,0.500000037,-0.058823529,0,0.046632205,-0.010156259,0.093582926,0,0.055555606,0.04440155,0.015725282,0.031749463
0.046153896,-0.24623117,0,0,0.021041632,0,0.026732623,0.018153081,0.026894781,0.068181821,-0.024291475,0.011090563,-0.000315963,-0.024343952
0.117647033,0,0,0.6666666,-0.024688821,0,0.025072346,0.000775212,0.026190509,-0.021276576,0.095435689,0.036563125,0.039506954,0.044718074
-0.078947373,-0.003333321,0,0.399999976,-0.002092018,0,-0.082784582,-0.063516631,0.027842201,-0.032608729,0.041666625,-0.019400376,-0.004864696,-0.012510329
-0.028571402,0.013377939,0,2.285714274,0.016771472,0,-0.027692355,-0.044665009,0.047404074,0.033707901,0.08000001,-0.014388476,-0.02597007,0.013820539
0.05882356,0,0,0.95652178,0.010309278,0,0.060126654,-0.053679643,3.892241685,0.010869555,0.370370415,0.100364998,0.018506966,0.008365151
0.02777775,-0.372937309,0,-0.111111111,-0.07551022,0,0.005970096,-0.024702694,-0.117180606,0,-0.036855059,-0.004975159,-0.062519267,0.010548943
0.040540501,0.673684249,0,-0.024999976,0,0,-0.112759587,0.025328374,0.175648622,-0.107526907,0.124999939,-0.001666705,0.028909302,0.01581033
-0.038961003,0.003144584,0,-0.23076925,0,0,-0.016722471,-0.003659649,0.213073029,0,0.002267626,0,0.010217104,-0.019455298
-0.0135135,-0.131661425,0,-0.166666667,0.078697627,0,-0.17913832,-0.022038633,-0.046186134,0.036144616,-0.004524882,0.023372345,-0.006005014,-0.007834724
-0.013698617,0.119133604,0,-0.2,-0.048398682,0,-0.017955752,-0.102347346,-0.040352178,-0.034883756,0.113636361,0.052202233,0.003497574,-0.013024349
-0.041666708,-0.048387097,0.257812539,0.549999952,-0.00010755,0,-0.03797468,-0.23326364,-0.072629955,0.072289161,-0.024489772,-0.006201545,-0.011723667,-0.008520363
0,0,0,0.516129017,0.016023288,0,0.001461952,-0.140518382,0.030502876,-0.011235945,-0.014644387,0,-0.014748348,-0.003982365
-0.057971046,0,0.009316761,-0.106382983,0.005503775,0,-0.001459818,-0.085714277,0.007600021,-0.022727251,-0.016985122,-0.001560024,0.006833745,0.009890598
-0.076923006,0,0,0.166666742,-0.005263158,0,0.005847948,-0.12847226,-0.024215982,-0.023255861,-0.099352058,-0.042187496,0.027795691,0.00677218
0.0333333,0,0,1.489795831,0.111111111,0,-0.023255861,-0.173306751,-0.063873055,-0.023809502,0.062350059,0.030995115,-0.002515721,0.01552313
0.032258034,0,-0.092307678,-0.278688498,-0.024380929,-0.311111088,0.047619075,0.081927631,0.065623651,0,0.045146793,0.014240455,0.00220686,0.014164877
-0.031249971,-0.06779661,0,0.284090903,-0.014057032,0,-0.025568158,-0.131403053,0.002243079,0,-0.012958951,0.00468022,0.022648549,0.000100504
-0.032258034,0,0.203389795,0.566371722,-0.009009937,0,-0.128279898,0.076923002,0.00508647,-0.024390221,-0.072210151,-0.018633522,-0.011996291,0.003215108
0,0.072727273,0.126760579,0.327683559,-0.010890163,0,0.016722392,-0.030952296,-0.008906932,0.024999976,0.091981218,0.025316431,0.043586599,-0.001902802
-0.0666667,0,0,0.459574436,0.004949473,0,-0.03125001,-0.095823118,0.082107854,-0.036585331,-0.025917901,0.015432084,0.011038154,-0.008027323
-0.053571484,0,0,-0.215743434,-0.035179416,0,-0.073005066,-0.067934781,-0.022650071,-0.025316506,-0.004434691,0.02735567,0.020064925,0.022354836
0.037735928,0,0,-0.345724884,0.042816967,0,-0.023809545,0.227405235,-0.009656238,0,0.028953256,0.007396407,0.017934595,0.01889783
-0.0181818,0,-0.25,-0.215909097,-0.025974011,0,-0.028142607,-0.166270794,-0.048751951,0.03896108,-0.006493449,-0.044052822,-0.042625748,-0.036706218
-0.018518611,-0.06779661,0.016666651,0.521739109,0.02553844,0,-0.023166002,0.028490001,-0.019270165,-0.099999978,0.023965066,0.012288774,-0.005639615,-0.000100751
-0.056603723,-0.054545455,0,0.071428571,0.040104033,0,0.019762827,-0.044321289,-0.02173915,-0.027777833,-0.027659498,-0.057663142,-0.057014921,-0.01713887
-0.079999983,0,0,-0.168888855,-0.028846154,0,0.017441891,0.05507248,0.043589764,0.028571487,0.039387269,0.004830875,-0.001582755,0.017027425
-0.108695676,-0.019230769,-0.016393427,0.422459855,0.009801959,0,-0.024761927,0.01923075,0.036445511,0,0.004210522,-0.020833276,-0.050095174,-0.023802326
-0.073170735,0,0,-0.026315818,-0.019511696,0,0.085937513,-0.061994614,0.007506936,-0.027777833,0.06708599,-0.004910018,0.003004011,0.008368608
0.052631608,0,0,-0.092664079,0,0,0.028776951,0.028735605,0.058823529,-0.014285701,0.043221961,0.041118422,0.020965094,0.007377062
0.299999933,0,0.416666667,-0.119148904,-0.03,0,0.050699379,0.05865923,0.011851841,-0.01449274,0.088512292,0.014218034,-0.001955654,-0.00183076
0.076923121,0.078431373,-0.056470534,0.053140021,0.030927835,0,0.051580687,0.047493422,0.000366041,-0.014705868,-0.019031164,-0.006230524,0.018941865,0.006419373
-0.053571484,0,-0.002493823,-0.206422026,-0.000500031,0,0.007911347,-0.027707842,-0.017197194,0.044776076,-0.008818376,0.047021898,-0.024679501,0.016098046
