DYAI,MITK,PRTG,MRKR,KRMD,SONN,TCBK,WFCF,NEPH,PLG,SNEX
-0.055555504,-0.125000008,0.090909091,-0.03125,-0.045226147,0.166666667,-0.00521204,0.111111136,-0.053571442,-0.041237113,-0.071746009
-0.152941167,0,0,0.064516129,-0.026315765,0,0.039670582,0,0.075471665,-0.043010753,0.025307822
-0.027777833,-0.142857082,0,-0.090909091,-0.027027001,0,-0.064075122,-0.066666747,0.01754389,0.074906367,-0.030687189
0.07142859,-0.027777833,0.0625,0.033333333,0.111111084,-0.071428571,-0.089999875,0,0,-0.017421603,-0.016861625
0,0,0.019607843,-0.032258065,-0.099999978,0.076923077,-0.074387077,0,0.155172382,0.007092199,0.052152632
-0.026666641,0,0,0,0.127777701,0,-0.022830633,-0.071428556,-0.179104467,0.091549296,-0.004657395
-0.109589097,0,-0.153846154,0.033333333,0,-0.071428571,-0.062617293,0,-0.05454547,-0.070967742,-0.057486672
0.076923098,-0.285714274,0.159090909,-0.032258065,0,0,0.017945874,0,-0.038461523,0.020833333,0.010283755
-0.142857094,0.200000048,-0.215686275,-0.1,0,0,-0.021547267,-0.153846176,0,-0.010204082,-0.024219076
-0.08333335,0.1666666,0,-0.074074074,-0.113300432,0.076923077,0.088087619,0.090909072,-0.060000017,-0.010309278,0.077338187
0,-0.542857145,0,-0.12,0,0,-0.044157841,0,0.063829806,0.03125,-0.064774704
-0.090909111,2.187500012,0,-0.090909091,0.111111084,0,-0.011549382,0,0.020000034,0.01010101,0.08711177
0,-0.313725489,0,-0.1,0.014999956,0,0.054527389,0,0.078431337,0,-0.016748777
-0.100000024,-0.542857145,0,0,-0.014778282,0,-0.067405127,0,-0.090909091,0.033333333,-0.006346044
0.066666671,0.062500035,0,0.055555556,0,0,-0.002970218,0,-0.1,-0.006451613,0.010420279
-0.062500004,0,-0.1,-0.105263158,0,0,0.115193587,0,0,0.019480519,0.014637282
0.111111141,0.176470593,0.111111111,0.117647059,-0.060000046,0,0.09260938,0.166666698,0,-0.063694268,-0.007868845
-0.100000024,0,0,0.052631579,0.074468159,0,-0.058680104,-0.142857166,0,0.013605442,0.005618043
0.066666671,0,0,-0.05,0.004950431,0,0.035498148,0.041666722,0,0.006711409,-0.031547784
-0.166666636,-0.20000003,0,-0.105263158,-0.11822655,-0.035714286,0.124581513,0.119999971,0,-0.003333333,0.098744412
0.124999953,0,0,0.058823529,0.06145247,0.020740718,0.016356602,0.071428664,0,-0.036789298,0.005559026
-0.111111074,0,0,-0.111111111,0,0.01596519,-0.029260637,-0.166666717,0,-0.027777778,0.015356294
0,0,0,0.1875,0,0,0.059532697,0,0.333333333,0.039285714,0.053538945
0,0.062500035,0,0,0,0,-0.157894617,0.160000022,-0.166666667,0.003436426,-0.042492065
-0.125000028,0,-0.1,-0.157894737,-0.015789427,-0.035714286,0.17736486,0.068965499,-0.060000017,-0.003424658,-0.020389785
-0.142857094,0,0,0.125,-0.090909113,0.014814815,0.098995334,0.032258008,-0.042553174,-0.010309278,0.048362321
0,1.94117644,0.277777778,0,0.070588202,0.02189781,-0.015665631,0,0.333333333,-0.010416667,-0.035036465
0,0,0,0,-0.005494517,0,0.004642012,0,-0.25,0.01754386,-0.003328309
0.0333333,0,-0.130434783,0,-0.005524791,0,-0.051485206,0,-0.044444426,-0.068965517,0.049787534
0.032258034,-0.100000024,0,0,0,0,0.104384016,-0.062499894,-0.06976746,-0.085185185,-0.003470211
-0.093750006,0,0,-0.111111111,-0.083333333,0,0.054820651,0,0,0.020242915,0.053395273
-0.103448283,0,0,0,-0.090909091,0,-0.029868796,0.066666546,0,-0.007936508,-0.047382952
0.115384624,0,0,0,0.059999921,0,0.040024616,-0.031249947,0,-0.004,0.040485874
-0.13793101,0,0,-0.0625,0,0,0.073416291,0.032258008,0.25,-0.016064257,0.000555824
0.120000005,-0.111111074,0,0,0.125786235,-0.107142857,-0.010479847,0.093750029,-0.120000034,-0.016326531,-0.131388903
0,0,-0.15,0.066666667,0,0.12,-0.030657834,0.142857155,0.022727312,-0.024896266,-0.043172352
0,-0.525000013,0,-0.0625,-0.005586603,0,0.025876989,0,0,0.021276596,-0.003342291
-0.071428609,0,-0.058823529,-0.066666667,0.011235978,0,-0.018497767,0,0,-0.108333333,-0.057008619
0,0,0,0,0,0,-0.030268367,0,-0.177777797,-0.023364486,-0.018847852
0,0,0.25,-0.142857143,0,0,-0.038868974,0,-0.054054032,-0.052631579,-0.004349398
-0.615384596,0,0,0,0,-0.021428571,-0.006740433,0,0.057142833,0.131313131,0.009464914
0.099999978,0,0,-0.083333333,0,0,0.009870318,0,0.351351382,0.044642857,-0.015506682
1.72727285,1.63157898,-0.2,0.272727273,0,0,0.056810901,0,0.2,-0.02991453,0.021978
-0.63333335,0,0.4375,-0.142857143,0,0,-0.079190321,-0.049999989,-0.199999986,0.013215859,0.008960539
0,-0.580000013,0,0,-0.027777833,0,0.006905052,0,-0.145833313,0,0.002841916
0.272727285,0,0,0,0,0,0.045511102,0.184210522,-0.121951214,0.117391304,0.004250793
1.071428503,-0.047619004,-0.304347826,0,0.028571487,-0.01459854,0.019081671,0,0,-0.038910506,0.005291026
-0.586206894,0.049999952,0.875,0,0,0.02962963,-0.038033555,0,0.277777765,0.04048583,-0.003508819
0.250000078,1.285714306,-0.333333333,0,-0.005555567,0,0.026155612,-0.111111119,-0.130434815,0.050583658,-0.002816899
0,0.04166669,0,0,0.089385404,0,0.073503393,0,-0.049999979,0.011111111,0.03637015
0,0,0,-0.416666667,0,0,-0.072887927,0,0.052631555,-0.014652015,-0.037819407
-0.1333334,0,0,0.285714286,-0.05641022,-0.041726596,0.025610379,0,0,-0.092936803,0.019475825
0,0,-0.15,-0.111111111,0,-0.151651672,0.045296219,0,0,-0.028688525,0.001736787
0,-0.480000019,0,0,0,0.230088496,-0.002777941,0,-0.049999979,-0.139240506,-0.192094371
0.38461549,0,0,-0.25,0,0,0.012906444,-0.099999977,-0.184210556,-0.12254902,0.061802641
-0.277777833,0,0,0,-0.076086949,0,-0.01274199,0.111111083,0.129032274,-0.072625698,-0.036378357
0.230769248,0.038461618,0,-0.333333333,0,0,-0.002805885,-0.374999991,0.114285666,0.018072289,-0.015520149
-0.187500012,-0.185185222,0,0.25,-0.29411767,-0.064748201,-0.032639223,0.519999995,-0.051282032,-0.017751479,-0.162334895
0.076923121,0.136363643,0,0,0.333333333,-0.115384615,0.098312961,-0.315789478,0,-0.102409639,0.039165818
0.071428609,0,0,0,0,0,-0.055084538,0.46153847,-0.108108065,0.087248322,-0.027900155
0,0,-0.058823529,0,0,0,0.257847569,0,0,0.024691358,0.208459235
-0.0666667,1,0,0.2,0,0.086956522,0.460338529,-0.157894779,0.121212067,-0.054216867,0.165833354
0,-0.580000013,-0.1875,-0.333333333,0,0.12,-0.365273277,0,0.216216244,0.01910828,-0.000357372
0,0.333333381,0.153846154,0.25,0,0,-0.031249816,0,-0.044444426,-0.0625,-0.034680056
0,0.071428609,0,0.4,0,0,-0.022829018,0,-0.093023313,0.166666667,-0.052592595
0,0,-0.066666667,0,-0.062499942,-0.007142857,0.014728523,-0.124999976,0.02564107,-0.12,0.016419006
0.071428609,0,-0.285714286,-0.142857143,0,0,-0.011511088,0,-0.075000021,0.006493506,-0.033076839
-0.2666667,-0.0666667,-0.3,0,0,0,-0.002532204,-0.107142834,0.081081106,-0.24516129,-0.055290406
0.272727285,0,0.857142857,0,0,0.007194245,0.092893302,0,0.049999979,0.085470085,0.015157941
-0.214285722,0,-0.384615385,0.166666667,0.2,0,0.014398673,0.200000072,-0.238095243,-0.015748031,0.03318122
0.272727285,-0.250000027,0.25,-0.142857143,0,0,-0.000915814,0,-0.031249988,0.048,-0.03934165
0,0,0,0,0,0,-0.0224566,0,0.290322598,0.030534351,-0.034684494
-0.142857166,0,-0.4,0,-0.027777833,-0.192857143,-0.00843892,0,-0.125,-0.074074074,-0.126839802
0,0.047619075,0.666666667,0,-0.142857094,0.053097345,-0.135224251,0,0.142857143,-0.16,-0.107585526
0,0.318181787,-0.65,0,-0.0666667,0,0.044833453,0,-0.025000042,-0.00952381,-0.098888954
0,-0.275862071,1.285714286,0,0,0,-0.181580375,-0.066666747,-0.051282032,-0.115384615,-0.059802616
0,0,-0.125,0,0,-0.050420168,0.137467803,-0.285714278,-0.054054032,-0.152173913,0.010491699
0.166666698,0,0,0.5,0,0,0.105676848,0.500000113,0.285714286,0.205128205,0.297209713
-0.5,0,-0.142857143,-0.444444444,0,0,-0.035078498,-0.166666717,-0.066666686,-0.031914894,-0.042521255
0.428571444,0,-0.166666667,0,0.249999973,0,-0.080084356,0,-0.047619028,-0.010989011,-0.070532959
0,0,-0.4,0,0.017142892,-0.026548673,0.101375182,0,0,-0.111111111,0.050590253
0.59999994,0.047619075,0.333333333,0,-0.151685447,0,-0.056162295,0.200000072,-0.574999995,-0.2,-0.063670389
-0.062499942,-0.04545457,-0.25,-0.2,0.317880861,0,0.038567104,0,0.941176496,0.265625,0.07485711
-0.4666667,0,0.7,-0.25,-0.010050272,0,-0.014854116,0,0.090909114,-0.074074074,-0.015417279
0.624999977,0,0,0.666666667,-0.035532992,0.090909091,-0.044695516,0,0.027777706,-0.04,-0.03833701
-0.384615376,0,0,-0.4,-0.0947368,0,-0.042841234,0,-0.189189171,0.097222222,-0.061762997
0,-0.047619004,-0.411764706,1,0.104651111,0.083333333,-0.084216642,0,0.100000028,-0.050632911,-0.110712168
0,0,0,0,0.026315765,0,-0.003215572,0,-0.787878787,-0.066666667,-0.075370145
0,-0.20000003,0,-0.333333333,0.225641033,-0.076923077,0.147097076,0,2.714285541,0.071428571,0.07278024
0.250000047,0,0.666666667,0,0,0,0.00843609,0,-0.076923046,0.2,-0.002035228
0,0,-0.2,0,-0.037656857,0,0.117122577,0,0.500000044,0.044444444,0.021074029
0.099999978,0,1,0,0.086956502,0.083333333,0.075386659,0.166666566,0.111111059,-0.021276596,0.074567268
-0.090909072,0,0.125,0,0,0,0.071495058,0,-0.200000021,-0.130434783,-0.036555151
0,0.562500035,-0.055555556,0,0,0,0.020363687,0,0.187500058,0.0125,-0.055305505
0,0,0.058823529,1,0,0,-0.01231388,0,-0.605263167,0.074074074,-0.053777982
0,-0.399999976,0,-0.375,-0.199999988,0,-0.059329535,0,-0.466666681,0.034482759,-0.103597119
0,0,-0.111111111,0,0,0,0.02970755,0,0.374999983,-0.011111111,0.040930879
-0.20000003,0,-0.25,0.6,0,0,-0.019085951,0,0.363636416,-0.056179775,-0.188897499
0,0,-0.333333333,-0.375,0.449999937,0,-0.011311727,0,-0.133333347,-0.083333333,-0.046577838
0,-0.20000005,0,0,-0.179310302,0,-0.05171616,0,-0.076923046,-0.012987013,-0.031904398
0.12500007,0,0,0,0,-0.076923077,0.073840951,-0.142857069,-0.166666681,0,0.134912563
0,-0.249999953,0,0.8,-0.03361345,0,-0.075505433,0,-0.399999989,0.381578947,-0.10344824
2,0,0.5,-0.444444444,0.034782614,0,0.013612309,0,1.166666593,0.047619048,-0.016194388
0.037037,0.333333251,0,0,0.218487332,0,0.011990128,0,-0.230769218,0.127272727,0.012345667
-0.571428583,0.083333318,0.333333333,0,-0.006896566,0,-0.023696317,0,0.200000021,0.112903226,-0.137195138
0,-0.153846127,0,0.8,0,0,-0.067475944,-0.066666747,-0.166666681,-0.086956522,-0.133097639
0,-0.090909072,-0.25,-0.555555556,0,0,0.072878728,-0.428571444,0,-0.031746032,-0.048913088
0,0.199999955,0,0,-0.131944407,0,0.108200019,0.875000212,0,0.106557377,0.041428529
0,0,0,1.25,0.10800004,0,0,-0.433333353,0,-0.081481481,-0.049382766
0,-0.333333333,-0.5,-0.555555556,-0.025270755,0,0.034150606,0.64705874,0,-0.040322581,0.049062107
0.083333318,-0.124999977,2,0,0,-0.041666667,0.008044041,0,0,0.100840336,0.156808846
-0.076923064,0,0,0,0,0,-0.052079309,-0.357142834,-0.200000021,0.007633588,-0.25089188
-0.166666636,0,-0.444444444,0,-0.040740766,0,0.088170667,0.111111083,0.250000033,0.015151515,0.112698424
0,0.142857112,0,0,0,0,0.030130171,0,-0.200000021,0.014925373,-0.094151228
0.500000037,0,0,0.5,0,0,-0.095652269,0,0,-0.125,0.042519647
0,0.12500007,0,-0.333333333,0,0,0.103146457,0,0.250000033,0.058823529,0.09667687
0,0,0.1,0,0,0,-0.022186716,0,-0.200000021,-0.023809524,0.205234056
0,-0.22222225,0.454545455,0,-0.02316607,0,-0.04659581,0,0.250000033,-0.024390244,-0.004571343
0,0.714285669,-0.1875,0,-0.209486127,0,0.008546651,0,-0.200000021,-0.075,-0.188289383
0,0,-0.230769231,0,0,0,-0.063559687,-0.349999996,0.125000083,0.225225225,0.073550246
0,-0.416666651,0,-0.25,0,0,0.058824203,0.230769177,0.111111059,-0.014705882,-0.01054008
0,0,0,-0.333333333,-0.01000002,0,-0.045726771,-0.124999976,-0.099999958,-0.044776119,0.026631035
0,0,0.4,0.5,-0.015151546,0,0.061352073,0.357142888,0,0.0390625,0.19974069
0,0.428571444,0.142857143,0,0,0,0.006329388,0.578947468,0.111111059,0.007518797,0.104864759
-0.20000005,-0.300000007,-0.25,-0.333333333,0.020512863,0,-0.008804943,0,0.5,-0.052238806,0.085127194
0,-0.142857166,0,0.5,0,0,0.0549914,-0.033333373,-0.199999986,0.039370079,-0.249774475
0,0,-0.166666667,-0.333333333,0,0,-0.023255948,0,-0.083333385,-0.053030303,0.015624898
-0.083333318,0.166666698,0.2,0.5,0,0,0.007389357,-0.4137931,0.181818208,0.048,0.059171712
0.272727285,-0.142857166,0.166666667,0.333333333,-0.010050272,0,-0.016707405,0.764705945,-0.153846173,-0.061068702,0.005586506
-0.071428609,0.166666698,-0.071428571,0,0,0,0.002486491,-0.433333353,0,0.056910569,-0.00111119
0,0,0.230769231,-0.25,0.010152305,0,0.012401724,-0.529411801,-0.090909056,0.046153846,-0.048943227
0,-0.142857166,0.375,0,-0.045226147,0,0.015516496,2.750000423,0,0.014705882,-0.017543844
