PLX,SMTI,SCWO,EPM,CMCL,FSI,EGY,VGZ,DGX,LXU,ORKA,FORR,PRDO,ESE,POOL,ATLO,FLO,FNLC,FNWD,NEE,TEF
0,0,-0.054054118,0,0,0,0,-0.142857143,0.012804421,0,-0.013173653,0.052573737,0.036585366,0.00317502,-0.016128469,0,-0.009900942,-0.008403417,0,0.012865226,-0.005263014
0,-0.058823529,-0.02857136,0.040000115,0.333333194,0,0,0,0.051201127,-0.043478326,-0.094660194,0.063475639,0.007058824,-0.015822852,-0.008196979,0,0.02333289,0,0,0,0.009700311
0,0,0.029411692,0.2,-0.249999922,-0.074074128,0,0,0.029464602,0.045454617,0.006702413,-0.029354185,-0.014018692,0.012861385,0,0,-0.019543344,0,0,-0.005196083,-0.013973977
0,0.0625,0.142857218,0,0,0,0,0,-0.037966684,0,0.007989348,-0.155242036,0.002369668,-0.003174068,0.008264725,0,0.029899688,0,0,-0.019152316,-0.041629723
0,0.117647059,0.124999966,0,0,0,0,-0.166666667,-0.020643838,-0.043478326,-0.043593131,0.035799679,-0.002364066,-0.009554328,0.008196522,0,0.154839094,0,0,0.013017393,0
2.2,-0.210526316,0.088888916,-0.198718037,0,0,0,0,0.011778552,0,0.098066298,0.009216571,0.001184906,0.006430532,0.035230198,0,-0.05307282,-0.016949561,0,-0.005841493,0.022181269
0,0,-0.081632676,0.248000137,0,0,0,0.2,-0.017768991,0,-0.042767296,-0.004566287,-0.001183504,-0.009584645,-0.013089071,0,0.020649674,0.025862553,0,-0.008225382,-0.012658489
0.875,0,-0.222222249,0,0,0,0,-0.166666667,0.014347892,0,-0.05913272,-0.010321059,-0.009478673,-0.016128785,0.029177761,0,0.005779745,0,0,0.002369372,-0.022893779
0,0,0,-0.166666667,0,0,0,0.2,-0.028905047,0,-0.111731844,0.040556226,0.031100478,0.009836043,0.051546307,0,0.00574749,0,0,0.010638803,-0.018744428
0,0,0.142857218,0,0,0,0.720183541,0,0.033564851,-0.04545473,-0.003144654,0.173719355,0,-0.016234162,0.07843166,0,-0.008571491,0,0,-0.01023439,0.028653614
0,0.2,0.099999936,0,0,0,0,0,0.004289632,0,-0.050473186,-0.036053093,-0.002320186,0,-0.04090894,0,-0.005763838,0,0,-0.000295444,-0.008356522
0,-0.166666667,-0.181818159,0,0,0,0.082666585,-0.166666667,-0.012812472,-0.047619073,-0.104651163,-0.044291451,0,-0.062706044,-0.023696715,0,-0.00579693,0,0,-0.001181248,-0.044943497
0,0,-0.055555522,0,0,0,0,0.2,-0.001854221,0,-0.040816327,0.022657205,0.062790698,0.070422621,0.022451494,0,-0.005831486,0,0,-0.086390933,-0.006862886
0,0,0,0.307692122,0,0,0,0,0.047677789,-0.049999098,0.127659574,-0.049345523,0.041575492,0.003289576,0.016023866,0,0.014663633,0,0,0.042746179,-0.012833409
0,-0.066666667,0,-0.264705859,0,0,0,0,-0.054372854,0.05263058,-0.02058319,0.084745994,0.014705882,-0.006557799,0,0,-0.005781244,-0.016806716,0,0.038508766,-0.005999836
0,0.071428571,-0.0294118,0,0,0,0,-0.166666667,0.029999597,0,0.061295972,0.056640314,-0.031055901,0.013201955,0.028037089,0,-0.011628107,0.025640716,0,0.018242316,-0.019114857
0,-0.066666667,0.090909091,0,0,-0.119999963,0,0.2,0.040048347,0.100000242,-0.03630363,0.027726344,0.024572715,-0.009772288,0.018181785,0,0,0,0,-0.003818446,0.008204964
0,0.142857143,0,0.248000137,0,0,-0.384236394,0,0.081680089,0,-0.020547945,-0.01438819,0.023983251,-0.01973658,0.004464203,0,0.002941418,0,0,0.01444576,0.009155621
0,-0.1875,0.055555522,-0.198718037,0,0,0,-0.166666667,-0.019956635,0,0,-0.041970955,0,-0.003356032,-0.006666878,0,-0.002932792,0,0,0.003196914,0.011089134
-0.666666667,0,-0.026315726,0,0,0,0.623999845,0,-0.020363099,-0.272726858,-0.020979021,0.03047613,0.005091712,-0.006733656,-0.029082281,0,-0.011764475,0.016666898,0,-0.02433349,0.027916214
0,-0.230769231,0.02702696,0,-0.333333403,0.136363589,0,0,-0.020224791,-0.125000203,-0.014285714,-0.024029353,0.002026342,0,-0.032258154,0,0.011904526,0,0,-0.008016764,0.040736967
0,0,0.026315822,0,0.500000156,0,0,0,-0.027523127,0,0.065217391,0.029356087,0.055611664,-0.010169918,0.028571533,0,0.008824364,0.016393552,0,0.022747983,0
0.1,0.7,0,0,0,0,0,0.2,0.009433936,0,0.003401361,-0.010119521,-0.019157088,0.003424536,0.020833214,0,-0.008747176,0,0,-0.000293072,0.01677543
0,-0.411764706,-0.102564134,-0.200000125,0,0,0.076354758,-0.166666667,0.000583983,-0.07142866,-0.018644068,-0.044609917,-0.014648378,-0.010238888,-0.05215402,0,-0.002940765,0,0,0.004683729,-0.006416104
0,0,-0.085714289,0.250000196,-0.333333403,0,0,0.2,-0.002918767,0,-0.04835924,0.061284091,0.00297318,-0.006896423,0.033492753,0,0.014749049,0,0,0.014277787,0.01937261
0,0.8,-0.124999928,-0.040000204,0.500000156,0,0.070938145,-0.166666667,0.009368215,0,0.016333938,0.054078595,0.053359684,0.01388886,-0.00462962,0,0,0,0,0.006607031,-0.060633408
0,0.055555556,-0.035714328,0.041666888,0,-0.279999958,0,0,0.020156313,0.230769634,0.026785714,-0.053912583,-0.024390244,0.013699058,0.013953149,0,0,0,0,0.004565793,-0.06454729
0,-0.210526316,0,-0.192000138,-0.333333403,1.333333212,0,0,0.016631129,0,-0.017391304,-0.045956021,0.015384615,0.027026735,-0.018348209,0,0,0,0,-0.01136314,0.019567451
0,0,0,0.237623974,1,-0.16666668,0,0,0.017337611,0,-0.030088496,0.033718635,-0.003787879,-0.003289795,0.009345696,0,-0.005813461,-0.008064794,0,0.001149514,-0.050505065
0,0,0.037037082,0,-0.249999922,0.314285824,0,0,0.036833837,0,0.051094891,-0.002796052,0,-0.01650107,0.00462962,0,-0.002924432,0,0,0.01465728,-0.034042811
0,0,-0.035714328,0,0,0.969565132,0,0,-0.034994945,0,0.137152778,0.018691836,0.008555249,-0.006711393,0.020737286,0,-0.011729972,0.008130364,0,-0.011428537,0.002202939
0,0.266666667,0.18518514,0,0,0.048565136,0,0,0.043955915,0,0.019847328,-0.009174327,0.025447573,-0.00337837,0.045146412,0,-0.002967602,0,0,-0.009248666,0.023076922
0,0.210526316,-0.124999928,-0.200000125,0,-0.105263201,-0.066239255,0.2,0.056842155,0,0.017964072,0.01018504,0.055147059,-0.020339158,0.041037083,0,-0.002975773,0,0,-0.007001115,0.016111883
0,-0.304347826,0,0.10000019,0,-0.10588234,0,-0.166666667,-0.043824338,0.031249334,-0.042647059,-0.079743279,0.003484321,0.017300883,-0.020746985,0,0.005969973,0,0,-0.00352516,-0.01902752
0,-0.0625,0,0.136363618,0,-0.096052644,0,0,0.015624929,0.030303757,-0.021505376,-0.015936297,-0.005208333,-0.00340158,-0.016948766,0,0.020771234,0,0,0.009433918,0
0,0,0.464285607,0,0,0,0,0,0.01538422,0.058823585,0.053375196,-0.010121475,0.115183246,0.006826493,0.010775116,0,0.011628215,0,0,-0.002336379,-0.011853233
0,0,0,0.399999982,0,0.273653582,0,0,0.04141461,-0.111111211,0.028315946,-0.034764871,0.048513302,0.003389822,0.006396935,0,-0.011494554,0,0.031250068,0.015222654,0.102507775
0,0.533333333,0.024390274,0.428571447,0.333333194,-0.091428493,-0.141876428,0,0.006789097,-0.06250014,-0.052173913,-0.056144015,-0.01641791,-0.01351393,0.01694912,0,0.011628215,0,0,0.011533757,-0.006923808
0,-0.347826087,-0.047619019,0,0,0.021383537,0,0.2,0.004335603,0,-0.065749235,0.023569124,-0.040971168,0.006849415,-0.004166589,0,0.011494554,0,0,0.026225524,-0.008964293
0,0,-0.100000027,-0.252000131,0,0,0,0,-0.023021892,-0.066666744,0.042553191,0.027412201,-0.101265823,-0.00680282,0.004184022,0,-0.01136393,0,0,0.022222458,-0.001004717
0,0.266666667,0,0.33689863,0,-0.11330043,0,0,0.003927255,0,-0.040816327,-0.084311558,-0.042253521,0,-0.010417065,0,0.011494554,0,0,0.008152259,-0.025151174
0,0.157894737,0,0.399999982,0,0.013888876,0,-0.166666667,-0.016136768,0,-0.016366612,0.057109588,0.027573529,0.013699058,-0.03578935,0,0,0.016128687,0,0.016981256,0.005159833
0,-0.318181818,0,0.028571575,0,0,0.247999915,0.2,-0.015904685,0.357143388,0.004991681,-0.027563314,0.084078712,-0.01351393,0.008734049,0,-0.005681755,0.015873014,0,0.023058363,0.009240313
-0.272727273,0,0,1.083333126,0,0,0,0,-0.038383692,-0.21052656,0.033112583,0.040816148,0.02310231,-0.010273723,-0.004329068,0,-0.014003499,0,0,0.011398833,0.00101761
0,0.2,0,-0.291999983,0,-0.054794561,0,0,0.007878327,0.13333357,0.024038462,0.071895397,0.022580645,0.010380369,0.00434789,0,-0.055393336,0,0,0.002561571,0.029471645
0,0.111111111,0.027777812,0.177024314,0,0.176811576,0,0,-0.034393076,0,-0.061032864,-0.025406355,-0.003154574,0.003424536,-0.038961177,0,0.006172834,0,0,0.0171184,-0.010858985
0,-0.25,0.054054019,-0.150399879,0,0.022167437,0,0,-0.146384137,0,-0.103333333,-0.036496447,0.003164557,-0.01365151,-0.058558373,0,-0.024540081,-0.054687439,0,0.005777253,-0.038922011
0,0,-0.128205097,-0.039548062,0,0,0,-0.166666667,0.061008574,0.058823585,0.07063197,0.112553954,0.009463722,-0.006920054,0.021530495,0,0.003144768,0,0,-0.029969537,0.01038396
0,0.466666667,-0.0294118,0.286274352,0,-0.024096288,0,0.2,0.001042735,-0.055555605,-0.013888889,-0.08560309,-0.03125,-0.006969203,-0.007025515,0,0.003134678,0,0,0.00205912,-0.045220877
0,-0.090909091,-0.030303067,-0.190548648,0,0,0,0,-0.047618799,0,-0.040492958,-0.004255149,-0.003225806,-0.014034941,-0.009433788,0,0.003125113,0,0,-0.003083568,-0.003229332
0,0.1,-0.124999928,-0.227871834,0,-0.151851887,0,0,0.076249759,-0.058823585,0.053211009,0.07478604,-0.012944984,-0.014234962,-0.01785687,0,0.003115148,-0.008264519,0,0.006185729,0.070194477
0,0,0.035714197,-0.085366,0,0,0,-0.166666667,0.002903603,0,0.003484321,-0.089463162,0.02295082,0.003610161,-0.013333629,0,-0.012422352,0,0,0.011270638,-0.005045374
0,0.136363636,-0.10344828,0.082666621,0,0,0,0.2,0.02953041,-0.125000203,-0.027777778,0.052401974,-0.022435897,0,-0.017199149,0,-0.003144883,0.033333679,0,0.026342684,-0.028397351
1,-0.12,0,-0.014778467,0,0,0,-0.166666667,0.069741765,0,-0.085714286,0.015559994,0.029508197,-0.014388817,0.0475,0,0.02523693,-0.008064794,0,0.010118306,0.006262507
-0.5,-0.090909091,0,0.015000146,0,0,-0.017093912,0,0.002103001,0.142857409,0.125,0.02349341,0.050955414,0.010949188,0.121718403,0.022508791,0,0.024390183,0,-0.000244524,0.004149569
0,0.1,0,-0.137931034,-0.249999922,-0.061135262,-0.18478264,0,-0.036594878,-0.125000203,0.015625,0.017964148,0.078787879,0.003610161,0.008510481,0,-0.015384716,0,0,0.028592656,-0.017562246
0,-0.181818182,0.076923174,0,0.333333194,0,0,0,0.033628241,0,-0.068376068,-0.202941278,-0.02247191,-0.003597174,-0.046413356,0,-0.034375321,0,0,0.037776003,0.024185077
0,-0.055555556,-0.071428656,0,-0.249999922,0.038759703,0,0.2,-0.01633313,0,-0.044036697,0.02337021,-0.031609195,0.003610161,-0.013274313,0,-0.016181045,-0.037226662,0,-0.058608033,0.01334746
0,-0.176470588,-0.076923034,-0.057142574,0.333333194,0,0,0,0.018746842,0,0,-0.057692283,-0.005934718,0,-0.022421634,0,0.006578581,0,0,-0.005836533,0.01114477
0,0.357142857,-0.125,-0.030303244,-0.249999922,-0.014925456,-0.33333332,-0.166666667,0.027339095,0.142857409,-0.009596929,-0.012754931,0.014925373,-0.003597174,-0.013761138,0,-0.006535586,0,0,-0.023483844,-0.0060123
0,0.052631579,-0.047619106,0.093749913,0.333333194,0,0,0,0.019447787,-0.125000203,-0.007751938,-0.02325591,-0.019117647,0.003610161,-0.002325655,0,-0.032893992,0,0,0.023046422,-0.02822578
0,-0.35,-0.150000009,-0.085714213,0,0,0,0,-0.021084292,0,-0.02734375,0.031746065,0.019490255,0,0.011071849,0,0.006802211,0,0,0.008814758,-0.013485552
-0.25,0.076923077,-0.05882339,-0.024999958,-0.249999922,0.08787867,0.600000024,0,0.01538422,-0.035715038,-0.064257028,-0.066666524,0.010294118,-0.021582387,-0.02708891,0,0.010135562,0,0,0.015534366,-0.005257219
0,0,-0.062500072,0,0,0,-0.375000009,0,0.046465121,-0.037036377,0.053648069,-0.004121,-0.03930131,0.007352249,0.021326972,0,-0.010033863,0.008333891,0,0.009559498,-0.025370305
0,0,-0.133333252,0,0,0,0,0,-0.030405951,-0.038460827,-0.085539715,0.075862035,-0.145454545,-0.025547093,-0.023202277,0,-0.030405381,0,0,-0.012309806,-0.027114693
0,0,0,-0.301282035,0,0,0,-0.2,-0.030363135,0,0.064587973,-0.015384777,0.081560284,0.018726924,-0.011876069,0,-0.006968764,0,0,0.0354743,-0.001114977
0,0.428571429,0.730769068,0.146788837,0,-0.12952637,0,0,0.099589463,0.03999923,0.031380753,0.069010552,-0.003278689,0.011029077,-0.038461706,0,0.042105298,0,0,0.007407621,-0.027901598
0,-0.3,-0.111111165,-0.204000164,0,0,0,0,-0.021008423,-0.153846359,-0.070993915,-0.035322957,0.006578947,0.025454307,-0.072499873,0,0.026936007,0,0,-0.004595819,-0.027554789
0,0,-0.099999945,-0.060301479,0,0,0,0.25,0.032904211,0.045455519,0.069868996,-0.015151295,-0.053921569,0.021276671,0.037735868,0,-0.009836481,-0.008265012,0,-0.002770063,-0.037780274
0,0,0,0,0,0,0,0,0.010156995,-0.043479151,-0.083673469,0.043910327,0.001727116,0.048610779,0.033766343,0,-0.003310648,0,0,-0.037037239,0.066257693
0,0,0,-0.304812636,0,0,0,0,-0.17413168,0,0.028953229,0.033773488,-0.117241379,0.003311363,0,0,0.016610547,-0.016666054,0,0,-0.001150801
0,0.428571429,0,0,-0.333333403,0.280000013,0,-0.2,-0.118428306,0.227272184,0.004329004,-0.070983162,0.03125,0.036304332,0.005024863,0,-0.019606998,0,0,-0.000961382,0
0,0.1,0,0,0.500000156,0,0,0,0.057752841,0.148148447,-0.004310345,-0.002557588,0.049242424,-0.003185235,0,0,-0.006666537,0,0,-0.020211594,0.05069084
0.333333333,-0.136363636,0,0,-0.333333403,0,0,0,0.00593425,-0.064516243,0.023268398,-0.079487058,-0.0433213,-0.003194563,0,0,-0.003356133,0.016948519,0,-0.006876417,-0.025218828
0,-0.210526316,0,0,0,0,0,0,-0.028908252,-0.137929926,-0.001586462,-0.076602052,0.086792453,-0.060897826,0.007499903,0,0.010101312,0,0,-0.0237387,0.028121391
0,0,0.055555623,0.076922859,0,0,0,0,-0.120291706,0.299999038,-0.050847458,-0.006032828,0.055555556,-0.006825244,0.002481552,0,-0.143333736,0,0,0.049645404,0.026258162
0,0,-0.157894727,0.285714571,0,0,-0.376000035,0.25,-0.008287653,0.169231339,-0.102678571,-0.07739013,0.003289474,-0.006873177,-0.007425646,0,-0.05447482,0,-0.042424492,0.021235406,-0.018123376
0,0,-0.125000143,0,0.500000156,0,0.801282048,0,0.072424208,0.02631529,0.156716418,0.080591971,0.014754098,0.006920745,0.032418807,0,0.012345522,0,0,-0.001890871,0.006514478
0,-0.2,0.14285733,-0.13333335,0,0,-0.110320233,-0.2,-0.05519546,0.025640551,-0.070967742,0.06849322,-0.096930533,0,-0.004830748,0,0.008130154,-0.016666054,0,0,-0.007551208
0,0.416666667,0,0,0,0,0,0.25,0.057732407,0.025000541,-0.009259259,-0.019942926,-0.023255814,0.030927525,0.03640729,0,0.004032628,0,0,-0.022726612,0.016304331
-0.375,-0.117647059,0,0.217948343,0,0,0,0,0.005847586,0.073170401,0.037383178,0.08720945,-0.014652015,0,-0.021076703,0,-0.016064689,0,0,-0.010659115,-0.001069568
0,0,-0.062500072,-0.178947116,0,0,0,-0.2,0.014858188,-0.022726914,-0.02027027,-0.016042948,-0.018587361,0.00333266,-0.004784839,0,0.008163338,0,0,0.013712819,0
0,0.266666667,0.133333252,0,0,0,0,0.25,0.054105717,-0.069767988,-0.004597701,0.05027161,-0.035984848,0.006644728,-0.007211927,0,0.008097536,0,0,-0.005797635,0
0,-0.105263158,0.117647211,-0.166666667,0,0,0,-0.2,0.10144954,0,-0.009237875,-0.005174438,-0.072691552,-0.023101718,0.02179222,0,-0.004016431,0.016948519,0,-0.002915689,-0.017130372
0,-0.058823529,0.263157814,0.038461558,0,0,0,0,0.004933725,-0.024999549,-0.03030303,0.019505736,0.082627119,0.003378033,-0.002370139,0,0.004032628,0,0,0.013645081,-0.028322585
0,-0.0625,-0.270833282,0.037036807,0,0,0,0,-0.014729724,-0.10256424,-0.050480769,-0.099489545,-0.025440313,0.010101213,-0.016626815,0,0,0.033333606,0,0.003846683,-0.041480047
0,0,0,0,0,0,0,-0.25,-0.094684525,0,-0.063291139,0.002832908,-0.012048193,-0.0333337,0,0,0.004015987,0,0,0.011493397,-0.004678166
0,0.266666667,0,0,0,0,0,0,0.02874613,0,0.018918919,0.028248521,-0.024390244,0,-0.019323475,0,0.007999847,0,0.04430407,-0.007574968,0.058754312
0,-0.210526316,0,0,0,-0.050000037,0.123999935,0.333333333,0.065992996,0.028572038,-0.029177719,0.086538289,0.0125,0.01724192,0.044334723,0,0.015873227,0,0,0.007632786,-0.008879237
0,0.266666667,0,-0.071428383,0,0,0,-0.5,-0.028443853,0,-0.06557377,-0.067003818,-0.016460905,-0.013559176,0.009434341,0,0.023437267,0,0,0.005682791,-0.048151959
0,-0.157894737,0.428571399,0,0,0,0,0.5,-0.024110532,0.027777252,0.023391813,-0.028455404,-0.020920502,0.017181971,-0.004673278,0,-0.011450165,0,0,0.005649673,-0.011764728
0,0.1875,0,0,0,0,0,0,-0.088235589,0.027027601,-0.085714286,0.00418433,-0.004273504,0,-0.018778996,0,0.023166291,0,0,0.004681445,-0.026190421
0,-0.157894737,-0.200000088,0,0,0,0,0,0.029032714,-0.078947957,-0.071875,0,0.077253219,0,0.004784519,0,0.003773512,-0.016129216,-0.054545389,-0.003156857,-0.026894915
0,-0.125,0,0,0,-0.013157883,0,0,0.019435718,-0.085713846,0.003367003,-0.05138896,-0.007968127,-0.006757077,-0.009523791,0,-0.003759326,0,0,-0.004712647,-0.046482555
0,0.071428571,0,0,0,0,0,0.333333333,0.027060438,0.031249334,0.026845638,-0.001464209,0.044176707,0,0.019230571,0,0,0,0,-0.010416388,0.035573253
0,0.066666667,-0.150000009,-0.038461644,0,0,0,-0.25,0.056286849,0,-0.019607843,-0.079178723,0.017307692,-0.030612292,0.040094507,0,0,0,0,-0.002871312,-0.010178473
0,0,0,0,0,0,0,0,-0.043083297,0,-0.066666667,-0.019108358,0.035916824,0.003508998,-0.020408049,0,0,0,0,0.017274556,-0.039845452
0,0.1875,0.176470601,-0.119999986,0,-0.013333322,0.067615763,0,-0.026066411,-0.030302404,-0.132142857,-0.079545376,0.109489051,-0.003496728,0.018518326,0,0.000489513,0.032786924,0,0.000943644,0.029451195
0,-0.052631579,0,-0.154545356,0,-0.013513502,0.0399999,0,0.093673898,0,-0.201646091,0.059964659,-0.054276316,-0.003508765,-0.018181633,0,-0.011406631,-0.031746068,0,-0.000942754,-0.015604711
0,0.111111111,0,-0.172043252,0,0.013698618,-0.198717904,0,0.021690559,0,0.041237113,0.121464372,-0.04,0,0.00462962,0,0.00384566,0,0,-0.007546901,0.013210065
0,0.25,-0.150000009,0.298701301,0,0,0,0,0.045182833,0.062500063,-0.02970297,-0.03857586,-0.003623188,-0.003521119,-0.004608286,0,0.011495021,0,0,-0.009506054,0.005214904
0,-0.04,0,-0.199999821,0,0,0,0,-0.01197974,0.029411209,0.040816327,0.121913353,0.12,0.02826908,0.032407187,0,-0.011364387,0,0,0,0.072633098
0,-0.041666667,-0.05882339,0,0,-0.155405401,0.24799993,0.333333333,0.018450881,-0.07142843,0.004901961,-0.074277869,-0.022727273,0,-0.042601195,0,-0.011494461,0,0,-0.001919254,-0.020556428
0,-0.086956522,0,0,0,0,0,0,-0.004141185,-0.015384293,0.019512195,0.046062574,-0.018272425,0.017181971,0.030445311,0,0.003876111,0,0,0.000962364,0.016049472
0.2,0.095238095,0,0,-0.333333403,0,0.499999952,0,0.027026989,0.015624667,0.277511962,0.08238668,0.010152284,-0.00337837,0.045454691,0,0.015444367,0,0,-0.005764178,0.001215123
0,-0.086956522,-0.062500072,-0.062500035,0,0.119999946,0.089743633,-0.25,0.011639914,0.076922913,0.254681648,0.089238437,0.013400335,0.027118012,0.00434789,0,0,0,0,-0.018358138,0.023058139
0,0.047619048,0,0,0.500000156,0,-0.509803898,0,-0.011505986,0.142856789,-0.113432836,0.021686933,-0.028099174,-0.003300434,-0.030303259,0,-0.015209466,0,0,0.015748387,0.015421305
0,-0.045454545,0.066666748,0,-0.333333403,0,0.200000048,0.333333333,0.021255019,0,-0.070707071,0.018867705,-0.020408163,0.006622946,0.006696566,0,-0.034748821,0,0,0.011627684,-0.017523347
0,0.142857143,0,0,0,0.0428572,-0.2733334,-0.25,-0.000991097,0.100000242,-0.018115942,-0.099536976,0,-0.003289795,0.013303521,0,0.003999926,0,0,-0.017240957,-0.010701514
0,0,0.124999914,-0.173333422,0,0,0.14678905,0,0.011905044,0,-0.025830258,0.023136444,0.020833333,-0.006600867,0.010941267,0,-0.00398399,0,0,0.022417542,-0.0384614
0,-0.166666667,0.055555623,0.016128917,0,0.027397236,0.080000103,0,-0.001961208,0,0.003787879,0.033919547,0.074829932,-0.00332159,0.008657919,0,0,0,0,0.012392463,-0.025000154
0,-0.05,-0.157894727,0.11111122,0,-0.084000023,-0.192592711,0,-0.039292468,0,-0.026415094,-0.008505288,-0.09335443,0.00333266,0.012875512,0,-0.012000362,0.012295451,0,0.019773766,0.003846218
0,-0.052631579,0,0.285714571,0,0.179039349,0,0.333333333,-0.033230873,0,-0.124031008,-0.17647055,-0.064572426,-0.009965987,-0.050847573,0.009173953,0.028340157,0,0.025640887,0.035087931,-0.045977097
0,0.111111111,-0.062500072,-0.222222395,0,-0.024691417,0.192660568,0,0.042305523,0.090909234,-0.048672566,0.041666342,0.041044776,0.026845795,0.008928555,0,-0.007874303,0,0,0.01159705,0.008032026
0,-0.15,0.133333252,0.285714571,0,-0.091139281,0,0,0.120243416,0,0.009302326,0.104285581,0.161290323,0.013071317,0.019911469,0,0.015873383,0.004048404,0,-0.000882007,0.019920184
0,-0.117647059,0,-0.311111253,0,0,0,-0.5,-0.051630156,0,0.01843318,-0.021992073,-0.018518519,0.016128999,-0.004338315,0,-0.003906178,0,0,0.023830058,0.019531579
0,0,-0.176470601,0,0,0,0.680769254,0.5,0.047755299,0,0.058823529,0.153439031,0.037735849,0,0.037037334,0,-0.015686201,0,0,-0.00775843,0.016602784
0,0,0,0,0,0,0,0.333333333,0.043299585,0.31250009,-0.042735043,0.050458702,-0.054545455,0.085714114,0.05041978,0,0.003983554,-0.000489416,0,-0.016507398,-0.008794042
0,0,0.071428665,0.129032241,0,-0.043175426,-0.141876428,-0.25,-0.007426569,0.238095291,0.026785714,-0.125545871,0.003205128,-0.032163196,-0.038000202,0.007325697,0,0,0,0.014134121,0.013941893
