SMMT,LASE,GCTS,KZIA,TECX,HOLO,ASNS,FTEL,DUO,DRUG,ATER,MBRX,MNPR,MIRA
0.056034448,-0.027941184,0.011428561,-0.050000012,-0.009988253,0.428082181,0,-0.035966569,0.045023754,-0.046729037,0.009008957,-0.016393427,0.02145931,-0.077720197
0.004897993,-0.14674739,-0.002824856,-0.026315765,-0.00949554,0.107913621,0.061538497,-0.103930739,-0.045351497,-0.009803912,0.017857126,0.070833263,0.042016765,0.08988769
0.083671787,-0.09219858,-0.01983001,0,-0.026363123,0.136363665,0.057971046,0.069888517,0.152019026,0.019801962,0.042105308,-0.009727571,0.040322542,0.020618536
0.013493276,0.12500007,-0.083815017,-0.054054066,0.058461585,0.321904773,0.061643775,-0.026407235,-0.041237134,0,-0.010101,-0.049115912,0.06976747,-0.055555562
-0.032544417,-0.020833395,-0.056782354,0.028571401,0.058139532,-0.180115272,0.025806505,0.192005745,-0.012903252,-0.019417458,0.030612215,-0.012396682,-0.068840601,-0.010695177
0.012996948,0.152482297,-0.080267561,0,0.020329611,-0.105448137,0.03144651,0.086826275,0.132897583,0.34653468,0.029702942,0.06694554,0.019455235,0.140540469
0.016603794,0,0.010909081,0.222222281,0.01507812,-0.168958764,0.05487807,-0.064462815,-0.111538405,-0.110294099,-0.025641002,-0.03137252,-0.083969389,-0.071089983
-0.025983695,0.203076949,0.068345345,-0.113636361,0.00530506,-0.177304964,-0.028901775,0.046525379,-0.049783553,-0.0909091,-0.055921078,0.016194316,-0.058333375,-0.122448982
-0.019817091,0.115089524,-0.050505082,0,0.002638482,0.005747121,0.071428576,-0.079909963,-0.013667453,-0.05454551,0.031358939,0.01195218,0.04867252,0.087209287
0.009331251,-0.215596337,-0.007092192,0.076923002,0.010526356,0.185714313,-0.044444403,-0.088073425,-0.076212454,0.019230752,0.010135125,0.003937004,0.008438912,0.032085531
-0.029275745,-0.038011729,-0.057142804,-0.095238066,0,-0.05542169,-0.110465148,0.006036228,-0.050000026,0.023584997,0.040133741,-0.03137252,-0.008368292,-0.067357512
-0.047619076,0.285714306,0.011363625,0,-0.001562536,-0.107142875,-0.006535942,-0.061333338,0,0.003686588,0.028938957,-0.024291475,0.029535939,-0.055555504
0.041666667,0.191489347,0.041198461,0.078947357,-0.046948337,-0.068571431,-0.059210549,-0.100142035,0.052631608,0.092745704,-0.012499988,0.033194988,-0.004098357,-0.070588236
-0.018399963,0.188492027,-0.057553988,-0.097560943,0.004926117,-0.092024526,-0.013986001,0.045777421,0,-0.042016865,0.107594907,-0.036144544,-0.016460889,-0.018987399
0.559902093,0.128547661,-0.068702228,0.027027001,-0.038126402,0.040540501,0.05673762,-0.018867925,-0.02500005,0.052631634,0.014285701,-0.016666749,0.004184096,-0.058064463
0.200104496,0.353550194,0.016393427,-0.026315765,-0.009060014,-0.035714253,0.117449632,0.052307716,-0.00256407,0.029999911,-0.014084494,0.004237284,0.020833313,-0.116438405
-0.0117544,-0.408743161,0.068548417,0,0,-0.033670082,-0.027027002,0.285818696,0.10539848,-0.033171433,-0.065714291,0.012658317,-0.020408143,0.093023262
0.207488939,0.073937173,0.022641487,-0.054054066,0,-0.083623617,0.043209909,0.042637862,0.046511583,0.046025059,0.029051997,0.012499988,0.645833288,-0.049645344
0.164903338,-0.05851982,0.0442804,-0.028571401,0.027999987,-0.091254753,0,-0.139585627,0.022222268,0.019999981,-0.034175337,0,-0.022784848,0.007462679
-0.076730371,0.106032984,-0.014134263,0,0.026681465,-0.016736485,-0.017751532,0.306717439,-0.065217393,-0.027450955,-0.024615361,-0.008230445,0.085492272,-0.05185189
-0.110583456,0.279338765,-0.014336904,-0.058823542,0.00974555,-0.068085044,0,-0.169253227,-0.034883756,0.040322542,0.003154571,-0.029045713,-0.007159955,0.023437478
-0.063310446,0.08656332,-0.025454521,0.062500014,0.018766777,-0.077625604,-0.006024091,-0.02918856,-0.014457789,-0.031007723,0.009433953,0.055555606,-0.052884567,-0.106870223
-0.057003243,0.040428081,0.037313396,-0.029411806,0.042105223,0.148514829,-0.090909078,0.022248999,-0.031784868,-0.004800034,0.009345785,-0.004048579,0.142131963,-0.008547001
0.053108789,0.189714268,-0.007194238,-0.030303002,0.014141449,0.056034534,0.016666651,-0.089411792,-0.007575735,0.000803896,0.015432084,-0.036585427,0.00888888,-0.034482727
-0.101681001,0.805955765,0.01449274,0.03124997,0.041832677,-0.05306127,0.036065618,0.067183524,0.089058514,-0.04257026,-0.0638298,0.143459987,-0.037444951,-0.053571484
0.09539024,-0.22074467,0.024999977,0,0.158699794,-0.008620682,-0.018987399,0.073849835,0.259345726,0.006711423,-0.009740251,-0.007380067,0.00915331,0.047169881
-0.056666692,-0.187713315,0.024390305,0,0.212871283,0.047826146,-0.045161249,-0.007328025,-0.072356172,-0.012500087,-0.029508169,-0.104089206,0.172335659,-0.009009
0.007508837,0.067226909,0.088435369,0.090909078,-0.027891146,0.195020752,0.033783751,-0.015900095,1.140000105,0.012658317,-0.011824353,0.01244812,0.129593823,-0.027272701
-0.084392779,0.129133887,0.009374991,0.083333389,0.070678813,-0.024305614,-0.084967319,-0.053087137,0.177570027,0.01666665,-0.00512816,0.127049154,0.159246542,0.084112065
0.048599444,0.137377914,0.037151667,0.102564125,-0.009803959,0.281138782,0.035714337,-0.011578339,1.460317403,-0.040983664,-0.010309268,0.032727242,-0.004431346,0.120689646
-0.082191747,-0.125689718,-0.104477586,0,-0.075907567,0.086111164,0,0.065351505,0.093548455,-0.059829005,-0.031250052,-0.017605618,-0.246290787,-0.084615307
-0.027860669,-0.128330988,-0.039999962,0.023255791,0.070714269,-0.120204608,0.006896545,-0.064814861,0.292035392,0.015454509,-0.025089582,-0.096774188,-0.045275595,0.008403353
-0.047594691,-0.261464193,-0.072916677,-0.022727251,-0.010006646,-0.232558122,-0.034246623,0.034653433,-0.139269433,-0.024171845,0.018382335,-0.023809501,-0.061855612,-0.025000075
0.025792559,-0.230936851,-0.026217292,0.023255791,0.112533697,-0.060606091,-0.007092192,0.022727338,-0.328912471,0.06422012,0.018050524,-0.040650464,0.0131868,-0.017094001
-0.00890519,-0.388101954,0.038461595,-0.045454609,-0.018473671,0.12903223,0,-0.098830438,-0.14229245,-0.025862045,-0.021276576,0.063559365,0.101952229,-0.026086932
0.040697698,0.835648035,-0.037037089,0.023809616,-0.014501676,-0.075000015,0.021428551,0.033744352,-0.235023084,-0.044247746,0.02898548,-0.00398406,0.051181148,-0.017857126
-0.040121935,0.103404816,0.026923144,-0.069767483,-0.023794622,0.268339844,-0.034965003,-0.008788471,0.060240979,-0.024074094,0.010563371,0.019999981,-0.04868918,-0.0090909
-0.015343863,-0.05142855,-0.022471977,0,-0.005772941,-0.124809764,0.01449274,-0.021532625,-0.306818162,0.015180296,-0.024390222,-0.04705878,0.017716566,-0.009174303
0.072004305,0.027710788,-0.030651313,0.024999976,0.011612923,-0.066086976,-0.042857103,0.092556593,0.04918028,0.009345785,0.026785732,0.004115222,0.063829772,0.00925925
0.015037555,0.008206407,-0.071146272,-0.024390221,0.076211714,-0.011173174,0.022388038,-0.020142077,-0.171875026,1.305555473,0.064347806,-0.028688594,-0.020000024,-0.018348606
0.078518526,0,0.072340461,-0.175000012,0.005333342,0.065913354,-0.058394192,0.041716964,-0.132075409,14.45783194,-0.022875796,-0.016877622,-0.04452686,-0.018691681
0.074175775,-0.066279142,-0.031746002,0,0.043324527,-0.077738528,0.06976747,0.05281485,0.554347741,-0.251753755,0.003344478,0.038626676,0.021359249,0.047619118
-0.080562637,-0.205479411,0,0.606060687,0.014971716,-0.107279687,0.01449274,-0.013230418,-0.244755187,-0.246527731,-0.013333321,-0.024793463,0.085551291,-0.0090909
-0.016689876,-0.023510986,0.07377042,-0.056603808,0.04091292,-0.00214587,0.035714337,0.022346348,0.074074,1.175575918,-0.016891876,0.095339048,-0.03677759,0.009174303
-0.033474734,-0.064205473,0.030534414,0.119999981,-0.013368983,-0.038709742,-0.048275897,0.224590207,0.051724193,0.017157411,0.003436423,0.032882026,-0.045454545,-0.045454609
0.004390251,-0.013722114,-0.033333389,0.017857126,-0.015989163,-0.029082694,-0.02173911,-0.047746528,0.02459014,-0.01759686,0.010273963,-0.044943865,0,0
-0.027197643,0.041739091,-0.049808384,0.017543927,-0.049573203,-0.043778813,0,-0.010309246,-0.080000019,-0.003709576,-0.057627144,0,-0.118095216,0.019047715
-0.028457393,-0.016694476,0.100806451,-0.086206894,0.05476683,-0.084337382,0.0148148,0.054924233,-0.034782576,0.053191489,-0.023381316,-0.003921565,6.053995473,0.05607471
0.092497494,-0.005093333,-0.007326,-0.018867996,0.064285716,-0.059210502,-0.051094929,0.443895744,-0.027027001,-0.011313159,-0.012891289,0.013779562,-0.481628892,0.141592891
0.046095933,-0.097269652,-0.040590455,-0.10384615,0.018585374,-0.057342702,0.030769294,-0.026422086,0.092592501,-0.026563124,0.00373134,0.017475665,0.053160047,0.21705434
-0.018435245,-0.018903574,-0.023076902,0.15665237,0.038520033,-0.008902069,-0.014925359,0.147509546,-0.016949137,-0.05499578,0.018587342,0,-0.090858152,0.101910803
-0.145671109,0.005780295,-0.027559029,0.053803334,0.001952216,-0.146706593,-0.02272734,-0.053700623,-0.043103408,0.052643245,0.018248158,-0.030534323,-0.095003029,0.271676314
