SMMT,LASE,GCTS,KZIA,TECX,HOLO,ASNS,FTEL,DUO,DRUG,ATER,MBRX,MNPR,MIRA
-0.038647307,-0.166666655,-0.452813085,0.064516146,0,-0.038961039,0,0.065739629,-0.002222194,0.14999995,-0.09057971,-0.040609099,-0.002936855,-0.0181818
-0.032663345,0.00714285,-0.143173031,0,0,-0.137837848,-0.044660141,0.014234861,-0.028953255,0,-0.02390436,-0.038800752,-0.057437389,-0.00925925
0.025974064,0.014184384,-0.557419346,0.030303074,0.015625048,0.216300931,-0.01422764,0.040935605,-0.032110089,-0.072463786,-0.077551042,-0.036697214,0.003124997,0
-0.103797489,0.020979085,-0.164723046,-0.029411806,0.0076923,-0.051546393,0.051546341,-0.176404468,0.023696731,0.015624985,0.092920371,0.009523846,-0.006230524,-0.046729037
0.096045242,-0.034246623,0.424083738,0.090909078,-0.030534382,-0.084239091,-0.019607825,0.125511608,-0.009259278,-0.1,0.028340054,-0.018867996,-0.056426352,0
0.018041219,0.014184384,-0.142156847,0.138888893,-0.007874008,-0.023738849,-0.089999974,-0.049696951,0.133177595,0.034188105,0.078740177,-0.028846082,-0.001661088,0.009803912
0.032911361,0.811188818,-0.090000016,0.121951222,0,-0.012158101,0.010989,-0.104591857,-0.053608293,0.057851183,0.113138665,0.035643529,-0.016638998,-0.029126187
-0.019607825,-0.030888002,0.161695483,-0.06521733,-0.0079365,-0.055384592,-0.010869555,-0.018518535,-0.041394323,-0.046874956,-0.154098372,-0.005736178,0.082910366,-0.000999987
0.007500052,-0.083665354,-0.051351366,-0.162790757,0.015999985,-0.084690564,-0.021978066,-0.010159608,-0.004545464,0.032786853,-0.003875965,-0.082692278,0.203124952,-0.019019013
-0.090570776,-0.10000001,-0.136752143,0,0,0.035587188,-0.037078644,0,-0.079908669,0.0079365,-0.073929893,-0.029979062,0.014285732,-0.080612239
-0.00272851,-0.053140048,-0.080858049,-0.138888893,-0.007874008,-0.151202734,-0.15285879,0,-0.081885838,-0.031496033,-0.067226924,-0.036092462,-0.033290622,-0.078801374
-0.031463751,0.168367305,-0.107719993,-0.064516069,0,-0.040485829,-0.064738279,0.004398788,0,-0.073170758,-0.009009,-0.040358706,-0.035761586,-0.048192726
0.008474568,-0.06986893,0.010060401,0.172413787,-0.031746002,-0.054852367,-0.011782056,-0.001459818,0.051351334,0,-0.040909159,0,-0.100274725,0.025316431
-0.016806707,0.056337971,-0.00796812,0.029411736,0.016393427,0.316964308,0.013412822,0.138888858,0.028277654,0.035087686,0.004739332,0.057009333,0.035114506,0.034567898
-0.002849,-0.026666641,-0.216867454,0.085714272,-0.032258098,-0.054237301,0.182352958,-0.017971742,-0.042500048,-0.050847411,-0.033018838,0.027851442,-0.056047213,-0.007159883
-0.00285714,-0.031963548,0.128205125,0,0,-0.053763442,-0.0920398,0.17124182,0.096605749,0,0.03902447,-0.075268795,-0.012499988,0.027644232
0.068767911,0.009434066,0.049999951,0.052631592,0.008333392,-0.030303002,0.061643775,0.02008932,-0.016666665,0,0.032863817,0.069767372,0.028480985,0.026900586
-0.03753354,-0.032710359,0.045454555,-0.024999976,-0.016528975,-0.082031264,0.027096811,-0.035011011,-0.060532632,-0.026785689,0.031818151,-0.054347827,0.010769257,-0.009111636
-0.011142051,0.057971076,-0.024844697,-0.051282062,0,0.072340458,-0.057788949,0.037414959,0.056700991,0,0.008810564,-0.009655131,-0.044140023,0.034482726
0.087323929,-0.041095959,0.014862032,0,0.016806774,-0.007936538,0.039999962,-0.125683024,-0.024390221,0.009174303,0.008733616,0.074744666,0.047770653,-0.044444403
0.005181404,-0.023809502,0.006276094,-0.027027065,-0.016528975,-0.02,-0.038461503,-0.235000014,0.012499988,-0.01363635,0.017316001,0.082073457,-0.012158043,-0.011627896
0.012886585,-0.053658487,-0.018711051,-0.083333322,0,0.03265303,0.039999962,0.031045762,0,-0.110599134,-0.034042522,0.001995958,0.015384601,0
0.195928684,0.005154634,0.06779665,-0.090909078,0.025210127,0.003952584,0.012820577,0.038034905,-0.037037075,0.077720197,0.046255515,0.00796812,-0.015151501,-0.036470609
-0.13617019,0.056410201,0.005952423,-0.066666683,0.008196713,0.003937023,-0.24050632,-0.029007641,-0.012820501,0.005769271,0.014736878,0.017786592,0.015384601,-0.013430986
0.081280771,-0.009708729,0.201183421,-0.035714252,-0.008130073,-0.101960799,0.048333305,0.21383642,-0.049350634,-0.053537279,-0.01244812,-0.02524274,0.101515165,-0.092821838
0.018223218,0.014705869,0.082101804,0.037037001,0.016393427,-0.074235759,-0.027027058,0.196891195,0.038251363,0.030303001,0.029411735,0.00398406,0.089408542,0.023192387
0.187919506,0.028985596,-0.033383955,0.035714337,0.008064508,-0.099056618,-0.026143747,0.015151553,-0.013157882,0.03921565,0.036734658,0.009920673,-0.037878812,0.013333321
-0.065913354,0.131455379,-0.054945041,0,0.007999992,0.015706766,-0.026845691,0.204690837,-0.048000018,0.053773626,0.094488194,-0.07662089,-0.015748017,0
-0.036290288,-0.041493834,-0.024916959,0,-0.0079365,-0.087628809,-0.017241363,0.200884908,0.022409009,-0.01074303,0.039568394,0.017021363,-0.051999982,-0.013157882
-0.027196675,0.038961106,-0.04599659,0,-0.015999985,-0.039548064,-0.012280648,-0.088430349,-0.038356159,-0.04072405,-0.034602124,-0.004184096,-0.054852368,-0.039999962
0.032258084,0.091666576,0.030357157,0.034482725,0.09756101,0.176470588,-0.040852577,-0.03880352,0.094017069,0.037735928,0.107526866,-0.018907594,0.004464317,-0.004166696
-0.023958384,-0.145038127,0.019064148,-0.033333302,-0.044444518,0.614999962,0.020370328,-0.065601402,0.020833298,-0.027272701,-0.061488616,0.03854386,-0.035555522,0.029288658
-0.041622236,-0.022321407,-0.061224511,-0.034482807,0.06201557,-0.325077407,-0.009074402,-0.057605707,0.007653115,0.014018678,0.075861994,0.014433025,-0.08141324,-0.046070434
0.004454445,-0.05022837,-0.0344203,0.035714337,0.014598526,-0.123853163,-0.064102612,0.060171929,0.010126527,-0.023041562,-0.038461503,0.02235775,0.033444784,-0.034090894
-0.015521102,0.038461618,-0.003752342,-0.034482807,0,0.083769652,0.01956957,0.036036,3.2105263,0.037735928,0,0.009940301,-0.012944972,-0.036764758
0.022522501,0.0555555,-0.001883192,0,0,-0.07487928,-0.015355117,0.155652171,-0.309523808,-0.0090909,-0.063333352,-0.025590574,0.016393427,0.297710017
-0.033039669,-0.048245569,0.01698107,0,-0.007194295,-0.049608296,0.033138323,0.103085018,0.051724193,0.119266047,-0.056939449,0.002020248,-0.014516077,0.199999944
0,0.00460829,-0.014842287,0,0.01449274,-0.043956105,-0.018867908,0.148021835,-0.008196713,-0.073770517,0.022641487,0.024193525,0.006546638,-0.101960759
-0.015945261,-0.03211017,0.005649757,-0.035714252,0.007142907,-0.022988484,0.048076994,0.016042808,-0.041322372,-0.000884997,-0.0221402,0.013779562,0.008130035,-0.039301324
-0.217592597,-0.056871987,0.086142327,0.037037001,0.070922031,-0.029411765,0,-0.071345043,-0.034482727,-0.023029145,-0.003773581,-0.042718498,0.014516154,0.005681813
-0.292899401,-0.005025121,-0.086206894,-0.035714252,-0.019867582,0.048484802,-0.104587173,0.05163732,-0.053571484,0.144152233,-0.018939465,-0.070993898,-0.01430845,-0.039547985
0.228033395,-0.030303061,-0.109434034,-0.111111091,-0.006756804,-0.109826572,-0.016393476,0.017964025,-0.249999944,-0.088748012,-0.023166002,-0.034934465,0,0.034117628
2.720613386,0.010416719,0.002118693,0.041666625,-0.02040809,-0.103896069,0.00833335,0.001764746,0.040251578,0,0.023715393,0.049773707,-0.011290274,-0.089874853
-0.204670297,0.041237073,-0.040169145,0.039999962,0.02777775,0.050724623,-0.099173571,-0.08925428,-0.105199529,0.052173968,0.015444093,0.028017267,-0.00326264,0.022500008
0.017846831,-0.009900981,0.002202694,0.038461595,-0.006756804,0.034482759,0.073394509,-0.127659605,-0.001351334,-0.008264455,0.038022776,-0.037735813,0.260229074,0.040342288
-0.173642568,-0.014999986,-0.125274758,-0.07407409,-0.027210859,0.319999949,0.004273513,0.152993399,0.02029768,-0.025000075,-0.014652001,-0.013071883,-0.001298669,-0.059929493
0.100616037,-0.010152274,-0.198492452,0.080000019,0.013986001,-0.156565586,6.914893698,0.083974323,-0.071618063,-0.042735004,-0.007434937,0.079470119,0.046814061,-0.02500005
0.011194049,0.0102564,-0.037617593,-0.07407409,0.0068966,0.047904144,-0.470430104,-0.054405682,-0.092857141,-0.035714252,-0.007490629,-0.087934528,0.155279499,-0.01153839
-0.050430543,-0.010152274,-0.009771978,0,0.04109585,-0.062857165,-0.208121868,-0.09005626,0.026771685,0.037037,-0.041509483,-0.031390104,-0.127957044,-0.014267233
0.033678787,0,0.161184216,0.080000019,-0.026315765,-0.054878027,0.057692331,0.015807528,-0.053681021,-0.013392844,-0.027559029,-0.002314868,-0.044389602,-0.003947318
-0.055137852,0.0051282,0.116147334,-0.037037089,0.006756697,-0.045161278,-0.151515154,0.031799748,-0.059967587,-0.022624412,-0.028340054,-0.004640367,0.051612854,-0.009247066
0.094164462,0.010204072,0.182741061,-0.038461503,0.006711457,-0.067567567,0.07142859,0.20852461,0.051724193,0,-0.012500087,0.006993056,0.098159537,-0.013333321
-0.019393921,0.040404001,0.167382025,-0.039999962,-0.020000034,0.01449274,-0.046666702,0.066738987,0.083606554,0.012037047,-0.037974649,0.006944382,0.02122911,-0.040540582
0.037082841,-0.029126187,-0.080882363,-0.041666725,-0.027210859,-0.057142871,-0.055944005,0.007121027,-0.083207271,-0.039341354,-0.017543843,-0.048275872,0.028446309,0.039436617
-0.058402888,-0.019999981,0.043999958,0,0.020979057,-0.106060579,-0.148148181,0.176767684,0.171617114,-0.019047602,-0.040178533,-0.048309134,-0.085106305,-0.024390173
0.005063286,-0.015306168,-0.067049793,0.043478324,-0.027397233,-0.199152571,0.8434782,0.062231794,-0.084507048,0.009708729,-0.069767483,0.010152274,-0.038372082,-0.013888958
-0.017632225,0.015544089,0.026694069,0.124999975,-0.014084605,0.026455027,-0.160377327,0.171717172,-0.015384601,0.009615376,0.034999967,-0.050251268,-0.186215279,0.030985937
0.01666662,-0.066326527,0.065999985,0,-0.916666664,-0.001030951,0.050561817,0.026206904,-0.054687449,0,0.004830913,-0.010582001,0.025260041,-0.020491784
0.00882726,-0.021857967,0.046904316,-0.148148181,10.50000047,0.104231194,-0.090909068,-0.018817186,-0.087603357,-0.028571403,0.019230752,-0.034759389,0.157970965,-0.009762941
0.001250029,-0.050279283,-0.043010712,-0.130434765,-0.008074541,-0.117757033,-0.094117695,0.109589064,0.021739175,0.055882394,0.004717089,-0.026315732,0.026282859,0
-0.029962577,-0.005882347,-0.15355808,0.049999952,-0.002504694,-0.007415222,-0.058441504,0.200308567,-0.024822692,-0.02599814,-0.018779436,-0.018492192,-0.090243877,-0.007042247
0.012870001,0.041420077,0.10176992,0.047619118,0.035153764,-0.140875103,0.020689635,-0.131396264,-0.0181818,0.03431841,0.255980913,0.020289835,-0.004021476,-0.078014196
-0.008894498,0.090909072,0.046184743,0.045454501,-0.001212884,0.019875757,0.560810752,-0.100355225,0.088888845,0,0.070476169,0,-0.017496587,-0.019999927
0.043589762,-0.010416657,0.003838768,-0.04347822,-0.034608362,0.125456727,-0.125541112,0.006910201,-0.037414991,-0.032258142,-0.096085404,-0.019886345,0.015068446,0.03453682
-0.073710117,0.010526306,0.013384354,-0.045454609,-0.003773551,-0.035714278,-0.138613849,-0.08921567,0.015901066,0.047619118,0.086614186,0.034782575,-0.028340087,-0.084977232
-0.08620691,-0.026041642,-0.009433998,0,-0.009469733,0.066217751,-0.022988484,0.053103678,-0.001739108,-0.027272701,-0.005434821,0.016806774,-0.023611056,-0.046434491
0.050798245,0,0.005714326,-0.047619004,0.003824119,-0.157894737,-0.058823542,0.100851821,-0.001742138,-0.018691681,-0.027322336,-0.038567521,0.024182019,0.017391288
0.042817739,0.037433183,0,0,0.021587311,0.022500038,-0.006249994,-0.000619018,0.012216351,0,-0.04868918,-0.041547272,0.025000043,-0.063247866
0.03841059,-0.007732013,-0.017045483,-0.050000012,-0.009322596,-0.015892434,-0.025157283,0.005264731,-0.010344797,-0.023809502,0.027559029,-0.027802671,0.004065004,-0.010948873
0.057397934,0.007792262,0.003853561,2.526315733,-0.006900857,-0.203726746,0.012903291,-0.087492247,-0.038327552,-0.024390221,-0.011494242,0.042435427,-0.049932509,0.03136535
0.047044674,0.015463902,-0.009596966,0.850746264,0.038534467,0.037441537,0.070063625,-0.021269448,-0.003623142,-0.040000021,0.034883781,0.165191718,0.022727251,0.073345273
-0.014976971,-0.020304609,0.021317856,-0.274193526,0.030413624,-0.075187969,0.1071429,0.034839608,-0.025454542,0.003125022,0.033707832,0.101265785,-0.011111101,-0.018333395
0.107602346,0.025906774,-0.036053142,-0.377777788,-0.017119298,0.039024352,0.096774165,0.021666654,0,0.059190012,0.01449274,-0.028505764,-0.002808986,0.256366768
-0.036958857,-0.025252561,0.003937004,0.017857126,0.032432488,-0.051643182,0.014705869,-0.011419262,-0.037313508,0.225490219,0.139285754,0.005679169,0.040845066,0.094594584
0.020833392,0.015544089,-0.019607825,0.157894759,0.008144234,-0.033003269,-0.101449239,-0.116501613,-0.031007701,-0.056000042,-0.021943627,0.043529398,-0.039242215,0.012345667
0.047260962,0.015306108,0.027999973,-0.106060579,-0.055972263,-0.093856686,0,-0.264475151,-0.09799999,-0.076271117,-0.076923006,0.039458894,0.014084494,-0.04146339
-0.098974375,-0.040201026,-0.058365705,-0.101694897,0.00855742,0.013182707,-0.16129036,0.123920699,0.019955661,0.06422012,0.013888875,-0.063991338,-0.062499975,-0.123409671
0.133750735,-0.094240812,0.028925591,-0.132075521,0.008484811,-0.133829043,0.012820577,-0.122006279,-0.015217389,-0.08620692,0.071917819,-0.063731192,-0.059259273,6.271408059
0.01305222,0.017341024,-0.002008078,-0.173913037,-0.012019162,0.255364828,-0.050632937,-0.287184757,-0.039735113,0.047169881,-0.022364271,-0.118811887,0.007874046,-0.489021991
-0.010901943,-0.034090877,-0.008048282,-0.052631592,0.034063227,-0.223931618,-0.080000003,-0.025992823,0.236781574,0.126126112,-0.022875796,-0.016853917,0,-0.07812502
0.05110223,0.029411736,-0.01014193,0.166666645,0,0.167400933,0.144927571,0.049666426,-0.141263898,-0.031999969,-0.033444784,-0.022857121,0.023437515,0.288135634
0.10104866,-0.00571428,0.004098357,-0.047619004,0.037647023,-0.071698132,0,0.085451981,-0.023809539,-0.008264455,0.027681633,0.029239738,0.09923658,-0.108552608
-0.066666705,-0.011494242,-0.008163257,0,0.027777766,-0.095528508,-0.056962045,0.024723495,-0.006651865,-0.041666725,-0.020202001,-0.048295476,0.013888942,-0.154981576
-0.008348808,-0.000581423,-0.065843655,-0.050000012,-0.00717039,-0.047191022,-0.006711403,0.021587311,-0.040178585,-0.025217326,0.013745691,-0.056716365,-0.041095915,0.002183456
0.010290048,0.122745764,0.035242257,-0.026315765,-0.00444444,0.08018872,0.020270251,0.103791178,-0.013953516,0.034790288,0.013559309,-0.003164554,0,-0.084967392
-0.012962995,0.129533744,-0.08085099,-0.054054066,-0.008370514,-0.074235842,-0.026490041,0.095720655,-0.075471711,-0.008620682,-0.036789262,-0.279365107,-0.010000025,0.157142941
-0.022983104,0.123853198,-0.090277798,-0.085714272,-0.034890311,-0.051886746,0.006802714,0.009763646,-0.020408129,0.008695644,-0.038194489,0.140969135,0.001443035,-0.106995878
-0.038406108,0.028571401,-0.050890597,0,-0.037317749,0.012437858,-0.121621665,0.031552206,-0.046875017,-0.067241338,-0.025270734,-0.069498006,-0.121037485,-0.032258142
-0.047428893,0.134920602,-0.018766738,0,0.024227717,-0.093366118,0.015384693,-0.205722742,0.087431709,-0.001848405,0.018518501,-0.087136942,-0.031147551,0.085714321
-0.014675088,-0.139860095,-0.087431739,0.093749984,-0.045535214,-0.07588075,-0.121212181,-0.129813671,-0.015075407,0,0.018181801,0,-0.018612464,-0.065789412
0.089361722,0.304878044,-0.014970046,0.114285742,0.016109061,-0.043988297,0.077586238,0.094932184,0.012755166,0,0.089285716,-0.002272779,-0.051724169,-0.004694943
0.052734372,0.009345785,0.024316087,0.102564125,-0.016463443,-0.055214745,0.031999969,-0.119947858,-0.017632314,0.032407375,0.131147574,0.029612783,-0.196363622,-0.009433954
0.018552858,0.339506216,0.00890214,-0.046511692,0.013639258,-0.051948004,0.015503862,-0.001481515,-0.00256407,-0.013452902,-0.133333343,-0.004424775,0.06561085,0.0047619
0.024590207,-0.225806503,0.105882319,-0.024390221,-0.007951135,0.092465744,-0.007633581,-0.014094925,0.002570661,-0.045454609,0.040133741,0.044444402,0.027600873,-0.028435993
-0.011555566,0.074404764,-0.042553214,-0.100000024,-0.009864356,-0.087774284,-0.046153804,0.091045902,-0.020512786,-0.038095203,-0.035369742,0.06382983,-0.057851281,-0.058536589
0.067446044,-0.096952885,0.052777795,0.083333389,0.052303872,0,0.112903213,0.115172419,0.036649211,0.019801962,0.016666651,-0.107999992,0.039473647,-0.025906712
-0.022746378,0.042944818,-0.076517141,0.025641001,0.007100642,0.003436423,-0.057971046,-0.037105775,0.065656549,0.038835031,-0.090163889,0.09417042,-0.016877622,0.026595719
