CHRD,SOBR,BRTX,DUOT,LRMR,UONE,OXBR,OMI,GENE,WIMI,ODV,PRTG,INLX,UGRO,BACK,ATXG,IVT
0.076923121,0,0,-0.035456203,0,0.097560978,-0.111617366,-0.019580347,-0.010526356,0,0,-0.076190476,0,0,-0.018518472,0,0
0.035714252,0.016129032,-0.5,-0.028330559,0,-0.06666669,0.025641079,-0.048502142,-0.026595746,0.032504795,0,0.020618557,0,0,-0.025157248,0,0
1.310344952,-0.047619048,0,0.102891575,-0.015853673,-0.039682502,0.024999976,0.056971576,0.005464502,-0.022592632,0,-0.04040404,0.640000025,0,-0.032258065,0,0
-0.08955224,0,1,0.092418581,0.001239215,-0.074380191,0.01219511,0.03829791,-0.010869503,-0.010989028,0,0.094736842,0.219512176,0,-0.053333367,0,-0.043478261
-0.131147608,-0.066666667,-0.5,0.089999962,0.012376225,0.071428609,0.059036176,0.064207561,0.027472526,-0.001915661,0,-0.038461538,0,0,-0.021126708,0,0
0.075471743,0.125,0,-0.003669721,-0.048899781,0,-0.046643923,0.007702136,-0.016042841,0.003838768,0,0,-0.224999984,0,0,0,0
0.105263163,-0.349206349,0,-0.011049714,0.008997467,0.1,0.003579977,-0.020382185,0.043478324,0.003824088,0,0.1,0.032258084,0,0.129496346,0,0
0.111111101,0.146341463,0,-0.001862151,0.025477682,0.03787875,0.004756252,-0.079323716,-0.026041666,0,0,0,-0.031250019,0,-0.07006368,0,0
-0.142857094,0.170212766,0,0.026119377,-0.018633522,0,0.011834308,0.039548075,0.09625664,-0.070476169,0,0,0,0,0.041095874,0,0
0.04999995,0.090909091,1,0,0.035443033,-0.087591244,0.029239738,0.091032463,-0.004878067,-0.045082021,0,0.036363636,0,0,0.011842126,0,0
-0.047619003,-0.083333333,-0.5,-0.04199999,0.02689481,0,-0.034090877,-0.06973846,0.151960806,-0.049356229,0,-0.078947368,0,-0.100000024,0.072821861,0,0
-0.0666667,0,1,-0.07420768,0.061904818,-0.007999992,0,-0.125836648,-0.021276596,0.004514669,0,0.095238095,0,0,0.018181849,0,0
-0.035714252,0,0,-0.024190151,0.003363185,0,-0.005882347,0.071975404,-0.039130418,0,0,0.095652174,0,0,0.035714269,0,0
0.111111111,0.181818182,0,0.099369653,-0.033519522,0.04838705,0.124260303,-0.035714232,-0.045248868,0.022471997,0,-0.03968254,0,0,-0.017241408,0,0
-0.1333334,-0.061538462,-0.5,-0.022549214,-0.011560682,0.007692301,0.03157898,0.0740741,0.014217973,0.043956,0,0.016528926,0,0,-0.011695877,0,0
-0.076923064,0.31147541,0,-0.023460389,0.019882994,0.068702319,0.040816287,-0.07448277,0.014018745,0.031578967,0,0.016260163,0,0,-0.017751509,0,0
-0.145833322,0,0,0.001001024,-0.013761428,-0.00714285,-0.104901956,0.010432223,-0.027649786,-0.048979641,0,0.064,0,0,-0.060240965,0,0
-0.024390221,0,1,-0.035999966,-0.0523256,-0.064748226,0,0.029498534,0.123222765,-0.042918415,0,-0.060150376,-0.010752729,0,-0.01282048,0,0
0.099999978,-0.3125,0,-0.076763558,-0.00858892,-0.046153804,0.019715232,-0.021489978,0.029535816,0,0,0.104,-0.04347822,0,0.077922044,0,0
0.318181787,0.090909091,-0.5,0.067415776,0.039603892,0.04838705,-0.033297549,0.114202057,0.032786933,0.011210805,0,-0.02173913,0,0,-0.024698786,0,0
-0.08620692,0,1,-0.080000024,-0.029761877,-0.115384601,-0.017777748,-0.005256231,-0.023809538,0.028824752,0,0.014814815,0,0.111111141,-0.011735633,0,0
0.037735928,-0.083333333,-0.5,0,0.089570569,0.139130409,0.033936619,0.07265505,0,-0.049568971,0,0.04379562,0,0,0.043749968,0,0
-0.05454551,0,0,0.029748311,-0.016891876,-0.068702228,-0.048140012,-0.014778179,-0.004065056,-0.124716547,0,-0.020979021,0,0,-0.03592813,0,0
-0.019230752,0,0,-0.012888908,0.248568157,0.065573706,0.034482726,-0.081250024,-0.020408163,-0.036269396,0,-0.035714286,0,0,0.006211164,0,0
0.03921565,0,0,0.035569562,0.055045817,-0.015384601,0.022222268,0.001360623,-0.162499984,0.045698945,0,0.037037037,0,0,0.006172902,0,0
-0.037735815,0.109090909,0,0.004347822,0.008695644,-0.023437478,-0.021739174,0.048912874,0.024875621,-0.03084836,0,-0.071428571,0,0,-0.024539892,0,0
-0.058823533,0.31147541,0,-0.009523739,-0.146551691,0.047999954,0.110000044,0.003885987,-0.009708775,-0.031830209,0,-0.038461538,0,-0.100000024,-0.025157248,0,0
-0.041666628,-0.2625,0,-0.002185365,11.4242425,0,0.001000988,0.023225853,0,0.013698617,0,0.016,-0.045454609,-0.011111101,-0.006451596,0,0
0.086956502,0,0,0.029347312,0.152845535,0.007633672,0.019999981,-0.011349299,0.029411784,-0.032432466,0,-0.05511811,-0.107142817,0,-0.019480552,0,0
0.059999943,0,0,0.059574515,0.181946394,-0.00757584,0.004901956,-0.025510092,-0.03333337,-0.030726228,0,-0.016666667,0,0,0.019867584,0,0
0.075471743,-0.050847458,0,-0.01807232,-0.045346075,0.022900834,-0.10146339,-0.009162331,0.019704509,-0.023054733,0,-0.06779661,0,0.123595524,0.032467532,0,0
-0.017543843,0.017857143,0,0.002454005,-0.081250012,0.492537276,0.085776326,0.030383012,0,0.00294985,0,-0.99,0.066666667,0,0,0,0
1.249999973,0.192982456,0,0.068339462,0.022448975,-0.029999971,0.039999962,0.011538515,-0.028985525,0.014705868,0,80.81818004,0,0,0.069182373,0,0
0.619047601,-0.969999999,0,0.027305733,0.025948127,0.067010243,0,0.155893561,0.049751243,-0.011594192,0,0.222222222,0,0,-0.029411765,0,0
-0.230392117,29.88235221,1,-0.003717468,-0.011673171,-0.033816394,0.009615376,-0.066886047,0,0.032258033,0,0.068999967,0,0,0.315151484,0,0
-0.229299365,0,0,-0.057835809,-0.049868782,-0.069999993,-0.047619004,-0.076380758,0.028436037,0.056818196,0,0.020494972,0,-0.120000005,-0.156681984,0,0
-0.190082654,0,-0.5,-0.048514921,-0.023480608,-0.188172054,0.049999952,-0.0712468,-0.059907885,-0.037634437,0,-0.020833333,0,-0.420454553,-0.169398958,0,0
0.204081556,0,0,0.028095782,0.053041017,0.218543076,0.14285724,-0.000959326,0.044117629,-0.016759761,0.02419359,-0.063829787,0,0,0.032894738,0,0
-0.008474569,0,1,0.091093078,0.024177277,2.554347741,-0.0333334,0.026063186,-0.018779325,0.005681813,0,0.090818162,0,0,0.038216627,0,0
0.051282106,0,0,-0.079777336,-0.003278701,3.157492461,0.008620682,0.025401087,0.019138738,-0.019773993,0,-0.08334028,0,0,0.085889505,0,0
-0.073170758,0.157142892,0,-0.010080684,0.014473702,-0.532548739,0.170940218,-0.039113478,-0.014084472,0.014409208,0,-0.004454931,-0.002499998,0,-0.039547995,0,0
-0.026315765,0.234567864,-0.5,0.130346306,-0.027237359,0.966955148,-0.029197052,-0.014925343,0.023809524,-0.008522719,0,0.043835644,0,0.96078435,-0.094117632,0,0
-0.099099111,-0.053333321,1,-0.145946017,-0.095999972,0.451999969,0.225563867,0.011019267,-0.027906994,-0.002865327,0,-0.077865278,0,0,-0.00649349,0,0
-0.00999999,0.042253495,0,0.069620341,0.026548646,-0.466666639,-0.239263796,-0.032697564,0.047846891,0,0,0.020872836,0,0,0,0,0
-0.030303061,0,-0.5,-0.041420124,-0.070402334,0.341425542,-0.024193525,0.029577497,0.027397278,0.040229846,0,-0.000185842,0,0,0.026143723,0,0
-0.187500012,-0.155405395,1,0.026748896,0.023183941,-0.042356508,0,-0.038303604,-0.053333367,0.005524923,0,-0.001487299,0,0,-0.089171913,0,0
0.076923083,0,0,-0.004008012,0.060422976,-0.11540011,-0.049586827,0.048364026,-0.046948358,0.0164835,0,-0.04580151,-0.245614039,0,0,0,0
-0.047619004,0.16,-0.5,0.00603626,-0.074074072,-0.056818182,-0.113043476,-0.020352647,0.009852255,-0.054054066,0,0.033170747,0,0,-0.041958112,0,0
0,0,0,-0.05,0.022307689,-0.131084304,-0.019607825,0.052631412,0.214634128,-0.019999981,0,0.038715755,0.063122943,0,-0.007299252,0,0
-0.062500014,0,0,-0.031578967,-0.033107568,0.123128077,0.399999976,0.002631654,-0.084337366,0.005830898,0,-0.049181851,0,0,-0.080882336,0,0
0.026666641,0,0,0.069565256,0.042801496,-0.030617325,-0.178571432,-0.007874051,0.017543927,-0.002898548,0,-0.020938855,0,0,-0.025599976,0,0
-0.025974002,0.034482759,1,-0.039634181,-0.035074577,-0.018339211,-0.034782576,-0.026455019,0.038793086,0.008720922,0,0.000976548,0.406249979,0,0.001641969,0,0
-0.026666641,0,0,0.0016931,-0.087393665,-0.013492487,0.126126112,0.039402253,-0.074688843,0.020172891,0,-0.009756098,0,0,0.032786907,0,0
-0.027397315,0.163333284,0,-0.027466648,-0.011864436,-0.063124711,-0.111999989,-0.011764789,0.03139017,-0.005649712,0,-0.01773402,0.022222201,0,0,0,0
0,-0.134670472,-0.5,0.032804696,0.018010295,-0.107243116,-0.027027001,0.019841264,-0.004347843,-0.005681813,0,-0.007021033,0,0,-0.03968254,0,0
-0.084507048,0.158940426,1,-0.013462374,-0.012636868,-0.115723223,-0.018518611,-0.040207486,0.052401781,0.097142833,0,0.054040389,0,0,-0.024793326,0,0
0.061538497,0,-0.5,-0.015778226,-0.03967578,0.107396816,0.028301974,-0.016216224,-0.024896281,2.809895948,0,0.030186886,0,-0.100000024,0.008474554,0,0
-0.02898548,0,1,-0.001299836,0.061750305,-0.104688513,0,0.010988994,-0.025531931,0.691045767,0,-0.055999969,0,0,0.033613466,0,0
0.014925359,0,-0.5,-0.010846028,-0.020920502,0.025825009,-0.036697321,0.040760857,-0.013100404,-0.289005646,0.417322864,-0.039318145,-0.343478251,0,0.016260121,0,0
0.088235297,0,1,0.021929804,0.019658162,0.034965034,0.019047715,0.036553564,1.508849549,-0.065946551,0,0,0,0,0.04799998,0,0
-0.027027001,0,-0.5,-0.034334732,-0.002514726,-0.043918957,0.028037355,0.025188969,0,0.094948231,0,0.051389909,-0.082781457,0,-0.007633569,0,0
-0.055555583,-0.285714286,0,-0.00888888,0.004201697,0.010600747,-0.0090909,-0.004914027,0,-0.09449688,0,-0.04887807,0,0,0,0,0
-0.014705868,0,0,0.004484301,-0.042677844,-0.013986,0,-0.019753115,-0.239858944,-0.152854548,0,0.012924425,0,0,0,0,0
0.104477599,0,1,0.060267853,0.010489584,-0.021276609,0.045871514,0.813601907,0.120649674,-0.100724661,0,0.053164557,0,0,-0.015384576,0,0
-0.0135135,0.2,-0.5,0.027368445,0.032006909,0.056521719,0.013157882,-0.106249899,-0.049689394,0.061240954,0,-0.057692308,0,0,0,0,0
-0.027397315,0,1,0.006147486,-0.020117411,-0.03497944,-0.004329,0.158508039,-0.06971679,-0.092634796,0,0.066326531,0,0,-0.015625059,0,0
-0.014084494,0,0,0.038696551,-0.015397721,-0.007818028,0,0.00603626,-0.042154548,-0.061924668,0,-0.013875569,0,0,-0.007936488,0,0
-0.028571402,0.329999951,-0.5,-0.019607825,-0.00955696,-0.00859598,-0.016521682,0.037333372,-0.019559976,-0.349687784,0,-0.039301338,0,0,-0.04,0,0
-0.014705868,-0.125313288,0,-0.003999996,-0.021052612,0.013728293,0.078691409,0.037917645,-0.047381491,0.013717408,0,-0.005656541,0,0,0.075000021,0,0
0.074626882,0,1,0.02208838,0.051075242,0.004989355,-0.049180378,0.018575906,0.075916169,0.032476353,0,-0.015644056,0,0,-0.046511607,0,0
-0.055555583,-0.057306593,0,-0.027504978,-0.019607805,-0.007092225,-0.008620682,-0.004863128,0.07055965,-0.066841444,0,0.021671811,0,0,0.016260121,0,0
-0.05882356,0.209726521,0,-0.036363603,-0.043478261,-0.085714272,0.208695665,-0.017715483,-0.05227271,-0.060393235,0,0.03030303,-0.061371869,0,0.04799998,0,0
0.015624985,0,0.500000037,0.099790322,0.018181801,-0.010156259,-0.100719415,0.0578358,-0.02158277,0.074738415,0,-0.058823529,-0.015384601,0,0.007633569,0,0
0.046153896,-0.24623117,0,-0.072245468,0.00714285,0.018153081,0.031999969,-0.022927779,0.009803959,0.164116804,0,0.021041632,0,0,0.196969782,0,0
0.117647033,0,0.6666666,0.029381574,-0.042553152,0.000775212,-0.031007723,-0.14259909,-0.014563162,0.066905666,0,-0.024688821,0,0,0.02531639,0,0
-0.078947373,-0.003333321,0.399999976,-0.01397209,0.016666606,-0.063516631,0.023999977,-0.07298251,-0.034482704,0.077267588,0,-0.002092018,0,0,-0.166666641,0,0
-0.028571402,0.013377939,2.285714274,-0.008097158,-0.043715807,-0.044665009,-0.039062464,-0.034822007,0.048469328,-0.095634105,0,0.016771472,0,0,-0.029629648,0,0
0.05882356,0,0.95652178,0.032653029,0,-0.053679643,-0.048780537,0.080000012,-0.031630153,-0.045976969,0,0.010309278,0,0,0,0,0
0.02777775,-0.372937309,-0.111111111,-0.110671927,0.094285692,-0.024702694,0.564102658,0.076252587,0.025125629,-0.080722899,0,-0.07551022,0,0,-0.030534371,0,0
0.040540501,0.673684249,-0.024999976,-0.059999996,-0.025239336,0.025328374,0.092896149,0.089068774,0.002451037,0.031454753,0,0,0,0,-0.031495984,0,0
-0.038961003,0.003144584,-0.23076925,-0.032860506,0.061607192,-0.003659649,-0.11500001,-0.014869837,-0.034229865,0.019059793,-0.966666667,0,0,0,-0.008130164,0,0
-0.0135135,-0.131661425,-0.166666667,0.014421905,-0.074852844,-0.022038633,-0.107344599,0.051572348,-0.012658228,0.028678246,0,0.078697627,0,0,-0.049180309,0,0
-0.013698617,0.119133604,-0.2,0.0361446,0.038181825,-0.102347346,0,0.001196092,0.100000039,-0.05818182,0,-0.048398682,0,0,-0.017241336,0,0
-0.041666708,-0.048387097,0.549999952,-0.018604743,0.024518365,-0.23326364,-0.120253198,0.01553176,-0.016317034,0.009009031,0,-0.00010755,0.257812539,0,-0.026315834,0,0
0,0,0.516129017,0.016587719,0.008547041,-0.140518382,0.028776951,0.004117539,-0.033175391,0.021683683,0,0.016023288,0,0,0,0,0
-0.057971046,0,-0.106382983,-0.032634002,0.007627131,-0.085714277,-0.090909091,-0.014059818,0,0.059925035,0,0.005503775,0.009316761,0,0.009008986,0,0
-0.076923006,0,0.166666742,0.007228851,0.017661903,-0.12847226,-0.007692301,0,0.00490198,-0.078916327,0,-0.005263158,0,0,-0.026785647,0,0
0.0333333,0,1.489795831,-0.031100393,0,-0.173306751,0.007751931,0.001188388,0.102439043,-0.003836344,0,0.111111111,0,0,0.009174288,0,0
0.032258034,0,-0.278688498,0.038271537,0.000826386,0.081927631,0.015384693,0.017804321,0.013274302,-0.0308087,0,-0.024380929,-0.092307678,-0.311111088,0,0,0
-0.031249971,-0.06779661,0.284090903,-0.024970278,-0.012386426,-0.131403053,-0.075757591,0.007580055,-0.067685557,0.00132447,0,-0.014057032,0,0,-0.036363659,0,0
-0.032258034,0,0.566371722,0.014634133,0.006688957,0.076923002,0.02459014,-0.00578698,-0.056206124,-0.010582001,0,-0.009009937,0.203389795,0,-0.037735814,0,0
0,0.072727273,0.327683559,0.009615376,-0.02076412,-0.030952296,-0.031999969,-0.036670697,-0.009925502,-0.024064148,0,-0.010890163,0.126760579,0,0,0,0
-0.0666667,0,0.459574436,-0.0047619,0.044105213,-0.095823118,-0.074380191,0.001812856,0.032581433,-0.061643873,0,0.004949473,0,0,-0.029411752,0,0
-0.053571484,0,-0.215743434,0.021531138,-0.032493953,-0.067934781,0.044642814,-0.010856531,-0.021844697,0.033576646,0,-0.035179416,0,0,-0.002020248,0,0
0.037735928,0,-0.345724884,-0.035128828,-0.009235907,0.227405235,-0.025641002,0.055487751,-0.047146346,-0.009886963,0,0.042816967,0,0,-0.084008091,0,0
