KNW,LIXT,DVAX,CHCI,BHRB,ISDR,MRKR,PRTG,SMTI,SGRP,QUBT,LFMD,NEPH,CYTH,SCWO,WFCF,DYAI,MITK,CTSO,HGBL
0.105263158,0.333333396,0,0.97297309,0,2.000000336,0,0,0.013513514,0,0,0,-0.049999979,0,-0.090909078,0,0,0.04166669,0.038461538,0
0,-0.044117674,-0.084848462,0.123287597,0,-0.333333408,-0.416666667,0,0,0,0.055555556,0.062500014,0.052631555,0,0.099999984,0,0,0,-0.148148148,-0.25
-0.047619048,0,-0.026490103,-0.085365817,0,1.399999785,0.285714286,0,0,0.179999948,0,0,0,0,0,0,-0.1333334,0,0,0
0,0.153846154,-0.081632641,-0.173333304,0,-0.583333296,-0.111111111,-0.15,-0.04,-0.152542335,-0.073684211,-0.264705903,0,0,-0.151515154,0,0,0,-0.086956522,0
0,0,0.029629601,-0.290322623,-0.000740617,-0.100000047,0,0,-0.027777778,0.179999948,0,0.4,-0.049999979,0,0,0,0,-0.480000019,0,0
0,-0.320000013,-0.035971224,-0.159090916,0,0.666666941,-0.25,0,-0.028571429,0,-0.005681818,-0.257142884,-0.184210556,0,0,-0.099999977,0.38461549,0,0,0
0,0,-0.037313434,0.405405492,0,-0.533333345,0,0,0.088235294,0,0.034285714,0.115384693,0.129032274,0,0.035714337,0.111111083,-0.277777833,0,0.047619048,0
0,0.274509828,-0.062015447,0.038461501,0,0,-0.333333333,0,-0.121621622,0,-0.027624309,0.103448256,0.114285666,0,-0.034482807,-0.374999991,0.230769248,0.038461618,0,0.199999968
-0.2,-0.061538476,-0.041322313,-0.166666635,-0.017790975,0,0.25,0,-0.076923077,-0.008474569,0.022727273,-0.062500014,-0.051282032,0,0,0.519999995,-0.187500012,-0.185185222,-0.090909091,-0.166666645
0,0.065573787,0.112068896,-0.066666677,-0.018868606,0,0,0,0,0,0.111111111,0.166666667,0,-0.5,0,-0.315789478,0.076923121,0.136363643,0,-0.266666651
0,0,-0.108527105,0.023809501,0,0.714285412,0,0,-0.083333333,0,0,0,-0.108108065,0,0,0.46153847,0.071428609,0,-0.2,-0.181818221
-0.25,0,-0.017391288,0.023255792,0.019231477,0,0,-0.058823529,-0.054545455,-0.145299114,0,0,0,0,0.07142859,0,0,0,0,0
0,0,-0.026548689,0.068181832,0,-0.333333296,0.2,0,0.019230769,0,0,-0.142857143,0.121212067,0,0,-0.157894779,-0.0666667,1,0.625,0
0,0,0.118181836,-0.021276576,0,0.250000042,-0.333333333,-0.1875,-0.018867925,-0.100000024,0,0,0.216216244,0,0,0,0,-0.580000013,0,0.022222268
0,0.076923077,-0.048780518,-0.130434805,-0.011320894,-0.600000013,0.25,0.153846154,0,-0.044444403,0,-0.099999984,-0.044444426,0,0,0,0,0.333333381,0,0.630434753
0.333333333,0,0.051282085,-0.049999953,0,0,0.4,0,0,0,0,0.037037001,-0.093023313,0,0,0,0,0.071428609,-0.384615385,-0.026666641
-0.25,0,0.040650406,-0.184210524,0,1.500000084,0,-0.066666667,0.115384615,-0.023255861,-0.05,-0.142857094,0.02564107,0,-0.050000032,-0.124999976,0,0,0,0
0,0,-0.031250044,-0.129032295,-0.007634138,-0.100000047,-0.142857143,-0.285714286,-0.010344828,0,-0.026315789,0,-0.075000021,0,0.017543927,0,0.071428609,0,0,0
0,-0.142857143,0.314516108,0,0,-0.555555547,0,-0.3,0.167247387,-0.047619004,0,0.1666666,0.081081106,-0.25,-0.051724169,-0.107142834,-0.2666667,-0.0666667,0,-0.041095932
0,-0.166666667,-0.128834327,-0.111111132,0.138462186,-0.250000042,0,0.857142857,0.050746269,0,0.054054054,0.035714337,0.049999979,-0.333333333,0,0,0.272727285,0,0.5,0
0,0,0.056338042,1.04166677,0,-0.333333296,0.166666667,-0.384615385,-0.019886364,-0.099999978,0,0.172413787,-0.238095243,0,0,0.200000072,-0.214285722,0,0,0
0,0,0.006666692,0.163265286,0,1,-0.142857143,0.25,0,0,0,0,-0.031249988,0,0,0,0.272727285,-0.250000027,-0.333333333,-0.34285712
0,1.020000076,-0.132450328,-0.157894765,-0.121622121,0,0,0,0,-0.097222291,-0.046153846,0.029411736,0.290322598,0.5,0.07272729,0,0,0,0,0
0,-0.108910925,-0.038167938,-0.166666655,0.100000378,0,0,-0.4,0,-0.169230706,0.021505376,0,-0.125,0,-0.067796625,0,-0.142857166,0,0.25,0.521739077
0,-0.444444444,-0.023809538,-0.075000015,-0.003496131,-0.250000042,0,0.666666667,0,0.481481445,0.026315789,0,0.142857143,0,0.090909091,0,0,0.047619075,-0.4,-0.014285701
0.166666667,0.039999962,-0.016260147,0,-0.017544179,-0.333333296,0,-0.65,0,-0.350000034,-0.102564103,0,-0.025000042,0,0,0,0,0.318181787,0.666666667,0
0,0,0,-0.189189199,0,0,0,1.285714286,0,0,0,-0.314285687,-0.051282032,0,-0.083333333,-0.066666747,0,-0.275862071,0,0
0,0,0.041322313,0.133333439,0,0,0,-0.125,0,-0.038461503,0,-0.1666667,-0.054054032,0,-0.309090918,-0.285714278,0,0,-0.6,0
0,0,0.142857078,-0.029411835,0.017857474,0,0.5,0,0,0,0.028571429,0.75,0.285714286,0,0.578947388,0.500000113,0.166666698,0,0,0
0,0,-0.062499975,-0.030303002,0.017543865,0,-0.444444444,-0.142857143,0,-0.339999974,0,-0.028571401,-0.066666686,0,0,-0.166666717,-0.5,0,0,0
0,0,-0.170370384,-0.062500047,0,0,0,-0.166666667,0,0.606060456,0,-0.411764722,-0.047619028,1,0.083333333,0,0.428571444,0,0,0
0,0,0.07142859,-0.066666606,0,0,0,-0.4,-0.072463768,0.132075578,0,0,0,-0.166666667,-0.292307707,0,0,0,0,-0.01449274
0,0,0,0.107142875,0,0,0,0.333333333,0,-0.18333335,0,0.700000048,-0.574999995,0.2,0,0.200000072,0.59999994,0.047619075,1.5,-0.558823517
0,0.153846196,0.025000016,0.096774208,0,0,-0.2,-0.25,0,0.102040839,0,0,0.941176496,0,0,0,-0.062499942,-0.04545457,0.1,0
0,0,0,-0.147058877,0,-0.5,-0.25,0.7,-0.0625,-0.111111166,0,0,0.090909114,-0.166666667,0.02173911,0,-0.4666667,0,0,0.3333333
0,0,-0.796747971,0,0,0,0.666666667,0,0,0.04166669,0,-0.117647084,0.027777706,0,0,0,0.624999977,0,0.181818182,-0.249999981
0,0,0.319999981,-0.034482726,0.241379076,1,-0.4,0,0,0,-0.166666667,0,-0.189189171,-0.2,0.234042644,0,-0.384615376,0,-0.153846154,0
0,0,-0.151515154,0,0,0,1,-0.411764706,0.1,0,0,-0.166666667,0.100000028,0,-0.137931063,0,0,-0.047619004,-0.272727273,0
-0.285714286,0,-0.07142859,0.035714251,0,0,0,0,0,0.100000024,0.22,0.280000019,-0.787878787,-0.25,0,0,0,0,0,0
0,0,-0.038461503,0.06896557,0,0,-0.333333333,0,0,0,0,-0.437500023,2.714285541,0,0,0,0,-0.20000003,0,0
0.5,0,0.039999962,0,-0.188888999,-0.5,0,0.666666667,0,0,0,0.777777851,-0.076923046,0,0,0,0.250000047,0,0,0
0,0,0.153846196,-0.096774208,0,0,0,-0.2,0.045454545,0,0,0,0.500000044,0,0,0,0,0,-0.125,-0.30000005
0,0,0,0.071428502,0,0,0,1,0,0,0,0,0.111111059,0.333333333,0,0.166666566,0.099999978,0,0,0
-0.333333333,0,0.066666683,-0.033333303,0,1,0,0.125,0,0,-0.043715847,-0.437500023,-0.200000021,-0.25,0,0,-0.090909072,0,0,0
0,-0.166666667,-0.062500014,-0.034482726,0,0,0,-0.055555556,0.260869565,0,0,0,0.187500058,0,0.2,0,0,0.562500035,0.142857143,0.142857153
0,0,-0.066666683,-0.107142875,0,0,1,0.058823529,0,-0.254545477,0,0.777777851,-0.605263167,0,-0.169999997,0,0,0,0,-0.041666628
0.3,0,0,-0.04000003,0,0,-0.375,0,0,1.073170808,0,0,-0.466666681,0,-0.008032121,0,0,-0.399999976,0,0
0,0,0.07142859,0.041666699,0,-0.5,0,-0.111111111,0,0.047058777,0,-0.125000028,0.374999983,0,0.012145737,0,0,0,0,0
0,0,-0.099999984,0,0,0,0.6,-0.25,-0.154022989,-0.528089895,-0.142857143,0,0.363636416,0,0,0,-0.20000003,0,0,0
0,0,0.07407409,0,0,0,-0.375,-0.333333333,0,0.142857153,0.133333333,-0.035714252,-0.133333347,0,-0.060000038,0,0,0,0,0
0,-0.7,0,-0.120000022,0,0,0,0,0,-0.041666628,0,0,-0.076923046,0,-0.021276576,0,0,-0.20000005,-0.125,0
0,2.666666667,-0.034482807,0,0.871794922,0,0,0,-0.048913043,0,0,-0.07407409,-0.166666681,0,0,-0.142857069,0.12500007,0,-0.571428571,0
0.076923077,0,-0.07142859,0.090909084,0,0,0.8,0,0,0.413043401,0,0,-0.399999989,-0.333333333,0,0,0,-0.249999953,1.033333302,0
0,0,-0.153846104,0,0.109589083,1,-0.444444444,0.5,-0.014285714,0,0,0,1.166666593,0,0,0,2,0,-0.344262285,-0.130434785
-0.214285714,-0.363636364,0,0.041666699,0,-0.5,0,0,0,0.061538497,0,0,-0.230769218,0,0,0,0.037037,0.333333251,0,0
0,0.428571429,0,0,0.04938293,0,0,0.333333333,0,0,0,-0.24000001,0.200000021,0,0,0,-0.571428583,0.083333318,0,0
0,0,-0.318181833,-0.319999967,0,0,0.8,0,-0.130434783,-0.057971046,0,0,-0.166666681,0.5,-0.108695654,-0.066666747,0,-0.153846127,-0.25,0
0,0,0.066666683,0.235294082,-0.02941198,0,-0.555555556,-0.25,0,0,-0.176470588,-0.052631592,0,-0.333333333,0,-0.428571444,0,-0.090909072,0,0
0,0,0.562499977,0.190476167,-0.018181801,0,0,0,0,-0.292307654,0.214285714,0,0,0,0,0.875000212,0,0.199999955,0.333333333,0
0,0,0,-0.04000003,0,0,1.25,0,0,0.413043401,0,0,0,0,0.048780559,-0.433333353,0,0,0,0
0,0,-0.039999962,0.083333398,-0.103703798,0,-0.555555556,-0.5,0,0.061538497,0,0.05555557,0,0,0.046511581,0.64705874,0,-0.333333333,0.25,0
0,0,0,-0.038461566,0,0,0,2,0,0.159420311,0,0.052631592,0,0,-0.08888891,0,0.083333318,-0.124999977,-0.2,0
0,0,0,-0.159999984,0.101928541,0,0,0,0,-0.099999978,0,0,-0.200000021,0,0.219512223,-0.357142834,-0.076923064,0,0,0
-0.454545455,0.019999981,0.041666625,-0.142857166,0,0,0,-0.444444444,0,0,-0.005882353,-0.050000012,0.250000033,0,-0.080000019,0.111111083,-0.166666636,0,0,0
0,0,0,0.277777799,0,0,0,0,0,-0.305555583,0,0.473684204,-0.200000021,0,-0.04347822,0,0,0.142857112,0,0
0,0.372549045,-0.039999962,0,0,0,0.5,0,0,0.559999943,0,0,0,0,0,0,0.500000037,0,0,0
0,0,0.041666625,0.086956512,0.062500168,0,-0.333333333,0,0,0,0,0,0.250000033,0,0,0,0,0.12500007,0,0
0,-0.071428571,0,0.04000003,0,0,0,0.1,0,-0.038461503,-0.142011834,0,-0.200000021,0,-0.06818186,0,0,0,1,0
0,0,-0.039999962,0.038461501,0,0,0,0.454545455,0,0,0,-0.035714252,0.250000033,0,-0.024390221,0,0,-0.22222225,0.125,0.049999952
0,0,0.083333251,-0.148148134,0,0,0,-0.1875,0,0,0.172413793,0,-0.200000021,0,-0.050000012,0,0,0.714285669,0.111111111,-0.33333331
0,-0.015384601,0.038461595,0.043478219,0,0,0,-0.230769231,0,0,-0.117647059,0.037037001,0.125000083,0,-0.078947357,-0.349999996,0,0,0,0
0,0,0.037037001,0.041666699,0,0,-0.25,0,0,0,0.133333333,0,0.111111059,0,0.148571423,0.230769177,0,-0.416666651,0.7,0
0,0,-0.107142842,0.120000022,-0.044117923,0,-0.333333333,0,0.083333333,0,0,-0.321428568,-0.099999958,0,-0.12935323,-0.124999976,0,0,0,0
-0.166666667,0.062500014,0.039999962,-0.071428563,-0.036922946,0,0.5,0.4,0,-0.039999962,-0.035294118,0.421052675,0,0,0,0.357142888,0,0,0,-0.142857166
0,0,5.692307791,0,0,1.999999832,0,0.142857143,0,0,-0.054878049,0,0.111111059,0,0.485714231,0.578947468,0,0.428571444,-0.235294118,0
0,0,-0.114942531,-0.076923132,0,0,-0.333333333,-0.25,0,-0.097222291,0,0,0.5,0,-0.307692301,0,-0.20000005,-0.300000007,0,0.166666698
0,0,-0.3051948,-0.041666628,-0.06964827,-0.666666648,0.5,0,-0.061538462,-0.2,0.083870968,0,-0.199999986,0,0,-0.033333373,0,-0.142857166,0.076923077,0
0,-0.147058819,-0.186915891,0.043478219,-0.004120983,0,-0.333333333,-0.166666667,0.06557377,0.153846242,-0.077380952,0,-0.083333385,0,0,0,0,0,-0.357142857,0
-0.8,0,0.114942531,-0.249999982,-0.041379479,0,0.5,0.2,0.030769231,0.0333333,0,0,0.181818208,0,0,-0.4137931,-0.083333318,0.166666698,0,0
0,0,-0.092783468,0,0,0,0.333333333,0.166666667,0,0,0,0,-0.153846173,0.5,-0.027777752,0.764705945,0.272727285,-0.142857166,0,-0.142857166
0,0,-0.03409093,0.111111101,0,0,0,-0.071428571,0,0.20967741,-0.096774194,-0.296296318,0,0,0,-0.433333353,-0.071428609,0.166666698,0.333333333,0.166666698
0,0,-0.105882364,-0.099999991,0.032373894,0,-0.25,0.230769231,0,0,0,0.31578949,-0.090909056,0,0,-0.529411801,0,0,-0.25,-0.142857166
3,0,0.052631592,-0.055555503,0.114982756,0,0,0.375,0,0,0,0,0,-0.333333333,0,2.750000423,0,-0.142857166,0,0.250000078
