YOTA,MNTN,RENE,TGAA,PLAO,CLRC,RFAC,THCP,AITR,SVII,LATG,ATMV,GDST,ALCY,FORL,IPXX,TLGY,SKGR,DUET,ENV,FTEL,BMR,SEZL,INSG,SWIN,NVAC,IROH,CSLM,NOVV,DAVE,LUNR,DJT,IBIO,AQU,DRUG,ATER,MBRX,TECX,HOLO,IVCP,ESHA,MARX,CBRG,VMCA,AY
0,0,0.000887247,-0.004385898,0,0,0.000905818,0,-0.000965181,-0.001795373,0,0,0,0,0,0,0,0,0.001800221,-0.001279764,-0.131396264,0.08064518,0.072317077,0.011650474,-0.017948762,0,0.000993964,0,-0.010655747,-0.022563785,0.017241363,-0.064203833,0.01449274,0,0.03431841,0.255980913,0.020289835,0.035153764,-0.140875103,0,-0.00191209,0.010194593,0,-0.002697775,-0.000907874
-0.000911598,0,-0.000443273,0,-0.00043699,0,0,0,0.000289788,0,0,0,0,0,0,0,0,0.000899868,0,0.002562868,-0.100355225,-0.026119466,0.003298088,0.023032607,-0.018276745,0,-0.000992977,0,0.000828519,0.013716957,-0.067796614,-0.108358279,0.0047619,0,0,0.070476169,0,-0.001212884,0.019875757,0,-0.001915661,0,0,-0.005410146,-0.002726009
0,0,0.002217346,0.039647559,0,0,0,0.00302225,9.66E-05,0.000359686,0,0,0,0,0.000913263,0,0,-0.000269735,0,-0.023326395,0.006910201,0.076628374,0.008274719,0.201688612,-0.015957432,0,0,-0.0008897,0,-0.006930663,0.057575776,0.010076392,-0.047393322,0,-0.032258142,-0.096085404,-0.019886345,-0.034608362,0.125456727,0,0.000959715,-0.011926529,0,0,-0.001822365
0.003649632,0,-0.001769952,-0.021610179,0.001311709,0.003481285,0.003619906,0,-0.000386296,0.000539421,0,0.000906639,0,0,0,0,0.000873382,0.002697818,0,0.016194959,-0.08921567,-0.016014178,-0.000674509,-0.093676871,-0.035135166,0,0,0.000890492,0,-0.003323376,0.106017159,-0.040810224,-0.029850718,0,0.047619118,0.086614186,0.034782575,-0.003773551,-0.035714278,0.000914098,0,0,-0.000878755,0.004562208,-0.001369269
-0.000909112,-0.002661995,0,-0.012559589,0,0,0,0,0,0,0,0,0,0.000932768,0,-0.000943418,0,-0.000896796,0,0.017385735,0.053103678,0.030741337,0.014737288,0.006890605,-0.075630248,0,0,0,0,0.017005676,-0.054404095,-0.019855001,0.0102564,0,-0.027272701,-0.005434821,0.016806774,-0.009469733,0.066217751,0,0,0,-0.005276998,0,0.006855646
0.004549608,0.003558716,0,0.00789475,0.001746765,0,0,-0.005178937,0.000966114,0,0.001755883,0,0,0.001863976,0,0.001888527,0.00087262,0,0,-0.002056979,0.100851821,-0.043859651,-0.002993311,-0.06330195,-0.0030303,0,0,0,0,-0.001311505,-0.016438405,-0.062057887,-0.025380747,0,-0.018691681,-0.027322336,-0.038567521,0.003824119,-0.157894737,0.000913263,0,0,0,0.001746765,-0.002269684
0,-0.001950298,0.000886545,-0.016536082,-0.00087186,0,0.000901734,0,0,0,0,0,0,-0.000930254,0,0,0,0.001346444,0,0.002853977,-0.000619018,-0.001834817,-0.008006241,-0.016438297,0.024316087,0,0,0,0,0.049901527,0.022284168,0.039424053,0.015625048,0,0,-0.04868918,-0.041547272,0.021587311,0.022500038,0.00091243,0,0,0,-0.004359214,0.000454969
0,0,0.00088576,0.013274302,0,0,0,0.003312901,0,0.001796901,0,0,0,0,0,-0.000942439,0,-0.00044824,0,-0.015335988,0.005264731,-0.027573547,0.067593306,0.00278549,-0.038575632,0,0,0,0,0.081613529,0.029972723,-0.013852245,-0.0051282,0,-0.023809502,0.027559029,-0.027802671,-0.009322596,-0.015892434,0.000911511,0,0,0,0.003502624,0.000454763
0,0,0.000442488,0,0,0,0,0,-0.000965181,0.000269082,0,0,0,0,0,0.000943328,0,0.000448441,0,-0.009312749,-0.087492247,-0.009451832,-0.139227161,0.016666606,0,0,9.93E-05,0.0026691,0.001655667,0.002890965,0.037037065,-0.036789311,0.020618536,0,-0.024390221,-0.011494242,0.042435427,-0.006900857,-0.203726746,0.000910768,0.003835087,0.00278549,0,0.00087262,0.002272693
-0.000452909,0,0,-0.013100404,-0.00043631,0,0,0.000943328,0.000966114,-0.002062204,0,0.001811636,0,0.00046556,0.001824772,0,-0.001743719,0.00044824,0,-0.00081036,-0.021269448,0.038167995,0.002439582,0.054644846,0.06172841,0,0,0,0,0.047564185,0.068877545,0.036805604,0.090909124,0,-0.040000021,0.034883781,0.165191718,0.038534467,0.037441537,0,0,0.005555506,0,-0.00087186,-0.002721064
-0.001359256,0.001065916,0.001326793,-0.001769952,0.006547343,0,0,-0.005654992,0.000675673,0.002695394,0,0.000904094,0,0.00139603,-0.001821449,0,0.001746765,-0.000896078,0,-0.000973258,0.034839608,0.022058802,0.065709437,0.057858383,0.005813948,0,0.002882445,0.000887247,-0.008264494,0.025041273,0,0.034494265,0.129629611,0,0.003125022,0.033707832,0.101265785,0.030413624,-0.075187969,0,0,0,0,-0.004363018,0.002728489
-0.000907462,-0.000887332,0,0,0,0,0,-0.000947889,-0.000675217,-0.00179207,0,0,0,-0.000929389,0,0,-0.00087186,0,0,0.0040591,0.021666654,-0.044964029,-0.022036998,0.000816345,0.002890171,0,0,0,0,0.034630897,0.033412856,0.313693837,-0.065573804,0.001818223,0.059190012,0.01449274,-0.028505764,-0.017119298,0.039024352,0,0,0.003683238,0,0.004382138,-0.001360489
0.000908286,0,0,0,0,0,0,-0.001897486,0.001930546,0,0.000876444,-0.00180664,0,0.000930254,-0.00091243,0.000942529,0,0,0,-0.004527794,-0.011419262,0.080979253,0.066549876,-0.011419277,-0.002881842,0,0,-0.000886461,0,0.081473776,0.039260988,-0.090931549,-0.05701749,0,0.225490219,0.139285754,0.005679169,0.032432488,-0.051643182,0,0.000955041,0,-0.004420883,0.00087262,0.000908286
0.000907375,-0.00088812,0,0,-0.00433653,0,0,0,-0.004816974,0.000897601,0.000875677,0.002262409,0,0,0.000913263,0.000470821,0,0.000896882,0.003593887,0.000974619,-0.116501613,-0.057491278,-0.014778309,-0.061881189,-0.037572287,0,0,0,0,-0.009836848,-0.066666709,-0.012198449,-0.004651158,0,-0.056000042,-0.021943627,0.043529398,0.008144234,-0.033003269,0.000909939,-0.000954129,-0.000917365,0,-0.00087186,-0.000453731
0.004533109,0.002666643,-0.000883328,-0.000886461,0.0008711,0,0.004504436,0,0.002904137,0,0,-0.000451478,0,0,0,0.000470599,0,0,0,-0.00113599,-0.264475151,-0.059149668,-0.06299998,-0.073878642,-0.012012001,0,-0.000495551,0,0,-0.093772689,-0.035714197,0.025795897,-0.014018789,0,-0.076271117,-0.076923006,0.039458894,-0.055972263,-0.093856686,0,0,0,-0.00088812,0.00087262,0.000907787
0,-0.002659551,0.000884109,0.000443581,0.001740684,0,-0.004484237,0,0.000965273,-0.000896796,0,0.000903363,0,0,0,-0.001881511,0,0.001792156,0.001790466,0.000812335,0.123920699,0.023575615,-0.009960915,-0.059829072,-0.027355597,0,0,0,0,0.002673756,0.039506133,-0.063937917,0.018957442,0,0.06422012,0.013888875,-0.063991338,0.00855742,0.013182707,0,0.001432606,0,0,0,0.000453525
0,0,0,0.008425745,0,0,0.002702679,-0.001901184,0,0,0,0,0,0,-0.00091243,0.001885057,0,-0.001699468,0,0.000487055,-0.122006279,-0.047984645,0.023595655,0,-0.003124997,0,-0.001487391,0.002661911,0.00666666,0.024800008,0,-0.008288108,0.027906949,-0.002722385,-0.08620692,0.071917819,-0.063731192,0.008484811,-0.133829043,-0.004545472,0.001430648,0,0,0,0.006346387
-0.003158831,0,-0.000883328,0.006068623,-0.002606489,0,0,0.001904806,-0.000964342,-0.001795373,-0.000874911,0,0,0.000929389,0,0.000940755,0,0.000806364,0,0.003407417,-0.287184757,0.056451559,0.024923909,0.021212126,-0.018808759,0,0.003972191,0,-0.000827834,-0.00390324,0.009501179,-0.05158504,0.049773707,0,0.047169881,-0.022364271,-0.118811887,-0.012019162,0.255364828,0.004566228,0.00380952,0,-0.004444461,0,-0.005405443
0.003168841,0,0,0,0.004355417,0.000867323,0,-0.001901184,0,0,0,0.000902548,0,0,0,0.001879653,0,0,0,0.002102216,-0.025992823,-0.057251856,-0.042698916,-0.074183979,-0.083067163,0,0,0,0.000828519,-0.076018807,-0.014117634,-0.069583683,-0.073275794,-0.00545946,0.126126112,-0.022875796,-0.016853917,0.034063227,-0.223931618,0,-0.004743851,0,0,0,-0.001358727
0.006317662,0.000888909,0,-0.013025629,0,0,0,-0.000952403,0,0,0,0,0,0.001856964,0,0,0,0.000895276,0,-0.001613721,0.049666426,-0.016194316,-0.014311234,0.058760706,-0.041811808,0,0,0,0,-0.023748945,0.033412856,0.014043056,0.032558107,0,-0.031999969,-0.033444784,-0.022857121,0,0.167400933,-0.002727248,0,0.000918207,0.004464303,0,-0.000453439
0,-0.00088812,0.002652496,0.003542955,-0.002601885,0,0,0,0.000965273,0.001798602,0,0.001803382,0,-0.001853522,0,0,0.002617778,0,0,0.002101197,0.085451981,-0.00205766,0.031215993,-0.016145293,0.039999962,0,-0.000791238,0,0,0.041123719,0.018475733,0.012882497,0.0135135,0,-0.008264455,0.027681633,0.029239738,0.037647023,-0.071698132,0,0,0,0,-0.004359214,0.000453644
-0.001793678,0,0,-0.005295628,0.00173917,0,0,0.001906621,0.000964342,-0.000897687,0.00175127,0,0,0,0,0.001876216,0,0.00089439,0,0.001290352,0.024723495,-0.04948449,-0.040596111,-0.050256387,0.017482585,0,0.000296902,0,0,0.011126501,-0.056689344,-0.041335488,-0.053333282,0,-0.041666725,-0.020202001,-0.048295476,0.027777766,-0.095528508,-0.001823196,0.000953311,-0.000917365,0,0,-0.001360489
0,0,0,0.001774579,0.010416656,0,0,0,0.001926734,0.001796901,0.000874146,-0.001800135,0,0.001392701,0,-0.001872702,0,0,-0.007149234,-0.003866006,0.021587311,-0.078091133,-0.021768361,-0.0086393,-0.075601382,0,-0.000494722,-0.002654844,0,-0.055295692,-0.072115376,-0.045439434,-0.032863929,0,-0.025217326,0.013745691,-0.056716365,-0.00717039,-0.047191022,0,0.00761904,0,0,0.004465818,0.003633057
0,0,0,0,-0.007731972,0,0.000898493,0,0,0,0,0,0,-0.000463617,0.000456631,-0.000938108,0,-0.000446753,0.008100824,0.002263897,0.103791178,0.07058828,0.093386691,0.038126298,0,0,0.000494966,0.001774579,0.001655667,0.058823542,0.031088116,-0.001389886,-0.004854364,0,0.034790288,0.013559309,-0.003164554,-0.00444444,0.08018872,0,0,0.001836502,0,0.001656355,0
0,0,0,0,0.00043291,0,0,-0.000951497,0.000961561,-0.000448355,0,0.000901734,0,0,0,0.000938989,0,0.000446952,0,-0.000645384,0.095720655,-0.076923158,-0.119368883,-0.027282191,-0.066914522,0,0.001484448,-0.00088576,0.000826386,-0.042629241,-0.050251268,-0.053583821,0.004878044,0,-0.008620682,-0.036789262,-0.279365107,-0.008370514,-0.074235842,0,-0.005671027,-0.003666358,-0.000977749,0,0.00180991
0.00449238,0.002666643,0,0,0.000432723,0,0,0.000952403,-0.000960637,0.000448556,0.001746765,0,0,0.00185533,0.00410772,0.000938108,0,-0.00089359,0,-0.000322901,0.009763646,-0.023809502,0.001038715,-0.025890045,-0.02390436,0,0,0.00177309,0.032204819,-0.043234732,-0.063492066,0.073896995,-0.04368928,0.004117116,0.008695644,-0.038194489,0.140969135,-0.034890311,-0.051886746,0.003652965,0,0,0,-0.003481285,0.000451682
0.001788864,0,0,-0.001771435,0.003460204,0.000866571,0.000897601,-0.001902993,0.000961561,0,0,0.000900836,0.001782487,-0.000925947,-0.000454556,0,0,0.00089439,0.010714276,0.000161533,0.031552206,-0.080487788,-0.043450046,-0.055370987,-0.077551042,0,-0.000494082,-0.002566397,0.02,-0.081819557,-0.056497189,-0.076343705,-0.050761433,0,-0.067241338,-0.025270734,-0.069498006,-0.037317749,0.012437858,0.003639669,0.002851686,0,-0.005249579,0.002620064,-0.00722347
0.002678548,0,0,0,-0.011206906,0,-0.001793678,0.003813152,0,0.000896882,0,0,0,0,0.000454763,-0.000937229,0,0.000893676,-0.011484109,0.000645905,-0.205722742,-0.01061007,0.061694957,-0.03751462,0.008849549,0.013043445,-0.000494327,0,0,0.020601673,0.046407178,0.004818424,0,0,-0.001848405,0.018518501,-0.087136942,0.024227717,-0.093366118,0,0,0.005519818,0.006261153,0,0.005002302
-0.000890407,-0.001329733,0,0,0,0.000865821,0.000898493,-0.001899288,-0.000960637,0.000896078,0,0.002250277,0,0.001853611,0.000909112,0,0,0,0.000893676,0,-0.129813671,-0.080428941,0.006641081,-0.029232673,-0.043859608,0,0.000989142,0,-0.035294103,0.008010253,-0.018597946,-0.05127264,0.010695177,0,0,0.018181801,0,-0.045535214,-0.07588075,0,0,0.002744715,0,0,0.000452499
0,0.000443863,0.000881854,0.006211153,0,0,0,0,0,0,0,0,0,0,0,0.000469054,0,-0.000803556,0,0.000645427,0.094932184,0.026239042,0.351179909,0.235884648,-0.013761454,0,0.00197633,0.004347421,0,0.016528941,0.0612245,0.024105788,-0.042328065,0,0,0.089285716,-0.002272779,0.016109061,-0.043988297,-0.00362647,0.004739354,-0.001824859,0,0,0
0,0,0,0,0,-0.000865072,0,0.001902902,0,0,0,0,0.0017794,0,0,-0.000468834,0,0.000804202,0,0.000322536,-0.119947858,-0.017045438,0.093051678,0.036548187,-0.037209376,0,-0.001972432,0.001766825,0,-0.045340803,-0.005494566,-0.0049355,-0.138121551,0,0.032407375,0.131147574,0.029612783,-0.016463443,-0.055214745,0.004549608,-0.003773581,0.004570402,0.002666643,0,0
0,-0.001774663,0,-0.004409188,0.010462065,0,0,0,0,0,0,0,-0.003552394,-0.000925091,0,0,0,0,0,-0.001289667,-0.001481515,-0.031791946,0.016751111,-0.00293827,0.01449274,0.012875586,0.000988165,0.000881854,0.027642288,0.002620371,0.02762435,-0.05074399,0.012820577,0,-0.013452902,-0.133333343,-0.004424775,0.013639258,-0.051948004,-0.002717367,0,0,0,0,0.000452294
-0.004456345,0.003466627,0,0,-0.003451248,0,0,0,0.000961561,-0.000895276,0,-0.003143228,0,-0.000925947,0,0.001500919,0,-0.001517875,0,0.000645697,-0.014094925,0.056716437,0.068519775,0.124754368,0.028571516,0,0.000493595,0,-0.007120265,0.140150305,-0.013440847,-0.036173619,0.234177212,-0.004100235,-0.045454609,0.040133741,0.044444402,-0.007951135,0.092465744,0,-0.000946991,0,0,0.0034844,0.000226002
0.00805731,8.86E-05,0.001762071,0,0.004329021,0,0,0,0.000960637,-0.000896078,0.001743636,0,0,0.001853611,0,0.001311347,0,0.00411343,0.000892878,0.016292923,0.091045902,-0.008474568,-0.042144396,-0.02620089,-0.013888875,0,0,0,0,0.02521482,-0.021798409,-0.000417024,-0.051282062,0,-0.038095203,-0.035369742,0.06382983,-0.009864356,-0.087774284,0,0,0.001819878,0,-0.000868075,-0.001129926
-0.008881028,0,0,0,-0.004310361,0,0,0,-0.000959715,0.000896882,0,0,0,0.000925002,-0.000908286,-0.000935386,0,-0.002582624,-0.000892081,-0.001587277,0.115172419,0.056980071,0.023526486,0.052017932,0.32863839,0,-0.000493351,-0.003524226,0.051792798,0.007546128,0.130919231,-0.016687511,0,0.006404363,0.019801962,0.016666651,-0.107999992,0.052303872,0,0,0,-0.004541343,0,0,0.001357411
0.004480304,0,-0.000879528,0,0,0,0,-0.002848978,0,0.001792156,0,0,0,-0.000924147,0,0.001872613,0,-0.000892878,0,-0.003974563,-0.037105775,-0.018867906,-0.001371064,0.017902817,0.035335741,0,9.87E-05,0.001768303,0.010606087,0.00416093,-0.024630519,-0.021637685,-0.048648666,0,0.038835031,-0.090163889,0.09417042,0.007100642,0.003436423,0,0.000947889,0,0,0,0
-0.000892081,0.00177152,0.000880302,0,0,0,0,0.000952403,0,0,0,0.002702679,0,0.001850093,0,0,0,0.000893676,0,0.001755735,-0.035966569,0.049450501,0.049830446,0.095477419,-0.095563128,-0.016949136,0.000888439,-0.007060894,-0.01161917,0.044198852,0.073232313,-0.035559398,0.170454519,-0.00727272,-0.046729037,0.009008957,-0.016393427,-0.009988253,0.428082181,0,-0.000946991,0,-0.008865198,0,-0.000451799
0,-0.001768387,0.001759055,0,0,0,0.001795288,0,0,-0.00178895,0,-0.001796986,-0.000891286,-0.000923382,0,-0.001401812,0.004351627,0.001785755,0,0.000637363,-0.103930739,0,-0.018309137,0.006116202,-0.037735902,0,0.000986122,0,-0.051953007,-0.019047551,0.334117665,-0.037095273,0,0.010989,-0.009803912,0.017857126,0.070833263,-0.00949554,0.107913621,0,0,0.004105846,0,0,0.001356183
0.000892878,0,-0.000877983,0,0,0,0,-0.001902993,0.000960637,0.003225829,0,0,0,0.002772707,-0.000454556,0,0,-0.001782572,0.001785755,0.000477748,0.069888517,-0.002617799,0.022568802,-0.017477169,0.050980438,0,-0.00098515,0.002666643,-0.001600037,0.035328951,-0.051146377,0.130049018,0,0,0.019801962,0.042105308,-0.009727571,-0.026363123,0.136363665,0,-0.002843577,-0.002726009,0.006261153,0,0.003160257
0.001784077,0.00079715,0,0,0,0,0.007168452,0,0,0.00464452,0,0,0,-0.003686632,0.000454763,-0.000467956,-0.00259963,0.001785755,0,-0.00047752,-0.026407235,-0.026246695,-0.025979055,-0.027068861,-0.029850806,0,0,0.002659635,-0.022435877,0.000781422,-0.011152405,-0.061983469,-0.024271822,0,0,-0.010101,-0.049115912,0.058461585,0.321904773,0.0090826,0.002851686,-0.003826949,-0.007111104,0,0.000450055
0.006233362,0.000885054,0.000878755,0,-0.000865821,0,0,0,0,-0.005156522,0,0,0,0.000462457,0.000909112,0,0,0,0.001782487,0.003184726,0.192005745,0.002695415,0.006530306,0.034976195,0,0,0,0,0.040983607,0.026548686,-0.015037669,0.004845758,0.009950239,0,-0.019417458,0.030612215,-0.012396682,0.058139532,-0.180115272,-0.007200713,0,0,0,-0.001737659,-0.001349473
-0.002654844,-0.000795811,-0.000877983,-0.002657195,-0.000866571,0,0,0,0,-0.001787266,0.000870342,0.000900111,0.000892081,0.00323632,0,0,-0.001737659,0,0,-0.003015851,0.086826275,-0.029569928,-0.054326561,0.036866323,0.076923098,0,-0.000986216,-0.002652581,-0.054330676,0.011156249,0.001908441,-0.047786067,-0.024630519,-0.004529003,0.34653468,0.029702942,0.06694554,0.020329611,-0.105448137,0,0.000947889,0,0.006266759,0,0.0036036
-0.006211237,0.001769868,0.000878755,0,0,0,0,0,0.000959715,-0.000895276,0,-0.000449651,0,-0.00276504,-0.000908286,0,0,0.000891201,0.0017794,0.000636795,-0.064462815,0.002770081,0.091089406,0.017777761,0.014285701,0,9.87E-05,0,0.035803442,-0.062186547,-0.070476169,-0.033609556,-0.030303061,0.007279338,-0.110294099,-0.025641002,-0.03137252,0.01507812,-0.168958764,0,0.000473405,0,0,0,-0.000897687
-0.004464303,-0.002473488,-0.000877983,0,0,0,-0.008896746,0,0,0,0,0,0,0.000184829,0.000454556,0,0,0,0,-0.00063639,0.046525379,-0.09668506,-0.015378779,-0.040029127,-0.010563371,0,-9.87E-05,0,-0.027331126,-0.040641722,-0.043032794,-0.042401115,0,0,-0.0909091,-0.055921078,0.016194316,0.00530506,-0.177304964,0,0.001893086,0,-0.005338031,0.003220249,0.00134774
0.001345322,0.000708499,0,0,0,0,0,0,0.000958703,0,0,0,0,-0.000184795,-0.000454349,-0.000936351,0,0.000445246,0,-0.00366183,-0.079909963,0.02752291,0.026775377,0.047763467,-0.010676147,0,0.000987189,0,0.012396662,0.03985508,0.032119934,-0.012935335,-0.026041642,0,-0.05454551,0.031358939,0.01195218,0.002638482,0.005747121,0.000906639,-0.003306551,0.001554944,0,-0.001735096,-0.000897284
0.005821727,-0.002920353,0,0,0,0,0.004488262,0,0,0,0,0,0,0.005545325,0,0,0,0.001335144,0,0.002716494,-0.088073425,0.035714324,0.020831764,0.055716387,-0.097122296,0,0,0,0,0.007772637,0.031120252,-0.017137104,0.053475948,0,0.019230752,0.010135125,0.003937004,0.010526356,0.185714313,0,0.000947889,0,0.006261153,0,-0.020655635
-0.003561885,0.000266287,0,0,0.000433661,0,0,0,0.000957876,0,0.000869585,0.000449853,0,-0.004595606,0,0.000937229,0,0.002666643,0,0.00127493,0.006036228,-0.037356355,-0.039345231,-0.054832089,0.01195218,0,-0.000986216,0.00177309,-0.004897993,0.015691494,0.046277672,-0.072820517,-0.045685295,0,0.023584997,0.040133741,-0.03137252,0,-0.05542169,0,0.002840884,0.000456631,-0.002666643,-0.001477379,0.001375547
0,0,0,0,0,0,-0.00089359,0,0,0.003584226,0,0,0,0,0,0.002808964,0,-0.000443273,0.005328549,0.000636592,-0.061333338,-0.020895503,0.026591359,0.107324184,0,0,0,0,0.000820363,-0.03482582,0.015384693,-0.060840729,-0.021276576,0,0.003686588,0.028938957,-0.024291475,-0.001562536,-0.107142875,0,0,0,0.002673773,0,-0.000457886
0,0.000887247,0.001757426,0,0.00130042,0,0.003130577,0,0,0,0,0,0,0.001846764,0.000909112,0,0.001740684,-0.000443385,0,-0.000318124,-0.100142035,-0.009146333,0.028879713,-0.02226589,0.003937004,0,-0.000987189,0.00353982,0.000819691,-0.018719545,-0.034090966,0.024734987,-0.005434777,0,0.092745704,-0.012499988,0.033194988,-0.046948337,-0.068571431,0,0,0,0,0.004786798,0.001832383
0,0.008865282,0.001754426,0,0.000865821,0,0.00133744,0,0,0.000446439,0,0,0,0,0,-0.000466864,0,0.000887247,-0.005300306,-0.00063639,0.045777421,-0.036923042,-0.08362872,-0.036168784,-0.054901909,0,0.000494082,0,-0.013104001,-0.049212023,-0.011764695,-0.017241336,-0.027322443,0,-0.042016865,0.107594907,-0.036144544,0.004926117,-0.092024526,0,0,0,0,0,-0.000914516
0,0.000878755,-0.000875677,0,0.000864989,0,0,0,0,0.00044624,0,0,0,0.000645158,0,0.000467082,0,-0.001241129,0,-0.000477672,-0.018867925,0.02555908,0.047998752,0.081306466,0,0,0,0,0.01410789,-0.029368954,0.0952381,0.05497079,0.05617979,0,0.052631634,0.014285701,-0.016666749,-0.038126402,0.040540501,0,0,0.005933413,0.000888909,-0.004763993,0
-0.011617441,-0.005267815,0,0,0.000864324,0,0,0,0.00095696,0.000446041,0,0,0,-0.00101323,0,0,0,-0.000532537,0,-0.00015926,0.052307716,0.124610546,0.004218437,0.000642627,0.01244812,0.024999996,0.000493838,0,0,0,0.052536225,0.032705001,-0.037234071,0,0.029999911,-0.014084494,0.004237284,-0.009060014,-0.035714253,0,-0.006609981,0.002722299,0,0.003046114,0.000915353
0,0,0.000438222,0,-0.000863578,0,0.000890492,0,0,-0.000445842,-0.00086883,0,0,-0.000553159,-0.000908286,0,-0.00086883,0,0,-0.001911724,0.285818696,-0.005540161,0.050408832,0.050096384,0.241803238,-0.023549258,-0.000987189,0,0,0.014379854,-0.030981038,-0.104669831,0.049723777,0,-0.033171433,-0.065714291,0.012658317,0,-0.033670082,0,0.004752779,0,0,0,0.000914428
0,-0.001765181,0.00043803,0,0.000864324,0,-0.0008897,0,0.001911998,0,0,0.000899301,0,0.00092253,0,0,-0.000869585,0.001776155,0,0.001117314,0.042637862,-0.019498589,0.065914417,0.10152904,-0.049504904,0.006029341,0,-0.005291042,0.009001608,0.035440069,0.012433338,-0.036270955,0,-0.006323369,0.046025059,0.029051997,0.012499988,0,-0.083623617,0.000452909,0,-0.004524904,0,-0.002169164,0.00045684
0,-0.001768387,0.000875677,0,0,0,0.000890492,0,0,0.00062444,0,0,0,0,0,0,0,-0.001773006,0,-0.001594424,-0.139585627,0.068181821,0.007034725,-0.013325917,0.0555555,0.027397233,0.000395228,0,2.000811049,0.031089564,0.075438653,0.117884819,0.015789459,0,0.019999981,-0.034175337,0,0.027999987,-0.091254753,-0.000452704,-0.001892101,0,0,-0.000869585,0.001369894
0,0.002657195,0,0,0,0,-0.001779315,0,-0.000954129,0,0,0,0,0,0,0.00084032,0,0,0,-0.000638727,0.306717439,-0.034574435,0.012773589,-0.015756932,-0.069078961,-0.026666641,-0.000395072,0,0,0.020746887,-0.066884228,-0.038397254,-0.005181342,0,-0.027450955,-0.024615361,-0.008230445,0.026681465,-0.016736485,0.000905818,0,0,0,0,-0.003191961
0,0,0,0,0.001727155,0,0,0,0.000955041,0.000267474,0,0,0,0.001843272,0,0.000746373,0.001740684,0.001332095,0,0.001118563,-0.169253227,0.041322273,-0.022663056,-0.035448767,-0.028268525,0,0.000494082,0,0,0.034688312,-0.055944005,-0.065972295,-0.026041642,0,0.040322542,0.003154571,-0.029045713,0.00974555,-0.068085044,0,0,0,0,0,0.000457467
0,-0.001766741,0.000437455,0,-0.001724177,0,0.001782487,0,0,0.000891201,0,0,0,0,0,-0.00111868,-0.00086883,0.000443469,0,-0.002394278,-0.02918856,-0.026455001,-0.008200035,0.040308143,-0.029090881,0.001712286,-0.00079016,0.00177309,0,0.003928798,0.38333327,-0.032218062,-0.042780772,0,-0.031007723,0.009433953,0.055555606,0.018766777,-0.077625604,0,-0.002843577,-0.002727248,-0.00088812,0,0.002286202
0,0,0.000437181,0,0.001727155,0,0,0,0.00047711,0,0,0,0,0,0,0,0.000869585,-8.86E-05,0,0.002559998,0.022248999,0.019021721,0.085321202,0.031908912,-0.014981259,0,0.002273472,0.00353982,0,0.077745875,0.242302543,-0.058898853,0.061452523,0,-0.004800034,0.009345785,-0.004048579,0.042105223,0.148514829,0,0,0.002734707,0.004444461,0,-0.001368644
0.000904094,0,0,0,-0.001724177,0,0,0,-0.000476883,0,0,0,0,0,0,0.000933292,0,-0.0003547,0,0.001276761,-0.089411792,0.010666656,0.020293476,-0.02319161,-0.057034254,0,0,0.004409188,0,-0.002662808,-0.014008633,-0.078231268,0.036842133,0,0.000803896,0.015432084,-0.036585427,0.014141449,0.056034534,0,0,0,-0.004424796,0,0.003654633
0,0.002212356,0,0,0,0,0,0.002859932,0,0,0,0,-0.002673858,-0.000643971,0,0,0,-0.001330323,0,-0.00207206,0.067183524,-0.031662239,0.003733174,-0.029395163,0.056451559,0,0.000986122,0,0,-0.028883554,-0.122404364,-0.103321074,-0.060913707,0,-0.04257026,-0.0638298,0.143459987,0.041832677,-0.05306127,0,0.003802278,0.001818223,0.000888909,0,0.002275883
0,0.002207556,0.000874146,0,0.001727155,0,0,0,0,0.000890492,0,0,0,0.000184098,0,0.000466122,0,0.001243334,0,-0.002236055,0.073849835,0.138964507,0.079019616,0.080372694,0.030534414,0,0.000985244,0,0,0.018995305,-0.048567855,0.052674927,-0.0108108,0.009090944,0.006711423,-0.009740251,-0.007380067,0.158699794,-0.008620682,0,9.46E-05,0,0,0.003046114,-0.000908286
-0.000903277,0,0.000873382,0,0.000862006,0,0,0,0,0,0,0,0,0.001104472,0,0,0,0.004967159,0,0.000320161,-0.007328025,-0.050239189,-0.017178101,-0.01832885,-0.025925901,0,-0.000984275,-0.004389832,0,-0.002943314,0.045811507,0.104769363,-0.005464476,0,-0.012500087,-0.029508169,-0.104089206,0.212871283,0.047826146,0.005429816,0.003692881,0,0,-0.003036863,0.001363668
0,0,0,0,0,0,0,-0.000950592,0,-0.000622773,0.004347843,0,0,-0.000643557,0,0.000931988,0,0.000882633,0,0.000640056,-0.015900095,-0.015113336,0.016443401,-0.027457442,0.049429609,0,0,0.005290958,0,-0.016728174,-0.001251533,-0.010615752,0.071428567,0,0.012658317,-0.011824353,0.01244812,-0.027891146,0.195020752,0,0.000943328,0,0,0,-0.000907874
0,0.000880993,0.00087262,0,0,0.004329021,0,0.001712621,0,0,0.000865821,0,0,0,0,0.0023278,0,-0.000352708,0,0.001279415,-0.053087137,0.010230169,-0.021833818,-0.012422322,-0.01449274,0,0,0,0,0.052289219,0.10025059,0.055078718,0.066666601,0,0.01666665,-0.00512816,0.127049154,0.070678813,-0.024305614,0,0.001885057,0,0.00088812,0,0.000908699
