ATER,MBRX,TECX,HOLO,MNPR,DRUG,MLGO,SMMT,LASE,GCTS,BMR,ILLR,CURI,ONFO,BYSI
-0.036789262,-0.279365107,-0.008370514,-0.074235842,-0.010000025,-0.008620682,-0.133802777,-0.012962995,0.129533744,-0.08085099,-0.076923158,0.010152146,0.0181818,0.063569664,0
-0.038194489,0.140969135,-0.034890311,-0.051886746,0.001443035,0.008695644,0.048780441,-0.022983104,0.123853198,-0.090277798,-0.023809502,0.085427262,-0.053571484,0.021839073,-0.046391768
-0.025270734,-0.069498006,-0.037317749,0.012437858,-0.121037485,-0.067241338,-0.085271331,-0.038406108,0.028571401,-0.050890597,-0.080487788,-0.013889021,-0.028301861,-0.178852621,-0.043243266
0.018518501,-0.087136942,0.024227717,-0.093366118,-0.031147551,-0.001848405,-0.110169492,-0.047428893,0.134920602,-0.018766738,-0.01061007,0.028169069,0.067961218,0.054794467,0.022598849
0.018181801,0,-0.045535214,-0.07588075,-0.018612464,0,0.028571516,-0.014675088,-0.139860095,-0.087431739,-0.080428941,0.050228371,0.031818151,0.010389632,-0.005524857
0.089285716,-0.002272779,0.016109061,-0.043988297,-0.051724169,0,-0.147222253,0.089361722,0.304878044,-0.014970046,0.026239042,-0.052174009,-0.03964754,-0.014138789,0.038888919
0.131147574,0.029612783,-0.016463443,-0.055214745,-0.196363622,0.032407375,-0.156351784,0.052734372,0.009345785,0.024316087,-0.017045438,0.0045872,0.045871514,-0.009126504,0.037433183
-0.133333343,-0.004424775,0.013639258,-0.051948004,0.06561085,-0.013452902,-0.118404127,0.018552858,0.339506216,0.00890214,-0.031791946,-0.009132402,-0.026315765,0.052631608,-0.0360825
0.040133741,0.044444402,-0.007951135,0.092465744,0.027600873,-0.045454609,0.065693455,0.024590207,-0.225806503,0.105882319,0.056716437,0.023041589,-0.018018001,0.048749968,0.010695177
-0.035369742,0.06382983,-0.009864356,-0.087774284,-0.057851281,-0.038095203,-0.173972645,-0.011555566,0.074404764,-0.042553214,-0.008474568,-0.036036065,0.091743138,-0.088200241,-0.037037002
0.016666651,-0.107999992,0.052303872,0,0.039473647,0.019801962,-0.094527335,0.067446044,-0.096952885,0.052777795,0.056980071,0.060747701,0.016806706,0.111111163,-0.043956066
-0.090163889,0.09417042,0.007100642,0.003436423,-0.016877622,0.038835031,-0.097069602,-0.022746378,0.042944818,-0.076517141,-0.018867906,0.008810453,-0.074380191,0.050588214,0.074712641
0.009008957,-0.016393427,-0.009988253,0.428082181,0.02145931,-0.046729037,0.115618684,0.056034448,-0.027941184,0.011428561,0.049450501,-0.074235813,0.004464281,0.063829766,0.021390354
0.017857126,0.070833263,-0.00949554,0.107913621,0.042016765,-0.009803912,-0.025454542,0.004897993,-0.14674739,-0.002824856,0,-0.004716917,0.031111081,0.04526314,-0.005235597
0.042105308,-0.009727571,-0.026363123,0.136363665,0.040322542,0.019801962,-0.055970206,0.083671787,-0.09219858,-0.01983001,-0.002617799,-0.009478654,0.008620682,-0.033232622,-0.005263153
-0.010101,-0.049115912,0.058461585,0.321904773,0.06976747,0,0.124505979,0.013493276,0.12500007,-0.083815017,-0.026246695,0.043062058,0.008547001,0.034374993,0.0026455
0.030612215,-0.012396682,0.058139532,-0.180115272,-0.068840601,-0.019417458,-0.093145927,-0.032544417,-0.020833395,-0.056782354,0.002695415,0.068807579,0,-0.038267864,0.0131926
0.029702942,0.06694554,0.020329611,-0.105448137,0.019455235,0.34653468,-0.038759655,0.012996948,0.152482297,-0.080267561,-0.029569928,-0.017167544,0.025423807,-0.008376918,0.036458361
-0.025641002,-0.03137252,0.01507812,-0.168958764,-0.083969389,-0.110294099,-0.024193538,0.016603794,0,0.010909081,0.002770081,-0.043668137,0.082644547,-0.007391794,0
-0.055921078,0.016194316,0.00530506,-0.177304964,-0.058333375,-0.0909091,-0.111570228,-0.025983695,0.203076949,0.068345345,-0.09668506,0.041095968,0.106870314,0.010638288,-0.005025121
0.031358939,0.01195218,0.002638482,0.005747121,0.04867252,-0.05454551,-0.06279072,-0.019817091,0.115089524,-0.050505082,0.02752291,0.118421066,0,0.025263147,-0.015151501
0.010135125,0.003937004,0.010526356,0.185714313,0.008438912,0.019230752,-0.074441691,0.009331251,-0.215596337,-0.007092192,0.035714324,-0.003921606,0.062068904,0.047227931,0.046153801
0.040133741,-0.03137252,0,-0.05542169,-0.008368292,0.023584997,0.056300263,-0.029275745,-0.038011729,-0.057142804,-0.037356355,0.047244182,0.012987001,0.029411737,-0.053921577
0.028938957,-0.024291475,-0.001562536,-0.107142875,0.029535939,0.003686588,0,-0.047619076,0.285714306,0.011363625,-0.020895503,-0.063909858,0.070512832,-0.080952364,-0.005181342
-0.012499988,0.033194988,-0.046948337,-0.068571431,-0.004098357,0.092745704,-0.05837564,0.041666667,0.191489347,0.041198461,-0.009146333,-0.096385628,-0.023952074,-0.125388596,0.04166669
0.107594907,-0.036144544,0.004926117,-0.092024526,-0.016460889,-0.042016865,-0.105121308,-0.018399963,0.188492027,-0.057553988,-0.036923042,0.004444487,0.006134963,0.06042654,-0.014999986
0.014285701,-0.016666749,-0.038126402,0.040540501,0.004184096,0.052631634,-0.05120479,0.559902093,0.128547661,-0.068702228,0.02555908,-0.026548519,0,0.061452523,0.027918815
-0.014084494,0.004237284,-0.009060014,-0.035714253,0.020833313,0.029999911,-0.092063443,0.200104496,0.353550194,0.016393427,0.124610546,-0.004545602,-0.024390221,-0.11578949,0.032098674
-0.065714291,0.012658317,0,-0.033670082,-0.020408143,-0.033171433,-0.041958125,-0.0117544,-0.408743161,0.068548417,-0.005540161,0.041095968,0.018749982,0.04285716,0.033492906
0.029051997,0.012499988,0,-0.083623617,0.645833288,0.046025059,-0.076642331,0.207488939,0.073937173,0.022641487,-0.019498589,-0.017543925,0.239263796,0.010273977,0.013888875
-0.034175337,0,0.027999987,-0.091254753,-0.022784848,0.019999981,-0.083003947,0.164903338,-0.05851982,0.0442804,0.068181821,0,-0.044554472,0.08474575,0.050228261
-0.024615361,-0.008230445,0.026681465,-0.016736485,0.085492272,-0.027450955,0.202586302,-0.076730371,0.106032984,-0.014134263,-0.034574435,-0.040178441,-0.036269396,-0.020833314,-0.052173864
0.003154571,-0.029045713,0.00974555,-0.068085044,-0.007159955,0.040322542,-0.143369245,-0.110583456,0.279338765,-0.014336904,0.041322273,-0.023255926,0.010752678,0.095744653,0.016054975
0.009433953,0.055555606,0.018766777,-0.077625604,-0.052884567,-0.031007723,-0.129707068,-0.063310446,0.08656332,-0.025454521,-0.026455001,-0.061904694,-0.021276576,-0.019417458,-0.036117348
0.009345785,-0.004048579,0.042105223,0.148514829,0.142131963,-0.004800034,0.004807702,-0.057003243,0.040428081,0.037313396,0.019021721,0.071065961,-0.021739174,-0.009900981,0.035128828
0.015432084,-0.036585427,0.014141449,0.056034534,0.00888888,0.000803896,-0.033492819,0.053108789,0.189714268,-0.007194238,0.010666656,-0.118483501,0.016666717,0.059999943,-0.03619906
-0.0638298,0.143459987,0.041832677,-0.05306127,-0.037444951,-0.04257026,-0.01980202,-0.101681001,0.805955765,0.01449274,-0.031662239,0.064516191,0,-0.037735815,-0.023474267
-0.009740251,-0.007380067,0.158699794,-0.008620682,0.00915331,0.006711423,0.090909125,0.09539024,-0.22074467,0.024999977,0.138964507,-0.015151427,0.005464476,-0.117647066,0
-0.029508169,-0.104089206,0.212871283,0.047826146,0.172335659,-0.012500087,0.250000017,-0.056666692,-0.187713315,0.024390305,-0.050239189,0.076922977,0.097826057,0.166666645,-0.014423064
-0.011824353,0.01244812,-0.027891146,0.195020752,0.129593823,0.012658317,-0.114814877,0.007508837,0.067226909,0.088435369,-0.015113336,0.076190435,0,0.009523801,0
-0.00512816,0.127049154,0.070678813,-0.024305614,0.159246542,0.01666665,-0.029288701,-0.084392779,0.129133887,0.009374991,0.010230169,0.022123902,-0.034653433,0.028301974,0.07317078
-0.010309268,0.032727242,-0.009803959,0.281138782,-0.004431346,-0.040983664,0.090517235,0.048599444,0.137377914,0.037151667,-0.020253205,0.025974075,-0.020512862,-0.009174303,0.040909051
-0.031250052,-0.017605618,-0.075907567,0.086111164,-0.246290787,-0.059829005,0.003952636,-0.082191747,-0.125689718,-0.104477586,-0.036175677,-0.059071709,-0.020942389,0.00925925,0.052401802
-0.025089582,-0.096774188,0.070714269,-0.120204608,-0.045275595,0.015454509,0.220472411,-0.027860669,-0.128330988,-0.039999962,-0.024128663,0.293560526,0.010695177,-0.009174303,0.066389976
0.018382335,-0.023809501,-0.010006646,-0.232558122,-0.061855612,-0.024171845,0.132258091,-0.047594691,-0.261464193,-0.072916677,-0.027472566,0.026845612,0.031746065,0.00925925,-0.077821032
0.018050524,-0.040650464,0.112533697,-0.060606091,0.0131868,0.06422012,-0.091168103,0.025792559,-0.230936851,-0.026217292,0.042372909,0.032679786,-0.030769262,-0.055045927,0
-0.021276576,0.063559365,-0.018473671,0.12903223,0.101952229,-0.025862045,-0.100313494,-0.00890519,-0.388101954,0.038461595,-0.059620603,-0.088607583,-0.0079365,0.067961218,-0.012658216
0.02898548,-0.00398406,-0.014501676,-0.075000015,0.051181148,-0.044247746,-0.146341448,0.040697698,0.835648035,-0.037037089,0.008645525,-0.055555583,0.029333305,-0.0181818,0.009401742
0.010563371,0.019999981,-0.023794622,0.268339844,-0.04868918,-0.024074094,0.028571425,-0.040121935,0.103404816,0.026923144,-0.00571428,-0.073529429,-0.031088054,-0.012037047,0.04572398
-0.024390222,-0.04705878,-0.005772941,-0.124809764,0.017716566,0.015180296,0.488095214,-0.015343863,-0.05142855,-0.022471977,-0.005747121,-0.182539699,0.181818199,-0.015932595,-0.037246966
0.026785732,0.004115222,0.011612923,-0.066086976,0.063829772,0.009345785,-0.093333324,0.072004305,0.027710788,-0.030651313,0.014450853,0.106796133,-0.045248933,0.047619118,0.047098397
0.064347806,-0.028688594,0.076211714,-0.011173174,-0.020000024,1.305555473,0.0970588,0.015037555,0.008206407,-0.071146272,-0.014245001,0.070175477,0.023696774,-0.027272701,0
-0.022875796,-0.016877622,0.005333342,0.065913354,-0.04452686,14.45783194,-0.08847183,0.078518526,0,0.072340461,-0.037572287,0.147540937,0.04629625,0.05607471,0
0.003344478,0.038626676,0.043324527,-0.077738528,0.021359249,-0.251753755,-0.044117692,0.074175775,-0.066279142,-0.031746002,-0.009009001,-0.226785715,0.137168117,-0.061946949,-0.040160604
-0.013333321,-0.024793463,0.014971716,-0.107279687,0.085551291,-0.246527731,-0.070769239,-0.080562637,-0.205479411,0,-0.0030303,-0.293302541,0.015564188,-0.028301861,0
-0.016891876,0.095339048,0.04091292,-0.00214587,-0.03677759,1.175575918,0.003311314,-0.016689876,-0.023510986,0.07377042,0.003039511,0.166666667,-0.007662828,0.019417458,-0.020920581
0.003436423,0.032882026,-0.013368983,-0.038709742,-0.045454545,0.017157411,0.016501634,-0.033474734,-0.064205473,0.030534414,-0.018181801,0.016806774,-0.065637005,-0.009523801,-0.0042735
0.010273963,-0.044943865,-0.015989163,-0.029082694,0,-0.01759686,0.02922079,0.004390251,-0.013722114,-0.033333389,-0.015432084,-0.093663951,-0.037190145,0.038461618,-0.050214536
-0.057627144,0,-0.049573203,-0.043778813,-0.118095216,-0.003709576,-0.078864372,-0.027197643,0.041739091,-0.049808384,-0.012539173,-0.237082061,-0.034334732,-0.037037111,0.003163113
-0.023381316,-0.003921565,0.05476683,-0.084337382,6.053995473,0.053191489,-0.136986275,-0.028457393,-0.016694476,0.100806451,-0.0031746,-0.083665354,0.155555513,-0.008653792,-0.009009
-0.012891289,0.013779562,0.064285716,-0.059210502,-0.481628892,-0.011313159,-0.079365121,0.092497494,-0.005093333,-0.007326,0.047770653,0,0.007692301,0.096023254,0.027272701
0.00373134,0.017475665,0.018585374,-0.057342702,0.053160047,-0.026563124,0.034482765,0.046095933,-0.097269652,-0.040590455,0.033434691,0.308695675,-0.015267162,0.283185888,-0.026548647
0.018587342,0,0.038520033,-0.008902069,-0.090858152,-0.05499578,-0.062500004,-0.018435245,-0.018903574,-0.023076902,-0.029411806,0.146179421,-0.065891412,-0.01793105,0.008181767
0.018248158,-0.030534323,0.001952216,-0.146706593,-0.095003029,0.052643245,-0.05333331,-0.145671109,0.005780295,-0.027559029,-0.016666687,-0.02753624,0.008298747,-0.058988757,-0.021641055
