ATER,MBRX,TECX,HOLO,MNPR,DRUG,MLGO,SMMT,LASE,GCTS,BMR,ILLR,CURI,ONFO,BYSI
0.032863817,0.069767372,0.008333392,-0.030303002,0.028480985,0,-0.027253693,0.068767911,0.009434066,0.049999951,0.095703176,0.188000143,0.069306983,-0.195402319,0.085308093
0.031818151,-0.054347827,-0.016528975,-0.082031264,0.010769257,-0.026785689,0.116379305,-0.03753354,-0.032710359,0.045454555,0.008912605,-0.175084281,-0.027777861,0.216326539,0.061135418
0.008810564,-0.009655131,0,0.072340458,-0.044140023,0,-0.046332004,-0.011142051,0.057971076,-0.024844697,-0.028268525,-0.085714261,0.028571516,-0.045302029,-0.065843655
0.008733616,0.074744666,0.016806774,-0.007936538,0.047770653,0.009174303,-0.020242895,0.087323929,-0.041095959,0.014862032,0.098181811,-0.04464277,0.02777775,-0.05096658,-0.061673951
0.017316001,0.082073457,-0.016528975,-0.02,-0.012158043,-0.01363635,0.016528909,0.005181404,-0.023809502,0.006276094,-0.009933765,0.098130802,-0.08108111,0.070370345,0.042253479
-0.034042522,0.001995958,0,0.03265303,0.015384601,-0.110599134,0.008130073,0.012886585,-0.053658487,-0.018711051,-0.076923083,0.204255203,0.03921565,-0.046712819,-0.094594611
0.046255515,0.00796812,0.025210127,0.003952584,-0.015151501,0.077720197,0.008064508,0.195928684,0.005154634,0.06779665,0.003623185,0.102473587,0.028301974,-0.009074402,0.024875598
0.014736878,0.017786592,0.008196713,0.003937023,0.015384601,0.005769271,-0.015999985,-0.13617019,0.056410201,0.005952423,0.054151659,0.070512754,0.009174303,-0.031135567,0.04854376
-0.01244812,-0.02524274,-0.008130073,-0.101960799,0.101515165,-0.053537279,-0.016260147,0.081280771,-0.009708729,0.201183421,-0.015410985,-0.023952049,0.0181818,0.05860117,0.041666625
0.029411735,0.00398406,0.016393427,-0.074235759,0.089408542,0.030303001,0.06198341,0.018223218,0.014705869,0.082101804,0.052173946,0.226993981,0.053571377,0.137500039,0.013333321
0.036734658,0.009920673,0.008064508,-0.099056618,-0.037878812,0.03921565,-0.050583611,0.187919506,0.028985596,-0.033383955,-0.061157083,-0.050000012,0.042372944,-0.023547951,0.114035085
0.094488194,-0.07662089,0.007999992,0.015706766,-0.015748017,0.053773626,0.004098357,-0.065913354,0.131455379,-0.054945041,0.036971839,-0.100000036,-0.065040684,-0.003215393,-0.039370042
0.039568394,0.017021363,-0.0079365,-0.087628809,-0.051999982,-0.01074303,0.012244886,-0.036290288,-0.041493834,-0.024916959,0.02546691,0.087719188,0.043478324,-0.054838676,-0.045082021
-0.034602124,-0.004184096,-0.015999985,-0.039548064,-0.054852368,-0.04072405,-0.088709688,-0.027196675,0.038961106,-0.04599659,-0.039735062,-0.048386942,-0.025000075,0.00682585,0.060085884
0.107526866,-0.018907594,0.09756101,0.176470588,0.004464317,0.037735928,0.004424775,0.032258084,0.091666576,0.030357157,0.025862002,0.048022466,-0.051282004,-0.067796549,0.04453437
-0.061488616,0.03854386,-0.044444518,0.614999962,-0.035555522,-0.027272701,0.083700466,-0.023958384,-0.145038127,0.019064148,-0.016806707,-0.09164415,0.018018001,-0.067272727,0.034883781
0.075861994,0.014433025,0.06201557,-0.325077407,-0.08141324,0.014018678,-0.004065037,-0.041622236,-0.022321407,-0.061224511,-0.023931601,-0.1839763,0,0.068226054,0.059925035
-0.038461503,0.02235775,0.014598526,-0.123853163,0.033444784,-0.023041562,-0.032653127,0.004454445,-0.05022837,-0.0344203,-0.019264472,-0.11272726,-0.044247746,-0.016423364,0.001766825
0,0.009940301,0,0.083769652,-0.012944972,0.037735928,0.012658317,-0.015521102,0.038461618,-0.003752342,0,0.0081968,-0.037037111,0.07606681,-0.056437419
-0.063333352,-0.025590574,0,-0.07487928,0.016393427,-0.0090909,-0.041666725,0.022522501,0.0555555,-0.001883192,-0.016071371,-0.004065173,-0.009615376,0.068965556,-0.01682237
-0.056939449,0.002020248,-0.007194295,-0.049608296,-0.014516077,0.119266047,-0.113043476,-0.033039669,-0.048245569,0.01698107,-0.019963726,-0.053061263,0.024271822,0.303225842,0.01520911
0.022641487,0.024193525,0.01449274,-0.043956105,0.006546638,-0.073770517,-0.014705869,0,0.00460829,-0.014842287,-0.012962995,-0.09051712,-0.004739332,0.198019754,0.026217203
-0.0221402,0.013779562,0.007142907,-0.022988484,0.008130035,-0.000884997,-0.054726376,-0.015945261,-0.03211017,0.005649757,-0.039399632,0.028435961,0,0.011363613,0.251824838
-0.003773581,-0.042718498,0.070922031,-0.029411765,0.014516154,-0.023029145,-0.026315765,-0.217592597,-0.056871987,0.086142327,-0.005859323,0.221198253,0.028571516,0.001021498,-0.131195347
-0.018939465,-0.070993898,-0.019867582,0.048484802,-0.01430845,0.144152233,0.048648666,-0.292899401,-0.005025121,-0.086206894,0.003929269,-0.083018959,-0.037037111,0.357142875,-0.100671124
-0.023166002,-0.034934465,-0.006756804,-0.109826572,0,-0.088748012,-0.041237134,0.228033395,-0.030303061,-0.109434034,-0.011741671,0.242798309,0.028846242,-0.17293234,0.029850717
0.023715393,0.049773707,-0.02040809,-0.103896069,-0.011290274,0,-0.064516131,2.720613386,0.010416719,0.002118693,-0.059405976,0.026490245,-0.028037466,0.054545401,-0.018115925
0.015444093,0.028017267,0.02777775,0.050724623,-0.00326264,0.052173968,-0.028735605,-0.204670297,0.041237073,-0.040169145,-0.101052636,0.051612796,0,-0.025862045,-0.029520267
0.038022776,-0.037735813,-0.006756804,0.034482759,0.260229074,-0.008264455,-0.076923142,0.017846831,-0.009900981,0.002202694,0.088993001,0.122699356,0,-0.008849549,0.057034164
-0.014652001,-0.013071883,-0.027210859,0.319999949,-0.001298669,-0.025000075,6.698718378,-0.173642568,-0.014999986,-0.125274758,-0.036559155,-0.046448028,-0.009615376,0,-0.089928058
-0.007434937,0.079470119,0.013986001,-0.156565586,0.046814061,-0.042735004,-0.41965032,0.100616037,-0.010152274,-0.198492452,-0.062500047,-0.045845312,0.009708729,0.026785689,-0.094861665
-0.007490629,-0.087934528,0.0068966,0.047904144,0.155279499,-0.035714252,-0.197991346,0.011194049,0.0102564,-0.037617593,-0.011904694,-0.069068967,-0.038461503,-0.081739116,0.043668185
-0.041509483,-0.031390104,0.04109585,-0.062857165,-0.127957044,0.037037,-0.207513469,-0.050430543,-0.010152274,-0.009771978,0.040963873,0.064516069,0.00999999,-0.100378794,0.020920481
-0.027559029,-0.002314868,-0.026315765,-0.054878027,-0.044389602,-0.013392844,0,0.033678787,0,0.161184216,0.013888875,0.042424226,-0.029702942,0.126315859,-0.01229507
-0.028340054,-0.004640367,0.006756697,-0.045161278,0.051612854,-0.022624412,-0.115124102,-0.055137852,0.0051282,0.116147334,0.004566206,-0.04069766,0.204081556,0.028037355,-0.020746966
-0.012500087,0.006993056,0.006711457,-0.067567567,0.098159537,0,0.117346946,0.094164462,0.010204072,0.182741061,0.188636342,-0.021212113,0.016949238,0.045454501,0
-0.037974649,0.006944382,-0.020000034,0.01449274,0.02122911,0.012037047,0.025114076,-0.019393921,0.040404001,0.167382025,-0.099426382,0.009287871,-0.041666725,0.104347832,0.059322081
-0.017543843,-0.048275872,-0.027210859,-0.057142871,0.028446309,-0.039341354,-0.104677019,0.037082841,-0.029126187,-0.080882363,-0.021231402,-0.042944771,0.043478324,0.196850397,0.056000042
-0.040178533,-0.048309134,0.020979057,-0.106060579,-0.085106305,-0.019047602,-0.116915431,-0.058402888,-0.019999981,0.043999958,0.125813429,-0.060897425,-0.0666667,-0.078947373,0.060606
-0.069767483,0.010152274,-0.027397233,-0.199152571,-0.038372082,0.009708729,0.149295769,0.005063286,-0.015306168,-0.067049793,0.044315995,-0.040955628,0.008928563,-0.117857118,0.014285701
0.034999967,-0.050251268,-0.014084605,0.026455027,-0.186215279,0.009615376,-0.00245092,-0.017632225,0.015544089,0.026694069,-0.009225127,-0.010676094,-0.044247746,0.060728686,-0.088028172
0.004830913,-0.010582001,-0.916666664,-0.001030951,0.025260041,0,-0.051597117,0.01666662,-0.066326527,0.065999985,-0.033519522,-0.014388542,0.101851861,0.068702319,-0.023166002
0.019230752,-0.034759389,10.50000047,0.104231194,0.157970965,-0.028571403,2.886010468,0.00882726,-0.021857967,0.046904316,-0.046242822,0.01824818,-0.016806806,-0.07142859,-0.017786592
0.004717089,-0.026315732,-0.008074541,-0.117757033,0.026282859,0.055882394,-0.020666695,0.001250029,-0.050279283,-0.043010712,0.01818185,-0.032258123,-0.034188003,-0.092307699,-0.050301813
-0.018779436,-0.018492192,-0.002504694,-0.007415222,-0.090243877,-0.02599814,0.128658979,-0.029962577,-0.005882347,-0.15355808,-0.015873001,0.033333396,0.008849549,-0.008474569,0.033898375
0.255980913,0.020289835,0.035153764,-0.140875103,-0.004021476,0.03431841,0.034981901,0.012870001,0.041420077,0.10176992,0.08064518,0.071684608,0,-0.012820501,0.008196713
0.070476169,0,-0.001212884,0.019875757,-0.017496587,0,-0.049533822,-0.008894498,0.090909072,0.046184743,-0.026119466,0.023411285,0,0.004329,-0.02439022
-0.096085404,-0.019886345,-0.034608362,0.125456727,0.015068446,-0.032258142,-0.205395435,0.043589762,-0.010416657,0.003838768,0.076628374,-0.05555556,-0.035087686,0.004310341,0.029166638
0.086614186,0.034782575,-0.003773551,-0.035714278,-0.028340087,0.047619118,-0.171296316,-0.073710117,0.010526306,0.013384354,-0.016014178,-0.020761285,-0.0090909,0.060085884,-0.044534466
-0.005434821,0.016806774,-0.009469733,0.066217751,-0.023611056,-0.027272701,-0.037243913,-0.08620691,-0.026041642,-0.009433998,0.030741337,0,0.055045817,-0.036437212,0.046610228
-0.027322336,-0.038567521,0.003824119,-0.157894737,0.024182019,-0.018691681,-0.184719518,0.050798245,0,0.005714326,-0.043859651,-0.056536994,0.060869612,-0.016806806,-0.008097158
-0.04868918,-0.041547272,0.021587311,0.022500038,0.025000043,0,-0.240806659,0.042817739,0.037433183,0,-0.001834817,0.052434437,-0.02459014,-0.059829005,-0.061224528
0.027559029,-0.027802671,-0.009322596,-0.015892434,0.004065004,-0.023809502,-0.139062477,0.03841059,-0.007732013,-0.017045483,-0.027573547,-0.014235011,-0.033613512,-0.045454609,0.008695644
-0.011494242,0.042435427,-0.006900857,-0.203726746,-0.049932509,-0.024390221,-0.248638894,0.057397934,0.007792262,0.003853561,-0.009451832,-0.061371684,0.008695644,-0.096190434,-0.021551704
0.034883781,0.165191718,0.038534467,0.037441537,0.022727251,-0.040000021,-0.028985481,0.047044674,0.015463902,-0.009596966,0.038167995,-0.065384704,0,0.132771387,0
0.033707832,0.101265785,0.030413624,-0.075187969,-0.011111101,0.003125022,-0.144278589,-0.014976971,-0.020304609,0.021317856,0.022058802,0.045267544,0.051724193,0.032558107,0.030836975
0.01449274,-0.028505764,-0.017119298,0.039024352,-0.002808986,0.059190012,-0.043604678,0.107602346,0.025906774,-0.036053142,-0.044964029,-0.066929136,-0.057377091,-0.102702722,-0.038461503
0.139285754,0.005679169,0.032432488,-0.051643182,0.040845066,0.225490219,-0.136778132,-0.036958857,-0.025252561,0.003937004,0.080979253,0,0.017391288,0.094377552,0.075555589
-0.021943627,0.043529398,0.008144234,-0.033003269,-0.039242215,-0.056000042,-0.010563371,0.020833392,0.015544089,-0.019607825,-0.057491278,-0.025316503,-0.017094001,0,-0.051239698
-0.076923006,0.039458894,-0.055972263,-0.093856686,0.014084494,-0.076271117,-0.153024853,0.047260962,0.015306108,0.027999973,-0.059149668,-0.060606042,-0.034782576,-0.01926608,0.006097534
0.013888875,-0.063991338,0.00855742,0.013182707,-0.062499975,0.06422012,0.121848718,-0.098974375,-0.040201026,-0.058365705,0.023575615,0.036866287,0.009009,-0.055191782,-0.047619003
0.071917819,-0.063731192,0.008484811,-0.133829043,-0.059259273,-0.08620692,-0.1048689,0.133750735,-0.094240812,0.028925591,-0.047984645,0.044444565,0,-0.029702942,-0.05454551
-0.022364271,-0.118811887,-0.012019162,0.255364828,0.007874046,0.047169881,-0.133891279,0.01305222,0.017341024,-0.002008078,0.056451559,-0.034042485,0.017857126,0.020408143,0.019230752
-0.022875796,-0.016853917,0.034063227,-0.223931618,0,0.126126112,-0.135265691,-0.010901943,-0.034090877,-0.008048282,-0.057251856,0.008810453,-0.026315765,-0.047999978,-0.099056571
-0.033444784,-0.022857121,0,0.167400933,0.023437515,-0.031999969,0.106145286,0.05110223,0.029411736,-0.01014193,-0.016194316,0.043668238,-0.009009,-0.096638661,0.083769617
0.027681633,0.029239738,0.037647023,-0.071698132,0.09923658,-0.008264455,-0.146464626,0.10104866,-0.00571428,0.004098357,-0.00205766,-0.004184237,0.0181818,0,-0.050724591
-0.020202001,-0.048295476,0.027777766,-0.095528508,0.013888942,-0.041666725,-0.076923142,-0.066666705,-0.011494242,-0.008163257,-0.04948449,-0.050420167,-0.017857126,0.024418567,-0.015267221
0.013745691,-0.056716365,-0.00717039,-0.047191022,-0.041095915,-0.025217326,-0.141025588,-0.008348808,-0.000581423,-0.065843655,-0.078091133,-0.048672421,0,-0.012485786,-0.018087839
0.013559309,-0.003164554,-0.00444444,0.08018872,0,0.034790288,0.059701434,0.010290048,0.122745764,0.035242257,0.07058828,-0.08372097,0,-0.059770099,0.021052675
