DRUG,ATER,MBRX,TECX,HOLO,AITR,ALCY,AQU,ATMV,AY,CBRG,CLRC,CSLM,DUET,ENV,ESHA,FORL,GDST,IPXX,IROH,IVCP,LATG,MARX,MNTN,NVAC,PLAO,RENE,RFAC,SKGR,SVII,TGAA,THCP,TLGY,VMCA,YOTA
0.03921565,0.036734658,0.009920673,0.008064508,-0.099056618,0,0.000469494,-0.000908286,0,-0.027260353,0.001964664,0,0,0,-0.010562856,-0.002890148,0.001843272,0,0,0,0.00278549,0,0,0,0,0.000880993,0,0,-0.002697818,-0.000905818,0,0,0.001316891,0,-0.011131715
0.053773626,0.094488194,-0.07662089,0.007999992,0.015706766,0,-0.001407733,-0.005454584,0.000908286,0.011676787,-0.001960812,0.000881854,0,0,0.015933716,0.000966114,-0.000919984,0,-0.000950592,-0.000995048,0,0,0.005596965,0.0026691,0.000883412,0,-0.000446041,0,0.000901734,0.000906639,0.003555552,0,-0.000438414,0,0
-0.01074303,0.039568394,0.017021363,-0.0079365,-0.087628809,0,0.001879653,0,0,0.027008356,0,-0.000881077,0,0,0.038739101,0.003861,-0.000920744,0,0,0.000996039,0,0,0,-0.000887332,0.018534867,0,0.001338719,0,0.000900836,-0.000905818,0,-0.000952403,0.001754426,0,0.008442791
-0.04072405,-0.034602124,-0.004184096,-0.015999985,-0.039548064,0,-0.003752342,0,0,0.031692511,0,0,0,0,0.01675967,0,0,0.002710089,9.51E-05,0,0,0.00353982,0,0.00088812,-0.003466201,0,0,0,0,0.001359959,0,0.000953311,0.000875677,0,0
0.037735928,0.107526866,-0.018907594,0.09756101,0.176470588,0.000969014,0.002354103,0,0,-0.006100274,-0.000714447,0,-0.000898493,0.001818223,-0.023611471,0,0,0,0.000190263,0,0,0,0,-0.001774663,0.086956522,0,0,0.003656304,-0.003600357,-0.000452704,0,-0.000952403,0,0,0.003720927
-0.027272701,-0.061488616,0.03854386,-0.044444518,0.614999962,0,-0.000469715,0,0,-0.035510718,-0.009830175,0.004409188,0.000899301,0,0.01125472,-0.001923029,0.000921592,-0.000900921,-0.000285295,0,0.002777753,0.000881854,0.005565902,0.001777818,-0.078560028,0,0,0,0.003613366,0.000996348,0.00088576,0,0,0,0.018535664
0.014018678,0.075861994,0.014433025,0.06201557,-0.325077407,0,0.000939781,0.000914098,-0.000453731,0.016363664,0.010649822,0,0.000898493,0,0.005715219,0,0,0,0,0.001492477,0,0,0.01199263,-0.000887332,-0.017190481,0.000880302,0,0,-9.00E-05,-9.04E-05,0,0,0,0,0
-0.023041562,-0.038461503,0.02235775,0.014598526,-0.123853163,0,0.000281715,0,0.000453937,0.036225378,0.003750653,0,0,0,-0.008523997,0.003853561,-0.001841575,0,0.000951497,-0.001490252,0.001846764,0.001762071,0,0,-0.000883328,0.000879528,0,0.005464519,-0.00531101,9.04E-05,0,0.004766463,-0.001749821,0.000874146,0
0.037735928,0,0.009940301,0,0.083769652,0,0.002534537,0,0,-0.023306039,0,0,0,0,0.02277518,0,0.002767503,0.000901734,0.000475205,0.000995048,-0.00092168,0,-0.017320012,0,0.002652496,0.000878755,0.000891201,0,0.006968295,-9.04E-05,0,-0.003795063,0,0.001746765,0
-0.0090909,-0.063333352,-0.025590574,0,-0.07487928,0,-0.000936351,0,0,-0.000441817,0.041370121,0,-0.00269306,0,-0.000884789,-0.003838768,0.000919984,0.002702679,-0.00047498,-0.000994058,-0.00092253,0,0,0,0.002645479,0.001755883,0,0,0.000269638,0.000904998,0,0.000952403,0,0,-0.017288406
0.119266047,-0.056939449,0.002020248,-0.007194295,-0.049608296,0,0.000937229,0.004566228,0,0.005747089,-0.036309286,0.004389749,0,-0.001814923,-0.001918779,0.001926734,0.00183819,-0.001796986,0.000950501,0,0,0,0,0,0.083553194,-0.000876444,0,0,-0.005390873,0.001356183,0,0,0,-0.00087186,0.009259206
-0.073770517,0.022641487,0.024193525,0.01449274,-0.043956105,0.000968076,-0.000936351,0,0,0.017582401,-0.021276576,0,0.002700332,0,-0.022034981,0,-0.000917365,0,0.000949689,0,0.001846764,0,0.011131715,0,-0.074675333,0,0,0,0.000722708,0.001354433,0,0,0,0.00087262,0
-0.000884997,-0.0221402,0.013779562,0.007142907,-0.022988484,0,0.001405843,-0.00363636,0.000907375,-0.014686832,0.008605097,0,0,0.004545472,0.035989793,0,0.001836502,0,0,0,0,0,-0.00917426,0.00088812,0.009649177,-0.000877129,0,0,0.000180525,-0.000901734,0,0.002854399,0.006485571,0,-0.013761433
-0.023029145,-0.003773581,-0.042718498,0.070922031,-0.029411765,-0.00193428,-0.002339782,0,0.001813278,0.026742684,0,0,0.000897601,0,0.008465832,0,0.000916611,0,-0.001897486,0.000497524,0,0,0,0,0.040833997,0.000877899,-0.000890407,0,-0.000902548,0,0,0.002846274,0.000522428,0.001743636,0
0.144152233,-0.018939465,-0.070993898,-0.019867582,0.048484802,0.001938029,0.001407162,0,0,-0.051665286,0.01185451,0,0.000896882,0,-0.009263271,0.001923121,0,0,0.002851686,0.000497276,0,0,0.001851806,0,0,0,0.000980364,0,0.000903363,0.000902548,0,0.001892191,0,-0.003481285,0
-0.088748012,-0.023166002,-0.034934465,-0.006756804,-0.109826572,0.00096714,0,0,-0.002714908,0.004502494,0,-0.000874063,0,0,-0.007012356,-0.000959715,0,0,0,0,0.000921592,0,-0.005545237,-0.001774663,0,-0.000877129,0.002582164,0,0.000902548,0,0,0.002832836,0,0,0.013953453
0,0.023715393,0.049773707,-0.02040809,-0.103896069,0,0,0,0,0.003585833,0,0.001749738,0.001792156,0,-0.025452454,0.000960637,0,0,0,0.000993964,0,-0.001758971,0,0,0,0.000877899,-0.00088812,0,-0.000901734,0.000901734,0,-0.005649667,0,0.002620064,0
0.052173968,0.015444093,0.028017267,0.02777775,0.050724623,0,-0.000468395,0,0,-0.01831174,0,0,0,0,-0.011020467,0,0,0.001800221,0,0.000993071,0,0.006167374,0.003438634,0.000888909,0,0.000438607,0,0,0.002707557,0,0.005309687,0.006628759,-0.008703171,0,0.008256895
-0.008264455,0.038022776,-0.037735813,-0.006756804,0.034482759,0,0,0,0,0,0,0.000873382,0.00089439,0,-0.003968892,0.001919338,0.000915772,0,0,-0.000992086,-0.012891289,0,0,0.00088812,0,-0.000438414,0.000888909,0,0.000540101,0.000900836,0,0.000940755,0,0,-0.008189277
-0.025000075,-0.014652001,-0.013071883,-0.027210859,0.319999949,0.000966114,0.000937229,0.003649632,0,0.000909939,0,0.003490398,0.002681027,0,-0.000919503,0.000957876,-0.000914934,0,0,0,0.013992501,0,0,-0.001774663,0,0,0,0,-0.002338973,0,0,0,0,0,0
-0.042735004,-0.007434937,0.079470119,0.013986001,-0.156565586,0,-0.000468175,0,0,0.000909112,0,0,-0.002673858,0,0,-0.001913828,0,-0.001796986,0,0.000496536,0,-0.00612957,-0.003889953,0,0,0.000877213,0.00088812,0,0.005410231,0,0.000880302,0,0.003511849,0,0.009174347
-0.035714252,-0.007490629,-0.087934528,0.0068966,0.047904144,0,0.000468395,-0.004545472,0,-0.000908286,0.001242561,-0.000869585,0,0.000904998,-0.010277739,0,0,0,0.000947889,-0.000496289,0,0,0.000464911,0,0,-0.000876444,0,0,-0.004484237,0,0,-0.001879742,0.000437455,0,0
0.037037,-0.041509483,-0.031390104,0.04109585,-0.062857165,-0.000965181,0.000936262,0,0,0.001363668,0,0,0.000446838,0,-0.003874768,0,0.000457886,0,0,0.000993071,0.003035878,0,0,-0.000888909,0,0.000438607,0,0,-0.000900921,0,0.000879528,0,-0.000437264,-0.001742117,0
-0.013392844,-0.027559029,-0.002314868,-0.026315765,-0.054878027,0.000966114,0,0,0,-0.000453937,0,0.000435171,0,0.000904094,-0.031274287,0,-0.000915353,0.004500467,0.000946901,0,-0.002109489,0,0,0,0,0,0,0,0.000901734,0.00027005,0,0,0.001749738,0.00087262,-0.004545472
-0.022624412,-0.028340054,-0.004640367,0.006756697,-0.045161278,0,0.000467738,0,0.000907375,-0.001362429,0,-0.000434982,0.002233191,0.004516729,-0.026341141,0,-0.000458096,0,0.000946095,0,0,0,0,0,-0.047579275,-0.003945645,0,0,0,-0.000269977,0.000878755,0,-0.003493447,0,0
0,-0.012500087,0.006993056,0.006711457,-0.067567567,-0.000965181,0,0,0,0.001364288,0,0,-0.001782572,0,0.002804388,0,0.000916611,0,-0.001890312,-0.000496043,0.000919139,0.001762071,0,0.002580096,0,0,0.000887247,-0.002717367,0,0,0,0,0,0.000871776,0
0.012037047,-0.037974649,0.006944382,-0.020000034,0.01449274,0,0.000467519,0,0,-0.001816572,0,0,0,0,-0.002796545,0,-0.000915772,0.011648756,0,-0.000992579,0,0,0,-8.88E-05,0,0,0,0.000908286,0,0.000900111,0,-0.001412462,0.001752889,0,-0.008219192
-0.039341354,-0.017543843,-0.048275872,-0.027210859,-0.057142871,-0.000966206,0.004672915,0,0,-0.002274761,0,0.000870342,0,0,-0.011217425,0.000287565,0,0,-0.000473496,0,0.000918207,0,0,-0.001774894,0,0,0,0,0,0,-0.000877983,-0.000471397,0,-0.001742117,0.007366476
-0.019047602,-0.040178533,-0.048309134,0.020979057,-0.106060579,0.00096714,-0.0065116,0,0,0.001367933,-0.007180244,0,0,0,0.031364717,-0.000287483,-0.006416104,0,0.00047372,-0.000496688,0,0,0.002788079,0.004623048,0,0.005281727,-0.000886461,0,0.002252218,-0.000449651,0.000878755,-0.000377421,0,0.001657945,0.000914098
0.009708729,-0.069767483,0.010152274,-0.027397233,-0.199152571,0,0.003745315,0.004566228,0,0.000910768,0.008035728,0.004347843,0,0.001798602,-0.000808787,0,0.007380067,0,0.000946901,0,0,0,0,-0.005309772,0,0,0.000887247,0.000907375,-0.000449448,0.000449853,0.000877899,-0.00056621,0,0,0
0.009615376,0.034999967,-0.050251268,-0.014084605,0.026455027,0,0,0,0,0.000454969,0.00797167,-0.005194841,0,0,0.007770755,-0.002876384,0,0,-0.000946005,0,0.003669721,0,0,0.0026691,0,0,-0.001773006,0.000906639,0.000899301,0,-0.000877129,0,0,-0.006010998,0.002739702
0,0.004830913,-0.010582001,-0.916666664,-0.001030951,0.000386445,0.000932768,0,0,-0.003183251,0,0,0.000892878,0,0.001927694,0.001923121,0,0,0.000946901,0,0,0,0,0,0,0.020140065,0.001776155,0,-0.001796986,0,0.000877899,0,0,0.002629249,-0.005464432
-0.028571403,0.019230752,-0.034759389,10.50000047,0.104231194,0.000579444,-0.000931899,0,0,0.000456215,0,0,0,-0.00269306,0.006573671,0,-0.001831544,0,0,0,0,0,0,0,0.007887831,-0.012875504,0,0,0.002700332,0,0,-0.01416436,0.001312283,0,-0.000915772
0.055882394,0.004717089,-0.026315732,-0.008074541,-0.117757033,0,0,0,0,0,0,0,0,0,0.00175216,0,0.001834904,0,0,0.002982081,0,0,0,0,0,0,0,0,-0.000897687,0.000899301,-0.000877129,0,0.000436882,0.004458094,0.004582969
-0.02599814,-0.018779436,-0.018492192,-0.002504694,-0.007415222,0,0,0,0,0.004559981,0,0,0.002676158,0,-0.006042313,0.003838768,0.002747228,-0.00620015,0.002838286,-0.002973214,0,0.001759055,0,0,0,-0.005217428,-0.000886461,0,-0.001527421,0.000898493,0.000877899,0.014176314,0,0,0.00091243
0.03431841,0.255980913,0.020289835,0.035153764,-0.140875103,-0.000965181,0,0,0,-0.000907874,0,0,0,0.001800221,-0.001279764,-0.00191209,0,0,0,0.000993964,0,0,0.010194593,0,0,0,0.000887247,0.000905818,0,-0.001795373,-0.004385898,0,0,-0.002697775,0
0,0.070476169,0,-0.001212884,0.019875757,0.000289788,0,0,0,-0.002726009,0,0,0,0,0.002562868,-0.001915661,0,0,0,-0.000992977,0,0,0,0,0,-0.00043699,-0.000443273,0,0.000899868,0,0,0,0,-0.005410146,-0.000911598
-0.032258142,-0.096085404,-0.019886345,-0.034608362,0.125456727,9.66E-05,0,0,0,-0.001822365,0,0,-0.0008897,0,-0.023326395,0.000959715,0.000913263,0,0,0,0,0,-0.011926529,0,0,0,0.002217346,0,-0.000269735,0.000359686,0.039647559,0.00302225,0,0,0
0.047619118,0.086614186,0.034782575,-0.003773551,-0.035714278,-0.000386296,0,0,0.000906639,-0.001369269,-0.000878755,0.003481285,0.000890492,0,0.016194959,0,0,0,0,0,0.000914098,0,0,0,0,0.001311709,-0.001769952,0.003619906,0.002697818,0.000539421,-0.021610179,0,0.000873382,0.004562208,0.003649632
-0.027272701,-0.005434821,0.016806774,-0.009469733,0.066217751,0,0.000932768,0,0,0.006855646,-0.005276998,0,0,0,0.017385735,0,0,0,-0.000943418,0,0,0,0,-0.002661995,0,0,0,0,-0.000896796,0,-0.012559589,0,0,0,-0.000909112
-0.018691681,-0.027322336,-0.038567521,0.003824119,-0.157894737,0.000966114,0.001863976,0,0,-0.002269684,0,0,0,0,-0.002056979,0,0,0,0.001888527,0,0.000913263,0.001755883,0,0.003558716,0,0.001746765,0,0,0,0,0.00789475,-0.005178937,0.00087262,0.001746765,0.004549608
0,-0.04868918,-0.041547272,0.021587311,0.022500038,0,-0.000930254,0,0,0.000454969,0,0,0,0,0.002853977,0,0,0,0,0,0.00091243,0,0,-0.001950298,0,-0.00087186,0.000886545,0.000901734,0.001346444,0,-0.016536082,0,0,-0.004359214,0
-0.023809502,0.027559029,-0.027802671,-0.009322596,-0.015892434,0,0,0,0,0.000454763,0,0,0,0,-0.015335988,0,0,0,-0.000942439,0,0.000911511,0,0,0,0,0,0.00088576,0,-0.00044824,0.001796901,0.013274302,0.003312901,0,0.003502624,0
-0.024390221,-0.011494242,0.042435427,-0.006900857,-0.203726746,-0.000965181,0,0,0,0.002272693,0,0,0.0026691,0,-0.009312749,0.003835087,0,0,0.000943328,9.93E-05,0.000910768,0,0.00278549,0,0,0,0.000442488,0,0.000448441,0.000269082,0,0,0,0.00087262,0
-0.040000021,0.034883781,0.165191718,0.038534467,0.037441537,0.000966114,0.00046556,0,0.001811636,-0.002721064,0,0,0,0,-0.00081036,0,0.001824772,0,0,0,0,0,0.005555506,0,0,-0.00043631,0,0,0.00044824,-0.002062204,-0.013100404,0.000943328,-0.001743719,-0.00087186,-0.000452909
0.003125022,0.033707832,0.101265785,0.030413624,-0.075187969,0.000675673,0.00139603,0,0.000904094,0.002728489,0,0,0.000887247,0,-0.000973258,0,-0.001821449,0,0,0.002882445,0,0,0,0.001065916,0,0.006547343,0.001326793,0,-0.000896078,0.002695394,-0.001769952,-0.005654992,0.001746765,-0.004363018,-0.001359256
0.059190012,0.01449274,-0.028505764,-0.017119298,0.039024352,-0.000675217,-0.000929389,0.001818223,0,-0.001360489,0,0,0,0,0.0040591,0,0,0,0,0,0,0,0.003683238,-0.000887332,0,0,0,0,0,-0.00179207,0,-0.000947889,-0.00087186,0.004382138,-0.000907462
0.225490219,0.139285754,0.005679169,0.032432488,-0.051643182,0.001930546,0.000930254,0,-0.00180664,0.000908286,-0.004420883,0,-0.000886461,0,-0.004527794,0.000955041,-0.00091243,0,0.000942529,0,0,0.000876444,0,0,0,0,0,0,0,0,0,-0.001897486,0,0.00087262,0.000908286
-0.056000042,-0.021943627,0.043529398,0.008144234,-0.033003269,-0.004816974,0,0,0.002262409,-0.000453731,0,0,0,0.003593887,0.000974619,-0.000954129,0.000913263,0,0.000470821,0,0.000909939,0.000875677,-0.000917365,-0.00088812,0,-0.00433653,0,0,0.000896882,0.000897601,0,0,0,-0.00087186,0.000907375
-0.076271117,-0.076923006,0.039458894,-0.055972263,-0.093856686,0.002904137,0,0,-0.000451478,0.000907787,-0.00088812,0,0,0,-0.00113599,0,0,0,0.000470599,-0.000495551,0,0,0,0.002666643,0,0.0008711,-0.000883328,0.004504436,0,0,-0.000886461,0,0,0.00087262,0.004533109
0.06422012,0.013888875,-0.063991338,0.00855742,0.013182707,0.000965273,0,0,0.000903363,0.000453525,0,0,0,0.001790466,0.000812335,0.001432606,0,0,-0.001881511,0,0,0,0,-0.002659551,0,0.001740684,0.000884109,-0.004484237,0.001792156,-0.000896796,0.000443581,0,0,0,0
-0.08620692,0.071917819,-0.063731192,0.008484811,-0.133829043,0,0,-0.002722385,0,0.006346387,0,0,0.002661911,0,0.000487055,0.001430648,-0.00091243,0,0.001885057,-0.001487391,-0.004545472,0,0,0,0,0,0,0.002702679,-0.001699468,0,0.008425745,-0.001901184,0,0,0
0.047169881,-0.022364271,-0.118811887,-0.012019162,0.255364828,-0.000964342,0.000929389,0,0,-0.005405443,-0.004444461,0,0,0,0.003407417,0.00380952,0,0,0.000940755,0.003972191,0.004566228,-0.000874911,0,0,0,-0.002606489,-0.000883328,0,0.000806364,-0.001795373,0.006068623,0.001904806,0,0,-0.003158831
0.126126112,-0.022875796,-0.016853917,0.034063227,-0.223931618,0,0,-0.00545946,0.000902548,-0.001358727,0,0.000867323,0,0,0.002102216,-0.004743851,0,0,0.001879653,0,0,0,0,0,0,0.004355417,0,0,0,0,0,-0.001901184,0,0,0.003168841
-0.031999969,-0.033444784,-0.022857121,0,0.167400933,0,0.001856964,0,0,-0.000453439,0.004464303,0,0,0,-0.001613721,0,0,0,0,0,-0.002727248,0,0.000918207,0.000888909,0,0,0,0,0.000895276,0,-0.013025629,-0.000952403,0,0,0.006317662
-0.008264455,0.027681633,0.029239738,0.037647023,-0.071698132,0.000965273,-0.001853522,0,0.001803382,0.000453644,0,0,0,0,0.002101197,0,0,0,0,-0.000791238,0,0,0,-0.00088812,0,-0.002601885,0.002652496,0,0,0.001798602,0.003542955,0,0.002617778,-0.004359214,0
-0.041666725,-0.020202001,-0.048295476,0.027777766,-0.095528508,0.000964342,0,0,0,-0.001360489,0,0,0,0,0.001290352,0.000953311,0,0,0.001876216,0.000296902,-0.001823196,0.00175127,-0.000917365,0,0,0.00173917,0,0,0.00089439,-0.000897687,-0.005295628,0.001906621,0,0,-0.001793678
-0.025217326,0.013745691,-0.056716365,-0.00717039,-0.047191022,0.001926734,0.001392701,0,-0.001800135,0.003633057,0,0,-0.002654844,-0.007149234,-0.003866006,0.00761904,0,0,-0.001872702,-0.000494722,0,0.000874146,0,0,0,0.010416656,0,0,0,0.001796901,0.001774579,0,0,0.004465818,0
0.034790288,0.013559309,-0.003164554,-0.00444444,0.08018872,0,-0.000463617,0,0,0,0,0,0.001774579,0.008100824,0.002263897,0,0.000456631,0,-0.000938108,0.000494966,0,0,0.001836502,0,0,-0.007731972,0,0.000898493,-0.000446753,0,0,0,0,0.001656355,0
-0.008620682,-0.036789262,-0.279365107,-0.008370514,-0.074235842,0.000961561,0,0,0.000901734,0.00180991,-0.000977749,0,-0.00088576,0,-0.000645384,-0.005671027,0,0,0.000938989,0.001484448,0,0,-0.003666358,0,0,0.00043291,0,0,0.000446952,-0.000448355,0,-0.000951497,0,0,0
0.008695644,-0.038194489,0.140969135,-0.034890311,-0.051886746,-0.000960637,0.00185533,0.004117116,0,0.000451682,0,0,0.00177309,0,-0.000322901,0,0.00410772,0,0.000938108,0,0.003652965,0.001746765,0,0.002666643,0,0.000432723,0,0,-0.00089359,0.000448556,0,0.000952403,0,-0.003481285,0.00449238
-0.067241338,-0.025270734,-0.069498006,-0.037317749,0.012437858,0.000961561,-0.000925947,0,0.000900836,-0.00722347,-0.005249579,0.000866571,-0.002566397,0.010714276,0.000161533,0.002851686,-0.000454556,0.001782487,0,-0.000494082,0.003639669,0,0,0,0,0.003460204,0,0.000897601,0.00089439,0,-0.001771435,-0.001902993,0,0.002620064,0.001788864
-0.001848405,0.018518501,-0.087136942,0.024227717,-0.093366118,0,0,0,0,0.005002302,0.006261153,0,0,-0.011484109,0.000645905,0,0.000454763,0,-0.000937229,-0.000494327,0,0,0.005519818,0,0.013043445,-0.011206906,0,-0.001793678,0.000893676,0.000896882,0,0.003813152,0,0,0.002678548
0,0.018181801,0,-0.045535214,-0.07588075,-0.000960637,0.001853611,0,0.002250277,0.000452499,0,0.000865821,0,0.000893676,0,0,0.000909112,0,0,0.000989142,0,0,0.002744715,-0.001329733,0,0,0,0.000898493,0,0.000896078,0,-0.001899288,0,0,-0.000890407
0,0.089285716,-0.002272779,0.016109061,-0.043988297,0,0,0,0,0,0,0,0.004347421,0,0.000645427,0.004739354,0,0,0.000469054,0.00197633,-0.00362647,0,-0.001824859,0.000443863,0,0,0.000881854,0,-0.000803556,0,0.006211153,0,0,0,0
0.032407375,0.131147574,0.029612783,-0.016463443,-0.055214745,0,0,0,0,0,0.002666643,-0.000865072,0.001766825,0,0.000322536,-0.003773581,0,0.0017794,-0.000468834,-0.001972432,0.004549608,0,0.004570402,0,0,0,0,0,0.000804202,0,0,0.001902902,0,0,0
-0.013452902,-0.133333343,-0.004424775,0.013639258,-0.051948004,0,-0.000925091,0,0,0.000452294,0,0,0.000881854,0,-0.001289667,0,0,-0.003552394,0,0.000988165,-0.002717367,0,0,-0.001774663,0.012875586,0.010462065,0,0,0,0,-0.004409188,0,0,0,0
-0.045454609,0.040133741,0.044444402,-0.007951135,0.092465744,0.000961561,-0.000925947,-0.004100235,-0.003143228,0.000226002,0,0,0,0,0.000645697,-0.000946991,0,0,0.001500919,0.000493595,0,0,0,0.003466627,0,-0.003451248,0,0,-0.001517875,-0.000895276,0,0,0,0.0034844,-0.004456345
-0.038095203,-0.035369742,0.06382983,-0.009864356,-0.087774284,0.000960637,0.001853611,0,0,-0.001129926,0,0,0,0.000892878,0.016292923,0,0,0,0.001311347,0,0,0.001743636,0.001819878,8.86E-05,0,0.004329021,0.001762071,0,0.00411343,-0.000896078,0,0,0,-0.000868075,0.00805731
0.019801962,0.016666651,-0.107999992,0.052303872,0,-0.000959715,0.000925002,0.006404363,0,0.001357411,0,0,-0.003524226,-0.000892081,-0.001587277,0,-0.000908286,0,-0.000935386,-0.000493351,0,0,-0.004541343,0,0,-0.004310361,0,0,-0.002582624,0.000896882,0,0,0,0,-0.008881028
0.038835031,-0.090163889,0.09417042,0.007100642,0.003436423,0,-0.000924147,0,0,0,0,0,0.001768303,0,-0.003974563,0.000947889,0,0,0.001872613,9.87E-05,0,0,0,0,0,0,-0.000879528,0,-0.000892878,0.001792156,0,-0.002848978,0,0,0.004480304
-0.046729037,0.009008957,-0.016393427,-0.009988253,0.428082181,0,0.001850093,-0.00727272,0.002702679,-0.000451799,-0.008865198,0,-0.007060894,0,0.001755735,-0.000946991,0,0,0,0.000888439,0,0,0,0.00177152,-0.016949136,0,0.000880302,0,0.000893676,0,0,0.000952403,0,0,-0.000892081
-0.009803912,0.017857126,0.070833263,-0.00949554,0.107913621,0,-0.000923382,0.010989,-0.001796986,0.001356183,0,0,0,0,0.000637363,0,0,-0.000891286,-0.001401812,0.000986122,0,0,0.004105846,-0.001768387,0,0,0.001759055,0.001795288,0.001785755,-0.00178895,0,0,0.004351627,0,0
0.019801962,0.042105308,-0.009727571,-0.026363123,0.136363665,0.000960637,0.002772707,0,0,0.003160257,0.006261153,0,0.002666643,0.001785755,0.000477748,-0.002843577,-0.000454556,0,0,-0.00098515,0,0,-0.002726009,0,0,0,-0.000877983,0,-0.001782572,0.003225829,0,-0.001902993,0,0,0.000892878
0,-0.010101,-0.049115912,0.058461585,0.321904773,0,-0.003686632,0,0,0.000450055,-0.007111104,0,0.002659635,0,-0.00047752,0.002851686,0.000454763,0,-0.000467956,0,0.0090826,0,-0.003826949,0.00079715,0,0,0,0.007168452,0.001785755,0.00464452,0,0,-0.00259963,0,0.001784077
-0.019417458,0.030612215,-0.012396682,0.058139532,-0.180115272,0,0.000462457,0,0,-0.001349473,0,0,0,0.001782487,0.003184726,0,0.000909112,0,0,0,-0.007200713,0,0,0.000885054,0,-0.000865821,0.000878755,0,0,-0.005156522,0,0,0,-0.001737659,0.006233362
0.34653468,0.029702942,0.06694554,0.020329611,-0.105448137,0,0.00323632,-0.004529003,0.000900111,0.0036036,0.006266759,0,-0.002652581,0,-0.003015851,0.000947889,0,0.000892081,0,-0.000986216,0,0.000870342,0,-0.000795811,0,-0.000866571,-0.000877983,0,0,-0.001787266,-0.002657195,0,-0.001737659,0,-0.002654844
-0.110294099,-0.025641002,-0.03137252,0.01507812,-0.168958764,0.000959715,-0.00276504,0.007279338,-0.000449651,-0.000897687,0,0,0,0.0017794,0.000636795,0.000473405,-0.000908286,0,0,9.87E-05,0,0,0,0.001769868,0,0,0.000878755,0,0.000891201,-0.000895276,0,0,0,0,-0.006211237
-0.0909091,-0.055921078,0.016194316,0.00530506,-0.177304964,0,0.000184829,0,0,0.00134774,-0.005338031,0,0,0,-0.00063639,0.001893086,0.000454556,0,0,-9.87E-05,0,0,0,-0.002473488,0,0,-0.000877983,-0.008896746,0,0,0,0,0,0.003220249,-0.004464303
-0.05454551,0.031358939,0.01195218,0.002638482,0.005747121,0.000958703,-0.000184795,0,0,-0.000897284,0,0,0,0,-0.00366183,-0.003306551,-0.000454349,0,-0.000936351,0.000987189,0.000906639,0,0.001554944,0.000708499,0,0,0,0,0.000445246,0,0,0,0,-0.001735096,0.001345322
0.019230752,0.010135125,0.003937004,0.010526356,0.185714313,0,0.005545325,0,0,-0.020655635,0.006261153,0,0,0,0.002716494,0.000947889,0,0,0,0,0,0,0,-0.002920353,0,0,0,0.004488262,0.001335144,0,0,0,0,0,0.005821727
0.023584997,0.040133741,-0.03137252,0,-0.05542169,0.000957876,-0.004595606,0,0.000449853,0.001375547,-0.002666643,0,0.00177309,0,0.00127493,0.002840884,0,0,0.000937229,-0.000986216,0,0.000869585,0.000456631,0.000266287,0,0.000433661,0,0,0.002666643,0,0,0,0,-0.001477379,-0.003561885
0.003686588,0.028938957,-0.024291475,-0.001562536,-0.107142875,0,0,0,0,-0.000457886,0.002673773,0,0,0.005328549,0.000636592,0,0,0,0.002808964,0,0,0,0,0,0,0,0,-0.00089359,-0.000443273,0.003584226,0,0,0,0,0
0.092745704,-0.012499988,0.033194988,-0.046948337,-0.068571431,0,0.001846764,0,0,0.001832383,0,0,0.00353982,0,-0.000318124,0,0.000909112,0,0,-0.000987189,0,0,0,0.000887247,0,0.00130042,0.001757426,0.003130577,-0.000443385,0,0,0,0.001740684,0.004786798,0
-0.042016865,0.107594907,-0.036144544,0.004926117,-0.092024526,0,0,0,0,-0.000914516,0,0,0,-0.005300306,-0.00063639,0,0,0,-0.000466864,0.000494082,0,0,0,0.008865282,0,0.000865821,0.001754426,0.00133744,0.000887247,0.000446439,0,0,0,0,0
0.052631634,0.014285701,-0.016666749,-0.038126402,0.040540501,0,0.000645158,0,0,0,0.000888909,0,0,0,-0.000477672,0,0,0,0.000467082,0,0,0,0.005933413,0.000878755,0,0.000864989,-0.000875677,0,-0.001241129,0.00044624,0,0,0,-0.004763993,0
0.029999911,-0.014084494,0.004237284,-0.009060014,-0.035714253,0.00095696,-0.00101323,0,0,0.000915353,0,0,0,0,-0.00015926,-0.006609981,0,0,0,0.000493838,0,0,0.002722299,-0.005267815,0.024999996,0.000864324,0,0,-0.000532537,0.000446041,0,0,0,0.003046114,-0.011617441
-0.033171433,-0.065714291,0.012658317,0,-0.033670082,0,-0.000553159,0,0,0.000914428,0,0,0,0,-0.001911724,0.004752779,-0.000908286,0,0,-0.000987189,0,-0.00086883,0,0,-0.023549258,-0.000863578,0.000438222,0.000890492,0,-0.000445842,0,0,-0.00086883,0,0
0.046025059,0.029051997,0.012499988,0,-0.083623617,0.001911998,0.00092253,-0.006323369,0.000899301,0.00045684,0,0,-0.005291042,0,0.001117314,0,0,0,0,0,0.000452909,0,-0.004524904,-0.001765181,0.006029341,0.000864324,0.00043803,-0.0008897,0.001776155,0,0,0,-0.000869585,-0.002169164,0
0.019999981,-0.034175337,0,0.027999987,-0.091254753,0,0,0,0,0.001369894,0,0,0,0,-0.001594424,-0.001892101,0,0,0,0.000395228,-0.000452704,0,0,-0.001768387,0.027397233,0,0.000875677,0.000890492,-0.001773006,0.00062444,0,0,0,-0.000869585,0
