CHRD,PRTG,INLX,LUMO,LIXT,APCX,NTRP,BACK,FNGR,GNPX,ODV,SOBR,UGRO,LRMR,IMRN,SCPX,CPHI,FAMI,DXR,CLRO,WKHS,EFSH,HYLN,FCPT,YUM,QUBT,AIM,COCP,DOMH,STRR,ONCT,MYO,FCUV,HOFV,FTFT,ZKIN,NVVE,FRES,CREX,CCM,BCDA,CYBN,DIT,NAII,NNDM,IMAB,TARA,NVNO,TC,BPTH,DSS,ALAR,DUOT,AIFF,BWMX,ISDR,IPA,LGTY,QRTEB,GB,CTGO,RDIB,WIMI,TCTM,ABVC,ADCT,ADV,AFBI,AGMH,AMRK,AP,ARMP,ASRT,ATNF,BLBX,BRBS,BRTX,BTTR,BYU,CEAD,CHR,CJJD,CLEU,CNF,COSM,DCTH,DSWL,DTSS,DTST,ELDN,ELVN,EQS,ESOA,FEDU,FKWL,FLUT,FORD,GAME,GEVO,GMGI,GREE,GYRO,HYMC,ICLK,IDR,ILLR,INDV,INTG,INTZ,IOR,IVDA,JSPR,KFS,KGEI,KROS,LEDS,LINK,LITB,LTBR,MAYS,MDJH,MGYR,MI,MIGI,NCTY,NISN,NIXX,NMTC,OMEX,PMTS,POCI,POWW,PRPH,PSHG,RETO,RIME,RZLT,SAVA,SBEV,SCWO,SGML,SKYE,SLNH,SNES,SPI,SURG,TFFP,TRAW,UK,UTZ,VCNX,VIRT,VRDN,VS,VTAK,WHLM,WKSP,XHG,XYF,YI,ZOM,ZTEK
0.037037,0.160714286,0,0.008393249,-0.1,0,0.053097294,-0.012269985,0.136363591,0.039800956,0,0,0,-0.021765425,0.177354631,-0.047619058,0,0,0.028529652,-0.037037002,0.118811858,0,-0.001005963,0.046112534,0.050680179,0.241379237,0.012145737,-0.05555559,-0.05555558,0.05964915,0.061776077,0.018181863,0,-0.004998164,0.007999992,-0.036697321,0,-0.023170732,0.067567502,-0.067415669,0.022580629,0,0.011071668,0.002717389,-0.044776165,-0.024734943,-0.01260501,0.0375,-0.017751509,-0.022727288,-0.042553184,-0.057324817,0.03529414,0,0.281292144,0.04971102,0.038062246,0.049999986,0.061452592,0.00295273,0.157894737,0.016556291,0.011472264,-0.029972814,0.054545455,0,0,0.038461538,0.008469,-0.027737237,0.053156175,-0.009836056,0.033707901,0,0,-0.002193769,-0.5,-0.171461426,0.016666667,-0.057142833,0.038297856,0.045000013,0,-0.034759389,-0.026086932,0,0.004545662,-0.00881055,0,-0.012986967,-0.006250024,0.026785689,-0.090909084,-0.048000031,0.054347827,0,-0.009259294,0.040963874,0.071428576,0,0,0,0,-0.034042521,-0.019736868,0.00205882,0.043557149,0.072572002,0,0.057082448,0,0,0.0050505,-0.199999988,-0.015450375,0.0274725,-0.012048353,-0.039473647,0.031818151,0,-0.033444784,0,0.037313433,-0.090909078,0.045454545,0.171974522,0,0,0.112121251,-0.01162793,0,0,-0.005524834,-0.029411812,-0.020754717,0,0.396825385,0.012345625,0.015873001,0,0,0.157894737,0.130434783,-0.110824742,-0.050343283,0.027272745,-0.019565217,0,0,0,0.002617771,-0.019397541,0.018903604,0.053814359,-0.078947368,0,0.0090909,0,0,0.018893434,0.125000052,-0.047619004
-0.071428609,-0.192307692,0,0.007134414,0,-0.038461503,0.008403394,0.006211164,-0.213333368,-0.023923445,0,0.377777778,0,0.013597005,0.361702203,0,-0.020408163,-0.089285714,0.067567552,-0.054945066,0,0,0,-0.011276248,-0.024949398,-0.033333302,-0.039999962,0.035294178,-0.023529423,0.096026412,-0.058181832,0,0,0.005023271,-0.079365099,0.047619118,0,0.03857681,-0.037974649,0.042168605,0.082018961,0,-0.013654282,-0.008130073,-0.031249971,0.039130431,-0.044680819,-0.016867488,-0.084337366,0.038759691,-0.022222218,0.094594632,0.006363608,0,-0.002100861,-0.003303935,-0.033333302,-0.008843545,0.040789514,0,0,-0.003257341,-0.011342144,0.030898942,0,0,0.017034077,0.037037037,0.06136956,0.030780774,0.003154571,0.056291416,-0.021739174,0,0,-0.002186125,1,0,0,0.060606033,0.002049227,-0.071770334,0,0,-0.040178533,0,-0.013574736,0.013333356,0,0.205263195,0.009433938,0,0.214285769,0.008403394,-0.026804148,0,0.037383232,-0.145833359,0.066666671,0,0.036496344,0,-0.005785906,-0.013215909,0.026845635,0,-0.026086932,0,0.032258065,0,-0.166666655,0.005699513,-0.070351751,0,0.048689109,-0.026737942,-0.024390048,0.013698617,-0.066079338,0,0.020761225,0,-0.050359712,0.099999984,0.217391304,-0.011956505,0.142857143,-0.073170777,0.035422309,0.029411736,-0.035714197,-0.044025189,-0.02222225,0.06060616,-0.113680154,-0.21428569,0,-0.048780443,0.062500004,0,0,-0.011363636,0,-0.124637681,-0.08674695,0.084070778,0.017738359,-0.03125,0,0.000586722,-0.01305483,-0.003787863,0.020408158,-0.042648738,0,0,-0.144144166,-0.008,0.021052696,-0.001324534,-0.086419744,0.049999952
0.076923121,-0.076190476,0,-0.029515938,0,-0.019999981,-0.054166635,-0.018518472,0.118644162,-0.024509804,0,0,0,0,-0.093749984,-0.016666595,-0.083333333,0,0.021985338,0,0.084070778,0,0,0.018662563,-0.010600823,-0.063218399,-0.020833412,0.147727216,-0.084337322,-0.024169162,-0.027026983,0.025510179,0,0,0.017241363,0.001818158,0,-0.038345983,-0.013157882,0.028901735,0,0,0,-0.013661254,-0.169354868,-0.065550943,0.002227137,-0.093137238,0.085526352,-0.016791003,0.159090879,-0.320987686,-0.035456203,0,0,0.00220989,-0.017241445,-0.028140004,0,0,0,0.009797352,0,-0.010899224,0.103448276,0,0.006896616,0.022857121,0.001217313,-0.002913334,0.056603718,-0.003134793,-0.077777772,0,0,0.012224904,0,-0.097222238,-0.010928962,0,-0.032719882,0,0,-0.033240966,0,0,-0.018348606,-0.028070148,0,0.266375428,-0.001869083,-0.04347822,0,0,0.033898375,0.117346939,-0.054054087,-0.105691067,-0.072916661,0.24999995,-0.035211262,0.079452042,0,0.004464303,0.01307195,0,0.101785681,-0.138971827,-0.015625,0,0.057142889,0,-0.2054054,0,-0.033571448,0.010989,0.012499897,0.0135135,-0.018867908,0,-0.186440659,-0.06342014,-0.068181818,0.272727233,-0.053571429,-0.06050605,0,0,0.126315859,-0.099999991,0.037036941,0.06578949,-0.00568179,0.057142855,0.086956522,0.272727233,0,-0.014652001,0,0,0,0.034482759,-0.173076923,0.009933775,-0.04749342,-0.02857146,-0.058823529,0,0,0,-0.063492018,0.017744046,-0.036363659,0.001758465,-0.047619048,0,0.03157898,0.016129032,-0.123711382,-0.064986707,0.040540521,0
0.035714252,0.020618557,0,-0.026764022,0,0.06122443,-0.017621212,-0.025157248,0,0.18592969,0,0.016129032,0,0,-0.103448338,-0.03389833,0.022727273,0,0.029335059,0,-0.004081648,0,0,-0.016794019,0.06884238,-0.006134963,-0.131914875,-0.099009886,-0.013157901,-0.027863766,0.031746001,-0.00497512,0.046511494,0.018141414,0,-0.01088926,0,0.00625,0,0.011235998,0.020408148,0,0,0.004155154,-0.320388342,0.06268658,0.015555573,0.102702682,-0.036363621,-0.013282747,0.243137259,0.07272729,-0.028330559,0.285714367,0,0.011025401,-0.001754343,0.032485879,-0.097345153,0.000981377,0,0.022485626,0.032504795,-0.060606083,0,0,0,-0.009776494,0.029787219,0.000730483,0.059523826,0.003144651,0.012048182,0,0,0.007509396,-0.5,0,-0.005524862,-0.057142833,0.07188164,0.067010269,0,-0.025787941,0,0,0.023364308,-0.025270761,-0.083333318,0.094827659,-0.001248468,-0.0181818,0,-0.066666683,-0.006147584,0,-0.019047601,0.103030353,0.044943845,0,0.007299177,0,0.005819578,0.002222188,-0.025806448,0,-0.055105317,0.109013942,0.079365079,0,0.081081083,0,-0.013605429,0,0.056171489,0.043478219,-0.07407409,0.013333321,0.197115433,0,0.208333325,0,0.097560976,0.07142862,-0.018867925,0.039812664,0.125,0.105263228,0.098130743,0.111111101,-0.014285701,-0.067901243,-0.0228571,-0.013513534,-0.02,-0.42857138,-0.090909111,0.029739748,0,0,0,0,0.279069767,-0.180327869,0.011080355,0.126050424,0.074074074,0,0,-0.001954907,0.025423679,-0.007472114,-0.016981101,-0.037448784,-0.01,0,0,0,0.082352958,0.048226903,0.038961021,0
1.310344952,-0.04040404,0.640000025,0.081249952,0,0,-0.040358729,-0.032258065,-0.303030318,0.038135576,0,-0.047619048,0,-0.015853673,-0.019230752,0.017543843,0.044444444,0.058823529,-0.087397094,0.017441844,-0.028688478,0,0,0.005176091,-0.01359608,-0.037037075,-0.049019562,-0.010989,-0.026666679,-0.025477683,-0.007692337,0,0,0.022727273,-0.008474569,0.07706421,0,0.00931677,0.119999992,0.138888889,0.028571429,0,0,-0.016551708,0.081428631,-0.013342667,0.023194695,0.029411784,0.006289292,0.023076938,0.104100938,-0.059322017,0.102891575,0,-0.027368474,-0.016357646,-0.033391925,0.015731908,0.029411744,-0.000980415,0,-0.018819693,-0.022592632,0.023460501,0,0,0,0.002961905,-0.001180665,0.017518282,0.061797762,-0.037617593,-0.035714253,0,0,-0.007453426,0,0,-0.005555556,0.060606033,-0.065088741,-0.043478213,0,0.044117604,-0.046511692,0,0.022831062,0.000925888,0,-0.011023657,0.009374976,0,0.117647013,0.040178555,0.004123707,0.015981735,0.029126232,-0.098901091,-0.032258098,0.399999936,0.021739198,0,0.015236277,-0.013303736,0.10596025,0,0.08061748,0,-0.011764751,0,0,-0.00051523,0.020689635,0,0.031140637,-0.005208328,-0.066666794,0.013157882,0.405622485,-0.080937633,0,0.070132907,0.066666667,0,0.019230769,-0.0934685,0,0.119047615,0.010638339,-0.07142859,-0.159420258,-0.00662251,0.023391768,0.027397216,0.044897959,0.749999851,0.087499976,0.319494584,0,0,0,0.111111111,-0.181818182,-0.024,-0.013698617,0.119403017,0.032327586,-0.032258065,0,0.020078229,-0.008264447,0.002509372,0.074855989,0.103951371,0.01010101,0,0.102040839,0,-0.02173911,-0.085250291,-0.043749997,0
-0.08955224,0.094736842,0.219512176,0.028901735,0,-0.028846127,0.098130861,-0.053333367,0.43478264,-0.073469357,0,0,0,0.001239215,0.105882347,-0.068965511,-0.021276596,-0.055555556,0.075641927,0.011428561,0.029535816,0,0,0.010813424,0.003270829,-0.038461503,-0.005154696,0.0111111,0.027397273,-0.013071883,0.050387643,-0.002499998,0,-0.022222222,0.017094103,0.030664406,0,0.009230769,-0.023809501,-0.126829287,-0.047222208,0,-0.088404534,0.005610093,-0.022457092,0.005693945,0.025235251,0.088095256,-0.006249984,0.077067639,-0.051428532,0.027026957,0.092418581,0,0,0.019955581,0.009090944,0.058585849,-0.013605404,-0.00196266,0,0,-0.010989028,0.326647485,0,0,0.002935395,0.005484465,-0.005910188,0.015064528,0.052910066,0.019544033,0.049382742,0,0,0.001251692,1,0.076923077,0,-0.08571431,-0.031645569,0.070707018,0,-0.002816899,0,0,-0.040178449,-0.000925032,0,-0.01751592,-0.008049484,-0.055555611,0,0,0.053388139,0,-0.009433998,0.006097507,0.022222268,0.285714367,0,0,-0.00930847,-0.017977511,0.047904186,0,0.047619097,0,-0.002976145,0,0.124999953,0,0.047297252,0,0.03800478,0.073298423,0,0.012987001,0.137142863,-0.061597721,0.01379309,0,0,0,-0.018867925,0.01242236,-0.111111111,0.05957441,-0.07368419,0.076923098,0.017241363,-0.00666666,-0.028571429,0.013333355,-0.0234375,0,0,-0.0259918,0,-0.050000026,0,-0.09,0.333333333,-0.016393443,0.013888875,-0.016666667,-0.004175365,0,0.002993992,0,0.077777762,0.011681313,0.037500065,0.017070473,0,0,0.02777775,0,0.0111111,-0.038461571,0.013071922,0
-0.131147608,-0.038461538,0,0.076404532,0,0,0.055319116,-0.021126708,-0.348484864,0.044052862,0,-0.066666667,0,0.012376225,-0.028368768,0.092592631,0.02173913,0.039215686,0.000645176,0.005649712,0,0,0.001006976,0.075904517,0.026778286,-0.060000022,-0.015544027,0.043956002,0.053333357,0.02649004,-0.018450184,0.017543843,0,-0.020454533,0,-0.016528909,0,-0.102439024,0.219512176,-0.039106082,-0.014577259,0,0,-0.002789398,0.045945918,0.124557694,0.001251593,0.017505453,-0.006289292,-0.062827199,-0.099397579,0.035087771,0.089999962,-0.166666681,0,0.004347822,0.027026957,0.045165396,0,0.00196652,0,0,-0.001915661,0.112311033,0,0,0,0.0027972,0.021997672,-0.00424025,0.085427174,0.054313045,0.094117625,0,0,0,-0.5,0.142857143,-0.022346369,-0.031249988,-0.050108997,0.103773563,0,0.305084727,-0.014634133,0,0.037209205,0.004629559,0.272727285,0.043760135,0.089887552,0.049019679,0,0.090128775,-0.025341152,0,0,-0.060606005,-0.021739174,-0.111111091,0.049645316,0.003172601,0.00671138,0.006864971,-0.028571401,0,-0.103030327,-0.044807255,0.011940344,-0.168000031,0,0,0.032258112,0,-0.006211198,0.048780559,0.031428852,0.038461605,0.027638224,0.044102595,0,0.01016948,0.020833333,-0.133333312,0.019230769,0.030674847,-0.05,-0.036144577,0.011363571,-0.042857103,0.059322045,-0.020134209,0.005882397,0.026315831,0,0,-0.241379305,0.03511236,0,0,0,-0.054945055,0.133333333,0,-0.015068544,-0.118644068,0.025157233,0,0,-0.006240917,0.074742299,0.057732012,0.104991388,0,0.16,0.121301726,0.099099111,0,0.021978001,0.149230737,0.058064537,0
0.075471743,0,-0.224999984,-0.019832942,0,-0.306930698,-0.036290308,0,0.395348869,0,0,0.125,0,-0.048899781,-0.014598526,-0.016949194,0.042553191,-0.037735849,0.019342372,0.011235945,0.180327856,0,0,0.054450753,0.000907081,0.205673821,0.142105318,-0.010526306,-0.050632933,-0.025806427,-0.018796992,0.004926104,0,-0.004176357,-0.016806806,-0.008403453,0,0,3.079999924,0.029069766,0.532544295,0,-0.082995018,-0.026573434,-0.025839769,0.000629281,0,-0.105376377,0.012658195,-0.02793296,0.214046759,0.033898272,-0.003669721,0,0,0.001082276,-0.052631531,0.012781441,0.096551754,-0.00196266,0,0,0.003838768,-0.00388351,0,0,0.025658491,-0.002789398,0.029086677,0.029808389,-0.166666722,0.039393975,-0.010752678,0,0,-0.001250127,0,0.087500016,0.022857143,0.096774222,-0.103211013,-0.025640962,0,-0.112554111,0,-0.019230769,0.004484271,0,-0.214285722,-0.021739118,0.010882047,0.065420495,-0.157894714,0.062992142,0.030000019,0.066247216,-0.038095202,-0.04193552,0.311111088,-0.125000075,-0.033783782,0.075268789,-0.018095253,-0.006818164,0,0,0.222972919,0,-0.100295026,0.141826965,-0.044444403,0,0.03124997,0,0.016447369,0.046511581,0.238226986,-0.012345667,-0.124694428,0.039292692,0,0,0,-0.23076925,0.018867925,0.077976227,0.210526316,-0.041666628,0.017977619,0.029850717,0.080000051,0.164383564,0.005847924,0.0641025,0,0,0.333333381,0.005427403,-0.279411737,0,0,0.046511628,0,0.004583316,-0.040333776,0.038461538,0.00204499,0.066666667,-0.00199007,0,0.016786584,-0.046783611,0.065420572,-0.023280944,-0.112068966,0,-0.016393427,-0.003968254,-0.032258034,-0.046854072,0.274390247,0.047619075
0.105263163,0.1,0.032258084,0.011714553,-0.011111153,-0.365714267,0.079497893,0.129496346,-0.28333335,-0.012658276,0,-0.349206349,0,0.008997467,-0.06296299,0.017241422,-0.020408163,-0.019607843,-0.004427618,0,0.034722223,-0.090909103,0,0.062415764,-0.009176271,0.029411736,-0.046083014,-0.010638288,-0.013333339,0.15562916,-0.02298852,0.03676473,0,-0.005591765,-0.008547001,0.00847467,0,0.046195652,-0.3504902,0.005649631,-0.036679518,0,0.073782522,0,0.007957536,0.144654163,0.010416667,0.004807711,0.012499968,0.015325656,-0.09641868,0.008196753,-0.011049714,0,0,0.003243214,0.022222201,0.012019277,0.064150908,-0.000983307,-0.068181818,0.032264463,0.003824088,-0.015594527,0,0,0,-0.01384615,0.031656272,0.016195707,0.036111144,-0.002915449,-0.021739174,0,0,-0.030037491,0,-0.04597704,-0.022346369,0,-0.051150897,-0.008771907,0,0.014634133,0,0,0,-0.013824909,0.090909072,0.031746001,-0.011897965,-0.026315765,0.312499921,0.022222236,-0.013592266,0,0.049504949,0.060606057,0.110169492,0.14285724,0.020979086,0,0.013579064,-0.016018324,0,0,-0.129834233,0.125454573,-0.019672144,0,0,0,0.060606076,0,-0.030097098,-0.035555522,-0.053691304,0.04999995,-0.097765339,-0.028355406,-0.064625869,-0.0324385,0.013605442,0.5,0.018518519,0.045830964,0.065217391,-0.043478288,0.015452471,-0.072463786,0,0,-0.011627921,-0.03614456,0,0,0.011363571,0.078272596,-0.020408143,0.052631608,-0.123967017,-0.055555556,0,-0.062629598,0,0.118518547,0.014285714,0.0625,0.00099707,0.011594194,-0.030660431,-0.033128858,-0.108187192,-0.001663027,0.038834951,0,0,0,0,0.051966277,-0.138755973,0
0.111111101,0,-0.031250019,-0.019999956,0,0,-0.06589143,-0.07006368,0,-0.051282003,0,0.146341463,0,0.025477682,-0.003952565,-0.03389833,0,0,0.005717926,-0.055555504,-0.016778524,0,0,-0.053677073,-0.011776908,-0.142857143,0.004830913,0.010752678,-0.027027039,-0.060171983,0.01568626,-0.044917271,0,0,0,-0.025210159,0,-0.025974026,0.169811373,-0.03932578,-0.048096173,0,0.002755939,-0.008620681,0.069736886,-0.010989052,0.010309278,-0.043062183,-0.018518472,-0.026415123,0.051829249,-0.024390259,-0.001862151,0,0,0.002155222,0.005434821,-0.021377708,0.001182168,0.00295273,0.024390244,0,0,0.00990099,0,0,0.013031493,0,0.010410988,0.003051937,0.002680963,0.011695895,-0.022222202,0,0,0.016774149,0,-0.036144564,0,0.029411752,-0.132075415,0.004424711,0,-0.062499943,0.014851471,0,0.013392876,0,0.166666698,0.066153862,0.003440336,0.018018001,-0.047619004,-0.021739144,0.023622025,0,0.037735812,-0.015872976,-0.068702228,0.124999975,-0.034246571,0,0,0.016279088,0,0,0.004761938,0,0.070234127,-0.021052612,0.046511583,0,-0.017142841,0,-0.014014017,-0.023041562,0.004728043,-0.059523848,0.043343612,0,-0.083636371,0.04046242,0.040268456,0,-0.018181818,0.026399156,0.171428571,0,-0.036956539,-0.015624985,0,-0.005882347,-0.017647118,-0.06250002,0,0,-0.157303335,-0.043804745,0,0,0,0.176470588,0,-0.048672566,0.347826102,-0.039735124,0.028169014,-0.088235294,0.014940238,0,-0.111922116,-0.011421272,0.019672165,-0.059411458,-0.065420561,-0.145118722,0.041666625,0,0.044444401,0.014686267,-0.055555583,0.272727285
-0.142857094,0,0,-0.033297573,0,0,-0.055228268,0.041095874,-0.069767443,0.022522522,0,0.170212766,0,-0.018633522,-0.043650752,-0.035087746,-0.020833333,-0.02,-0.080859112,0.005882347,0.075085352,0,0,-0.037963282,-0.030313558,0.080000003,-0.028846127,-0.042553152,0.013888895,-0.067073137,0.038610039,0.138613849,0,0,-0.008620682,-0.034482727,0,0,-0.032258084,0.052631555,-0.006315747,0,-0.065658739,0.01449274,-0.055350572,-0.117222203,-0.019591818,-0.057499981,-0.006289292,-0.094961199,-0.01449279,-0.025000016,0.026119377,0,-0.005411253,-0.018279578,0.0036036,-0.034587361,-0.081464044,-0.002944037,0,0,-0.070476169,-0.088235294,0,0,-0.023474179,0.033895879,-0.002169247,0.010818062,-0.11497328,0.014450853,-0.056818196,0,0,0.013959377,0,0,-0.011428571,0,0.052795053,0.101321611,0,0,-0.053658487,-0.399215698,0.057268762,-0.036915814,0,-0.076479038,-0.013142831,0.044247746,-0.149999976,0.051851838,-0.028846082,0,-0.018181801,0.061290289,-0.090163944,-0.111111091,-0.028368768,0,-0.004976044,0.018306618,0,-0.003033023,0.048973077,0,0.03125,0.023655942,0,0.005154639,-0.005813948,0,-0.025380711,-0.07547163,0.07058826,0.012658317,0.03264099,0,0.021031736,0,0.187096774,-0.200000021,-0.037037037,-0.042181056,0,-0.122727266,-0.013544006,0.031746002,0,-0.035502994,-0.011975989,-0.066666604,-0.02,0,0,-0.019633521,-0.062500021,0,0,-0.1,-0.308823529,0,0.354838689,0.051724138,-0.021526419,0,0,0,0,0.029952956,-0.051446897,0.015348302,-0.01,0.15123457,-0.080000019,0,0.010638288,-0.048684196,0.035294101,-0.142857166
0.04999995,0.036363636,0,0.026666641,0,0,0.045280872,0.011842126,-0.099999978,0.017621128,0,0.090909091,0,0.035443033,-0.033195087,0.018181863,0,-0.020408163,-0.030240586,-0.005847948,0.019047571,0,0,-0.017641806,-0.008590842,-0.043209909,0.054455512,0,-0.027397273,-0.035947724,-0.040892208,0.02173911,0,0,-0.026086932,0,0,0.04,-0.066666709,-0.055555556,-0.014830551,0.716981071,0.062264984,-0.015714305,-0.010416688,0.024543759,0.073646922,0.031830258,0.044303764,-0.019271981,-0.067647056,-0.017094001,0,0,0,0.004381157,0.001795288,-0.006285319,0.012853433,0.001968549,0,0.062493414,-0.045082021,-0.122580662,0,0,0.004807711,0,0.01576092,-0.042140451,0.063444121,-0.034188002,0.036144616,0,0,0.007509396,1,-0.224999984,-0.046242775,0.08571431,-0.038348171,0.04799998,0,-0.007692361,0.056700975,-0.020887709,0.016666763,0.067442957,-0.142857166,0,0.056166722,0,0.176470555,-0.052816902,0.015841568,0.008598859,0.027777795,0.003039487,0.054054002,0,0.021897761,0.029411765,0.005000929,0.015730354,0.017646981,0,-0.103915585,0,0.060606061,-0.054621894,0,0,0.035087685,0,0.007638931,0.015306108,0.061538566,0,0.293103441,0,-0.008938983,0,-0.10326087,0.166666645,0.019230769,0.062298637,-0.12543554,0.119170995,0.052631585,0.076923098,0,0.036809854,0.018181803,0.028571382,-0.032653061,0,0.159999975,0.052069473,0.444444454,-0.099999978,0,-0.033333333,0.063829787,-0.023255814,-0.126984101,0.016393443,-0.032,0.032258065,0,-0.016236825,-0.005479468,0.019110854,-0.06779665,0.053488378,-0.03030303,0.147453133,0.060869612,-0.054740997,-0.105263145,0.051175641,0.085227277,0.04166669
-0.047619003,-0.078947368,0,0.021645002,0,0,-0.004201617,0.072821861,0.52777775,0.51515149,0,-0.083333333,-0.100000024,0.02689481,0,-0.017857186,-0.042553191,0,0.094968121,-0.0411765,-0.006230494,0,0,-0.00897907,0.002286689,-0.019354821,-0.051643252,0.044444401,-0.014084514,0.013559309,-0.00387591,-0.068085044,0,0,0.017857126,-0.008928563,0.006185567,-0.024358974,-0.121428518,-0.005882375,0,0,-0.001538146,-0.056603755,-0.017105278,-0.062653588,0.039202749,0.023136187,-0.036363621,0.002183456,-0.034700284,0.008695685,-0.04199999,-0.200000021,-0.015233877,0.006543017,-0.019713286,0.001897516,0.052030364,0.004911516,0.13809522,0,-0.049356229,-0.017156882,-0.25,0,0,0,0.011235906,-0.039804483,-0.073863634,0.008849549,-0.023255861,0,0,0,-0.5,0.145161226,-0.006060606,-0.026315834,-0.116564399,-0.061068645,0,-0.007751931,-0.121951222,0.059999975,0,-0.090909091,0,-0.046875078,0.31578949,0.016949238,0,0.011152459,0.011695895,0,-0.009009043,-0.057575729,-0.025641002,-0.125000075,0.021428524,0,-0.061244034,0.006637151,-0.017340965,-0.00382725,-0.025210159,-0.039741564,0.025714329,0,0,0,0.016949137,0,-0.007581021,-0.005025121,0.014492814,0.012499988,0.377777735,0,0.053725524,0,-0.006060606,0.07142862,0.056603774,0.066734058,0,0.00925925,-0.013043466,-0.115714245,0,-0.011834378,0.011904777,-0.013888911,0.012658228,0,-0.08045975,-0.003807133,0,0.111111084,0,-0.022988506,0.1,-0.00952381,-0.027272701,-0.032258065,0.004132231,-0.03125,0,0.009708761,0.016528974,0.015083598,0.049090877,-0.064569507,-0.010416667,0.168224242,-0.016393427,0.062125894,0.011764695,-0.023684188,-0.020942373,0.120000005
-0.0666667,0.095238095,0,-0.04025415,0,0,-0.037974747,0.018181849,0,-0.091428593,0,0,0,0.061904818,-0.072961306,0,0.044444444,-0.020833333,0.022006483,0.085889562,-0.075235099,0,-0.005030105,0.001907349,-0.001320817,-0.111842078,-0.019801962,-0.010638288,0.071428606,-0.043478236,0.035019439,-0.022831028,0,0,-0.043859608,0.027027001,0,-0.014454665,-0.004065069,-0.094674524,-0.109677441,0,0,0.007692337,-0.022757644,0.048492776,-0.022761146,-0.09547737,-0.018867956,0.006535931,-0.062091518,-0.025862085,-0.07420768,0,-0.005524973,0.018418211,0.054844644,0.003156578,-0.062726108,-0.003910065,-0.163179903,0,0.004514669,-0.206982532,0.25,0,0,-0.032921779,0.016931201,0.022545476,-0.021472372,0.011695895,-0.035714253,0,0,-0.006832151,1,0,0.006097561,0,-0.076388851,0.016260121,0,0,0.088888939,0.037735874,-0.049180389,0.023999977,0.166666698,-0.052458951,-0.058333317,0.0333333,-0.149999976,0,-0.003853561,0,0.009090944,-0.035369767,-0.061403451,0,-0.034965033,-0.083428519,0.065239568,0.01318678,-0.005882427,0,0.084482804,0,-0.002785579,0,0,0,-0.016666651,0,-0.032638842,0.136363625,0.020407996,0,0.024193565,0,0.004838114,0,-0.036585366,0,-0.035714286,0.078673015,0,-0.059633007,-0.03964754,0.211631629,-0.103703718,-0.041916129,-0.023529441,-0.02816897,0.166666667,0,0.25,-0.028025451,0,0.199999955,0,0.011764706,0,-0.019230769,-0.100000045,-0.020000013,-0.012345679,0,0,0,-0.01084014,0.006827352,-0.012131663,-0.011799399,-0.021052632,-0.093999958,-0.041666725,0,0.023255885,0.008086246,0.064171091,0
-0.035714252,0.095652174,0,0.072847662,0,1.477477499,0.048245632,0.035714269,0.309090933,0.059748477,0,0,0,0.003363185,-0.013888875,0,0,0.063829787,-0.027865711,-0.067796614,-0.013559309,0,0.005055534,0.007139458,0.017193906,-0.0074074,0.045454502,0,-0.053333357,-0.020979034,-0.060150389,0.009345785,0,0,0.100917441,-0.008771922,0.015368852,0.03506665,0.09387756,0.071895387,0.14492754,0,0.07550068,-0.036641258,0.072602701,0,-0.011836631,0.041666667,-0.025641042,0.015151531,0.041811877,0.017699098,-0.024190151,0.083333389,-0.148555518,0.010638339,-0.003466201,0.001258622,-0.024453087,-0.000981283,0,0.011764751,0,0,0,0,-0.014354031,0,0.017169612,-0.00071126,-0.0344828,-0.072254334,0.037037002,0,0,-0.001250815,0,0,-0.03030303,0.027027073,-0.011278238,0.03200002,0,-0.023437478,0.076530538,-0.021818219,0,-0.067382804,-0.071428609,-0.024221439,-0.115044263,0,0,0,0.083172113,0.003009032,-0.018018086,0.166666667,-0.009345896,0.14285724,0,0,-0.007655532,0.010845987,-0.005917134,0,-0.111287746,0.000672963,0.139664807,0.034444491,-0.111111074,0,0.011299424,0,-0.036252699,-0.026666641,0.06000002,0,0.105511825,0,-0.0148148,0,0.075949367,-0.133333312,0.074074074,0.088752181,-0.003984064,-0.058536606,0.038990842,0.066666683,-0.00826452,0.018749982,0.024096416,-0.02898546,0,0,-0.330000019,0.023591065,0,0,0,-0.046511628,0.127272727,-0.009803922,-0.062305298,0.071428585,0.025,0.032258065,0,0,-0.01369863,0.026326201,-0.035087741,-0.0447761,0.043010753,0,-0.095652188,0,0,0.016042765,0.356783967,0
