SMMT,DTSS,GCTS,FFIE,SEZL,JXN,VCTR,LC,MLI,SLG,CRVS,WLFC,COMM,ZETA,SWIM,DRUG,ATER,MBRX,TECX,HOLO,HYLN,TPC,FTAI,IESC,PRM,SMR,INSG,EBS,AEYE,ASPI
0.020408143,0.03157898,0.004716909,-0.059259318,0.158199475,-0.00838822,0.017788387,-0.037694028,0.031041702,0.026473829,0.065000057,-0.011018101,0.012931023,0.02789251,0.007905131,-0.004629625,0.043771084,0.025793673,0.0079365,-0.039801051,0.038095317,0.02008932,0.026876751,0.041849687,0.044303808,0.06574388,0.013698617,-0.011976037,0.032380967,0.151020359
-0.029999971,0.131122431,0.000938989,-0.070866138,-0.036363602,-0.009264912,0,0.041474613,-0.003637104,-0.016038099,-0.014084605,-0.01526721,-0.046808468,-0.009045242,-0.019607825,0.004651158,0.12903223,-0.019342341,0.007874008,-0.051813474,-0.036697321,-0.03172866,0.014620894,0.00761215,0.008080801,0.022727329,0.049549502,-0.018181801,-0.027675294,-0.014184384
-0.01030933,0.109607591,0,-0.093220318,-0.084669812,0.00548893,0.004951883,-0.034292082,-0.021293916,-0.037224722,-0.042857104,0.012570758,-0.066964328,-0.022312304,-0.072000027,-0.046296361,-0.017142807,0.023668568,0.015625048,-0.071038213,-0.019047602,-0.016949216,-0.007383044,-0.004649018,-0.042084082,-0.063492077,0.103004299,-0.055555576,-0.018975314,0.043165513
0.067708332,-0.211382103,0,-0.02803743,0.00489561,0.001819655,-0.005507207,-0.00572729,0.000621687,-0.021505345,0.014925359,-0.004759018,0.05741633,0.009336016,0.047413852,-0.009708729,-0.008720991,-0.013487417,0.0076923,-0.111764683,0.067961218,0.022988484,-0.008334015,0.027557224,0.027196576,-0.033898353,0.019455235,0.019607825,-0.058027115,0.068965449
0.03658539,-0.0360825,0.003752342,-0.124999962,0.038717906,0.018970786,0.023025272,-0.021889462,0.01449577,-0.000467628,0.014705869,-0.003118456,-0.027149295,-0.01233298,0.012345667,-0.014705869,0.014662743,0.015624915,0.00763358,10.9205295,-0.0181818,-0.008988756,-0.027110066,0.020909049,-0.006109925,-0.042105224,-0.022900743,-0.038461503,-0.041067724,-0.003225803
-0.016470629,0.165775434,0,-0.021978001,0.045174078,0.029312725,-0.005697919,0.011778608,0.008369052,0.046783626,-0.033816394,0.032325322,-0.004651158,0.016649408,0.105691051,-0.054726376,0.052023143,-0.051923041,-0.015151501,0.594444444,-0.018518611,0.004535143,-0.017648165,0.004452377,0.020491783,-0.003663,-0.011718739,0.119999965,0.094218426,-0.016181215
0.076555068,-0.013761454,0,0,0.027869634,-0.002501464,0.053581629,0.004656573,0.003643731,-0.005363166,0.107499957,0.002020171,0.01869157,0.022517841,0.022058802,0.005263153,0.186813242,0.04868158,0.0153846,-0.257839721,0.056603835,0.005643363,0.019099817,0.01496009,0.028112423,-0.007352934,0.031620524,-0.059523755,0.043052795,-0.013157882
0.037777795,-0.041860534,0.002336502,-0.067415753,0.079963224,0.016010764,0.006255087,0.027809938,0.012101623,0.02291621,0.024830731,0.017338723,0.087155878,0.018018049,0.093525177,-0.005235597,-0.041666681,0,-0.015151501,-0.198122051,0.071428609,0.031425335,0.00463908,0.03395568,0.058593789,0.059259202,0.095785444,0.139240445,0.033771165,-0.00333333
-0.038543962,-0.286407733,-0.001398633,-0.132530089,-0.028723372,-0.026390724,-0.056756716,-0.043968472,-0.042447211,-0.050735726,-0.017621129,-0.060840265,-0.111814295,-0.043264556,-0.06250002,0.015789459,-0.057971059,-0.013539708,0,0.377049138,-0.075000025,-0.078345957,-0.021610606,-0.024815191,-0.068265661,-0.094405591,-0.090909091,-0.116666625,-0.043557212,-0.100334432
-0.008908678,5.108843107,0.000933728,-0.111111166,0.072289137,0.015210659,0.029799343,0.021226452,0.018106117,0.000462759,0,0.023422676,0.004750589,0.048304243,0.007017537,0.012953418,0.097435946,0,-0.007692361,-0.042091811,0.270270224,0.066115637,0.020200107,0.050243633,0.035643529,0.081081098,0.107692392,0.062893095,0.007590126,0.074349459
0.049438264,0.093541224,0.001865625,0.703125028,-0.00919307,0.012485549,0.016416254,0.025404188,0.033933028,0.058741836,0.053811607,0.022268079,0.059101655,0.003921565,0.010453035,0.002557542,0.102803737,-0.019607825,0.015503923,0.375943168,0.09219858,0.034330059,-0.005921534,0.036601744,0.061185501,0.017857126,0.253472136,0.005917154,0.073446303,-0.006920491
0.085653124,-0.073319688,0.004655511,-0.137614694,0.026391727,-0.019161418,0.003285047,-0.019144152,-0.017991373,0.024901691,-0.025531892,0.006252472,-0.026785689,0.008789078,-0.051724169,-0.005102036,-0.055084731,-0.004000008,-0.015267221,1.140645083,0.0064935,-0.011777367,-0.004281451,0.007161341,0.030630557,-0.056140299,-0.060941772,-0.082353001,0.052631614,-0.010452952
-0.262327439,-0.181318737,0.000926805,-0.138297828,0.023302529,-0.008123829,0,-0.040183741,-0.021743468,-0.016624016,0.013100424,-0.040889977,-0.045871624,-0.010648563,-0.039999962,-0.041025662,-0.044843072,0.004016072,0.007751992,-0.752712459,-0.090322574,-0.037919767,-0.011217092,-0.023405122,-0.01923071,-0.011152405,-0.020649018,-0.025641002,-0.016666651,0.031690196
0.098930514,-0.020134177,-0.000925947,-0.086419766,-0.089320757,-0.018525682,0.007094088,-0.020334938,-0.009261181,0.004117955,-0.008620682,0.010658352,-0.072115376,-0.016634058,-0.018939465,-0.002673794,-0.037558692,0.001999974,0,-0.055454027,-0.028368768,-0.006756804,0.009075431,-0.005056123,0.007130118,-0.015037669,-0.057228862,0.782894784,-0.044067835,0.058020421
0.046228723,-0.190411001,-0.018535664,0.08108111,-0.175253313,0.034373127,0.015172077,-0.028082974,-0.010386373,0.009281167,0.004347822,0.01736973,-0.005181342,0.030845717,0.027027094,0.029490588,-0.095121963,0.02794411,-0.007692361,-0.289677429,-0.080291981,0.002267626,0.020798213,0.074906015,0.060176933,-0.034351114,-0.124600668,0.0332103,0.051418434,0.29032262
0.079069689,-0.074450096,-0.065155857,0.074999925,0.11552541,0,0.014144616,0.023869294,0.031486146,-0.003635547,0.017316001,-0.00569111,-0.010416657,-0.005791454,0.011278184,-0.020833314,0.010781693,0.04854376,-0.007751931,-0.399636699,0.079365099,0.028280542,0.062775367,0.005389558,-0.031719464,0.027667958,-0.175182488,-0.021428551,0.062394667,-0.050000012
-0.038793068,0.297989063,0.058585853,-0.093023262,0.130506084,0.010948899,0,-0.003680949,0.03133905,0.00686842,-0.021276576,-0.017375276,0.021052675,0.002912595,0.011152405,-0.010638288,0.010666688,0.090740673,0.015625048,0.815431207,0.066176494,0.006600601,-0.024870508,0.009404683,-0.031034534,0.050000046,-0.075221273,0.040145947,0.069841201,0.073684204
-0.013452902,0.119718298,-0.026717533,0.051282106,0.200000032,-0.004180149,0.002631539,0.022167526,0.012628244,0.001279074,0.026086932,-0.000832139,0.010309268,0.041626361,0.047794072,-0.005376339,0.055408964,0.045840426,0,-0.214166641,0.082758621,-0.009835978,0.003188103,-0.01388247,0.06761568,0.142857093,0.052631645,0.157894759,0.016320495,-0.156862715
0.02954548,-0.040251535,0.050980438,-0.231707335,-0.09309159,0.050944514,-0.005249264,-0.032530175,-0.008378806,-0.020864371,-0.025423706,-0.002290248,-0.056122455,-0.014869874,-0.038596456,-0.021081099,-0.02500005,-0.009740231,0.0153846,0.071049806,0.070063625,0.019867477,-0.012711886,0.01171585,-0.00333333,0.025641079,0.01363635,-0.030303002,0.029197122,-0.072674417
0.002207451,-0.03014417,0.012126876,0.111111069,-0.107598513,-0.000544709,0.013984136,0.009962631,0.009628644,0.054142156,-0.026086932,0,-0.370270299,-0.009433998,0.237226311,-0.006074013,0.166666743,0.03114753,-0.00757575,-0.038613876,0.083333398,0.226190498,0.006616644,0.026522192,0.016722392,-0.031250044,0.363228671,0.009374991,0.038297869,0.194357327
0.024229105,-0.083783767,-0.030414738,-0.057142805,-0.03691847,0.028519523,0.003122533,0.012330504,0.001167722,0.000206315,-0.026785689,-0.000834664,-0.025751049,-0.016190483,-0.044247814,-0.022222202,0.04615384,-0.028616862,0.015267161,-0.071060779,0.021978,0.045895892,0.033931423,0.029657953,0.026315765,0.112903275,0.095394725,0.04953563,0.02459014,0.007874008
-0.036559155,-0.169616528,0.049429609,-0.070707063,0.148681563,-0.030907807,0.009857356,-0.020706465,0.00835926,-0.004330849,-0.009174303,-0.000835441,-0.101321595,-0.00193606,-0.07098766,-0.028409064,-0.084033657,0.126022949,-0.01503758,-0.140798197,-0.059139792,-0.020253225,0.000171792,0.003092406,-0.009615376,0.130434795,-0.033033002,-0.064896762,0.05600001,-0.101562468
0.131696462,0.637655432,-0.003623185,-0.048913061,0.015046273,0.021505382,0.002054919,-0.006218929,-0.018315033,0.026304898,-0.023148236,-0.010451505,0.019607825,-0.025218256,0.013289024,-0.064327492,0.006880782,-0.020348834,-0.00763358,-0.140645181,0.011428561,-0.021533162,-0.004638386,-0.011891117,-0.027508027,0.148717926,-0.102484447,0.07570978,-0.148989936,-0.026087
-0.045364894,-0.019522809,0.027272745,-0.068571431,0.056062349,0.043889369,0.001794502,-0.001251533,-0.010212032,0.020181635,0.018957442,0.01351921,0.057692369,-0.001990095,0.026229562,-0.018749982,0.070615006,-0.00593473,0.030769201,0.013513537,0.056497189,-0.005281643,0.00552295,0.007309678,0.016638919,-0.058035765,-0.062283758,-0.043988297,0.02818992,0.065476201
-0.024793463,-0.030973422,-0.070796476,-0.092024526,0.179053392,0.003418232,0.015097142,0.002506263,0.0285714,0.001186971,0.060465056,0.010629474,0.063636302,0.019940161,0.067092585,0.070063625,0.023404271,0,-0.022388038,-0.096296296,-0.04812836,0.029203533,0.007380713,0.018938048,0.024549933,0.056872099,0.118081155,-0.150306752,0.173160219,0
-0.067796549,-0.092465799,0.023809524,-0.101351334,-0.073107408,0.004939549,0.000504171,0.008749962,-0.001543245,0.022722737,-0.070175477,-0.015467106,0.068376108,-0.002932525,0.011976108,-0.071428576,0.039501026,0.005970161,0,-0.111475397,0.033707901,0.092863277,-0.028795343,-0.013809244,0.014376944,0.230941642,0.158415849,-0.028880839,-0.003690004,-0.033519522
-0.022727251,0.012578665,0.240930247,-0.030075248,-0.114934951,0.014067828,-0.003023405,-0.00991325,0.003670836,-0.02704787,-0.051886746,-0.002513673,0.119999981,0.01568626,-0.023668686,-0.038461503,-0.015999973,-0.062314531,-0.00763358,-0.083025829,-0.054347838,0.015735626,-0.01438596,-0.094760034,-0.001574764,-0.001821449,-0.034188002,0.040892153,0.074074,0.049132969
0.002325524,0.084471967,-0.179910086,-0.217054248,0.095627896,0.031088028,0.008592372,-0.021276546,-0.001732438,0.01826843,0.00497512,-0.007559862,0.142857179,0.003861,-0.0060606,0.046666702,-0.040650427,-0.11234183,-0.015384661,-0.016096564,-0.022988484,-0.024012352,0.023139894,0.025002429,-0.004731894,0.144160576,-0.088495629,-0.167857156,-0.012643639,0.093663885
0.046403779,-0.09392895,-0.013711117,0.069306983,-0.009169654,-0.001134701,0.004760677,0.021739079,0.000578457,-0.002535048,-0.009900981,0.038298803,-0.031250044,-0.000961469,-0.060975625,-0.070063701,-0.182203379,-0.001782508,0.007812493,0.370143107,0.017647041,0.0063492,0.014787792,-0.036161708,0.017432668,0.129186594,-0.022653701,-0.038626574,0.004656573,0.007556668
0.053215024,-0.05688999,0.000926805,-0.00925925,0.028106311,0.003732547,-0.0107232,-0.027534393,-0.008479449,-0.034995129,-0.060000002,-0.015895634,-0.058064463,0.005774732,-0.048701253,-0.109589097,-0.12435235,-0.042857123,-0.015503862,-0.010447716,-0.05202314,-0.018927501,-0.015600954,0.002166357,-0.032710286,0.022598849,-0.076158947,0.049107096,-0.034762478,-0.050000012
-0.027368445,0.063002653,0,-0.093457962,-0.030505114,-0.006952309,0.012351946,-0.001286969,0.018464543,0.023500807,0.010638288,0.004555755,0.034246542,-0.013397071,-0.020477877,0,0.047337286,-0.076492551,0.023622088,-0.030165911,-0.01219511,0.028938957,0.04562875,0.004323499,0.006441218,0.084254165,0.025089582,0.042553254,0.050420178,0.060526384
-0.109307387,0.005044131,0.062037043,0.082474146,0.017709745,-0.000976841,0.004731042,-0.005154696,-0.002480936,0.010292962,0,-0.000206108,-0.066225182,0.023278347,0.18466907,-0.016153776,0.053672299,0.111111124,-0.007692361,-0.166407528,-0.074074077,0.008593723,-0.010992669,0.008511914,-0.030400009,0.286624268,-0.006993001,0.008163257,0.031999969,0.158808892
-0.117861406,0.015056508,0,-0.123809468,0.077715871,0.012548899,0.012887249,-0.001295305,0,0.010579955,0.03157898,0.015463918,-0.042553152,0.02559237,-0.052941195,-0.046129799,-0.112600526,-0.047272768,-0.023255792,-0.076492511,-0.033333302,0.016266463,0.008925543,0.037543607,0.018151837,-0.348514884,0.021126825,-0.004048579,0.050941312,-0.044967888
0.055096364,-0.027194099,-0.028770699,0,0.010973459,0.05601158,0.011744545,0.070038905,0.006887327,0.026754502,-0.056122455,0.011979699,0.044444401,0.036968631,0.06832299,0.06803274,-0.129909404,-0.196564861,0.015873001,0.07878791,0.082758621,0.030487849,0.05675182,0.032912617,0.029173392,-0.258358637,0.048275814,0.020325184,0.069546877,0.024663707
-0.073107044,-0.069885606,0.054757598,0.478260858,0.017832246,0.005486978,0.007738808,0.036363659,0.030020862,0.034176764,-0.0054054,-0.009229516,-0.014184384,-0.00891269,0.075581391,-0.056024525,-0.055555464,0.04988123,-0.023437478,-0.058052476,-0.006369496,0.011094646,0.02637817,0.040463485,-0.007873971,-0.063524577,0.039473725,-0.01593624,0.063054223,0.052516359
-0.050704245,0.002732238,-0.107234062,-0.029411736,0.142748367,-0.028800993,-0.003599657,-0.010526333,-0.004242751,-0.033412485,-0.027173951,-0.001417572,-0.050359665,-0.006294937,-0.016216201,0,11.24264611,11.9072396,0.023999977,-0.033797232,-0.044871754,0.012435997,0.005847911,-0.009657218,-0.012698476,-0.070021917,-0.060126599,-0.024291475,-0.002780327,-0.035343052
-0.026706207,-0.069482319,-0.042897981,-0.136363682,0.056525766,0.009989065,0.004576075,-0.00236412,-0.014449774,-0.006989024,-0.016759761,-0.000202842,-0.037878841,-0.002714908,0.0164835,-0.016260147,-0.069069076,-0.079754589,-0.046874956,-0.074074045,-0.006711403,0.007225392,0.009791912,-0.00711592,0.159164032,-0.042352901,-0.016835001,0.053941855,0.014869874,-0.030172386
0.140243915,0.108345572,-0.344621519,-0.122807007,0.097791798,-0.00185447,0.002877074,-0.001184748,-0.005451145,-0.035952053,0,0.000202883,-0.039370042,-0.019056264,0.0054054,-0.066115736,-0.070967676,-0.108571461,0.032786853,-0.111111111,0,0,0.010606014,0.03441875,0.016643535,0.022112942,-0.020548007,-0.039370042,-0.044871774,-0.026666641
0.002673794,0.060766123,5.686930169,-0.050000012,0.063218391,0.023997571,0.013865599,0.029655989,0.009261041,0.060378874,0.017045438,0.011762279,0.040983567,0.011100822,0.075268809,0.035398196,-0.013888958,0.183760719,0,-0.064999962,0.135135085,0.028694447,0.000299914,-0.006757342,0,0.382211589,0,0.06147535,-0.017257939,-0.018264822
0.103999964,-0.041095882,-0.248636332,0.052631592,-0.086594618,0,0.000471598,0.012672771,0.00992507,0.025865265,-0.005586587,-0.005411915,0.031496033,0,-0.00999999,0.025641104,-0.028168988,0.066786983,0.015873001,0.029411723,0.047619075,0.008368193,0.008693073,0.047537001,0.012278329,-0.076521749,-0.020979002,-0.023166002,-0.023414612,-0.0395349
-0.038647307,0.063636335,-0.452813085,-0.050000012,-0.192093693,0.000151227,-0.018618923,-0.003412939,-0.007231585,-0.039905691,0.044943845,-0.016928661,0.007633672,-0.010978946,-0.047979812,0.14999995,-0.09057971,-0.040609099,0,-0.038961039,0.079545447,0.02351315,0.0072808,0.006412354,0.025606476,-0.013182707,-0.00714285,-0.090909099,-0.037962049,-0.029055662
-0.032663345,0.065934065,-0.143173031,-0.052631592,-0.041019674,-0.005744594,0.006964479,-0.006849363,-0.024094152,-0.028717182,0,0.001640054,-0.068181841,-0.033302553,-0.037135243,0,-0.02390436,-0.038800752,0,-0.137837848,-0.073684204,-0.006756782,-0.007670811,0.023525608,0.001314028,0.091603061,-0.021582713,-0.060869508,-0.013499493,-0.079800537
0.025974064,0.019473091,-0.557419346,0,0.142377021,0.026303838,0.018602403,0.004597697,0.018181833,0.006224464,-0.059139792,0.013303269,-0.056910611,0.007655495,-0.002754884,-0.072463786,-0.077551042,-0.036697214,0.015625048,0.216300931,-0.034090877,0.077551045,0.042812621,0.0094174,0.028871427,0.125874177,0.022058802,0.04629625,0.063157935,0.008130073
-0.103797489,0.016853998,-0.164723046,-0.044444403,-0.129446382,-0.021925976,-0.006087528,-0.034324966,-0.007706764,-0.011018745,-0.034285682,0.011916788,0.025862148,0.132953524,0.016574636,0.015624985,0.092920371,0.009523846,0.0076923,-0.051546393,-0.076470583,-0.028409079,-0.001568077,-0.004190436,-0.030612276,-0.043478293,-0.039568308,0.004424775,-0.026732718,-0.010752678
0.096045242,-0.072928158,0.424083738,-0.093023304,0.043932422,0.007876466,0.014134239,0.004739332,0.020079514,0.011141511,0.035502924,-0.000598778,-0.025210159,0.025146624,0.021739109,-0.1,0.028340054,-0.018867996,-0.030534382,-0.084239091,0.00636942,0.018193614,0.038263853,0.060976642,0.025000008,-0.009740251,-0.044943865,0.008810564,-0.069176023,-0.005434777
0.018041219,0.001191809,-0.142156847,0.153846166,0.062978205,-0.004207977,0.018118527,0.023584997,0.002971214,0.041368633,-0.022857121,-0.00878767,0.068965556,-0.015535535,-0.045212786,0.034188105,0.078740177,-0.028846082,-0.007874008,-0.023738849,-0.050632937,-0.024250167,-0.022552246,0.002544311,-0.035943483,-0.026229484,0.058823568,0.013100424,0.024043746,0.051912518
0.032911361,0.001190503,-0.090000016,0.244444483,0.003322335,-0.019619725,-0.001140841,0.014976971,-0.00092574,0.021533319,-0.04678365,0,-0.024193525,0.000830584,0.022284168,0.057851183,0.113138665,0.035643529,0,-0.012158101,-0.026666641,-0.01373447,-0.001125518,-0.062999197,0.005326226,-0.055555542,-0.022222201,-0.004310341,0.288153665,-0.077922067
-0.019607825,0.030915604,0.161695483,-0.18749998,-0.052152404,0.009390404,-0.004568226,-0.054483595,-0.041697554,-0.06814465,-0.073619635,0.003223853,-0.057851281,-0.005809182,-0.073569476,-0.046874956,-0.154098372,-0.005736178,-0.0079365,-0.055384592,0.027397233,-0.050397893,-0.00788729,-0.014418845,-0.013245083,-0.033868102,-0.034090966,-0.034632002,0.082021603,0.104225388
0.007500052,-0.036908846,-0.051351366,-0.087912133,-0.015866032,-0.003050129,0.00527764,-0.007202817,0.010442872,0.030226269,0.033112551,-0.001807595,-0.008771922,0.016694555,0.014705868,0.032786853,-0.003875965,-0.082692278,0.015999985,-0.084690564,0,0.006983267,0.018597353,0.013498207,-0.012080494,-0.018450167,-0.03137252,-0.017937202,0.128637006,-0.068877545
-0.090570776,0.00239515,-0.136752143,-0.036144545,-0.036385136,-0.030442123,-0.019630235,-0.021765453,-0.010143517,-0.031043028,-0.019230752,-0.01488937,-0.053097295,-0.018062419,-0.002898548,0.0079365,-0.073929893,-0.029979062,0,0.035587188,-0.053333362,-0.03883498,-0.009337954,-0.015471748,-0.01494567,-0.009398532,-0.060728783,-0.059360781,-0.065807281,-0.104109618
-0.00272851,-0.018638009,-0.080858049,-0.099999978,0.000920914,0.012306762,-0.008614643,-0.035846719,0.000580023,-0.029497917,-0.03921565,-0.001838238,-0.065420607,-0.04180602,-0.020348887,-0.031496033,-0.067226924,-0.036092462,-0.007874008,-0.151202734,-0.07042247,-0.016594484,-0.000844192,-0.029971624,-0.019310326,-0.079696409,0,-0.038834915,-0.033405957,-0.003058101
